# _root_ Foreign stock markets , which kicked off Black Monday with a huge selling spree , began the day off by relatively modest amounts .
#goldHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,23,23,20,16,
#predictedHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,22,23,20,16,
(14,23),(23,12),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,12),(23,-1),-0.0747443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,4),(23,-1),-0.0562611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,24),(24,25),-0.0270658 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,24),(24,24),(24,23),0.0955939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,-1),-0.045095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,24),(24,23),(24,-1),-0.0716167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,1),(1,2),0.118937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,1),(1,1),(1,4),0.0684452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,1),(1,1),(1,6),0.10591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,1),(1,1),(1,25),-0.13587 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,1),(1,2),(1,4),0.111053 # DEPENDENCYPART_GRANDSIBL
(16,1),(1,2),(1,6),0.10306 # DEPENDENCYPART_GRANDSIBL
(16,1),(1,2),(1,25),-0.0645295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,4),(1,6),0.0996044 # DEPENDENCYPART_GRANDSIBL
(16,1),(1,4),(1,25),-0.0249348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,6),(1,25),-0.0625773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,1),(1,-1),-0.00231727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,2),(2,4),0.0670959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,6),0.0811848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,7),0.0924175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,15),0.0670959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,25),-0.0864008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,4),(2,6),0.13157 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,15),0.0929208 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,25),-0.0335888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,6),(2,7),0.103042 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,15),0.11175 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,25),-0.0587347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,7),(2,15),0.100741 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,7),(2,25),-0.063581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,15),(2,25),-0.0335888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,2),(2,1),-0.00889764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,-1),0.0437961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,1),(2,-1),-0.0161868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,3),(3,4),0.0736088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,5),0.0953206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,6),0.108254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,7),0.0932263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,8),0.0707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,9),0.0675806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,10),0.129009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,14),0.0905417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,15),0.0736088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,16),-0.0837156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,3),(3,18),-0.0418854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,20),0.0187995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,21),-0.0665513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,23),-0.0688606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,25),-0.137125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,4),(3,5),0.102988 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,6),0.139348 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,7),0.103049 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,8),0.107506 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,9),0.107505 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,10),0.0699069 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,14),0.123081 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,15),0.0978307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,16),-0.0674278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,4),(3,18),-0.0652345 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,20),-0.0676992 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,21),-0.0644421 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,23),-0.0689983 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,24),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,25),-0.0606765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,5),(3,6),0.102716 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,8),0.103036 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,9),0.103036 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,5),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,25),-0.0713206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,6),(3,7),0.103067 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,8),0.102086 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,9),0.102086 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,10),0.101286 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,14),0.102807 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,15),0.101935 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,6),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,20),-0.0644252 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,24),-0.064169 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,25),-0.0654729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,7),(3,8),0.103063 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,9),0.103063 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,10),0.103065 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,14),0.101855 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,15),0.103041 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,7),(3,18),-0.0641609 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,20),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,25),-0.0734318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,8),(3,9),0.111579 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,10),0.105293 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,14),0.101398 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,15),0.112701 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,8),(3,18),-0.064149 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,20),-0.0642356 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,23),-0.0641552 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,25),-0.10462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,9),(3,10),0.105283 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,14),0.101242 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,15),0.112701 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,9),(3,18),-0.064149 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,20),-0.0642356 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,23),-0.0641552 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,25),-0.109162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,10),(3,14),0.115472 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,15),0.0823445 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,16),-0.0643656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,10),(3,18),-0.0648324 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,20),-0.0616217 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,21),-0.0648992 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,23),-0.0642576 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,24),-0.064161 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,25),0.0436344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,14),(3,15),0.129151 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,14),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,14),(3,18),-0.0647404 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,14),(3,20),-0.0609629 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,14),(3,21),-0.0646406 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,14),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,14),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,14),(3,25),-0.035324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,15),(3,16),-0.0674278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,15),(3,18),-0.0652345 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,15),(3,20),-0.0676992 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,15),(3,21),-0.0644421 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,15),(3,23),-0.0689983 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,15),(3,24),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,15),(3,25),-0.0606765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,16),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,16),(3,20),-0.0644252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,16),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,16),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,16),(3,24),-0.064169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,16),(3,25),-0.0655864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,18),(3,20),-0.0609629 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,18),(3,21),-0.0646406 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,18),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,18),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,18),(3,25),-0.0371045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,20),(3,21),-0.0648999 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,20),(3,23),-0.0642576 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,20),(3,24),-0.064161 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,20),(3,25),0.0402604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,21),(3,23),-0.0641522 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,21),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,21),(3,25),-0.0150495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,23),(3,24),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,23),(3,25),-0.0868721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,24),(3,25),-0.0661125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,3),(3,2),-0.0523888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,1),-0.0596446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,-1),0.117798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,2),(3,1),0.00100406 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,2),(3,-1),-0.0325137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,1),(3,-1),-0.0230868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,4),(4,4),(4,6),0.10306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,4),(4,4),(4,25),0.0409225 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,4),(4,6),(4,25),-0.0641804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,4),(4,4),(4,3),-0.0319796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,4),(4,4),(4,-1),0.0356458 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,4),(4,3),(4,-1),-0.0460504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,5),(5,6),0.10081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,7),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,25),0.0534623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,6),(5,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,25),-0.0666725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,7),(5,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,5),(5,4),-0.0445876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,3),-0.0447616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,-1),0.077839 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,4),(5,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,4),(5,-1),-0.0427755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,3),(5,-1),-0.0447565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,6),(6,7),0.105198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,8),0.169308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,9),0.167536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,10),0.0755407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,12),0.118949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,13),0.134658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,14),0.135112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,15),0.104604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,16),-0.065171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,6),(6,6),(6,18),-0.0641856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,19),-0.0644251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,20),-0.0439627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,21),-0.0677163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,23),-0.0568869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,24),-0.0645171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,6),(6,6),(6,25),-0.109024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,6),(6,7),(6,8),0.102851 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,9),0.102845 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,10),0.0993838 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,13),0.10108 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,14),0.10108 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,15),0.101378 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,16),-0.0641463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,7),(6,18),-0.0645709 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,19),-0.0642597 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,20),-0.0643247 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,24),-0.064316 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,7),(6,25),-0.0714914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,8),(6,9),0.101329 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,10),0.104286 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,12),0.102812 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,13),0.101948 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,14),0.101948 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,15),0.0894589 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,16),-0.0641684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,8),(6,18),-0.0594416 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,19),-0.0641855 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,20),-0.0564785 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,21),-0.0643549 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,23),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,24),-0.0642181 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,8),(6,25),-0.0301557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,9),(6,10),0.105345 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,12),0.102812 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,13),0.102061 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,14),0.102061 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,15),0.0894598 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,16),-0.0641684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,9),(6,18),-0.0594416 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,19),-0.0641855 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,20),-0.0565399 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,21),-0.0643549 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,23),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,24),-0.0642181 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,9),(6,25),-0.0344672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,10),(6,12),0.102797 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,13),0.10802 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,14),0.108021 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,15),0.112666 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,16),-0.0587141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,10),(6,18),-0.0653152 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,20),-0.0608718 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,21),-0.0654001 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,23),-0.0642349 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,24),-0.0604152 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,10),(6,25),-0.111863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,12),(6,13),0.111126 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,14),0.111126 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,15),0.0839331 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,16),-0.0641464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,12),(6,18),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,20),-0.0595905 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,23),-0.0641532 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,24),-0.064613 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,12),(6,25),-0.0766716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,13),(6,14),0.103725 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,15),0.118092 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,16),-0.0644345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,13),(6,18),-0.0657177 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,19),-0.064182 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,20),-0.06698 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,21),-0.0619104 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,24),-0.0704422 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,13),(6,25),-0.0385801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,14),(6,15),0.118116 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,16),-0.0644345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,14),(6,18),-0.0657177 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,19),-0.064182 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,20),-0.0669191 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,21),-0.0619104 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,24),-0.0704422 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,14),(6,25),-0.038303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,15),(6,16),-0.0675267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,6),(6,15),(6,18),-0.0687742 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,15),(6,19),-0.0647148 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,15),(6,20),-0.10962 # DEPENDENCYPART_GRANDSIBL
(16,6),(6,15),(6,21),-0.0594228 # DEPENDENCYPART_GRANDSIBL
