# _root_ A widening of that magnitude , said one New York trader , is `` not a favorable number ... .
#goldHeads=2,13,2,5,3,7,0,11,11,11,7,13,7,18,18,18,18,13,13,13,
#predictedHeads=2,7,2,5,3,7,0,11,11,11,13,7,7,13,13,18,18,13,7,7,
(13,7),(7,12),(7,14),-0.0359161 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,12),(7,15),-0.0659652 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,12),(7,18),-0.0655878 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,12),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,12),(7,20),-0.064161 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,12),(7,21),-0.109436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,13),(7,14),-0.0659437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,13),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,13),(7,18),-0.0641474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,13),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,13),(7,20),-0.0642711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,13),(7,21),-0.0684103 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,14),(7,15),-0.0576543 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,14),(7,18),-0.0593086 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,14),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,14),(7,20),-0.0642513 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,14),(7,21),-0.100509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,15),(7,18),-0.0642221 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,15),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,15),(7,20),-0.0531466 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,15),(7,21),-0.0396215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,18),(7,19),-0.0642371 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,18),(7,20),-0.0714793 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,18),(7,21),-0.102472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,19),(7,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,19),(7,21),-0.0737921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,20),(7,21),-0.0739295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,7),(7,6),-0.06159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,5),-0.0530765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,4),-0.0235479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,3),-0.0335282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,2),-0.0530765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,-1),-0.0770306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,6),(7,5),-0.0552099 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,4),-0.0425006 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,3),0.00166617 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,2),-0.0552099 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,-1),-0.069286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,5),(7,4),-0.0411572 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,3),-0.0577239 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,2),-0.0413129 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,-1),-0.0074742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,4),(7,3),-0.0430433 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,4),(7,2),-0.0427198 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,4),(7,-1),-0.0360064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,3),(7,2),-0.0462603 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,3),(7,-1),-0.0479037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,2),(7,-1),-0.0074742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,9),0.100903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,10),0.100903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,11),0.1004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,12),0.0840134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,13),-0.064335 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,8),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,15),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,18),-0.0641752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,21),-0.203413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,9),(8,10),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,11),0.103065 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,12),0.102136 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,9),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,15),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,21),-0.0654717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,10),(8,11),0.103065 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,12),0.102136 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,10),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,15),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,21),-0.0654717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,11),(8,12),0.0968356 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,11),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,15),-0.0641507 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,21),-0.0690107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,12),(8,13),-0.0641492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,12),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,15),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,18),-0.0646308 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,21),-0.0654206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,13),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,21),-0.0699628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,14),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,21),-0.0732681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,15),(8,18),-0.0641549 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,15),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,15),(8,21),-0.0388113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,18),(8,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,18),(8,21),-0.0690107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,19),(8,21),-0.0731004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,7),-0.0446088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,6),-0.0108812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,4),-0.00260666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,2),-0.106266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,-1),-0.0905025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,7),(8,6),-0.0426767 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,-1),-0.0468343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,6),(8,4),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,2),-0.0195965 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,-1),-0.0509349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,4),(8,2),-0.0420475 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,4),(8,-1),0.00460788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,2),(8,-1),-0.076156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,10),0.125576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,12),0.0868668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,13),-0.0685896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,9),(9,18),-0.0529854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,21),-0.0547662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,10),(9,12),0.0778455 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,13),-0.0641569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,10),(9,18),-0.0644789 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,21),-0.031058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,12),(9,13),-0.079437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,12),(9,18),-0.0736565 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,21),-0.102202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,13),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,21),-0.1302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,18),(9,21),-0.0162955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,8),-0.0335183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,7),-0.0498229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,6),-0.0291692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,-1),0.0290184 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,8),(9,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,8),(9,6),-0.0375888 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,8),(9,-1),-0.0353662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,7),(9,6),-0.0455873 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,7),(9,-1),-0.0479435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,6),(9,-1),-0.123327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,11),0.119906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,12),0.0851388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,13),-0.0685876 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,10),(10,18),-0.0529854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,21),-0.0489757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,11),(10,12),0.13263 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,13),-0.0646055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,11),(10,18),-0.0641769 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,21),-0.0157122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,13),-0.0799388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,18),-0.0736565 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,21),-0.102848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,13),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,21),-0.130545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,18),(10,21),-0.015718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,9),-0.0121154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,8),-0.0335183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,7),-0.0498372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,6),-0.0291668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,2),0.000562318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,-1),0.0421379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,9),(10,8),-0.0423547 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,7),-0.0428284 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,6),-0.0348977 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,2),-0.0412136 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,-1),-0.0170147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,8),(10,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,6),-0.0375888 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,2),-0.0441538 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,-1),-0.0353662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,7),(10,6),-0.0455873 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,2),-0.0425324 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,-1),-0.0479638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,6),(10,2),0.0528457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,6),(10,-1),-0.124237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,2),(10,-1),0.0427253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,12),0.0166639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,13),-0.0733303 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,11),(11,14),-0.0644298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,15),-0.0691809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,18),-0.0661807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,19),-0.067147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,21),-0.175184 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,12),(11,13),-0.083273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,12),(11,14),-0.0654241 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,15),-0.0654497 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,18),-0.0709387 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,21),-0.0206014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,13),(11,14),-0.0644063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,18),-0.0643044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,19),-0.0643998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,21),-0.0121665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,14),(11,15),-0.0641826 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,18),-0.0651641 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,21),-0.0427596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,15),(11,18),-0.0649939 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,19),-0.0643431 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,21),-0.0764235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,18),(11,19),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,21),-0.077219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,19),(11,21),-0.0418034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,10),-0.0390194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,9),-0.0261444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,8),-0.0516816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,7),-0.0370613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,6),-0.0135347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,5),-0.0543036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,4),-0.115947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,2),-0.0543036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,1),-0.168687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,-1),0.0339676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,10),(11,9),-0.0384682 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,8),-0.0416068 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,7),-0.0382223 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,6),-0.0404385 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,5),-0.0509545 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,4),-0.057117 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,2),-0.0509545 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,1),-0.0524707 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,-1),0.00826666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,9),(11,8),-0.0454602 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,7),-0.0382223 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,6),-0.0408761 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,5),-0.0499997 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,4),-0.0567972 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,2),-0.0499997 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,1),-0.0521509 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,-1),0.017126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,8),(11,7),-0.0422495 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,6),-0.0484062 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,5),-0.0194048 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,4),-0.0176065 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,2),-0.0194048 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,1),-0.0123657 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,-1),0.0388725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,7),(11,6),-0.0557859 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,5),-0.0425571 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,4),-0.0425806 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,2),-0.0425571 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,1),-0.042348 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,-1),-0.0572448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,6),(11,5),-0.0785942 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,4),-0.0438175 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,2),-0.0785942 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,1),-0.0461898 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,-1),-0.0735242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,5),(11,4),-5.23035e-05 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,2),-0.0436398 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,1),0.00805887 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,-1),-0.012618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,4),(11,2),-0.0480138 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,4),(11,1),-0.0383807 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,4),(11,-1),0.135872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,2),(11,1),0.00805887 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,2),(11,-1),-0.012618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,1),(11,-1),0.143722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,21),0.0151626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,-1),0.0364811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,15),-0.0440015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,21),0.0178793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,15),(14,21),-0.0435387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),0.0909293 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,11),(14,-1),-0.0695913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,16),-0.074741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,17),-0.0484192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,18),-0.0404085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,19),-0.0429612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,21),0.151928 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,16),(15,17),-0.043689 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,18),-0.0427427 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,19),-0.0420365 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,21),-0.0607305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,17),(15,18),-0.0441868 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,19),-0.0382374 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,21),-0.0859808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,18),(15,19),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,21),-0.0585169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,19),(15,21),-0.0475018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,14),0.0909454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,11),-0.0651944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,2),-0.0651944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,-1),-0.0768158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,14),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
