# _root_ NCNB Texas National , formed from the remnants of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .
#goldHeads=3,3,19,3,3,5,8,6,8,8,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
#predictedHeads=3,3,19,3,3,5,8,6,8,9,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
(9,14),(14,10),(14,-1),-0.0641281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,5),(14,4),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,5),(14,-1),-0.0528001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,4),(14,-1),-0.0839656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,16),-0.148551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,17),-0.107663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,18),-0.151317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,19),-0.0594704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,20),-0.0485472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,25),-0.0811595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,32),-0.0266502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,33),0.229004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,17),-0.0570826 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,18),0.046174 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,19),-0.0369213 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,25),-0.0437027 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,32),-0.0420723 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,33),-0.137121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,17),(15,18),-0.0429237 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,19),-0.0376337 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,20),-0.0421175 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,25),-0.0421472 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,32),-0.0340436 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,33),-0.0397202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,18),(15,19),-0.0403276 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,20),-0.053475 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,25),-0.0472722 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,32),-0.0423967 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,33),-0.10738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,19),(15,20),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,33),-0.0108575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,20),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,33),-0.068678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,25),(15,32),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,25),(15,33),-0.185517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,32),(15,33),-0.0198765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.0757273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,13),0.0874903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,12),0.103938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,11),0.0658155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,5),-0.0641473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,-1),-0.0924031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,13),0.0289596 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,12),0.0998631 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,11),0.126321 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,-1),-0.13422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,13),(15,12),0.100056 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,11),0.12964 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,-1),-0.139071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,12),(15,11),0.107648 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,-1),-0.0537367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,11),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,11),(15,-1),-0.132647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,5),(15,-1),-0.053717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,18),-0.14748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,19),-0.0594704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,20),-0.0485472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,25),-0.0811595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,33),0.268296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,18),(17,19),-0.0403091 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,20),-0.053475 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,25),-0.0472722 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,33),-0.105437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,19),(17,20),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,33),-0.0108403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,20),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,33),-0.068678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,25),(17,33),-0.185517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,15),0.112148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,14),0.112554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,13),0.124317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,11),0.0658169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,-1),-0.0902631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,15),(17,14),0.0521797 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,13),0.0442305 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,11),0.133909 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,-1),-0.0972733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,14),(17,13),0.0534135 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,11),0.13391 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,-1),-0.104563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,13),(17,11),0.137229 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,-1),-0.109414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,11),(17,-1),-0.122598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,20),-0.0565835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,21),-0.0409357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,22),-0.0409873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,23),-0.0545979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,24),-0.0450281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,25),-0.0422736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,26),0.0264742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,27),0.00609072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,28),-0.0867429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,31),0.00565356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,32),-0.0457838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,33),0.00775835 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,20),(19,21),-0.0420517 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,22),-0.0420517 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,23),-0.0218824 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,27),-0.0493786 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,28),-0.0502618 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,31),-0.0493786 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,32),-0.0420254 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,33),-0.018237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,21),(19,22),-0.0421393 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,23),-0.0237549 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,24),-0.04202 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,27),-0.0421565 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,28),-0.0442694 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,31),-0.0421678 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,32),-0.042035 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,33),-0.0594664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,22),(19,23),-0.0237549 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,24),-0.04202 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,27),-0.0421565 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,28),-0.0442694 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,31),-0.0421678 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,32),-0.042035 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,33),-0.0597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,23),(19,24),-0.043617 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,23),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,23),(19,26),-0.042921 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,23),(19,27),-0.0449837 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,23),(19,28),-0.0520696 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,23),(19,31),-0.0449837 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,23),(19,32),-0.0494792 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,23),(19,33),0.0501774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,24),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,24),(19,26),-0.0424869 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,24),(19,27),-0.0385211 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,24),(19,28),-0.0321676 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,24),(19,31),-0.0385211 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,24),(19,32),-0.0423777 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,24),(19,33),-0.0462065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,25),(19,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,25),(19,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,25),(19,28),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,25),(19,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,25),(19,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,25),(19,33),-0.0426527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,26),(19,27),-0.0436373 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,26),(19,28),-0.054278 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,26),(19,31),-0.0436373 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,26),(19,32),-0.0321389 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,26),(19,33),-0.0463557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,27),(19,28),-0.00844993 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,27),(19,31),-0.0518626 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,27),(19,32),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,27),(19,33),-0.0504783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,28),(19,31),-0.0325294 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,28),(19,32),-0.047012 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,28),(19,33),-0.0560204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,31),(19,32),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,31),(19,33),-0.0499864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,32),(19,33),-0.0677525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,18),0.120211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,17),0.168895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,16),0.0500142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,15),0.163747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,14),0.169262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,13),0.169619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,12),0.100558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,11),0.112863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,10),0.0500142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,9),0.0500142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,19),(19,8),-0.0705459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,6),-0.0648231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,5),-0.0641672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,4),-0.0641589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,3),-0.0654341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,2),-0.0654341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,1),-0.0654341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,-1),-0.173726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,18),(19,17),0.120203 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,16),0.14372 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,15),0.120195 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,14),0.120203 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,13),0.120202 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,12),0.106433 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,11),0.0979662 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,10),0.14372 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,9),0.14372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,18),(19,8),-0.0645139 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,6),-0.0725788 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,5),-0.0646244 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,4),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,3),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,2),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,1),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,-1),-0.0886336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,17),(19,16),0.115886 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,15),0.085855 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,14),0.0858577 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,13),0.0857564 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,12),0.102853 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,11),0.0975104 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,10),0.115886 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,9),0.115886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,17),(19,8),-0.0643557 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,6),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,4),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,-1),0.0112536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,16),(19,15),0.0993451 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,14),0.0993451 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,13),0.0993451 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,12),0.101946 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,11),0.102936 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,10),0.100399 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,9),0.100399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,16),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,6),-0.0641567 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,5),-0.0641509 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,4),-0.0642434 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,-1),-0.0456084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,15),(19,14),0.0844762 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,13),0.0843749 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,12),0.102853 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,11),0.0975104 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,10),0.115886 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,9),0.115886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,15),(19,8),-0.0643557 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,6),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,4),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,-1),0.00747799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,14),(19,13),0.0857564 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,12),0.102853 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,11),0.0975104 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,10),0.115886 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,9),0.115886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,14),(19,8),-0.0643557 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,6),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,4),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,-1),0.0116201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,13),(19,12),0.102853 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,11),0.0974931 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,10),0.115886 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,9),0.115886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,13),(19,8),-0.0643709 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,6),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,4),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,-1),0.0111131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,12),(19,11),0.101134 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,10),0.102961 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,9),0.102961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,12),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,3),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,2),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,1),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,12),(19,-1),-0.0680076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,11),(19,10),0.102648 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,11),(19,9),0.102648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,11),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,11),(19,6),-0.0641617 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,11),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,11),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,11),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,11),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,11),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,11),(19,-1),-0.101832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,10),(19,9),0.100399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,10),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,10),(19,6),-0.0641567 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,10),(19,5),-0.0641509 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,10),(19,4),-0.0642434 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,10),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,10),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,10),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
