# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(12,14),(14,14),(14,21),-0.0811603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),-0.0664194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),-0.0745147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,24),-0.0698959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,27),-0.0811603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,30),0.26578 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0455865 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.041962 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0638401 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),0.00804371 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.0472722 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,22),-0.00392749 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,23),-0.00559116 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,24),-0.0638401 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,27),-0.0472722 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,30),-0.106249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,30),-0.0455869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0420694 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,22),-0.0420691 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,23),-0.0420691 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,24),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,30),-0.0151876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,20),-0.0420179 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,22),-0.0420179 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,23),-0.0420179 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,30),-0.0782693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,21),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,22),-0.0475111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,23),-0.0475111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,24),-0.0450024 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,27),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,30),-0.106675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,21),(14,22),-0.0466432 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,23),-0.0466432 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,30),-0.185518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,22),(14,23),-0.0481304 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,24),-0.0450024 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,27),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,30),-0.104799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,23),(14,24),-0.0450024 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,23),(14,27),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,23),(14,30),-0.110422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,24),(14,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,24),(14,30),-0.0782693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,27),(14,30),-0.185518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.110116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,11),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,9),-0.0658455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,8),-0.0658455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,7),-0.0658455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,5),-0.0641489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,2),-0.0641612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.0908259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,11),-0.0649676 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,9),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,8),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,7),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,5),-0.0649676 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,2),-0.064488 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.120388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,11),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,9),-0.0642084 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,8),-0.0642084 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,7),-0.0642084 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,5),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,2),-0.0641487 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.0351145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,10),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,5),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,-1),-0.0839656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,9),(14,8),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,7),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,5),-0.0649676 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,2),-0.064488 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,-1),-0.102244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,8),(14,7),-0.0648071 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,5),-0.0649676 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,2),-0.064488 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,-1),-0.102244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,7),(14,5),-0.0649676 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,2),-0.064488 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,-1),-0.100195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,5),(14,2),-0.0641487 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,-1),-0.0360302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,2),(14,-1),-0.102158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,30),-0.0847496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,-1),-0.0597256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,18),-0.0514628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,30),0.0352078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,18),(16,30),-0.0514628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,14),0.102812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.0191489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,14),(16,-1),-0.0644415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),-0.0581618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),-0.0543917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),0.0176757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,21),-0.0422736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,22),0.0226626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,23),0.0183905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,24),-0.0581618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,25),-0.0516094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,26),0.0150292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,27),-0.0422736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,28),0.0347964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,29),-0.0457838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,30),0.00773885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.0450207 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,22),-0.0450207 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,23),-0.0450207 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,24),-0.0509088 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,25),-0.0441095 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,26),-0.0450207 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,28),-0.0472192 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,29),-0.0494792 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,30),0.0406237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),-0.042024 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,22),-0.042024 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,23),-0.042024 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,24),-0.0447065 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,26),-0.042024 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,28),-0.0421008 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,30),-0.0494635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,20),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,22),-0.0504071 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,23),-0.0504071 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,24),-0.0421825 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,25),-0.044465 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,26),-0.0506807 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,28),-0.0430944 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,29),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,30),-0.0486133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,21),(17,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,24),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,30),-0.0426527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,22),(17,23),-0.0504095 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,24),-0.0421825 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,25),-0.044465 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,26),-0.0506831 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,28),-0.0430944 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,29),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,30),-0.0483301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,23),(17,24),-0.0421826 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,25),-0.044465 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,26),-0.0506807 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,28),-0.0430944 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,29),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,30),-0.0472455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,24),(17,25),-0.0441095 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,26),-0.0450207 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,28),-0.0472192 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,29),-0.0494792 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,30),0.0406237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,25),(17,26),-0.0446272 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,25),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,25),(17,28),-0.0423019 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,25),(17,29),-0.0430206 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,25),(17,30),-0.0542089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,26),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,26),(17,28),-0.0430944 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,26),(17,29),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,26),(17,30),-0.0473629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,27),(17,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,27),(17,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,27),(17,30),-0.0426527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,28),(17,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,28),(17,30),-0.0408966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,29),(17,30),-0.067933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.0758793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,15),0.120378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,14),0.173132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,13),0.173234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,11),-0.0697499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,10),-0.0641589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,9),-0.0654341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,8),-0.0654341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,6),-0.064855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,5),-0.0697499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,4),-0.0648253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,3),-0.0647256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,1),-0.0648231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.169027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,15),0.103067 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,11),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,5),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,-1),-0.0333041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,15),(17,14),0.120033 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,13),0.120047 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,11),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,10),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,9),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,8),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,6),-0.0676506 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,5),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,4),-0.072691 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,3),-0.0656179 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,1),-0.0725788 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,-1),-0.0886339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,13),0.0862634 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,11),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,10),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,9),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,8),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,6),-0.0647073 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,5),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,4),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,1),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,-1),0.0128487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,11),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,10),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,9),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,8),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,6),-0.0647073 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,5),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,4),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,1),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,-1),0.0152198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,11),(17,10),-0.0645173 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,9),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,8),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,6),-0.0643043 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,5),-0.0642168 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,4),-0.064985 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,3),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,1),-0.0649033 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,-1),-0.0529928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,10),(17,9),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,8),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,6),-0.0676506 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,5),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,4),-0.072691 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,3),-0.0656179 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,1),-0.0725788 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,-1),-0.0886339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,9),(17,8),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,6),-0.0647073 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,5),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,4),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,1),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,-1),0.0152248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,8),(17,6),-0.0647073 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,5),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,4),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,1),-0.0646031 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,-1),0.0152248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,6),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,-1),-0.0486831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,5),(17,4),-0.064985 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,5),(17,3),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,5),(17,1),-0.0649033 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,5),(17,-1),-0.0505959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
