# _root_ The FHA alone lost $ 4.2 billion in fiscal 1988 ; the government 's equity in the agency , essentially its reserve fund , fell to minus $ 2.9 billion .
#goldHeads=2,4,2,0,4,5,5,4,10,8,4,13,15,13,25,15,18,16,15,23,23,23,15,15,4,25,28,26,28,28,4,
#predictedHeads=2,4,4,0,4,5,5,5,10,8,4,13,15,13,25,15,18,16,15,23,23,23,25,15,4,25,28,26,28,28,4,
(7,2),(2,9),-0.797838 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.791961 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.12749 # DEPENDENCYPART_GRANDPAR
(7,2),(2,31),-1.38519 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.451651 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.369114 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.223145 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.297041 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.39018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.67448 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.294807 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.265725 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.239503 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.37863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.679455 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.800001 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.973696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.334944 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.30907 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.371586 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.362531 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.367024 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.430473 # DEPENDENCYPART_GRANDPAR
(7,8),(8,31),-1.02039 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.272091 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0204619 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.299723 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.407144 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.329571 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.856825 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.824499 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.740278 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.759802 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.06685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.360148 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.197291 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.182356 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.407502 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.339894 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.149343 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.43896 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.406373 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.02569 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.908531 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.822461 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.759207 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.791881 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.217539 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.156623 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.432362 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.138642 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.4283 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.385214 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.379658 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.463805 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.190734 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.520009 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.541814 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.396167 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.248809 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.498954 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.384967 # DEPENDENCYPART_GRANDPAR
(7,15),(15,28),-0.788002 # DEPENDENCYPART_GRANDPAR
(7,15),(15,31),-0.868315 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.585571 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.572738 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.219887 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.40556 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.155646 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0998133 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.57088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.38445 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.587748 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.831085 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.798763 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.613 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.7151 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.985325 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.19147 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.837534 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-1.21102 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.973326 # DEPENDENCYPART_GRANDPAR
(8,5),(5,24),-0.910387 # DEPENDENCYPART_GRANDPAR
(8,5),(5,25),-1.06038 # DEPENDENCYPART_GRANDPAR
(8,5),(5,28),-1.3557 # DEPENDENCYPART_GRANDPAR
(8,5),(5,31),-2.16641 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.572961 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.485797 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.151075 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.368672 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.57938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.415135 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.589139 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.81567 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.747893 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.01035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.121059 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.323178 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.00334185 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.440477 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.25467 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.12332 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.804473 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.1829 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.983594 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.87301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.67024 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.204063 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0698804 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),1.00558 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0921684 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.120211 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.489516 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.55042 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.01559 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.35104 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.909577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),1.40766 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.188797 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.246086 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.630625 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-1.66938 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.702852 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.664756 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.430259 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.451977 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.503111 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.714031 # DEPENDENCYPART_GRANDPAR
(8,13),(13,31),-1.83346 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.54985 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.32404 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.01503 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.934853 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.35126 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),1.42299 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.181164 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.269282 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.637145 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.160051 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.560067 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.41459 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.513856 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.289477 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.665361 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.563617 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.300905 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.36233 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.608158 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.887748 # DEPENDENCYPART_GRANDPAR
(8,15),(15,28),-0.784414 # DEPENDENCYPART_GRANDPAR
(8,15),(15,31),-1.71516 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.0486195 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.985866 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.401284 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.156239 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.52423 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.186149 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.229091 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.694799 # DEPENDENCYPART_GRANDPAR
(8,16),(16,28),-0.790055 # DEPENDENCYPART_GRANDPAR
(8,31),(31,28),-0.732046 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.308777 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0858106 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.61545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.609417 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.952492 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.20755 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.07208 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.762041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,31),-1.14935 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.11916 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.982666 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.836186 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.806447 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.800768 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.675739 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.05494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.547657 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.639683 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.25823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.17786 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.548839 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.44342 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.29055 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.06897 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.811661 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.856729 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.839727 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.22247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.21548 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.649435 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.491447 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.76869 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.701366 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.410403 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.736794 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.444889 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.661559 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.717632 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.608542 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.678499 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.425722 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.582943 # DEPENDENCYPART_GRANDPAR
(9,15),(15,28),-0.465723 # DEPENDENCYPART_GRANDPAR
(9,15),(15,31),-0.635469 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.552273 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.659722 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.73044 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.46255 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.662547 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.605966 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.69616 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.566834 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),-0.478158 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.227144 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.191776 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.328387 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.259294 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.191609 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.306521 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.500052 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.175265 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.053376 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.634508 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-1.1773 # DEPENDENCYPART_GRANDPAR
(10,2),(2,31),-1.25677 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.389194 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.240363 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.32469 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.246145 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.49414 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.426502 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.0272368 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.131946 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.33323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.629184 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.712292 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-1.18018 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.809892 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.562078 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.783084 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.645852 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.840611 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.763233 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-0.693568 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-0.873938 # DEPENDENCYPART_GRANDPAR
(10,4),(4,26),-1.2521 # DEPENDENCYPART_GRANDPAR
(10,4),(4,27),-0.590906 # DEPENDENCYPART_GRANDPAR
(10,4),(4,31),-1.17854 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.304933 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.277162 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.312494 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.279144 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.330718 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.144032 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0578136 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.0196327 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.33029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.626483 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.698781 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-1.17266 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.796414 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.514807 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.769077 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.686544 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.894671 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.749754 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.73426 # DEPENDENCYPART_GRANDPAR
(10,5),(5,25),-0.877186 # DEPENDENCYPART_GRANDPAR
(10,5),(5,28),-1.16346 # DEPENDENCYPART_GRANDPAR
(10,5),(5,31),-1.25927 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.229817 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.140175 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.197557 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0835136 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.246356 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0298054 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.34269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.625397 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.84577 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.323321 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.125278 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.170143 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.37943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.658946 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.873708 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.970895 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.535349 # DEPENDENCYPART_GRANDPAR
(10,8),(8,31),-1.28736 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.125964 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.34055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.626672 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.860784 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.566611 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.622973 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.937669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,15),-0.365835 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.170178 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.970821 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.799754 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.785242 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.713104 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.803817 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.667166 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.948623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.2762 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0583801 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.291471 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.446341 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.124034 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.278873 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0776031 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.45771 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.42586 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.253785 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.125319 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.421901 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.12996 # DEPENDENCYPART_GRANDPAR
(10,15),(15,28),-0.649719 # DEPENDENCYPART_GRANDPAR
(10,15),(15,31),-0.726453 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.235612 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.185974 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.71792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,15),-0.993246 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.837008 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.47201 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.294018 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.275663 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.370985 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.217923 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.215474 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.451836 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.71989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,15),-0.980933 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.07168 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.818975 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.783488 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.786076 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.821435 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.878388 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.712248 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.31718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.114067 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.178253 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.348701 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.439655 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.651981 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.33117 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.493224 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.684713 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.711175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.373396 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.42278 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),-0.659903 # DEPENDENCYPART_GRANDPAR
(11,15),(15,28),-0.529364 # DEPENDENCYPART_GRANDPAR
(11,15),(15,31),-0.596364 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.453764 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.487173 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.582877 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.396818 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.469422 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.651363 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.439044 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.552278 # DEPENDENCYPART_GRANDPAR
(11,16),(16,28),-0.572873 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.72922 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.697595 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-1.07987 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.526466 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.47003 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.321988 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.824659 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.293294 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-1.00324 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.612783 # DEPENDENCYPART_GRANDPAR
