# _root_ Using black and white , `` we can make housewives look like stars , '' says John Perrin .
#goldHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,8,8,0,18,16,16,
#predictedHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,16,16,0,18,16,16,
(13,18),(18,8),-0.691848 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.851243 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.9319 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.588843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.091525 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.194003 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.14686 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.268291 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0473652 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.208041 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.138748 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0573544 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.88923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.547292 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.561031 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.851748 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.911736 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.96653 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.202455 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.166343 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.0756242 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),0.0744187 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.196534 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),0.470789 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.086776 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),0.444219 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),0.165861 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.17545 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),-0.0183524 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.0295987 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),0.0999264 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0769113 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.130607 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.0949423 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.271497 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.182202 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.392867 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.0344526 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.0170371 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),0.0531812 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),0.0226466 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),0.560272 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.0839828 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),0.0623466 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.600992 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.456649 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.233999 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.0467185 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.367509 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.14844 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.324848 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.125508 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.0648485 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.339012 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.301105 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.267572 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.178684 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.389377 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.0309597 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.0216899 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.0197565 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.217192 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.556346 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.0802649 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.0213364 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.353746 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.210793 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.147839 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.280189 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.232005 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.030362 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.414988 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.19307 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.437543 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.224396 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.147426 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.0777411 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.00448487 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.374202 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.474726 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.568642 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.669901 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.253953 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.372454 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0982024 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.05848 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.4607 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.235064 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.790108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,18),0.435 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.0787038 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.168221 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.114981 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.0218767 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.318789 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.316401 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.683894 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.0840715 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.187831 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.0168608 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.111404 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.344385 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.0781967 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.998487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),0.189332 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.552687 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.0602136 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.41542 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.119987 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.183862 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.449502 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.162666 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.322555 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.0300204 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0117821 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.23524 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.414851 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.04834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),0.108141 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.171991 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.186992 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.0876435 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.0501344 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.321336 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.336378 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.632217 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.0938827 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.565881 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.128223 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0524463 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.151676 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.30248 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.0478563 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.03067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.395428 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),0.157445 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.589895 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.0195072 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.104268 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0774122 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.351933 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0477446 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.16339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),0.0801231 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0644815 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0578409 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.138979 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.410741 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0278054 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.04834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.346131 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),0.10814 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.593674 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.362205 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.766927 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.47416 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.874087 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.681041 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.372956 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.362225 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.689982 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.306271 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.193989 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),1.20147 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.232573 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.478039 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.20265 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.46903 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.16918 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.03379 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.05933 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.13234 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.18462 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.11699 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.06225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.55656 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.363113 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.551806 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.262169 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.303855 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.378052 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.164992 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.191299 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.0874951 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.131654 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.0522878 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.135261 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),0.000529768 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),-0.135745 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.304738 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.422077 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.022461 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.121466 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.285448 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.149928 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.0125014 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.142405 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.0519815 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.040751 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.0274693 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.0421884 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.39983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),-0.790288 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.382377 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.517163 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.380104 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.429328 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.260899 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.317273 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.271085 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.095602 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.218213 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.0691659 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.14701 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.0860434 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.256728 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.159313 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.217775 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.28889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.576851 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.352907 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.505876 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.432575 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.424319 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.240183 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.320611 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.22261 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.360386 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.195561 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.331545 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.15347 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.0812649 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.222079 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.150608 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.124613 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.337374 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.30423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.751244 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.383496 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.244369 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.0511651 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.0985974 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.118473 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0106289 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.31769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,10),-0.189455 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.0691473 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0231786 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.1016 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.0930181 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.11678 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.308142 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.32878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.75194 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.264001 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.44041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,18),-0.97364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,1),-0.106923 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),0.146338 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.134455 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0334453 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.243273 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.214771 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.266496 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.32488 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.434987 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.82741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
