# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,31,31,25,31,32,16,
(8,9),(9,2),-1.31507 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.50666 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.06069 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.46023 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.17479 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.890239 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.1612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.31856 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.159201 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.107002 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.333384 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.468404 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.529151 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.337859 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.412967 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.446347 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.489199 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.234412 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.373709 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.0803036 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.443712 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.665521 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.292888 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.911084 # DEPENDENCYPART_GRANDPAR
(8,9),(9,34),-1.35878 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.45464 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.204839 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.178716 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.287733 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.507209 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.325716 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.430567 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.441769 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.136213 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.202041 # DEPENDENCYPART_GRANDPAR
(8,12),(12,31),-0.621171 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.313268 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.261303 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.30575 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.421747 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.371324 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.235738 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.147856 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.30158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.307466 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.0602593 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.759923 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.38562 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.732935 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.127795 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.50669 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.305597 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.364021 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.272808 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.198748 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.311598 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.35608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.351526 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.193139 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.888654 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.438651 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.803145 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.802873 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.794137 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-0.865423 # DEPENDENCYPART_GRANDPAR
(9,3),(3,24),-0.664695 # DEPENDENCYPART_GRANDPAR
(9,3),(3,28),-0.573459 # DEPENDENCYPART_GRANDPAR
(9,3),(3,32),-0.639829 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.578322 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.798451 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.671898 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.30067 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.30957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.251829 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.595994 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.112548 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.531014 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.356722 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.305614 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.21186 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.333992 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.35609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.351578 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.767283 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.88866 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.438656 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-0.6647 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.453115 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.545396 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.537083 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.346011 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.343747 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.26528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,12),-0.12387 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.771096 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.656311 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.09308 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.13087 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.492448 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.818077 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.577506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.588775 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0349706 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.129187 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0311801 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0661635 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.127577 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.32223 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.286492 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.518894 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),-0.47395 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.362298 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.403281 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0171101 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.135392 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.105594 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.0408587 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.340712 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.470848 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.178541 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.446384 # DEPENDENCYPART_GRANDPAR
(9,12),(12,31),-0.19346 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.00729624 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.170747 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.143201 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.509833 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.321306 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.368026 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.352866 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.312416 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.34408 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.533773 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.00533 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.19327 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.574017 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.462522 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.355477 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0869111 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.104162 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.170968 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.144234 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.508606 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.320566 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.366824 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.312847 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.13391 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.829122 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.990712 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.997596 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.07212 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.949554 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.414435 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.73006 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.974547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.213484 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.139206 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.0657126 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.256591 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.127458 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.355357 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.271668 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.078405 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.303182 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.288156 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.108532 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.24113 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.321938 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),0.140024 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.366382 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-0.671412 # DEPENDENCYPART_GRANDPAR
(9,16),(16,31),-0.457149 # DEPENDENCYPART_GRANDPAR
(9,16),(16,34),-1.4745 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.592068 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.579874 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.815556 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.817994 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.897064 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.773802 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.318426 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.541057 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.866978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.275541 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.212324 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.023356 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.287799 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.154199 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.290311 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0319582 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.487337 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.429038 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.266546 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.0260324 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.374571 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.496208 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.136853 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.437275 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.630603 # DEPENDENCYPART_GRANDPAR
(9,18),(18,28),-0.318524 # DEPENDENCYPART_GRANDPAR
(9,18),(18,34),-1.55428 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.475842 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.269055 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.396291 # DEPENDENCYPART_GRANDPAR
(9,20),(20,10),0.513494 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.576419 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.136115 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.449104 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.31289 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.581766 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.592416 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.193671 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.591932 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.684263 # DEPENDENCYPART_GRANDPAR
(9,20),(20,28),-0.227678 # DEPENDENCYPART_GRANDPAR
(9,20),(20,32),-0.294047 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.967451 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-1.04886 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),0.151536 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.127005 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.566102 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.400358 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),0.130056 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.51845 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.576335 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.102971 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.456521 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-0.640181 # DEPENDENCYPART_GRANDPAR
(9,21),(21,28),-0.25603 # DEPENDENCYPART_GRANDPAR
(9,21),(21,32),-0.3224 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.64773 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.382692 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),0.872569 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.321747 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.191615 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.627368 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-0.216046 # DEPENDENCYPART_GRANDPAR
(9,22),(22,30),-0.675391 # DEPENDENCYPART_GRANDPAR
(9,22),(22,31),-0.424526 # DEPENDENCYPART_GRANDPAR
(9,22),(22,33),-0.790018 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.607454 # DEPENDENCYPART_GRANDPAR
(9,24),(24,2),-0.804503 # DEPENDENCYPART_GRANDPAR
(9,24),(24,3),-0.967052 # DEPENDENCYPART_GRANDPAR
(9,24),(24,4),-0.976068 # DEPENDENCYPART_GRANDPAR
(9,24),(24,5),-1.04846 # DEPENDENCYPART_GRANDPAR
(9,24),(24,6),-0.919362 # DEPENDENCYPART_GRANDPAR
(9,24),(24,7),-0.390668 # DEPENDENCYPART_GRANDPAR
(9,24),(24,8),-0.708749 # DEPENDENCYPART_GRANDPAR
(9,24),(24,9),-0.926755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,24),(24,11),0.215489 # DEPENDENCYPART_GRANDPAR
(9,24),(24,12),0.0246251 # DEPENDENCYPART_GRANDPAR
(9,24),(24,14),-0.0686708 # DEPENDENCYPART_GRANDPAR
(9,24),(24,17),-0.484186 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),-0.516067 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.193899 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.368099 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.41577 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.534457 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.249546 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.250631 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.514422 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-0.232651 # DEPENDENCYPART_GRANDPAR
(9,24),(24,29),-0.628337 # DEPENDENCYPART_GRANDPAR
(9,24),(24,30),-0.572054 # DEPENDENCYPART_GRANDPAR
(9,24),(24,31),-0.30016 # DEPENDENCYPART_GRANDPAR
(9,24),(24,32),-0.299021 # DEPENDENCYPART_GRANDPAR
(9,24),(24,33),-0.67652 # DEPENDENCYPART_GRANDPAR
(9,24),(24,34),-1.54664 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.668124 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.272742 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.438337 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-0.132844 # DEPENDENCYPART_GRANDPAR
(9,25),(25,29),-0.552146 # DEPENDENCYPART_GRANDPAR
(9,25),(25,30),-0.490186 # DEPENDENCYPART_GRANDPAR
(9,25),(25,31),-0.177756 # DEPENDENCYPART_GRANDPAR
(9,25),(25,33),-0.593327 # DEPENDENCYPART_GRANDPAR
(9,27),(27,23),-0.516309 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),-0.409483 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-0.166483 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),-0.372605 # DEPENDENCYPART_GRANDPAR
(9,27),(27,29),-0.685564 # DEPENDENCYPART_GRANDPAR
(9,27),(27,30),-0.627561 # DEPENDENCYPART_GRANDPAR
(9,27),(27,31),-0.385124 # DEPENDENCYPART_GRANDPAR
(9,27),(27,32),-0.438974 # DEPENDENCYPART_GRANDPAR
(9,27),(27,33),-0.743151 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.00746679 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.202153 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.825436 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.475831 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-1.13062 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.460361 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0350571 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.422502 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.412821 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.148551 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.29112 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.265088 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.19812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.614259 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-1.05918 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.914966 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.83947 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.900959 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.785925 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-1.1427 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-0.813108 # DEPENDENCYPART_GRANDPAR
(11,3),(3,28),-1.81858 # DEPENDENCYPART_GRANDPAR
(11,3),(3,32),-1.93736 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.787531 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.560678 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.419012 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.338287 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0830894 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.174303 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.575585 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-1.09963 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.287988 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.692862 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.255916 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.470455 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.433188 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.129769 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.283848 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.235866 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.09255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.60808 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.589187 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.451554 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.881488 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.891851 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.789264 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.830041 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.849619 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.851549 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.761067 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.04838 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.84663 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-0.787259 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-1.36831 # DEPENDENCYPART_GRANDPAR
(11,9),(9,27),-1.20645 # DEPENDENCYPART_GRANDPAR
(11,9),(9,34),-1.3656 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.426497 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.783861 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.547696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.212611 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.391688 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.319441 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.588094 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.335377 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.442547 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.299723 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.590417 # DEPENDENCYPART_GRANDPAR
(11,12),(12,31),-0.105353 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.212279 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.191932 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.441556 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.34678 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.271164 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.193288 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.453711 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.312573 # DEPENDENCYPART_GRANDPAR
(11,13),(13,28),-1.02217 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.56522 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.07573 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.19336 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.394676 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.795352 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.619746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.113374 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0516822 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.192533 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.441696 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.346773 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.271644 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.193293 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.313554 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.360591 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.972781 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.365 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.76523 # DEPENDENCYPART_GRANDPAR
