# _root_ Dr. Novello , an expert on pediatric kidney diseases , is deputy director of the National Institute of Child Health and Human Development .
#goldHeads=2,11,2,5,2,5,9,9,6,2,0,13,11,13,17,17,14,17,20,18,20,23,21,11,
#predictedHeads=2,11,2,5,2,5,9,9,6,2,0,13,11,13,17,17,14,17,20,18,20,23,21,11,
(12,2),(2,6),-0.354171 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.436466 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.392166 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.431908 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.503128 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.43559 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.57789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.298463 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.637534 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.814582 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.599388 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-1.07017 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-1.09748 # DEPENDENCYPART_GRANDPAR
(12,2),(2,24),-0.786691 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.523602 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.398703 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.528223 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.547144 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.383452 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.395699 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.306622 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.284342 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.575926 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.450243 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.65105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.294669 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.597421 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.804442 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.559275 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-0.802262 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.476705 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.26016 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.06875 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.794341 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.966624 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.967488 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.904843 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.08423 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.16999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.143394 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.430538 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.125111 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.234915 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.105248 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.500235 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.468642 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.551668 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.24304 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.29044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.198977 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.353803 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0591244 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.153841 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0224974 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.410054 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.390991 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.391434 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.424235 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.616673 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.60452 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.663821 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.90559 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.68175 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.552627 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.933006 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.554361 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.221258 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.42589 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.386332 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.539805 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.0594108 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.3682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.750637 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.690499 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.986894 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.439846 # DEPENDENCYPART_GRANDPAR
(13,5),(5,24),-0.998152 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.487268 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.70673 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.722609 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.398874 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.34473 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.566329 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.471839 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.517256 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.208896 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.30142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.586318 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.559413 # DEPENDENCYPART_GRANDPAR
(13,6),(6,24),-0.918879 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.438706 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.463109 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.428346 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.524316 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.940331 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.337952 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.389072 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.561195 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0718701 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.3682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.750105 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.822007 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.593883 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.551324 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.748919 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.427199 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.561052 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.315313 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.456221 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.56434 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.236715 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.082603 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.27415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.636073 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.592606 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.87233 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.932914 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.500235 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.446131 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.360805 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.407501 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.25233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.692983 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.698864 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.735743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.441057 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0450074 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.169858 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0368568 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.368848 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.000734322 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.31337 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.0192692 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.109393 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.266971 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0924474 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0783655 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0805487 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.182975 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.0993911 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.837011 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.952031 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.716193 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.700487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),-0.205146 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0606403 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.11107 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.353248 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0526603 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.146054 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.293986 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.0714952 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.434199 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.368848 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.000734322 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.158205 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.31337 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),0.0192692 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.716194 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.244387 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0728202 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.192615 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.114143 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.250585 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.221293 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.315088 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.0925879 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.37953 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.375617 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.188952 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),-0.7162 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),-0.26726 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),0.0832543 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),0.20489 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.23831 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),0.109948 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.205831 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.448791 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.414358 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.343498 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.770493 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0105713 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.56576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,4),-0.576182 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.348578 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.296835 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.360071 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.27494 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.376757 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.782496 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.354044 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.63444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.167859 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.307455 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.512844 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.667409 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.99581 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.881872 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.970969 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-1.08295 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.208501 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.967943 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.516506 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.235323 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.0441296 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0220074 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.0702906 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.05352 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-1.18428 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.04225 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.987943 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),1.17523 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.995762 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.190421 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.368501 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.0613763 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.124261 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-1.10879 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.0875434 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.502671 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.689357 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.21255 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.114773 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-1.44857 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.147713 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.996891 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.888555 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0561085 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0567922 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.0822689 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-1.04239 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.93919 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.856256 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.537839 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.229977 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.407698 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0917734 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-1.09676 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.0995834 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.0908017 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-1.04225 # DEPENDENCYPART_GRANDPAR
(14,23),(23,15),1.01038 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.98859 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.674041 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.271495 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.21452 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.993158 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.508355 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.412463 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.315971 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.374862 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.619636 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.483938 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.92819 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.08872 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.14075 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.07761 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.1055 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.00489 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.839261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.547366 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.271313 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0431182 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.155462 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.65631 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.201891 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.638998 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.115242 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.165314 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.12515 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.521725 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.0763347 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.07761 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.00493 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.861891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.378398 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0829767 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.244918 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.22546 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.707322 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.252895 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.400204 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.385829 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.012994 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-1.07799 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-1.00527 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.855274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.386854 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.236461 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.0268332 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.625022 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.660281 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),0.213782 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.33719 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.34538 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.265065 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.155959 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),0.0352281 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),0.189725 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.460119 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.476561 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.288635 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.175494 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.452082 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.207075 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.130503 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.211773 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.236597 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.23183 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.21027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.337751 # DEPENDENCYPART_GRANDPAR
(17,9),(9,24),-1.00588 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),0.207602 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.287195 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0253296 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.167994 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.250545 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.555338 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.42196 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.181961 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.176478 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.385969 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.219962 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.153296 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.222143 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.26347 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.338518 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.159281 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.412794 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.343622 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.382201 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.547966 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-1.04594 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.395833 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.18539 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.32367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.488497 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.384293 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.413827 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.588498 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.296521 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.637412 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.0707555 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.0491493 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.488559 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.660526 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.732719 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.410696 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.405879 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.19272 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.858021 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.660564 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.732719 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.472363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.543738 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.173388 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.442888 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.116283 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.179756 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0499628 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.138346 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.378781 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.203825 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.8584 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.660904 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.733097 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.463907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),0.181843 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.502083 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0476054 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.268419 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.07301 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.13538 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.653734 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.417045 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.068169 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.88372 # DEPENDENCYPART_GRANDPAR
