# _root_ When he came to Applied , `` I did n't have the power to execute as I do today , '' he says .
#goldHeads=3,3,9,3,4,9,9,9,23,9,9,13,11,13,14,15,18,16,18,9,9,23,0,23,
#predictedHeads=3,3,9,3,4,5,23,9,23,9,9,13,11,13,14,15,18,16,18,23,23,23,0,23,
(5,9),(9,24),-0.735875 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0640858 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.284309 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.377148 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.100256 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.731537 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.68239 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.933185 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.744184 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.866774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.47016 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.224564 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.00722483 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.101543 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.154518 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.884089 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.356308 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.299267 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.38723 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.812523 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.320581 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.437648 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.459046 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.54533 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.311831 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.518134 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.488948 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.611701 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.000737776 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.201944 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.356844 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.148394 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.313285 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.65817 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.23338 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.235629 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.37493 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.48709 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.13518 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.151792 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.478302 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.861313 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.904956 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.936552 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.79196 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.93307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),-0.454201 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.20377 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.0878767 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.0922535 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.0636319 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.274175 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.669633 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.349767 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.205666 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.295302 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.578856 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.161185 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.402726 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.516262 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.243134 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.430216 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.408213 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.758211 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.0983637 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.135201 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0882086 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.170565 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.89154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.458889 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.676985 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.66251 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.760556 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.83577 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.961713 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.441285 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.220963 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.138181 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0563181 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.294623 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.275355 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.44319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.520464 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.710857 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.72512 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.835332 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.605603 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.823482 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.860946 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.7502 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.701336 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.707255 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-0.865023 # DEPENDENCYPART_GRANDPAR
(7,3),(3,24),-0.850479 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.250402 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.212517 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.194894 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.157985 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0832476 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.49212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.521369 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.721926 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.765495 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.847909 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.695471 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.788135 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.377403 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.02046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,11),-0.447704 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.666722 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.65617 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.601214 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.548809 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.755442 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.617666 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.09021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0167326 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.121616 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.307698 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.478804 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0984424 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.362716 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.410216 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.37998 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.515214 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.366855 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.235743 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.373734 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.343044 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.51933 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.490315 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.646396 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.247717 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.40158 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.332018 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.26497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.42566 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.508693 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.691172 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.611444 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.832249 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.742261 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.765106 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.76211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.00851507 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.353697 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.313858 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.198947 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.41157 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0785177 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.281163 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.149234 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.337747 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.315243 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.554683 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.440844 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.210641 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.539737 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.344364 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0213689 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.155664 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0690935 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.308267 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.264899 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.45158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,1),0.338688 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.193037 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0452137 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.143206 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.121878 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.50451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,1),1.54547 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.359832 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0409312 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.113392 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.49473 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.31886 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.149041 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.45766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.396664 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.254937 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.551979 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.502565 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.119276 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.62153 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.858109 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.431879 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-0.518884 # DEPENDENCYPART_GRANDPAR
(9,3),(3,24),-0.957275 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.534036 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.237607 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.426454 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.337589 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.365384 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.144968 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.46969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.459397 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.305117 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.595325 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.524978 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.422576 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.336015 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.0654728 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.14129 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0238856 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.254543 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.335096 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0803814 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.56712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.548216 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.378225 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.762856 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.780206 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.166833 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.143568 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.263083 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.299953 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.184369 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.48113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,7),-0.419402 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.311322 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.411479 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.0485628 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.235263 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.116033 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.00879931 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),0.538339 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.138345 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.146012 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.573086 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.576227 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.311264 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.255913 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.0462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.292037 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0899464 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.100491 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0478804 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.260364 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.33666 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.078983 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.202995 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.313321 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.257735 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.0124918 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),0.0192093 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.0018435 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.662901 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.152023 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.17771 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.141398 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.130383 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0213058 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0376512 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0902965 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.25138 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.281717 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.521828 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.218635 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.117144 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),0.0107591 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.786308 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),0.222321 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.453557 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),-0.202401 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.48995 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.348325 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.135125 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0752975 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.14415 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.29349 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.649639 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.439442 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),0.488458 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.171759 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.371349 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),-0.256289 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.070051 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.426274 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.32406 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.317579 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.109501 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.206518 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.404942 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.247704 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.0330688 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.0176699 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.000464599 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.75787 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0928954 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.271513 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.270323 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.172516 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.452127 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.200514 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.0668563 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.251464 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.0640495 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.924789 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.785848 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),0.266974 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.270954 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.189125 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.241942 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.614994 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.673268 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.168119 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.305285 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.0275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.229111 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.0738324 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.385675 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.308873 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.333892 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.00595267 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.0716314 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.159254 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.634693 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.609431 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.324972 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.231875 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.268638 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-1.16989 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.193867 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.32391 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.180127 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.238358 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.115743 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.209067 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.0183193 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.290828 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.543861 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.0988985 # DEPENDENCYPART_GRANDPAR
(9,23),(23,1),0.167362 # DEPENDENCYPART_GRANDPAR
(9,23),(23,2),-0.278031 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-0.193555 # DEPENDENCYPART_GRANDPAR
(9,23),(23,4),-0.245858 # DEPENDENCYPART_GRANDPAR
(9,23),(23,5),-0.60303 # DEPENDENCYPART_GRANDPAR
(9,23),(23,6),-0.565886 # DEPENDENCYPART_GRANDPAR
(9,23),(23,7),-0.221157 # DEPENDENCYPART_GRANDPAR
(9,23),(23,8),-0.308757 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.928396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),-0.195157 # DEPENDENCYPART_GRANDPAR
(9,23),(23,11),0.170513 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),-0.193556 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),-0.233579 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),0.0318705 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.0380199 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.349784 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.250004 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.583439 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.553795 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.231419 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.151938 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.997827 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.472831 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.86401 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.659177 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.868564 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.672674 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.07798 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.860474 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.853401 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.780402 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.681471 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.3803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.618308 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.462288 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.438751 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.666504 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.534896 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.573456 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.549765 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.586848 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.60954 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.754805 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.638606 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.657716 # DEPENDENCYPART_GRANDPAR
