# _root_ Mr. Freund , former chief economist of the New York Stock Exchange , is a professor of economics at Pace University 's business school in New York .
#goldHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
#predictedHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
(14,18),(18,22),-0.874926 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.0552219 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.14535 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-1.02781 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),-0.837063 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.133662 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0894395 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.169417 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0668182 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.242506 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.524381 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),0.127638 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.54202 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.753831 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.487089 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.748682 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.508983 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.0637119 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.242864 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.206492 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.852057 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.167088 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.0946369 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.170682 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.989892 # DEPENDENCYPART_GRANDPAR
(14,24),(24,2),-0.570334 # DEPENDENCYPART_GRANDPAR
(14,24),(24,9),-0.492335 # DEPENDENCYPART_GRANDPAR
(14,24),(24,15),0.657497 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),0.594654 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),0.00815939 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),0.245742 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.299867 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.0986373 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.394793 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.114739 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.0287384 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.618448 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-1.00149 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-0.708192 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),0.258626 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.639819 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),-0.804365 # DEPENDENCYPART_GRANDPAR
(14,27),(27,4),-0.487098 # DEPENDENCYPART_GRANDPAR
(14,27),(27,20),-0.226227 # DEPENDENCYPART_GRANDPAR
(14,27),(27,21),-0.0845474 # DEPENDENCYPART_GRANDPAR
(14,27),(27,23),-0.0570872 # DEPENDENCYPART_GRANDPAR
(14,27),(27,24),0.279294 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),0.0705798 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.476894 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-0.730287 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0745259 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.119094 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.284853 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.336122 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.363607 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.39929 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.281942 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.326393 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-1.01889 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.517067 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.67854 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.251823 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.60172 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.273844 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.381899 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.224777 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.30287 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.105669 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.11601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.496596 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.57884 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-1.11676 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.527438 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.356715 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.11393 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.11423 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.232805 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.748786 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.124278 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.045456 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.1015 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.8753 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.589427 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.0811742 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.218618 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.598839 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.0180585 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.178741 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.125293 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.341685 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0226436 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.618945 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.154896 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.172129 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.00881413 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.00756 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-1.07169 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.909427 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.278041 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.338021 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.228585 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.79156 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.104221 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.496443 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.043632 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.16197 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.0566719 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.127868 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.080679 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.360538 # DEPENDENCYPART_GRANDPAR
(16,24),(24,2),-1.09176 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-0.961899 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.709607 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.399436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,18),0.176521 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.133959 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.120481 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.0870653 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.235093 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.00913374 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.00282458 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.395528 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.382261 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.574174 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.602836 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.330927 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.0554181 # DEPENDENCYPART_GRANDPAR
(16,27),(27,4),-1.00732 # DEPENDENCYPART_GRANDPAR
(16,27),(27,20),0.0636405 # DEPENDENCYPART_GRANDPAR
(16,27),(27,21),0.213129 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),-0.139214 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),0.487207 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.0761031 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.0656717 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.536883 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.514603 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.217882 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-1.55797 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.0696731 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.218208 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.180337 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-1.22098 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.42566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.993497 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.704879 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.315995 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.175752 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.24745 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.173349 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-1.37156 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.257986 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-0.983597 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-1.25423 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-1.20269 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),1.25573 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.0135019 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.432728 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-1.56623 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.0337675 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.0390099 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.0358323 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.110981 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.490103 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.0351787 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.322348 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.46332 # DEPENDENCYPART_GRANDPAR
(17,24),(24,2),-1.37758 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-1.35451 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-1.32701 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-1.24885 # DEPENDENCYPART_GRANDPAR
(17,24),(24,18),1.09133 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.154096 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.657861 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.0845201 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.620692 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.101912 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.075052 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-1.27798 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.329742 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-1.1365 # DEPENDENCYPART_GRANDPAR
(17,27),(27,4),-0.982616 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),-0.423291 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),0.107675 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.333374 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),0.582845 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.0432565 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.677432 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-1.10423 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.06013 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.673039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.285399 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0373297 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.031057 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.163261 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.123158 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.631206 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.223629 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-1.32961 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-1.33839 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-1.41975 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.711293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0547845 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.147115 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-1.12294 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.115421 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0471487 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.0357559 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.26859 # DEPENDENCYPART_GRANDPAR
(18,24),(24,2),-1.43299 # DEPENDENCYPART_GRANDPAR
(18,24),(24,9),-1.41859 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-1.16774 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),-1.12895 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.714321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),-0.0342153 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.286859 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.0166792 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.0914831 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.0571046 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.0638238 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.633595 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.409049 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.64381 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.0470804 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.582211 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0989937 # DEPENDENCYPART_GRANDPAR
(18,27),(27,4),-1.32961 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),-0.188459 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),0.0567428 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.115652 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),0.0854626 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.270321 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.323595 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.606581 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.505814 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.47036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),0.234661 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.400165 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.323877 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.494315 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.57022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),0.142832 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.20691 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.351622 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.468369 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.588772 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-1.55034 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),1.01489 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.762783 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.910295 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-1.24564 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.2143 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.12489 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.657146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.08749 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.815914 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.507349 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.501222 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.509655 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.346482 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.874025 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),1.23786 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.141799 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.131523 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-1.43219 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-1.38843 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-1.19805 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-1.28383 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-1.21939 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.754718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.944419 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),1.35632 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.168716 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.720169 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.422433 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.58305 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),0.242449 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.967222 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.714049 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.668546 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),0.392592 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),0.342852 # DEPENDENCYPART_GRANDPAR
(19,27),(27,4),-0.90981 # DEPENDENCYPART_GRANDPAR
(19,27),(27,20),0.921289 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),1.256 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),0.741874 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.87323 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.310027 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.182567 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.970886 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.975575 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-1.26346 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-1.55856 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.3373 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.20632 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.00945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-1.13575 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.399398 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.775489 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.320015 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.30172 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.103621 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.340308 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.563608 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.63422 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.0757365 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),-0.411791 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.220514 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.293465 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.919459 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.518771 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.244495 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.370121 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.242802 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.318084 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.38679 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.473416 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),-0.309149 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.293981 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.16331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-1.10806 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.818845 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.632793 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.647807 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-1.26938 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.154199 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.435781 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.443987 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.15493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,23),-0.830491 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.864066 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.611168 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-1.08921 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.636593 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.27575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-1.18218 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-1.06036 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.514404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,25),-0.248894 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.0458182 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-1.04443 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-0.952407 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-1.25568 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-1.14452 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.936495 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.883947 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-1.06009 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.508611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.14447 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0248606 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.168367 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.543404 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.0789161 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.629429 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.0778705 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.363161 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),0.476808 # DEPENDENCYPART_GRANDPAR
(21,27),(27,4),-0.728096 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-1.10178 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.363914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,23),-0.177257 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.182116 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.0939895 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.101425 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.496955 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.384376 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.213208 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.783769 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-0.766333 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.623813 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.608661 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.524309 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.227384 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.323613 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.7459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.639273 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.882963 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.752981 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.0575978 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.38228 # DEPENDENCYPART_GRANDPAR
