# _root_ MRA Staffing Systems signs up nurses for paid travel , promising annual income up to $ 50,000 and free or subsidized housing .
#goldHeads=3,3,4,0,4,4,4,9,7,4,4,13,11,13,14,15,16,13,22,19,20,18,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,4,4,13,11,13,14,15,16,13,18,19,20,21,4,
(9,14),(14,12),-0.266562 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.26922 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.322175 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0580912 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.140026 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.0178448 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.370805 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.116884 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.437063 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.57503 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.107252 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.0404272 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.0433324 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.297478 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.0424962 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.384303 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.199896 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.428667 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.324561 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.0554255 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.613655 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.0889149 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.47406 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.970416 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.540058 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.540109 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.205197 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.597454 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.541965 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.43479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.326036 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.341409 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.443884 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.19975 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.420872 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.512063 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.424168 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.706023 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.466932 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.596264 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.657078 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.640718 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.358363 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.412947 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0610525 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.126792 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.326 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.18927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,1),-0.321564 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.350482 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.334254 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.273951 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.118132 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.14504 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.195902 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.318714 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.18417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.0174981 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),0.0623924 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.400685 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.347588 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.32134 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.392698 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.447865 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-0.942395 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.279039 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.13704 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.108307 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.23733 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.48172 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.18078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),0.0820005 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.383826 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.165145 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.374873 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.00793513 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.315444 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.572487 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.17887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.119753 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.149669 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.475128 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.358275 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.309037 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.888067 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.275974 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.30534 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.284413 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.153938 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.287299 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.105185 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.101781 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.381453 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.28417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0263122 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.0289915 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.479775 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.425738 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.483408 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.480334 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-1.00455 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.21296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,10),-0.863247 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.884325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.00737355 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.04375 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.785366 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.908822 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.536532 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.707357 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.91402 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.03567 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.792227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.612023 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0383829 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.133213 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.208368 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.174361 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.00450218 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.280055 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.17651 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.10078 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.252018 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.432563 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.817166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.496431 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.595441 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.215375 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.376083 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.0215258 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.0856223 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.165432 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.108574 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.140832 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.00304166 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.459257 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0301074 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0444073 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.1518 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.14928 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.199242 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.499334 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.738693 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.633703 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.252195 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.318241 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0470447 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.0333851 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.209098 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0736023 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),0.126104 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.275265 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.452581 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0140072 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0270277 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.225219 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0544202 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.283251 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.144152 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.320527 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.145455 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.333626 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.121969 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.111197 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.118138 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.376367 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.164942 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.190922 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.0737349 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.004192 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.240931 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.436237 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.0862872 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.25326 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.512179 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.330511 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.550388 # DEPENDENCYPART_GRANDPAR
(11,22),(22,12),0.614096 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),0.199931 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.243748 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.293051 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.126558 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),0.246984 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.392447 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.267493 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.301226 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.302583 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.226677 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.26249 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.321418 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.61977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.524406 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.717307 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.861915 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.770266 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.944609 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.804991 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.0838 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.2918 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.8788 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-1.07811 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-1.22593 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.816391 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.26531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0832597 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.228881 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.133147 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.267185 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.252807 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.491862 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.819255 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.410757 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.207745 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.188008 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.0368107 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.270418 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.248439 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.224465 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.0233445 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.177817 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.0865587 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.988878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,3),-0.336051 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.428262 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.489476 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.17367 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.293694 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.280146 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.393703 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.373518 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.323033 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.220572 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.240462 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.13138 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0987962 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.215677 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.0978156 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.0683664 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.981688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.513019 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.596427 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.224416 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.399305 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.600383 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.993291 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.281224 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.100896 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0596426 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.122944 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.110461 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.190756 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.01823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.690321 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.195778 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.257976 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0529706 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.140966 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.202963 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.197359 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.102491 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.942573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.644924 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.660407 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.3584 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.988669 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.509883 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.490146 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.442025 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.210468 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.261162 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.156872 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0256183 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.183879 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0786149 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.130484 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.07766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.607986 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.68634 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.501421 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.640475 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-1.05938 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.235877 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.166332 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.204131 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.23414 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.00228268 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0166609 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.136105 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.113477 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.02458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.658559 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.798285 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.25016 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.628036 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.42708 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.614308 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.412106 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.615877 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.595923 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.02666 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.097759 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.190359 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.606917 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.664162 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.55017 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.502283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0167559 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.546575 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.284747 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.265108 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.095495 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.260143 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.225835 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),-0.11239 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.425642 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.00349864 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.155693 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0491879 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.182164 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.134249 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.00454 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.616498 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.231428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.202141 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.209999 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.10234 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.105092 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.0256542 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.188704 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0596165 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.0794723 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.561227 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.0621849 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.124967 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.47707 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.159284 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.102151 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.158746 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.0397181 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.175266 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.319148 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.00756187 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.200353 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.204037 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.459354 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.298672 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0384381 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.230831 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.0939081 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.119999 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.132353 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.124617 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.485441 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.611451 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.115846 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.583868 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.648661 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),0.332497 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.0515618 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.173657 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.663233 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.0732296 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.128159 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.230934 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0185429 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.070293 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.172122 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.684253 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.120107 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.134573 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.64974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.467143 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.200877 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.742273 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.892226 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-1.27358 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.801881 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.74935 # DEPENDENCYPART_GRANDPAR
