# _root_ The number of U.S. temporary workers fell about 1 % in the 12 months ending Aug. 31 , after sliding nearly 3.5 % in July , said Kidder Peabody 's Mr. Arthur .
#goldHeads=2,7,2,6,6,3,27,10,8,7,7,14,14,11,14,15,16,7,7,19,23,21,20,20,24,27,0,29,32,29,32,27,27,
#predictedHeads=2,7,2,6,6,3,27,10,8,7,7,14,14,11,14,15,16,7,7,19,23,21,20,20,24,27,0,29,32,29,32,27,27,
(7,14),(14,11),0.651356 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.0372457 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.00957076 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.28355 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.0165221 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.00490501 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.0342014 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.104274 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),0.0435488 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),0.0826257 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.229623 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.04944 # DEPENDENCYPART_GRANDPAR
(7,14),(14,26),-0.362843 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.427018 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.410504 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.554064 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.315875 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.472265 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.220271 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.275933 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.202449 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.145691 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.162649 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.271278 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.195039 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.277319 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),0.125357 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),0.106444 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),0.183699 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),0.146715 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.125767 # DEPENDENCYPART_GRANDPAR
(7,15),(15,29),-0.33819 # DEPENDENCYPART_GRANDPAR
(7,15),(15,32),-0.388223 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.155138 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.175883 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.215231 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.422034 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.283125 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.0714045 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.0401036 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.146984 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.0356023 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.475838 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.131315 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),0.143267 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),0.127115 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.32564 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),0.119136 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.358473 # DEPENDENCYPART_GRANDPAR
(7,16),(16,32),-0.377677 # DEPENDENCYPART_GRANDPAR
(7,16),(16,33),-1.1578 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.0615264 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),0.108181 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.386248 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),0.221248 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.43752 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),0.0441901 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),0.156655 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.259558 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),0.393048 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.427157 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.205498 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),0.00948255 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.00702574 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.161167 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),0.14309 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.544962 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),0.0843257 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),0.243136 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),0.134772 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),-0.127512 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),0.158721 # DEPENDENCYPART_GRANDPAR
(7,20),(20,29),-0.350134 # DEPENDENCYPART_GRANDPAR
(7,20),(20,31),-0.705974 # DEPENDENCYPART_GRANDPAR
(7,20),(20,32),-0.400167 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.867176 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.270303 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),0.071606 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.0702253 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),0.0830267 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.137157 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),0.465144 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.0284389 # DEPENDENCYPART_GRANDPAR
(7,24),(24,29),-0.11277 # DEPENDENCYPART_GRANDPAR
(7,24),(24,31),-0.513322 # DEPENDENCYPART_GRANDPAR
(7,24),(24,32),-0.166398 # DEPENDENCYPART_GRANDPAR
(7,27),(27,2),-0.374898 # DEPENDENCYPART_GRANDPAR
(7,27),(27,4),-0.538863 # DEPENDENCYPART_GRANDPAR
(7,27),(27,6),-0.384061 # DEPENDENCYPART_GRANDPAR
(7,27),(27,7),-0.39311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,27),(27,8),0.460393 # DEPENDENCYPART_GRANDPAR
(7,27),(27,10),0.350234 # DEPENDENCYPART_GRANDPAR
(7,27),(27,11),0.381307 # DEPENDENCYPART_GRANDPAR
(7,27),(27,14),0.0509859 # DEPENDENCYPART_GRANDPAR
(7,27),(27,15),0.317275 # DEPENDENCYPART_GRANDPAR
(7,27),(27,16),0.0622748 # DEPENDENCYPART_GRANDPAR
(7,27),(27,17),-0.0373483 # DEPENDENCYPART_GRANDPAR
(7,27),(27,18),-0.006267 # DEPENDENCYPART_GRANDPAR
(7,27),(27,19),0.00997744 # DEPENDENCYPART_GRANDPAR
(7,27),(27,20),0.0981235 # DEPENDENCYPART_GRANDPAR
(7,27),(27,21),0.0288482 # DEPENDENCYPART_GRANDPAR
(7,27),(27,22),-0.755995 # DEPENDENCYPART_GRANDPAR
(7,27),(27,23),-0.136163 # DEPENDENCYPART_GRANDPAR
(7,27),(27,24),0.104448 # DEPENDENCYPART_GRANDPAR
(7,27),(27,25),0.0330577 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-0.403311 # DEPENDENCYPART_GRANDPAR
(7,27),(27,28),-0.541121 # DEPENDENCYPART_GRANDPAR
(7,27),(27,29),-0.441453 # DEPENDENCYPART_GRANDPAR
(7,27),(27,30),-1.00145 # DEPENDENCYPART_GRANDPAR
(7,27),(27,31),-0.829835 # DEPENDENCYPART_GRANDPAR
(7,27),(27,32),-0.489866 # DEPENDENCYPART_GRANDPAR
(7,27),(27,33),-1.21238 # DEPENDENCYPART_GRANDPAR
(7,32),(32,7),-0.15411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,32),(32,25),0.108852 # DEPENDENCYPART_GRANDPAR
(7,32),(32,28),-0.452268 # DEPENDENCYPART_GRANDPAR
(7,32),(32,29),-0.30627 # DEPENDENCYPART_GRANDPAR
(7,32),(32,30),-0.795055 # DEPENDENCYPART_GRANDPAR
(7,32),(32,31),-0.846601 # DEPENDENCYPART_GRANDPAR
(7,32),(32,33),-1.17009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.990187 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.568019 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0672756 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.641546 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.322947 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.159548 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.6644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.622091 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.672207 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.941484 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-1.09302 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.557536 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0549898 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.710526 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.335742 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.336484 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.62142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.566828 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.590909 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.977807 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.866046 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.07225 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.804431 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.964673 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.14102 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.86916 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.43977 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.22498 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.33477 # DEPENDENCYPART_GRANDPAR
(8,7),(7,24),-1.66206 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-0.98112 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-1.16727 # DEPENDENCYPART_GRANDPAR
(8,7),(7,32),-1.77248 # DEPENDENCYPART_GRANDPAR
(8,7),(7,33),-1.52031 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.03615 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.36157 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.879618 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.900218 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.758528 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.20078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.473026 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.607645 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.61999 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.13281 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.24507 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.933909 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.909109 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.782449 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.02451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.150624 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.619477 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.515306 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.441521 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.564154 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.801387 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.476797 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.845032 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.738008 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.588757 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.44373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.204676 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.476108 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.407015 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.270382 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.534305 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.568685 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.68582 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.794212 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.797445 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),-0.33404 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.627488 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.331358 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.492807 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.606498 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.80696 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.19008 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.935781 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.18226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.268662 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0900189 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.426919 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.15075 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.752642 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.462314 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.64 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.73034 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.358425 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.899331 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.725519 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.668249 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.683611 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-1.09277 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),-0.470385 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.07965 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.919465 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.13662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),0.0567724 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.389678 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.339797 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.758922 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.239583 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.549243 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.808283 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.32508 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.874533 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.645913 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.738757 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.496434 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-1.10576 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.887996 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.43704 # DEPENDENCYPART_GRANDPAR
(8,15),(15,29),-0.949324 # DEPENDENCYPART_GRANDPAR
(8,15),(15,32),-1.18071 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.317742 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.920796 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.446 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.545011 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.682473 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.486786 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-1.14977 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.989189 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-1.18896 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-1.04987 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.949869 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-1.05233 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.416208 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.399905 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.519717 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.568339 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.314037 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.381931 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.381206 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.82274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.795468 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-1.11832 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-1.02636 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.28086 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-1.17849 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-1.17354 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-1.43644 # DEPENDENCYPART_GRANDPAR
(9,2),(2,33),-1.76111 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.532879 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.625785 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0919424 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.308325 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.828484 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.588738 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.419264 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.498063 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.509024 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.660975 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.542014 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.551775 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.638494 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.377835 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.376997 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.85115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.741929 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.10433 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.620101 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.567921 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.604581 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.610066 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.611011 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.28321 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.375544 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.79939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.664573 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.14449 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.03384 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.08862 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.30162 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.0235 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.05091 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.15128 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.23403 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-1.17081 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-1.16542 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-1.46261 # DEPENDENCYPART_GRANDPAR
(9,7),(7,26),-1.32617 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.29529 # DEPENDENCYPART_GRANDPAR
(9,7),(7,32),-1.50998 # DEPENDENCYPART_GRANDPAR
(9,7),(7,33),-1.65467 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.275041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.465474 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.82448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.724182 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.0966 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.03039 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.11378 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.3469 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.04821 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.28093 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.17681 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.51688 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.1813 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.20048 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.11155 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.1212 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.787848 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.921384 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.849942 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.41307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.80733 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.372173 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.870928 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.606618 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.633973 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.664321 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.77922 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.733308 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.839209 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.864404 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),-0.235376 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.525435 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.298811 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.691475 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.587939 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.487541 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.436522 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.737402 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.81501 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.196698 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.791434 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.498592 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.540202 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.249455 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.256271 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.367633 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.75319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.94968 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-1.14117 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-1.27789 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-1.08087 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-1.06974 # DEPENDENCYPART_GRANDPAR
(10,2),(2,24),-1.47688 # DEPENDENCYPART_GRANDPAR
(10,2),(2,33),-1.66514 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.747085 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.500667 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.601258 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.375826 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.252879 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.587967 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.258767 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.631277 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.725976 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.673924 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.366024 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.779144 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.575817 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.18634 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.262125 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.438694 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.64373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.865542 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.861433 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.577105 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.425324 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.746019 # DEPENDENCYPART_GRANDPAR
