# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,17,10,
(5,10),(10,8),-0.46131 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.458769 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.352515 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.36038 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.413073 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.621674 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.390321 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.643082 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.314445 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.449531 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),0.266192 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.64763 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.205881 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.805722 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.182133 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.635351 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.51728 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),-0.792019 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-1.54885 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.367592 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.36248 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.127504 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.13438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.0742568 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.481597 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.690127 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.434385 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.57507 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.460412 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.350246 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.310777 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.822436 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.173407 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.355801 # DEPENDENCYPART_GRANDPAR
(6,1),(1,29),-1.45762 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0841356 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0568771 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0523473 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.2275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.180179 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.537595 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.527696 # DEPENDENCYPART_GRANDPAR
(6,2),(2,29),-1.53776 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.117535 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.214999 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0889937 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.2098 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.34629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.302496 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.582124 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.610743 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.807167 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.560939 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.478333 # DEPENDENCYPART_GRANDPAR
(6,3),(3,29),-1.56148 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.319968 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.24507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.126739 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.280229 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.42621 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.35486 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.26447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.260764 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.692119 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.53798 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.675187 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.816552 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.688562 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.184216 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.449064 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.268884 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.554447 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.708415 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.415073 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.163031 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.446066 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.191795 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.714168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.105326 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.448304 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.448946 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.468096 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.500576 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.396219 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.781194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.265262 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.167577 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.308215 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.260055 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.407833 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.119192 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0782412 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.176682 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.419124 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.0246294 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.425667 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.444018 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),0.0112767 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),0.0396637 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),0.0493632 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.606016 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),0.0611546 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.281899 # DEPENDENCYPART_GRANDPAR
(6,10),(10,28),-0.195458 # DEPENDENCYPART_GRANDPAR
(6,10),(10,29),-1.31295 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.32553 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.424779 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.290696 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.12055 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.0553341 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0880565 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.182507 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.286388 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.126617 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.241259 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.0510833 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.618247 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.579673 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.675282 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.410531 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.816626 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.688648 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.540031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.501789 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.255185 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.392378 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.19288 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.194208 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.287956 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.00552296 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.284931 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.539224 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.0314108 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.493384 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.489497 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.102098 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.0249906 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.0587097 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.350629 # DEPENDENCYPART_GRANDPAR
(6,13),(13,28),-0.125982 # DEPENDENCYPART_GRANDPAR
(6,13),(13,29),-1.24305 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.363031 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.066432 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.596607 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.0787474 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.158968 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.717435 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.20265 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.442034 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.460457 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.42646 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.478472 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.785152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.194407 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.08077 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.336939 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.124053 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.431056 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.543947 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.290762 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0595851 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.273223 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.310628 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.162844 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.509977 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.581668 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),0.0292293 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.0329985 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.0115578 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.579363 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.727226 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),-0.00742438 # DEPENDENCYPART_GRANDPAR
(6,17),(17,27),-0.350644 # DEPENDENCYPART_GRANDPAR
(6,17),(17,28),-0.237176 # DEPENDENCYPART_GRANDPAR
(6,17),(17,29),-1.47863 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.0827313 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.443404 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.180488 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.501642 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.137968 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.0286093 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.132788 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.69509 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.335515 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-0.129733 # DEPENDENCYPART_GRANDPAR
(6,19),(19,29),-1.25375 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-0.553439 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.483369 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.155644 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.147859 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.481328 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.0942773 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.0140625 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.103201 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.367467 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-0.671677 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.625622 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.392755 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),0.139503 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),0.0355956 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.351641 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.591114 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),0.215776 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.109771 # DEPENDENCYPART_GRANDPAR
(6,21),(21,28),-0.0860501 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.516714 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.573091 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.556205 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.0850206 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),0.0699622 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.4489 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.621716 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),0.0721981 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.280575 # DEPENDENCYPART_GRANDPAR
(6,22),(22,28),-0.131384 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.511362 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.388299 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),0.00492971 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),0.0134131 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.366557 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.591618 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),0.126754 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-0.0623479 # DEPENDENCYPART_GRANDPAR
(6,23),(23,28),-0.076335 # DEPENDENCYPART_GRANDPAR
(6,23),(23,29),-1.29152 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),0.137762 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.390135 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),0.00523671 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.340405 # DEPENDENCYPART_GRANDPAR
(6,25),(25,28),-0.0874519 # DEPENDENCYPART_GRANDPAR
(6,28),(28,26),-0.0957217 # DEPENDENCYPART_GRANDPAR
(6,28),(28,27),-0.411154 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.401941 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.262419 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.173234 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.134526 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.74571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-1.03873 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.920706 # DEPENDENCYPART_GRANDPAR
(7,2),(2,29),-1.85123 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.648101 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.164623 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.443517 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.60805 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.632117 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.709408 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.046764 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.88873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-1.21965 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.996868 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.591447 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.439328 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.594974 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.919061 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.877355 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.305 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.88647 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.638693 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.1764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.498763 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.372952 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.538443 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.559631 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.495942 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.617 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.572713 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.791868 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.430397 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.912583 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.355695 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.810042 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.397259 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.855066 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.830908 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.426969 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.894526 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.946958 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-1.51762 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.587893 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.526926 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.639958 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.524723 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.466978 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.328096 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.489707 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.638653 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.53398 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.601849 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.465715 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.08644 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.995867 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.01818 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.26697 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.28043 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.09576 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.713147 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.01053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.525349 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.643907 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.205362 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.588796 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.58317 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.538378 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.605744 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.917102 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.461805 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-1.00034 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.521181 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.866099 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.497733 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.948135 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),-0.957147 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-0.767925 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-1.435 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.610597 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.69194 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.914842 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.458899 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.917462 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.878929 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-1.24238 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.940287 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.628158 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-1.22781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.61139 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.508401 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.402701 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.658325 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.670915 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.574864 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.772876 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.62937 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.552224 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.729005 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.966103 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.408375 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.666563 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.436179 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.811847 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-1.10715 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.870117 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.447559 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.925136 # DEPENDENCYPART_GRANDPAR
(7,17),(17,28),-0.896324 # DEPENDENCYPART_GRANDPAR
(7,17),(17,29),-1.56583 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.214969 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.257509 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.103838 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.513489 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0590465 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.157484 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.404261 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.14192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.398031 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.410269 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.409051 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.425568 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.723366 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.682723 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.452076 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.458931 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.549593 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.425002 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.564523 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.769654 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.594782 # DEPENDENCYPART_GRANDPAR
(9,6),(6,25),-0.52108 # DEPENDENCYPART_GRANDPAR
(9,6),(6,28),-0.648003 # DEPENDENCYPART_GRANDPAR
(9,6),(6,29),-0.337455 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.699675 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.771843 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.5942 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.09416 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.681437 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.669278 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.710988 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.806341 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.740674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
