# _root_ In London , a midday rally left the market 's major index off 3.2 % , and Tokyo 's leading stock index fell only 1.8 % in surprisingly lackluster trading .
#goldHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
#predictedHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
(7,27),(27,24),-0.30528 # DEPENDENCYPART_GRANDPAR
(7,27),(27,25),-0.589921 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-0.0259557 # DEPENDENCYPART_GRANDPAR
(7,27),(27,28),-0.61807 # DEPENDENCYPART_GRANDPAR
(7,27),(27,29),-0.194186 # DEPENDENCYPART_GRANDPAR
(7,27),(27,30),0.330299 # DEPENDENCYPART_GRANDPAR
(7,27),(27,31),-1.46296 # DEPENDENCYPART_GRANDPAR
(7,28),(28,29),-0.323099 # DEPENDENCYPART_GRANDPAR
(7,28),(28,30),0.0176445 # DEPENDENCYPART_GRANDPAR
(7,30),(30,9),0.30275 # DEPENDENCYPART_GRANDPAR
(7,30),(30,18),-0.359112 # DEPENDENCYPART_GRANDPAR
(7,30),(30,20),-0.108798 # DEPENDENCYPART_GRANDPAR
(7,30),(30,21),-0.529219 # DEPENDENCYPART_GRANDPAR
(7,30),(30,22),-0.245184 # DEPENDENCYPART_GRANDPAR
(7,30),(30,24),-0.282615 # DEPENDENCYPART_GRANDPAR
(7,30),(30,25),-0.626505 # DEPENDENCYPART_GRANDPAR
(7,30),(30,26),0.0771923 # DEPENDENCYPART_GRANDPAR
(7,30),(30,27),0.257122 # DEPENDENCYPART_GRANDPAR
(7,30),(30,28),-0.602066 # DEPENDENCYPART_GRANDPAR
(7,30),(30,29),-0.284571 # DEPENDENCYPART_GRANDPAR
(7,30),(30,31),-1.36134 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.412922 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.665086 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.466337 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.731626 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.748333 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.251885 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.149995 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-1.35347 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.626657 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.777558 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.721883 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.765932 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.341597 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.155801 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.94747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-1.35347 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.883531 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-1.28554 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.11187 # DEPENDENCYPART_GRANDPAR
(9,6),(6,31),-2.27298 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.323472 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.476321 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.784349 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.602094 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.161988 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.151284 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.327192 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.74693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-1.27876 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.910415 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.684255 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.25057 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.976398 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.924809 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.28055 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.03449 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.59219 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-1.04666 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.800584 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-1.28073 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-0.319316 # DEPENDENCYPART_GRANDPAR
(9,7),(7,26),-1.41342 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.80075 # DEPENDENCYPART_GRANDPAR
(9,7),(7,28),-0.183418 # DEPENDENCYPART_GRANDPAR
(9,7),(7,30),-1.04368 # DEPENDENCYPART_GRANDPAR
(9,7),(7,31),-2.08902 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.28401 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.908797 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.799954 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.14117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.49355 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.460943 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.469861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.371972 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.36296 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.39318 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.59999 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.3042 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.06949 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.07638 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.898257 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.05258 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.13512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0412486 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.298473 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.60401 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.6668 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.489877 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.182716 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.515333 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.527908 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-1.39143 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.605439 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.220018 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.809239 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-1.1204 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),0.192356 # DEPENDENCYPART_GRANDPAR
(9,12),(12,31),-1.76334 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.242565 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.253671 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.277846 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.27224 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.77001 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.0667819 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.847092 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.0845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),-0.319545 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.037083 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.471506 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.336944 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.141437 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.476474 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.504429 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-1.2693 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.505803 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.0811742 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.7067 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),0.243431 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.674967 # DEPENDENCYPART_GRANDPAR
(9,15),(15,31),-1.64645 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.486508 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-1.34036 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.705099 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.214559 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),0.172482 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-1.15693 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.377675 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-1.23649 # DEPENDENCYPART_GRANDPAR
(9,17),(17,30),-0.131484 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.658641 # DEPENDENCYPART_GRANDPAR
(9,23),(23,1),-1.29013 # DEPENDENCYPART_GRANDPAR
(9,23),(23,2),-1.23466 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-1.40495 # DEPENDENCYPART_GRANDPAR
(9,23),(23,5),-0.87492 # DEPENDENCYPART_GRANDPAR
(9,23),(23,6),-0.881826 # DEPENDENCYPART_GRANDPAR
(9,23),(23,7),-0.803982 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-1.21116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),-0.491804 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),-0.120925 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),-0.433172 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),-0.521984 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.38315 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.44488 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.623457 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.49973 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.805236 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.509536 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.558747 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.237255 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),0.187471 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.360872 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-0.789764 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.954818 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),0.418435 # DEPENDENCYPART_GRANDPAR
(9,23),(23,29),-0.815037 # DEPENDENCYPART_GRANDPAR
(9,23),(23,30),-0.418205 # DEPENDENCYPART_GRANDPAR
(9,23),(23,31),-1.91349 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.00880539 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.234431 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.00310711 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.0190037 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.0207943 # DEPENDENCYPART_GRANDPAR
(10,1),(1,31),-1.59141 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.0076308 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.113494 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.155916 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.404407 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.208466 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0221264 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0298915 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.99754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.746765 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.856233 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.934497 # DEPENDENCYPART_GRANDPAR
(10,6),(6,31),-1.64071 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.202182 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0796187 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.18871 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.458678 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.179838 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.157887 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.187579 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0324381 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.99324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.708006 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.622457 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.913598 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.939651 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.805205 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.849263 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.00333 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.42459 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-1.09007 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-1.18562 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.8586 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-1.21709 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-1.22239 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-1.13652 # DEPENDENCYPART_GRANDPAR
(10,7),(7,28),-1.27754 # DEPENDENCYPART_GRANDPAR
(10,7),(7,30),-1.41792 # DEPENDENCYPART_GRANDPAR
(10,7),(7,31),-1.52394 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.232592 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.234797 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.208884 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.285741 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.151722 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.333232 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.49956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.349515 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.57887 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.80951 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.91287 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.67731 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.24963 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.843041 # DEPENDENCYPART_GRANDPAR
(11,9),(9,31),-1.06843 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.355577 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.360047 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.429584 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.146492 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0735608 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0164115 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.261924 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0587284 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),0.0339674 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.380639 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.340261 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.15333 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.417107 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.295516 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.14653 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.421834 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.911434 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.06517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.173301 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0819806 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.231916 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.252379 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.00388351 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.330078 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.924963 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.270786 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.051696 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.358378 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.405924 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.316846 # DEPENDENCYPART_GRANDPAR
(11,15),(15,31),-0.500433 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.205043 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.887404 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.143932 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.144765 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.0900589 # DEPENDENCYPART_GRANDPAR
(12,1),(1,31),-1.69604 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.354984 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-1.01414 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.288779 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.294865 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.103983 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),1.0902 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.31872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,16),-0.770048 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.835587 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.446172 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.204172 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.819538 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.33683 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.852278 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.320242 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.142473 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.0283876 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),1.32353 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.355523 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.242461 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.839418 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.334724 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.225629 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0268425 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0156455 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),1.35734 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.40828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.775629 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.783269 # DEPENDENCYPART_GRANDPAR
(12,6),(6,31),-1.78357 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.0775321 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.0650896 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.916129 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.174967 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0514513 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0315931 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.526914 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0213575 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.834242 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.107883 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.20911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.740967 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.725649 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.596311 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.740461 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.920125 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-1.1949 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.896805 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.558815 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-0.795081 # DEPENDENCYPART_GRANDPAR
(12,7),(7,24),-0.862372 # DEPENDENCYPART_GRANDPAR
(12,7),(7,26),-1.32708 # DEPENDENCYPART_GRANDPAR
(12,7),(7,27),-1.24864 # DEPENDENCYPART_GRANDPAR
(12,7),(7,28),-0.909801 # DEPENDENCYPART_GRANDPAR
(12,7),(7,30),-0.9169 # DEPENDENCYPART_GRANDPAR
(12,7),(7,31),-1.59971 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.331999 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.228548 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.218901 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.121408 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.438098 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),1.41516 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.045107 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.41014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.769537 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.944607 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.783978 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.944569 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.2705 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.889493 # DEPENDENCYPART_GRANDPAR
(12,9),(9,31),-1.78428 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.318158 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.153646 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.116338 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.046896 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.22891 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.770537 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.0518 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.806668 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.765732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.277383 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.178019 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.007112 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.275473 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.0427492 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.391388 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.445888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.132174 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.374299 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.00437645 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.254335 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.292654 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.772574 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.771397 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.510834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.00495714 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.367044 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.237555 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.096051 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.341817 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.82272 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.357044 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.168476 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.162748 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.266044 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.59502 # DEPENDENCYPART_GRANDPAR
(12,15),(15,31),-1.11236 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.347777 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.93076 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.586713 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.163534 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.376902 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.650099 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.373252 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-0.67192 # DEPENDENCYPART_GRANDPAR
(12,17),(17,30),-0.0581541 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0743544 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.866771 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.494415 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.507011 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.240566 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.395015 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-1.20135 # DEPENDENCYPART_GRANDPAR
