# _root_ Bear Stearns 's chief economist , Lawrence Kudlow , in the Sept. 29 issue of the firm 's Global Spectator :
#goldHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
#predictedHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
(17,19),(19,17),-1.23197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0155277 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.105386 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.202 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.51597 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.33853 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-1.50024 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.3037 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.903622 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-1.4181 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.938818 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.871368 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.23184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.0155256 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0143406 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.422006 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.144633 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.586196 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.517891 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.19529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0966321 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.455451 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.597464 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.805971 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.440275 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.568331 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.49587 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.62155 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.628167 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.586196 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.517891 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.19529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.214365 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.2925 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.173562 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.387323 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.661083 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0381455 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.146002 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.909946 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.73142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.56322 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-1.2178 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.62389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.45569 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.938995 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.998637 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.2348 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.980881 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.719343 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.00352 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.18329 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.0618 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.691783 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.05203 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.213895 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.944328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.648771 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),0.225971 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.00442477 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),0.0137917 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.203373 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.089724 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),0.10496 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),0.256944 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),0.0858843 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),0.00284025 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),0.225842 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.128372 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),0.50328 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),0.0232756 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),1.21012 # DEPENDENCYPART_GRANDPAR
(20,2),(2,21),-0.618069 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),0.245003 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.419936 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.0649665 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.0507039 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),0.0141829 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),0.124904 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),0.0790471 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),0.0709774 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.0714932 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.515195 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.0765933 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),0.00735984 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),0.00357539 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.165465 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),0.182968 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),0.0385302 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),0.135868 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),-0.135132 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),0.132872 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),0.247819 # DEPENDENCYPART_GRANDPAR
(20,5),(5,17),0.249744 # DEPENDENCYPART_GRANDPAR
(20,5),(5,18),1.37581 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-1.3027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,21),-0.577457 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),0.0379443 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.202544 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.341476 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.0388034 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.2241 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),0.0476239 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),0.0103654 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),0.192998 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.217185 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.124536 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),0.510556 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),0.0271111 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),1.20792 # DEPENDENCYPART_GRANDPAR
(20,7),(7,21),-0.618061 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.0373127 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.136353 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),0.0253516 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),0.184898 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.267156 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.116241 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.238565 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.145852 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.507693 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.00579496 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),1.20285 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.34346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.618867 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.234648 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.0663522 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.0875202 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0292573 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.214032 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.0750727 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.0152235 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.0446426 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.0180223 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.0478354 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),0.115549 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),0.157586 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.037397 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),0.185462 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.0863657 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.257944 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.246979 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.265266 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),1.35888 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.0362466 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.30244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.577299 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),0.195473 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.0017877 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.290858 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.460627 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.191907 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),1.4373 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.117145 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.30249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.577309 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.324028 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.19496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,16),0.102213 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.213965 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.717769 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.34346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,20),-0.768109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,2),0.881356 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.534227 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),0.294183 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),0.742089 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.451484 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.311731 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.10973 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.0466523 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.427187 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.192531 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.464356 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.190404 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.62105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
