# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(15,16),(16,18),-0.433738 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.118303 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0105196 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.527715 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.0358946 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.454952 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.135243 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.0955402 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.787902 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.623244 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.334945 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.253193 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.214324 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.00892689 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.178742 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0644633 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.306505 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.184081 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.144115 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.285603 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.261129 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0688419 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.274042 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.196151 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),0.215017 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.125413 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-1.39424 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.92699 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.948138 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-1.00282 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.59682 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.434486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,17),-0.257761 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.383279 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0908294 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.139668 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.00286764 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.172935 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.23399 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.117558 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.243277 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.840204 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.265471 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),-0.277212 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.0939448 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.139374 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.306209 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.190161 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.227183 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.122247 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.249032 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.843639 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.267959 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.227011 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.216587 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.212243 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.967453 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.232843 # DEPENDENCYPART_GRANDPAR
(15,26),(26,17),-0.266675 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.219436 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),0.254215 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.0743709 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),-0.264842 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.255801 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.41873 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.347946 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.35104 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.79049 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.388252 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.316489 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.727389 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.203675 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.324703 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.426885 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.809509 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.329032 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.414007 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.420039 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),1.02832 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.702914 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.718714 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0196165 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.292289 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.229077 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-1.71318 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-1.33329 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.45006 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-1.62847 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-1.33491 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-1.14343 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),1.09903 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.130246 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.746636 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.619446 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.183428 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.0592847 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.369854 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.149806 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.0552184 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.891632 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.378802 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),1.00958 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.665904 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.520963 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.921392 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.315299 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.210385 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.220423 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.0238607 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.966381 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.452906 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.0211361 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.291395 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.0814207 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-1.19993 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.485007 # DEPENDENCYPART_GRANDPAR
(16,26),(26,17),1.02774 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),0.227871 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.513335 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),0.0746206 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.485025 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.476037 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.979734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.510428 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0354521 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.39797 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.770002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),-0.177981 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0612491 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.472164 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.405898 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.369282 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-1.57821 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-1.48013 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-1.47845 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-1.62758 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-1.414 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.39642 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.769676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.114962 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.201849 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.243858 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.399778 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.454544 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.393892 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.366985 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.556718 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.514609 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.421366 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.774935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,19),-0.195097 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.255852 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.22943 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.317798 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.507636 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.365491 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.557262 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.513987 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.420163 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.501205 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.42549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.282843 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.637554 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.514113 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.309416 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.50228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.308931 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.369984 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.708268 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.781681 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.48583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,17),-0.942467 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.10763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.259221 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.24326 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.174641 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.286773 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.942467 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-1.12202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.188273 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.108867 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.205518 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.45679 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.284631 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.362177 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.371142 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.299037 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.351987 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.66736 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.402185 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.84384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.54681 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-1.44161 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.955672 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.349474 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.330219 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.82087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,24),-0.93282 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.26106 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-1.35032 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.4821 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-1.00413 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-1.38734 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.29751 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.18126 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.61382 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.16921 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.12266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.580919 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.359886 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.29231 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.1655 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.563194 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.908932 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.452203 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-1.18126 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-1.1692 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.12237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.153735 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.777341 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.422102 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.170183 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.568946 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.912364 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.454687 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.42884 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.295279 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.548293 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-1.04884 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.432237 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.281465 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.383555 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.184996 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.837844 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),-0.364281 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.134176 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.336631 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.598243 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),0.175813 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),0.0497555 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.417083 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.9879 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.147474 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.310153 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.349796 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),0.258876 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.10024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,22),-0.708058 # DEPENDENCYPART_GRANDPAR
(21,10),(10,23),-0.58479 # DEPENDENCYPART_GRANDPAR
(21,10),(10,24),-0.387063 # DEPENDENCYPART_GRANDPAR
(21,10),(10,27),-0.873604 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.204069 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.21918 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.276913 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),1.43416 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.10024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,7),0.195666 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),0.0306146 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.436224 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.393267 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.762301 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.190215 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.221647 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.214202 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.280004 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.0258553 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),1.43684 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.0200997 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.086559 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.10213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.709944 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.586674 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.388947 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.547628 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-0.82669 # DEPENDENCYPART_GRANDPAR
(21,15),(15,27),-0.875489 # DEPENDENCYPART_GRANDPAR
(21,15),(15,28),-0.514345 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.305942 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),1.28388 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.0217754 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.0849183 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.01071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.694278 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.297416 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.237719 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.142674 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.315524 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.0332457 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.274564 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.0822917 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.192758 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.1009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,23),-0.58479 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.387721 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.546389 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.712901 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.764664 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.729898 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.296649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.0220247 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.0431218 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.206928 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.0787681 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.344444 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),0.0435329 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.0609594 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.363259 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.0356758 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.46734 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),0.080099 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-0.715888 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.0353751 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.419678 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.255042 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),0.0466492 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.0685151 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.246692 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.0399517 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.153137 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),0.527549 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.301512 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.523357 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),-0.40864 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-0.192933 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-1.24081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,17),-0.224853 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.442446 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.41042 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.21796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,17),-0.444189 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.489222 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.266887 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.442488 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.33096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.625203 # DEPENDENCYPART_GRANDPAR
(24,21),(21,7),-0.478 # DEPENDENCYPART_GRANDPAR
(24,21),(21,8),-0.39339 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.604303 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-0.22786 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.450446 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.489493 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.445712 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.438001 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.48854 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.412538 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.239864 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.42266 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.3303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.624795 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.7694 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.960562 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.754804 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.902978 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.577944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.00827293 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.558075 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.164595 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-1.08265 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-1.00027 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.523157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.173185 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.193394 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),-0.0128946 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.189962 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.281052 # DEPENDENCYPART_GRANDPAR
(25,24),(24,17),-0.402847 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),-0.310244 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.364501 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.329961 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.760007 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.390375 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.68563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.124085 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-1.06131 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-1.28507 # DEPENDENCYPART_GRANDPAR
