# _root_ Within about six months , `` things will be moving in the right direction , '' he predicts .
#goldHeads=8,4,2,1,8,8,8,18,8,9,10,14,14,11,8,8,18,0,18,
#predictedHeads=18,4,2,1,8,8,8,18,8,9,10,14,14,11,18,18,18,0,18,
(18,2),(2,10),0.0790552 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),0.367777 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),0.39135 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.31276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),-0.626728 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.0300076 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),0.0811573 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),0.0713741 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),0.491049 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),0.310609 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.0162108 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),0.173317 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),0.198674 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.0351303 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.136476 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.215282 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.566619 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),0.320059 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.0351258 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),0.210256 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),0.253848 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),0.242636 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),0.337216 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),0.18271 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),0.555481 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.109126 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.37822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.717438 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.0306524 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.00163917 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),0.411234 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.159897 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),0.0412281 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),0.028332 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),0.0870214 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.182065 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),0.0481526 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.407059 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.26643 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),0.194674 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.23741 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.193547 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),0.324196 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.534573 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.0944028 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.37822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.717436 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.279728 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),0.231958 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.171991 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.217301 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.67965 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.530351 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.112788 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.48367 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.174134 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.284811 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.319171 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.339296 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.156128 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.22117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.30742 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),0.0734433 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.0675547 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),0.0554201 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),0.462712 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.320841 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.0521163 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.164131 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),0.209449 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0649184 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.167823 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.341737 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.0995429 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.3446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.680847 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.197094 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),0.0193485 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.143777 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.417948 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.433083 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.0873459 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.0123929 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.230458 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.297945 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.508976 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.0692696 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.237535 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.334027 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.101207 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.00675163 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.3242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.662471 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.259038 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.355282 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.131744 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.298399 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.346183 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.0715903 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.0646633 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.48776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.774109 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.137587 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),0.0313667 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),0.35815 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.0290372 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.188702 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0289421 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0722496 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.626435 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.19808 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.00437479 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.35437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.721155 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0295591 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.0612341 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.0382216 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.00673046 # DEPENDENCYPART_GRANDPAR
