# _root_ Leery of the costs -- and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .
#goldHeads=15,1,4,2,9,9,9,9,4,9,9,9,14,15,0,15,16,17,18,19,22,20,22,23,15,
#predictedHeads=9,1,4,2,11,1,9,9,0,9,15,11,14,15,9,15,16,17,18,19,22,20,22,23,9,
(8,15),(15,13),-0.017562 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0887363 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.135118 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.402688 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.477697 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.510414 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.646209 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.494145 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.532362 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.599848 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.845523 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.04552 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.35195 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.01157 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.873619 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.716348 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.605338 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.759658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.0881971 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.602259 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.049432 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.234942 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.197637 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.346037 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.45677 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.666972 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.596313 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.656488 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.515914 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.599898 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.819484 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.387024 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.139228 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.0947714 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.077224 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.538283 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.222716 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0621034 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.32248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.765358 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.00575258 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.611256 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.697191 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.459892 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.475897 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.397748 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0998692 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.181722 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.256469 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.00383379 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.105921 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.44905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.826992 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.676008 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.837672 # DEPENDENCYPART_GRANDPAR
(9,2),(2,25),0.266107 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.0242359 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.600447 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.317271 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.0716702 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.159724 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0191601 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.347051 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.34807 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.119867 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.39172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.965733 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.0820556 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.680349 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.557386 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.790168 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.620828 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.801087 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),0.303855 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.482841 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.185329 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0989681 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.408692 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.284933 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.643566 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.546717 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0583922 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0425173 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0661724 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0755914 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.269342 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.39529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.822617 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.0943048 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.672014 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.567761 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.77166 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.62468 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.708388 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.325059 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.198706 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0095856 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.189178 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.145134 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.195131 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.38987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.96389 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.0795338 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.678513 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.788322 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.61853 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.0878491 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.126822 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.782188 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.34697 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.542318 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.0406965 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.176071 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.390524 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.04686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.638843 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.189583 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.630048 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.191278 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.335233 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.167487 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.322796 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.429168 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.241706 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.508583 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.627281 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),0.401512 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.407007 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.105555 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.143286 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.827098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.310702 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.491649 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.168762 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.444069 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.437295 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.232477 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.408814 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.510321 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.869647 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),0.0678949 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.021586 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.166127 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.393426 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),0.194114 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),0.119943 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.209789 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.843893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.42297 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.502668 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.107205 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.470421 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0825425 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.285263 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.113293 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.402918 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0829001 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.128779 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.147927 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.65023 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.51421 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),0.409194 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),0.0672313 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.144342 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.287134 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.41974 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),0.118305 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.00119312 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.330293 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.921581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.589824 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.463784 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.701173 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0819321 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.125349 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.420702 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.268312 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.188 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.339294 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.709447 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.562984 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),0.485306 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.21222 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.529554 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.334075 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.354478 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.409863 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.0322084 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.173922 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.250336 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.213374 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.326515 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.749801 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.567208 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),0.594072 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.762441 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.279029 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.80182 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.280963 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.510218 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.658689 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.731802 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),0.405541 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.152828 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.5223 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.348503 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.682535 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.559602 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.269443 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.653847 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.726063 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.355782 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.663109 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.149624 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.194717 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.164107 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.165363 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.0893227 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0740053 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.0157642 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.19126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.475596 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.425234 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.902056 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.214531 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.967958 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.245704 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.351559 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.13488 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.186629 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.170995 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.0798417 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.0055014 # DEPENDENCYPART_GRANDPAR
(11,2),(2,12),-0.450505 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.44934 # DEPENDENCYPART_GRANDPAR
(11,2),(2,25),-0.95429 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.305168 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0955152 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.457022 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.16377 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.717021 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.194624 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.110466 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0882335 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.148612 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.107345 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0928938 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.49288 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.373367 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.44392 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.414365 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.795957 # DEPENDENCYPART_GRANDPAR
(11,4),(4,25),-0.974183 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.559472 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.409308 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.23961 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.149726 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.145019 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.435055 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.347643 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.452921 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.137424 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.483292 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0548503 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.386083 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.115825 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.235978 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.1733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.431272 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.324738 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.393429 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.36428 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.592224 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.470661 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.760014 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0797567 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.286668 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0508098 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.333205 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.110055 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0470925 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.21327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.492815 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.443848 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.413837 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.367931 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.264101 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.887039 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.163152 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.344194 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.176171 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.292515 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.132376 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0221401 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.15417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.452732 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.2856 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.385934 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.376749 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.599579 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.324598 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.582153 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.890517 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-1.08756 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.871975 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.732119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.132701 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.022178 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.621926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,9),-0.529203 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.675243 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.591518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.16313 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0713592 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0666559 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.130158 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.059801 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.255423 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.219388 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.95264 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.10758 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.674332 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.826556 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.654941 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.326487 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.642291 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.483677 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.507615 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.673153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.130408 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0299532 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.326024 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.257981 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0265565 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.139313 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.065124 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.144711 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.0965604 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.298682 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.0944614 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.61851 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.963549 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.18253 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.746983 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.853272 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.72128 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.419246 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.714686 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.519655 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.600373 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.596072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),-0.0704334 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.199245 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0451904 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.188827 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.061486 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0753723 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.105803 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.257376 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),0.0590961 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.534349 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0277616 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.359717 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.0803723 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.194882 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.0940616 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.1159 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.232189 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.148476 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.165896 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.132974 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.182669 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.184106 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.50365 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0265727 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.190261 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),0.0234441 # DEPENDENCYPART_GRANDPAR
