# _root_ Synchronized circuit breakers would not have halted the slide in prices on Friday , but they probably would have made for smoother , less volatile executions .
#goldHeads=3,3,4,0,4,4,6,9,7,9,10,9,12,4,4,18,18,15,18,19,20,26,26,25,26,21,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,7,10,11,12,4,4,18,18,15,18,19,20,26,20,25,26,21,4,
(5,7),(7,27),-1.28121 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.898238 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.177997 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.10492 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.378421 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.488546 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.223861 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.55473 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.3116 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.403914 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.626634 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.645168 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.676961 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.648064 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.615312 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-1.17788 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.241305 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.166415 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0949396 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.197099 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0540089 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.962652 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.540265 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-1.05834 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.487866 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.429005 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.58413 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.571995 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.1064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.117519 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.305071 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.0866697 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.0825663 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.558296 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.528378 # DEPENDENCYPART_GRANDPAR
(6,1),(1,27),-1.62642 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.291858 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.23739 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.29824 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.238188 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.305711 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.295706 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.224376 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.41269 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.402103 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.22395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.242004 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.421162 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.370491 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.274651 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.413815 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.28773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.292773 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.421222 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.363976 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.6785 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.311395 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.08424 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.673929 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.62364 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.848882 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.670457 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.511259 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.407277 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.09462 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.01935 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.914487 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.774643 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-0.764864 # DEPENDENCYPART_GRANDPAR
(6,4),(4,27),-1.63935 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.370407 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.196338 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.393282 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.28165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.285485 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.498734 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.317808 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.55214 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.635167 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.728487 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.619786 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.0391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0314473 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.457921 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.273381 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.242836 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.238197 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.261075 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.00772252 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.204637 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.143795 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.0165868 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),0.291019 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),0.373893 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.351609 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.570275 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.126912 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.092991 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),0.0691393 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.0751492 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-1.21662 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.740321 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.800369 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.304647 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.038072 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.25711 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.123031 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0533959 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.550418 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0894277 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.361857 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.372359 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.345657 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.0759611 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.651256 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.769012 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-1.32608 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.00428765 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0755222 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.147131 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.483192 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.326231 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.442308 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.0562703 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-1.48169 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0555315 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.010343 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.016058 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.630896 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.343667 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.441787 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.471522 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.0559588 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.715337 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.765702 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.444381 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-0.507924 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0188314 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.00084217 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.250451 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.498114 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.284251 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.403128 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.325668 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.00412853 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.353423 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.194369 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.249719 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.441467 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.436636 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.00355774 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.722735 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.798454 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.40359 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.302144 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.0393883 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.521035 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.649149 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.5992 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.345265 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.272615 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.727397 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.749586 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.750438 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.924163 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.696776 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.87596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.0274297 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.224963 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.0300133 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.00662037 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.344994 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.0214886 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.629529 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.277907 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.243025 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.294475 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.320556 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.257829 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.7989 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.787386 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.530317 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.422349 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.371619 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.529977 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),-1.50761 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.63801 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.731245 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.192314 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.390145 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.0882442 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.817533 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.538897 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.474127 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.616539 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.105659 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.126414 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),0.0814687 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.136825 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),0.0071406 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-1.19902 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),-0.645317 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.396762 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.355464 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.314263 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.380508 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.404579 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.01104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),0.0943545 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.319768 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.379205 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.547586 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.431182 # DEPENDENCYPART_GRANDPAR
(7,1),(1,27),-0.959984 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0838475 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.249642 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.241275 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.338712 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.341807 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.09078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.119524 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.333221 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.312411 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.326621 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.252246 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.02104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),0.14206 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.351895 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.410334 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.369422 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.740038 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.498004 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.354396 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.566365 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.486957 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.422248 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.363124 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.450873 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.74661 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.677195 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.716943 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-0.516853 # DEPENDENCYPART_GRANDPAR
(7,4),(4,27),-0.807383 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.00581211 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.186826 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0940181 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.260809 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.04746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),0.0296237 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.39337 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0117002 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.332309 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.334355 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.373229 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.348079 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.04634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),0.0696692 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.395692 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.470562 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.421738 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.796189 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.544578 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.480525 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.440486 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.476197 # DEPENDENCYPART_GRANDPAR
(7,6),(6,27),-1.01348 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.666854 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.786444 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.515026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.57914 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.132156 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0610837 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.11104 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.208131 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0870793 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.104621 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.117838 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.151033 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.0925016 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),0.0599013 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.51718 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.414928 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.516622 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.245708 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0677531 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0193612 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0201094 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.104425 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.0302098 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.518423 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.453194 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.436544 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.177855 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.270952 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0997329 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0980181 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.101375 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.0444033 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),0.041857 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.542219 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.318672 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-0.373835 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.544862 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0799656 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0207997 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0121534 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0366535 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.080943 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0449391 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.0182257 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.206752 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.089772 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.177374 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.140374 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.147368 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0193473 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.00267496 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.426673 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0890447 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.0429642 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.0392559 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.205074 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.453587 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.372744 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.14139 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.0390119 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.15964 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.0243509 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.011203 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.100008 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),0.160867 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.442272 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.597902 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.69812 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.706738 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.677795 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.656994 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.728882 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.683569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.426709 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.554588 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.0458217 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.00749683 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.0440159 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.314788 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.197387 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.015327 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.0350883 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.123773 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),0.349637 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),0.0194259 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.459047 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.295993 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.365453 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.0713262 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.428878 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.569859 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.766586 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.696033 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),0.368514 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.102027 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.0345569 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.118631 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.0728602 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.171045 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.15901 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.545024 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.348088 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.503901 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.107733 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.462098 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),-0.523634 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.745531 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.647417 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),-0.108219 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.0820166 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.0796594 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.436409 # DEPENDENCYPART_GRANDPAR
