# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,23,23,31,31,28,31,34,32,34,37,35,16,
(8,20),(20,4),-0.665736 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-1.02382 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.283457 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.631232 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.173928 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.242802 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.0108648 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.558174 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.00104278 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.0695987 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.158116 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-1.52121 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.3057 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.679142 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.151078 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.649146 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),-0.5968 # DEPENDENCYPART_GRANDPAR
(8,20),(20,28),-0.204871 # DEPENDENCYPART_GRANDPAR
(8,20),(20,31),-0.894656 # DEPENDENCYPART_GRANDPAR
(8,20),(20,38),-1.8272 # DEPENDENCYPART_GRANDPAR
(8,23),(23,1),-1.05196 # DEPENDENCYPART_GRANDPAR
(8,23),(23,4),-0.649317 # DEPENDENCYPART_GRANDPAR
(8,23),(23,5),-0.897619 # DEPENDENCYPART_GRANDPAR
(8,23),(23,7),-0.720001 # DEPENDENCYPART_GRANDPAR
(8,23),(23,8),-1.0022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,23),(23,10),0.433801 # DEPENDENCYPART_GRANDPAR
(8,23),(23,12),0.21289 # DEPENDENCYPART_GRANDPAR
(8,23),(23,13),0.0661603 # DEPENDENCYPART_GRANDPAR
(8,23),(23,14),-0.233766 # DEPENDENCYPART_GRANDPAR
(8,23),(23,15),-0.172325 # DEPENDENCYPART_GRANDPAR
(8,23),(23,16),-0.188089 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.434235 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.347683 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.239178 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.229242 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-1.22697 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.477919 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.168179 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.448185 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),-0.369453 # DEPENDENCYPART_GRANDPAR
(8,23),(23,28),0.0875056 # DEPENDENCYPART_GRANDPAR
(8,23),(23,31),-0.691216 # DEPENDENCYPART_GRANDPAR
(8,23),(23,32),-0.849301 # DEPENDENCYPART_GRANDPAR
(8,23),(23,34),-0.805948 # DEPENDENCYPART_GRANDPAR
(8,23),(23,35),-0.406115 # DEPENDENCYPART_GRANDPAR
(8,23),(23,38),-2.02211 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.840936 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.381324 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.583551 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.648935 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.883697 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-1.00811 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.615793 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.655444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,16),-0.438154 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.510839 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-0.618442 # DEPENDENCYPART_GRANDPAR
(9,1),(1,38),-1.18249 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.759932 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.793712 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.583962 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.697419 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.550975 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.37798 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.734033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.0870111 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.678689 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.657485 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.727288 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.812443 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.733641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.0855389 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.497216 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.69697 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.50064 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.530696 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.977914 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.783896 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.66813 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.326133 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.222421 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0506498 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.17484 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0158343 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0992946 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0301159 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.269475 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.29678 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.10276 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.270253 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.043088 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.41744 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.160923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.364793 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0641379 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0897383 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.402942 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.278515 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.074163 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.146264 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.561612 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.36544 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.159541 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.239514 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.281195 # DEPENDENCYPART_GRANDPAR
(9,12),(12,31),-0.315759 # DEPENDENCYPART_GRANDPAR
(9,12),(12,38),-0.712886 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.108567 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.00365136 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.290102 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.377028 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.457236 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),0.245718 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-0.0869922 # DEPENDENCYPART_GRANDPAR
(9,25),(25,31),-0.335632 # DEPENDENCYPART_GRANDPAR
(9,28),(28,22),-0.42676 # DEPENDENCYPART_GRANDPAR
(9,28),(28,26),-0.509015 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),0.0630281 # DEPENDENCYPART_GRANDPAR
(9,28),(28,29),-0.530101 # DEPENDENCYPART_GRANDPAR
(9,28),(28,30),-0.401583 # DEPENDENCYPART_GRANDPAR
(9,28),(28,31),-0.0449968 # DEPENDENCYPART_GRANDPAR
(9,28),(28,32),-0.345434 # DEPENDENCYPART_GRANDPAR
(9,28),(28,34),-0.448129 # DEPENDENCYPART_GRANDPAR
(9,28),(28,35),-0.771381 # DEPENDENCYPART_GRANDPAR
(9,28),(28,37),-0.408641 # DEPENDENCYPART_GRANDPAR
(9,32),(32,29),-0.530307 # DEPENDENCYPART_GRANDPAR
(9,32),(32,30),-0.521817 # DEPENDENCYPART_GRANDPAR
(9,32),(32,31),-0.243347 # DEPENDENCYPART_GRANDPAR
(9,32),(32,33),-1.14954 # DEPENDENCYPART_GRANDPAR
(9,32),(32,34),-0.501161 # DEPENDENCYPART_GRANDPAR
(9,32),(32,35),-0.669254 # DEPENDENCYPART_GRANDPAR
(9,32),(32,36),-1.07703 # DEPENDENCYPART_GRANDPAR
(9,32),(32,37),-0.40189 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.10233 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.824471 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.659487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.12595 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.229851 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0158905 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0249807 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.476365 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.695721 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.461729 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.427981 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.425588 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),0.00781518 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.913867 # DEPENDENCYPART_GRANDPAR
(10,12),(12,31),-0.966957 # DEPENDENCYPART_GRANDPAR
(10,12),(12,38),-2.18419 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.99325 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.804613 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0643278 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.388634 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.11657 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.993259 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.807676 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0349061 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.19853 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.432411 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.661066 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.421245 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.387497 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.320511 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.962282 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.889502 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.822569 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.866318 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.787666 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-1.04488 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.0435 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.482063 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.83437 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.07502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.344418 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.206046 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.475296 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.384827 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.312968 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.538735 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.806442 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.721635 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.690049 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.497488 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-1.75097 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.188707 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-1.04662 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.317756 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-0.832539 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-1.33201 # DEPENDENCYPART_GRANDPAR
(10,16),(16,38),-2.46015 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.896117 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.02695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,14),-0.256347 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.184484 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.74335 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.658543 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.626957 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.524625 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-1.77938 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.173862 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.994532 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.367853 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-1.34016 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.848575 # DEPENDENCYPART_GRANDPAR
(10,17),(17,28),-1.40543 # DEPENDENCYPART_GRANDPAR
(10,17),(17,31),-1.04778 # DEPENDENCYPART_GRANDPAR
(10,17),(17,32),-1.80916 # DEPENDENCYPART_GRANDPAR
(10,17),(17,34),-1.22105 # DEPENDENCYPART_GRANDPAR
(10,17),(17,35),-1.88069 # DEPENDENCYPART_GRANDPAR
(10,17),(17,38),-2.34232 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.176136 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.439919 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.32795 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.993259 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.198524 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.278838 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.408021 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.252568 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.389614 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.320514 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-1.62357 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),0.0354162 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.878896 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.159575 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-1.22464 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.856418 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-1.11657 # DEPENDENCYPART_GRANDPAR
(10,20),(20,11),0.993259 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.807676 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.19853 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.278845 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.131417 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.40802 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.252562 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.204587 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.320511 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-1.62357 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),0.0354176 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.878895 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.159575 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-1.22464 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.783382 # DEPENDENCYPART_GRANDPAR
(10,20),(20,28),-1.35302 # DEPENDENCYPART_GRANDPAR
(10,20),(20,31),-0.931986 # DEPENDENCYPART_GRANDPAR
(10,20),(20,38),-2.14951 # DEPENDENCYPART_GRANDPAR
(10,23),(23,1),-0.926573 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.86981 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-0.809086 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-1.06457 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),-0.56175 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-1.03194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,12),0.225186 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),-0.485471 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.388068 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.313234 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.60171 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.876155 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.798297 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.766197 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.681208 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-1.45904 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.862846 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.359275 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-1.20885 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.816755 # DEPENDENCYPART_GRANDPAR
(10,23),(23,28),-1.3426 # DEPENDENCYPART_GRANDPAR
(10,23),(23,31),-0.913713 # DEPENDENCYPART_GRANDPAR
(10,23),(23,32),-1.63632 # DEPENDENCYPART_GRANDPAR
(10,23),(23,34),-1.05503 # DEPENDENCYPART_GRANDPAR
(10,23),(23,35),-1.7063 # DEPENDENCYPART_GRANDPAR
(10,23),(23,38),-2.52481 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-1.66253 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),-0.741561 # DEPENDENCYPART_GRANDPAR
(10,25),(25,28),-1.06069 # DEPENDENCYPART_GRANDPAR
(10,25),(25,31),-1.3718 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.723093 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.49374 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.535335 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.805212 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.427641 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.394042 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.358963 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.455549 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.59731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-1.0929 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-1.24328 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.534967 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.562497 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.426185 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.52596 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.530331 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.4526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.885683 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.696752 # DEPENDENCYPART_GRANDPAR
(12,9),(9,25),-1.01599 # DEPENDENCYPART_GRANDPAR
(12,9),(9,28),-1.13639 # DEPENDENCYPART_GRANDPAR
(12,9),(9,32),-0.845829 # DEPENDENCYPART_GRANDPAR
(12,9),(9,38),-1.70507 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.426789 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.47532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.880073 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.719451 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.433695 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.927362 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.766184 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.999056 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.83599 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.721733 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.753086 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-1.05943 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.0633 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.78453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),0.196284 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0917545 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.27776 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.06315 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.78133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.451995 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0518325 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.513641 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.372965 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.206893 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0904832 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.397948 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.11669 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.92815 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.945915 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.948958 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.16344 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.10806 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.16337 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.814182 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.83112 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.983581 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.954664 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.05149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.565331 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.297972 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.00756004 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.171596 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.488011 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.322895 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.208638 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.578961 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.296505 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.353782 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.456329 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.537553 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-0.450262 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.630816 # DEPENDENCYPART_GRANDPAR
(12,16),(16,38),-1.24225 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.07553 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.981718 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.286967 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.00344976 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.44169 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.276573 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.162317 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.541681 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.266143 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.336113 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.421336 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.578949 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.380915 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-0.45904 # DEPENDENCYPART_GRANDPAR
(12,17),(17,28),-0.64008 # DEPENDENCYPART_GRANDPAR
(12,17),(17,31),-0.47812 # DEPENDENCYPART_GRANDPAR
(12,17),(17,32),-0.423361 # DEPENDENCYPART_GRANDPAR
(12,17),(17,34),-0.809122 # DEPENDENCYPART_GRANDPAR
(12,17),(17,35),-1.16448 # DEPENDENCYPART_GRANDPAR
(12,17),(17,38),-1.18988 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-1.06315 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.0518381 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.254676 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.319993 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.302115 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.0926077 # DEPENDENCYPART_GRANDPAR
