# _root_ `` It 's a problem that clearly has to be resolved , '' said David Cooke , executive director of the RTC .
#goldHeads=14,3,14,5,3,8,8,5,8,9,10,14,14,0,16,14,16,19,16,19,22,20,14,
#predictedHeads=14,3,14,5,3,8,8,5,8,9,10,14,14,0,16,14,16,19,16,19,22,20,14,
(10,11),(11,23),-0.899047 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.393644 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.369002 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.736367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.863939 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.720429 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.71978 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),0.179029 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.529849 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.809067 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.534561 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.15748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.306782 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.489209 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.245798 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.432696 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.505733 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.369527 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.383554 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.5537 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.636585 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.779512 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-1.1158 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.765057 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.706935 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.798925 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),0.141776 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.56207 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.797846 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.518581 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.523644 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0755958 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0370731 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.236275 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.114576 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.204025 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.384718 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.390757 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.535546 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.765512 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.528279 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.901826 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.813021 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.02627 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.843613 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.483424 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.521822 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.149454 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.065974 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.353116 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.438281 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.307222 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.27158 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.434018 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.702385 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.554097 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.891964 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.508097 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.813305 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.631658 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.774949 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.10877 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.178466 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.442339 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0505602 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.253886 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.295598 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.888042 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.0995526 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.272208 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.199125 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.217837 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.20012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.638274 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.656926 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.638722 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.777092 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.760222 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.757951 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.924497 # DEPENDENCYPART_GRANDPAR
(11,3),(3,23),-0.846221 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.335511 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0371973 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.270491 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.306973 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.401294 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.175019 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0806511 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.191803 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.22634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.775113 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.709426 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.66535 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.897867 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.897061 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.895529 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.858668 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-1.1149 # DEPENDENCYPART_GRANDPAR
(11,5),(5,23),-0.877577 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0672642 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.47242 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.231876 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.358365 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.259696 # DEPENDENCYPART_GRANDPAR
(11,6),(6,12),-0.644219 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.643278 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.209374 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.510338 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.175737 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.145896 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.511636 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.061943 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.37123 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.487001 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.258053 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.329928 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.174098 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.197664 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.289368 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.20366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.607167 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.669095 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.64614 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.78428 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.729115 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.75137 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.945944 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.00131 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.848537 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.574395 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0503036 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.161607 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.224915 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.17806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.633363 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.658067 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.608928 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.77775 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.807073 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.368683 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.230832 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.413201 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.180293 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.15963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.63277 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.665626 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.615868 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.788706 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.754718 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.786002 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.918516 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.8244 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.743633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,11),-0.767751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,1),-0.785469 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.529216 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.633912 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.641314 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),0.248572 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.538677 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.644941 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.654591 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.669453 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.731595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.352953 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.316192 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.518493 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.402739 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.312268 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.280563 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.38092 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.634125 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.623131 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.388844 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.117002 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.237196 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.333543 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.367912 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.293698 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.593954 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.456829 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.826667 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.633681 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.756004 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),0.214345 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.590038 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.646982 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.652751 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.614616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.0521976 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.116914 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0076465 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.221624 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.322516 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.366772 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.289888 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.592767 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-1.09124 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.438699 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.285178 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.891596 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-1.03567 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.812886 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.634277 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.647714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.121217 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.185827 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.324965 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.21323 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.243165 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.202964 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.43906 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.944185 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.454835 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.240636 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.443924 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-1.11846 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.458059 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.14776 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.837578 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.287081 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.608429 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.187585 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.17016 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.238992 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0397492 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.141632 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.17873 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.122034 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.193673 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.8091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.54904 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.742321 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.827265 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.887043 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.847926 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.978802 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.06439 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-1.08652 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.944527 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.204554 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.130714 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.0765396 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.0122041 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.0343835 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.139185 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0292453 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.036661 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0781468 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.77406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.618644 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.723502 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.850608 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.874832 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.730122 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.08807 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.05151 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.09419 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.448567 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.0695338 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.397065 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.075442 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.0907224 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.105635 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.0470152 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),1.15957 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.000743473 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.106102 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.466609 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.0561344 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.129657 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.163286 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.354398 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.237359 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.41203 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.187863 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.986807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,16),0.108233 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),0.15427 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),0.42379 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),0.189406 # DEPENDENCYPART_GRANDPAR
(14,3),(3,23),-0.375224 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.273135 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.758476 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.0558339 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0269689 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.28711 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.190903 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.212862 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.0591504 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.193708 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.515962 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.154074 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.25934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,16),-0.256262 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.330004 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.0345026 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),0.051048 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.962425 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),-0.606755 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.538051 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0899667 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.31853 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.113704 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.0500625 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.345321 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.24423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,5),-0.00779976 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.107794 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0789123 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0715086 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.0468522 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),1.12925 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.170252 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.0328873 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.260316 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.00919075 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.189799 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.276124 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.37379 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.32465 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.324968 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.26932 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.939259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),0.147066 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),0.284738 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),0.506219 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),0.195291 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.559097 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.275091 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.114323 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.179001 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0996662 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.144911 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0234212 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.32329 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.0731244 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.18093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.10535 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),0.121959 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.125874 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.0809474 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0730059 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0997448 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.187265 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.496671 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.218793 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.11759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.0419443 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.0239156 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),0.179916 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.00616044 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.450607 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.0709524 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.00188032 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),0.0511681 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.13361 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.0275187 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0504422 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.23014 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.285544 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.411598 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.118967 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.0789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.386018 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.0151212 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.0689142 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),0.199793 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),0.00596274 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.721284 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.43569 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0962214 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0614682 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.243673 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.452154 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.152192 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0875453 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.601267 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.060308 # DEPENDENCYPART_GRANDPAR
