# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(5,6),(6,11),-0.325891 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.457396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.299372 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.659539 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.21684 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.209042 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.5482 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.609799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.462171 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.987387 # DEPENDENCYPART_GRANDPAR
(5,6),(6,29),-1.59746 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.12803 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.03089 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.07196 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.97824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0542309 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.119555 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.150617 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.353737 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.476039 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.433694 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.331055 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.554362 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.233484 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.32153 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.12803 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.03089 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.07196 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.991453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0703654 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0806209 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.24628 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.363843 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.479578 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.444748 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.541434 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.318493 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.564468 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.00281198 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.236668 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-1.09077 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-1.23373 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.772885 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-1.22154 # DEPENDENCYPART_GRANDPAR
(5,9),(9,29),-1.44142 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.36267 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.30932 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.08663 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.12758 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.869132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),-0.12766 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.369731 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.242758 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.490505 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.301062 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.760197 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.536943 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.572354 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.00926767 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.15894 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.614615 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-1.00785 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-1.34033 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.687119 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.528586 # DEPENDENCYPART_GRANDPAR
(5,11),(11,29),-1.50053 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.108879 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0742587 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.260426 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.129522 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.17915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.0181206 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.289333 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.519736 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.327301 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.670758 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.171865 # DEPENDENCYPART_GRANDPAR
(6,1),(1,29),-1.47513 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.301815 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.121387 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.419388 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.203995 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.08843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),0.364148 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0339329 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.282287 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.153266 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.983929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),0.106764 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.164449 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.421762 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.177395 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),0.0108078 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.572784 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),0.00842615 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),0.13341 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),0.00603275 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0334486 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.00967545 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.261617 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.00651662 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.16555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.147834 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.00546398 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.276677 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.506376 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.316842 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.335645 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.12624 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.141905 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.137818 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.195606 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.03778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.029909 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.301122 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.236441 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.687862 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0690453 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.300722 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.849267 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.406114 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.0178284 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.555254 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.38386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.9285 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.382036 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0721475 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.291616 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.250376 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.354398 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.0788743 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.421839 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.154438 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.849266 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.406113 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.0178271 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.555253 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.369999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.935453 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.691752 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0717575 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.298284 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.253351 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0371828 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.37995 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0792643 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-1.12768 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.42835 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.418716 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.99499 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.352586 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-1.08634 # DEPENDENCYPART_GRANDPAR
(6,9),(9,29),-1.15206 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),0.0848605 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.876248 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.277086 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),0.18505 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.431593 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.996895 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.829287 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.564658 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.569729 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.451585 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0423458 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.27452 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.124088 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-1.14461 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.402623 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.438152 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.41698 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-1.09599 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.349601 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),0.310774 # DEPENDENCYPART_GRANDPAR
(6,11),(11,29),-1.21808 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0812099 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.208966 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.263755 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-1.20213 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.208163 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.677822 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.183356 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.851196 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.558511 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.90229 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.658588 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.394443 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.398977 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.60318 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.00218035 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.13785 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-1.14814 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.400525 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),0.339165 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.441201 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-1.01586 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.618505 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.375072 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),0.211787 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-1.1072 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.215736 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.369989 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.204753 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.349993 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.12384 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.383783 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.662444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,8),0.612869 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.347169 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.188047 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.321962 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0190837 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.281809 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.339069 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.870133 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.666987 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.0664202 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.17497 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.786645 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.397489 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.0970147 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),0.53961 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.197707 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),-0.0738598 # DEPENDENCYPART_GRANDPAR
(6,17),(17,27),-0.877991 # DEPENDENCYPART_GRANDPAR
(6,17),(17,28),0.149651 # DEPENDENCYPART_GRANDPAR
(6,17),(17,29),-1.33181 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-1.16403 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.0565437 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.354228 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.83812 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.580102 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.306241 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),0.219307 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.163409 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.487283 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),0.0500213 # DEPENDENCYPART_GRANDPAR
(6,18),(18,29),-1.29116 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-1.12585 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),0.610013 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),0.220918 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.1473 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.644249 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.453974 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),0.380385 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.366765 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.357273 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-1.14513 # DEPENDENCYPART_GRANDPAR
(6,23),(23,28),-0.0996174 # DEPENDENCYPART_GRANDPAR
(6,23),(23,29),-1.16346 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.387361 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.68843 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.414952 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.163409 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.487283 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.929466 # DEPENDENCYPART_GRANDPAR
(6,24),(24,28),0.0500213 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-1.34481 # DEPENDENCYPART_GRANDPAR
(6,26),(26,28),-0.343386 # DEPENDENCYPART_GRANDPAR
(6,29),(29,28),-0.202986 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.28109 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.16391 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.05344 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.32432 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.0961 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.873575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.238082 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.215118 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.539588 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.106292 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.721719 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.395087 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.386682 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.13243 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.35091 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.10739 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.963263 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.28839 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.953844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.284827 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.151012 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.204591 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.402245 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.579522 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.818827 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.494758 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.169108 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.17268 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.551657 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.585167 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-1.24605 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.649558 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.660617 # DEPENDENCYPART_GRANDPAR
(7,11),(11,29),-1.18191 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.287518 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.22131 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0795081 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.229934 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.158544 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.330204 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.412384 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.148604 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.236643 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.218821 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.26846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.484751 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.992952 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.6247 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.25033 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.683126 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.475798 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.750731 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-0.988152 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.431347 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.224044 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.402924 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.305176 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.105146 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.420439 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.28128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.497573 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.988133 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.660935 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.00241 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.268175 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.413823 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.289402 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0866569 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.037236 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.36171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.577998 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.680397 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.167826 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.278964 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.155186 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0002767 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.128914 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.426795 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.24464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.460932 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.941215 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.517862 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.2602 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.966294 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.63139 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),0.141151 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.467699 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.698222 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.937855 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-0.935643 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-1.19255 # DEPENDENCYPART_GRANDPAR
(8,6),(6,29),-1.55934 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.40277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-1.20111 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.717247 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.885179 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.89576 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.822512 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.707302 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.950939 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.783566 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.999817 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.59385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.358167 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.216579 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.154815 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.284475 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.362873 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.048342 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.398155 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0713242 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.567032 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-1.04996 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.634294 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-1.16391 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.959605 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.781924 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.966534 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.76695 # DEPENDENCYPART_GRANDPAR
