# _root_ Other , more thinly traded Asian markets were hit harder than Tokyo 's , but there were no free-fall declines .
#goldHeads=7,7,5,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
#predictedHeads=7,8,4,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
(9,12),(12,17),-0.132259 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.559802 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.788197 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.543914 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.392047 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.273149 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.116405 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0443536 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.101556 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.0374833 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.43604 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.315129 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0844625 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.392388 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.592075 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.61393 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.455207 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.529497 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.392215 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.596033 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.748534 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.603774 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.663996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.490592 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.304066 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.194773 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.647263 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.173534 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.00892733 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0420414 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.413697 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.150858 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.395514 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.444234 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.693333 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.570459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.520008 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.166859 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.0329121 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.208915 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.234099 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.310717 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.453642 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.286363 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.189382 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.256079 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.31842 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.200185 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.175638 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.00145181 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.168785 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.0998768 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.066148 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.2185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.474255 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.651397 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.492974 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.76703 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.206852 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.298077 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.083546 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.109365 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0842541 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.200585 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.0570253 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.22033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.449278 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.508258 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.254703 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.357539 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.127622 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.108942 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.211375 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.163884 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.121376 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0744256 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.21911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.551741 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.655142 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.904555 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.57031 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.496522 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.616821 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.587662 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.738493 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.769188 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.150537 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.291623 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.123523 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.183076 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.15786 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0565843 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0235267 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0676171 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.413517 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.688325 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.654655 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.623271 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.13182 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.403931 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.149367 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.148607 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0999458 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.00336238 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.183379 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0319228 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.21306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.515813 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.648718 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.911559 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.523231 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.441412 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.616634 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.602624 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.689897 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.679867 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.210515 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.364089 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.126043 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0923406 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.16988 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.10318 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.221294 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.179184 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.21911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.54832 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.655114 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.904629 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.569854 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.496485 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.616821 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.587719 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.738491 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.769187 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.893223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0536415 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.257465 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.111984 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0622567 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0520581 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.126957 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.00480749 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.182107 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.690716 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.56568 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.517569 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.762132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0350261 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.571031 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0685964 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.054143 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.176597 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.169707 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.662968 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.674616 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.75774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0416791 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.245641 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.159199 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.186366 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0960441 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.315828 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.303532 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.333158 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.163583 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.274974 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.709777 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.784437 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.643948 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.644784 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.616306 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.609724 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.641437 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.560267 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.506739 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.80224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.0957611 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.24466 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.467501 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.230474 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.155555 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.128438 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.200688 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.326014 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.220796 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.375559 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.782965 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.54004 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.769864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,12),-0.187808 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.061824 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.174088 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.447208 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.282958 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.300601 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.762396 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.151755 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.243447 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.235279 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.494958 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.264323 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.274367 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.59503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.269046 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.574668 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.508888 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.943723 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.659557 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.609231 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.802554 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-1.33034 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.958801 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.665138 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.720635 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.551634 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.02057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.254779 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0444907 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.573779 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.155522 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0862153 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.745539 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.93016 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.539398 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.14624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.592712 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.172778 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.261681 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.263994 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.539729 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.393334 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-1.08522 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.197726 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.291029 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.823864 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-1.21696 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.624958 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.769728 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.71592 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.85566 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.941829 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.69063 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.740147 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.576951 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.1022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.786305 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0316523 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0947745 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.546532 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0820905 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.370479 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.344745 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.0603313 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-1.06233 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.994907 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.869969 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.674295 # DEPENDENCYPART_GRANDPAR
(11,20),(20,12),0.771643 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.144003 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.726219 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.782978 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.989367 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.229639 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.774227 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.556384 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.664604 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.563554 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.674145 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.673697 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.462401 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.433771 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.605971 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.25675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),-1.04215 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.943179 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.790168 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.792117 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.696695 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.49864 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.61169 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.647173 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.691979 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.554502 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.652018 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.544351 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.21706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.83541 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.910952 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.496739 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.616264 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.922509 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.546061 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.876262 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.884142 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.729669 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.701916 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.444661 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.7154 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.769718 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.781943 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.702406 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.651637 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.609778 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.2225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.827243 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.956521 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.550288 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.615542 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.906701 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.593537 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.964687 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.698868 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.718776 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.599256 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.777163 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.817481 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.668328 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.636741 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.546565 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.21714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.825212 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.9367 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.544029 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.613984 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.916683 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.576295 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.960892 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.777646 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.24737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.830219 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.950347 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.581335 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.618797 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.972888 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.650523 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.970425 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.05063 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.23308 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.13351 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.10024 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.890972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),-0.589576 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.207268 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.567836 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.122709 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0885842 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.484484 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.50872 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.149759 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.37166 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.23069 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.16587 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.03429 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.19566 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.29542 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-1.20199 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.0946 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.06211 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-1.13063 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.08103 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.838317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.24222 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.578549 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.138597 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0406663 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.442646 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.058911 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.0166107 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.467856 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.151249 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0959732 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.0482054 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.0651636 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.0398481 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.0494194 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.127922 # DEPENDENCYPART_GRANDPAR
