# _root_ On Oct. 16 , 1987 -- the Friday before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with a 2.4 % drop .
#goldHeads=19,1,2,2,2,8,8,2,8,13,13,13,9,8,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
#predictedHeads=19,1,2,2,2,9,8,9,19,13,13,13,9,9,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
(7,9),(9,6),-0.699619 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.38931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.123956 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.65871 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.425956 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.565334 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.491346 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.502013 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.748022 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.556189 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.859574 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.877659 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.5495 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-1.01008 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.977675 # DEPENDENCYPART_GRANDPAR
(7,9),(9,33),-1.99422 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.226255 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.236734 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.107331 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.130595 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.306027 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0127455 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.54822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.891142 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.744179 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.757585 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-1.00145 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.864676 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-1.10944 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-1.0421 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-0.923139 # DEPENDENCYPART_GRANDPAR
(8,2),(2,33),-2.11004 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.369031 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.280714 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0614444 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.2283 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.298702 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.821931 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.187127 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.408848 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.282908 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.415367 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.195142 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.298777 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.103154 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.40284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.794696 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.675703 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.780705 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.822673 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.198404 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.00171347 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.303666 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.168437 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.39831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.809366 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.67008 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.166616 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.201336 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.817038 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.538905 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.540067 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.756963 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.655901 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.922606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.516746 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0499878 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0328641 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.090142 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.268372 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.350867 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.404438 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.399451 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.370988 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.407706 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.664324 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.620793 # DEPENDENCYPART_GRANDPAR
(8,9),(9,33),-1.63203 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.533388 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.735391 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.784704 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.656172 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.725108 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.809602 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.857386 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.777344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.321579 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0666077 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.00352878 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.106551 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0599477 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.428318 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.445555 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.102948 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.355083 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.20788 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.466643 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.369383 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.344286 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.829371 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.428065 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.867914 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-1.00933 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-0.666214 # DEPENDENCYPART_GRANDPAR
(8,13),(13,32),-0.835307 # DEPENDENCYPART_GRANDPAR
(8,13),(13,33),-1.38376 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.133714 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.866083 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.772047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.295284 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.104676 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.00993493 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.112948 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.204815 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.110596 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.0482078 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.327689 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.230777 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.221348 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.458711 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.386967 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.441533 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.49444 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.796354 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-1.15836 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),-0.703543 # DEPENDENCYPART_GRANDPAR
(8,23),(23,28),-0.969828 # DEPENDENCYPART_GRANDPAR
(8,23),(23,32),-0.820729 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0467479 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.405812 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.544149 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.266895 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.1774 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.49566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,14),-0.908354 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.952624 # DEPENDENCYPART_GRANDPAR
(9,1),(1,33),-2.24151 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.361168 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0112461 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.619942 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.273701 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.52569 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.140122 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.51459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,14),-0.847477 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0746704 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.338906 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.52785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,2),-0.039561 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0998592 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.497701 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0611705 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.119577 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0252055 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.52457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,13),-0.680114 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.870166 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.672922 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.17875 # DEPENDENCYPART_GRANDPAR
(9,8),(8,33),-2.18852 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.747501 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.714735 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.537615 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0825071 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.0537843 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.747642 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.71456 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.361961 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.580242 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0714594 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.0294359 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.591972 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.982133 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.990791 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.25888 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.888439 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.877284 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.0061 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.834852 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.971528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.570726 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.708975 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.149662 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.453485 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.806308 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.567987 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.339427 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.00708301 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.473888 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.75173 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.906202 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.831105 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-1.21152 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.632464 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.202092 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),-0.372681 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.979584 # DEPENDENCYPART_GRANDPAR
(9,13),(13,32),-0.985631 # DEPENDENCYPART_GRANDPAR
(9,13),(13,33),-1.80242 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0090554 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.210148 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.358244 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.925678 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.213609 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.625783 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.491934 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-1.01965 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.837614 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.00123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.421331 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.644149 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.0843402 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.172636 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.378292 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-1.0223 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.532422 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.339014 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.492977 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.735705 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.902149 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.651552 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.61199 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.832049 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.901877 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-1.08176 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.799625 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.782171 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.767504 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.679311 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.913463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,11),0.653506 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0962798 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.145422 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.293392 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-1.20494 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.451563 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.319595 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.31324 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.438442 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.257242 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.695759 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.429481 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.97796 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.41248 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),0.17271 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.111961 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-0.67884 # DEPENDENCYPART_GRANDPAR
(9,19),(19,32),-0.572408 # DEPENDENCYPART_GRANDPAR
(9,19),(19,33),-1.85293 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-1.41241 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.855695 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),0.190358 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.614126 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),-0.50455 # DEPENDENCYPART_GRANDPAR
(9,23),(23,32),-1.20345 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.227871 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.529144 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.240374 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.422039 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-1.03518 # DEPENDENCYPART_GRANDPAR
(9,25),(25,1),-0.612464 # DEPENDENCYPART_GRANDPAR
(9,25),(25,2),-0.821329 # DEPENDENCYPART_GRANDPAR
(9,25),(25,4),-1.08016 # DEPENDENCYPART_GRANDPAR
(9,25),(25,5),-0.799489 # DEPENDENCYPART_GRANDPAR
(9,25),(25,6),-0.782034 # DEPENDENCYPART_GRANDPAR
(9,25),(25,8),-0.668592 # DEPENDENCYPART_GRANDPAR
(9,25),(25,9),-0.950791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,25),(25,11),0.608292 # DEPENDENCYPART_GRANDPAR
(9,25),(25,12),0.0512743 # DEPENDENCYPART_GRANDPAR
(9,25),(25,13),0.122958 # DEPENDENCYPART_GRANDPAR
(9,25),(25,14),-0.31675 # DEPENDENCYPART_GRANDPAR
(9,25),(25,16),-0.496776 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),-0.364378 # DEPENDENCYPART_GRANDPAR
(9,25),(25,18),0.283532 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),-0.341427 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.692708 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.394662 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.921036 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.646192 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-1.21842 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),0.0843843 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.154888 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-0.782037 # DEPENDENCYPART_GRANDPAR
(9,25),(25,30),-1.02475 # DEPENDENCYPART_GRANDPAR
(9,25),(25,31),-1.22181 # DEPENDENCYPART_GRANDPAR
(9,25),(25,32),-0.616784 # DEPENDENCYPART_GRANDPAR
(9,25),(25,33),-1.86375 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.600521 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.410761 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.331686 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.335594 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.511839 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.254503 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.47251 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.408308 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.659157 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.30206 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.13406 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.19873 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.30424 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-1.43355 # DEPENDENCYPART_GRANDPAR
(11,8),(8,33),-2.41318 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.12163 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.04273 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.999753 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.16111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.621073 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.833694 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-1.2344 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.00191 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.827743 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-1.11253 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.18667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0303053 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.174509 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.533454 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.273471 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.492437 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.289252 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.432105 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.794395 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.846551 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.756375 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.592182 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.40462 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0780804 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.423254 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.587419 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.460854 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.546049 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.440018 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.652171 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0620903 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.4941 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.10708 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.834613 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-1.14956 # DEPENDENCYPART_GRANDPAR
(12,8),(8,33),-2.04435 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.648033 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.385724 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.572374 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.70775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,18),-0.834643 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.962651 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.08911 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.15915 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.11076 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.09789 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.01283 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.17629 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.02001 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.578494 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.10063 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.0415 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.924096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.415911 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.563439 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.413818 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.202054 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.194075 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0390071 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.360844 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.654371 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.555111 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.884494 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.364707 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),-0.726603 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-1.1738 # DEPENDENCYPART_GRANDPAR
(12,13),(13,28),-0.586208 # DEPENDENCYPART_GRANDPAR
(12,13),(13,32),-0.678416 # DEPENDENCYPART_GRANDPAR
(12,13),(13,33),-1.32443 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-1.18499 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.0201 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.573571 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.10933 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-1.04159 # DEPENDENCYPART_GRANDPAR
