# _root_ BMA 's investment banker , Alex . Brown & Sons Inc. , has been authorized to contact possible buyers for the unit .
#goldHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
#predictedHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
(15,4),(4,7),-0.103906 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.102933 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.0564498 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.121756 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.137644 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.191218 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.201708 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.0521447 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.34968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.313062 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.517155 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.792499 # DEPENDENCYPART_GRANDPAR
(15,4),(4,23),-0.983228 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.04935 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.261859 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.187285 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.212633 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.0564867 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.022387 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.0773389 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0362105 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.0268897 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.0430777 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.16684 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0916331 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.2766 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.06784 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.268595 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.192494 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.207083 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.143743 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.113198 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.0651081 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.00774076 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.0550964 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.00371906 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.190529 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.0316029 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.30647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.331547 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.682802 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.581428 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.735834 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.929028 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.044792 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.1205 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0775385 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.101279 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0619687 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0452739 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.184466 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.0317898 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.30647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.331547 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.682802 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.929028 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.206171 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.193595 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0877358 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.17437 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.179179 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0981293 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.18866 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0283302 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.166142 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.277876 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.215232 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.269741 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.247118 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.311547 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.207946 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.373827 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.226201 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.231599 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.352712 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.130973 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.32671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.347884 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.610105 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.707035 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.699144 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.953892 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.156144 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.152084 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.179903 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.136105 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.142488 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.155398 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.159248 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.366898 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.27369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.265534 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.552825 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.603978 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.665828 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.586762 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.651658 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.899089 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.643343 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.919987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0827156 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0510448 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.00621279 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.24519 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.618539 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.147795 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.182017 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.240619 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.160419 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.444945 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.236958 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.658934 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.739048 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.698448 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.71517 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.566511 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.762295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),-0.194449 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.152871 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.257474 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.0482108 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.412007 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.164794 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.77 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.0122086 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.462208 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.075842 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.232965 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.275854 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.562109 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.0337235 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.0969992 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.139657 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.260342 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.0251771 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.287201 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.272359 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.15753 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.0921735 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.121812 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.397739 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.029751 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.0197106 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.02974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,19),-0.298761 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.507028 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.558885 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-1.2586 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.27911 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.493508 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.196747 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.418685 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.214231 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.220159 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.358668 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.474202 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.00330145 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.388634 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.99472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.169203 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.449144 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.296204 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.51206 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.498666 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.26174 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.387781 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.227801 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.501056 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.231825 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.290334 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.768758 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.131382 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.674462 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.738424 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.760144 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.76183 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.815062 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.766232 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.806962 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.224474 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.266488 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.125746 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.88928 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.156328 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.801095 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.0776233 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-1.01576 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.363285 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-1.11462 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.265386 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.311534 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.431783 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),0.131689 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.463133 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.135507 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.450731 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.465649 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.341919 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.208135 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.0503501 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),-0.0557444 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),-0.346929 # DEPENDENCYPART_GRANDPAR
(17,4),(4,20),-0.249501 # DEPENDENCYPART_GRANDPAR
(17,4),(4,22),-0.762259 # DEPENDENCYPART_GRANDPAR
(17,4),(4,23),-1.16201 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0792701 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.927293 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.929868 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.96615 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.951939 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.66224 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.805385 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.11655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.393754 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0482568 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0774423 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.741555 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.00106101 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.700202 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.0582758 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.733817 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.41108 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.0821305 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.0216131 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.572583 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),-0.238256 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.637964 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.614363 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.802098 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.240566 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.495935 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.137994 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.0632819 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.15787 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.223441 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.154231 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),0.254766 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),-0.138633 # DEPENDENCYPART_GRANDPAR
(19,1),(1,12),-0.283381 # DEPENDENCYPART_GRANDPAR
(19,1),(1,23),-0.857024 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.309716 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.502351 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.155197 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.113778 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.226159 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.157047 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),0.253988 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.230659 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.141449 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.289253 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.323813 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.504159 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.155477 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.123848 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.265057 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.298601 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),0.248843 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.189054 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.100112 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.24281 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.0790277 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.0271695 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.0267654 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.269557 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.07598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.417985 # DEPENDENCYPART_GRANDPAR
(19,8),(8,22),-0.398998 # DEPENDENCYPART_GRANDPAR
(19,8),(8,23),-0.857025 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.306969 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.248018 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.26911 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.257813 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.107063 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.291531 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.0801411 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.0341201 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.033716 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.276487 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.07598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,23),-0.857024 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.320592 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.189293 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.447721 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.485902 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.439237 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.523478 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.497597 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.310167 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.164309 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.398441 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.16216 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.175056 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.14741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.553176 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.401333 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.914074 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.26351 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.14333 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.402598 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.477629 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.394114 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.478355 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.452474 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.489992 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.284221 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.18785 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.390324 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.152154 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.163737 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.1294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.504972 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.392649 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.913385 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.138605 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.00990939 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.05072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.438318 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.326933 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.862736 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.462318 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.591717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.353983 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.376322 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.450131 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.658022 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.562845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.244593 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.227386 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.768101 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.615129 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.596189 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.57053 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.394156 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.359478 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.19738 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.413769 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.49534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.110019 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-1.28273 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.16823 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.39326 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.894482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.959728 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.349148 # DEPENDENCYPART_GRANDPAR
(22,19),(19,1),-0.7872 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),-0.856224 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.771638 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.75808 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.229933 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.2282 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.0325841 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.346854 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.230583 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.58218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.883921 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.190086 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.157684 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.61211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.870693 # DEPENDENCYPART_GRANDPAR
