# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,9,11,12,13,16,14,16,16,18,19,20,3,
(11,17),(17,14),0.469214 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-1.16002 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.485435 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0815047 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.112716 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.191647 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.639544 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.967667 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.63734 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.499592 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.599639 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.28191 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.833129 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.569295 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.497162 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.689346 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),1.20018 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.313184 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.375562 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.969657 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.549983 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.252919 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.0272704 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0832895 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.569485 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-1.06462 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.623428 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.26746 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.542053 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.567864 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.300143 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.827008 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.548659 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.376035 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.541288 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.683225 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.967911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),1.10393 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.472168 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.184461 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.820338 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.330029 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.456318 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.0186623 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.109131 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.391991 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-1.08352 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.407219 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.988224 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.396687 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.0945667 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.415068 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.91178 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.871917 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.594774 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.519303 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.876284 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.770176 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.86649 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.813083 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.715308 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-1.18142 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.591983 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.952268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.121553 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.286434 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.781109 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.169424 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.363435 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.878491 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.71221 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.879101 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.963798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.105954 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.330223 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.842111 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.230362 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.742014 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.519574 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.387628 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.536656 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.546192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.397111 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.603752 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.259251 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0623206 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.127251 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0251838 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.027922 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.0973621 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.31664 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.574219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.526735 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.487626 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.269946 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.100695 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.046358 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.155402 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0402157 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.203914 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.525538 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.059242 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.20901 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.12668 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.15687 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.27384 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.19499 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.33958 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.18481 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.20738 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.10139 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.34945 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.605876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.356649 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.190683 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.243602 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.138179 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0801356 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0192206 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.161501 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.286094 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.66552 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.557216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),0.161816 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.590623 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.27624 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0455951 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.100753 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.0762999 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.269477 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.505644 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.35806 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-1.10433 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-1.31397 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.15916 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-1.37678 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-1.27026 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.05538 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.38666 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.658001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.312184 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.121268 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.473649 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.19453 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.276878 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.00652671 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.09705 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.314958 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.620618 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-1.31456 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-1.1009 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-1.11791 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-1.25264 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-1.15002 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-1.34221 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-1.22121 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-1.17987 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-1.0706 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-1.35208 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-1.00063 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.637091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.375691 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.0345796 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.18348 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.180845 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.287349 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.00781565 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.0131926 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.282604 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.699664 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),0.29778 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.505399 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.367231 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0525202 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.250893 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.51784 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-1.41429 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.239355 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.227092 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.0717946 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.528135 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.135944 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.219753 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.65103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.0670853 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.766842 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.244162 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.929295 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.81699 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.473042 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.24326 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.37477 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.10004 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.849581 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.04979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.375951 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.217867 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.226814 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.282633 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0224598 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.734594 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.673303 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-1.398 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.534825 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.87374 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.92446 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.824872 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.933013 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.853106 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.26407 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.850019 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.91216 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.837775 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.27259 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.774462 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.25262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.425142 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.512465 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.175957 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.387519 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.217705 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.949236 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.807347 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-1.64282 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.870803 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.67502 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.557025 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.263711 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.321532 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.00270136 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.757607 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.706666 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-1.31618 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.05715 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.812891 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-1.01484 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.857612 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.33948 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.975593 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.832338 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.348 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.763076 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.06823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.756956 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.491146 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.251191 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0393339 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.220725 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.914704 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.906622 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-1.58818 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-1.02598 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.949978 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.840072 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.965975 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.860267 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.33237 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.940132 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.935998 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.861008 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-1.34089 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.616732 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.799676 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.15316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.40583 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.44247 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0340124 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.331224 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.447829 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.774111 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.72897 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-1.6452 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.15489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,15),-0.573482 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.16935 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.320118 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.850565 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-1.48161 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-1.18955 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.0691176 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.0288522 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.719625 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-1.40604 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.815602 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.7272 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.640438 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.292646 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.409817 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.541609 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.332609 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.497759 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.613819 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.659724 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.673535 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.32356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.123541 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.728863 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.661517 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.446911 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.624866 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.615354 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-1.01235 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.552604 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.28903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.011937 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.739649 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.621201 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.382404 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.597992 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.551076 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.978394 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.844628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,1),-0.990768 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.02007 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.33156 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.18153 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.10241 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.792822 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.995957 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.988595 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.05802 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.856367 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.973394 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.15521 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.733354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),1.53164 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0267888 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.211335 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0855058 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.069054 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.296123 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.628106 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.0268 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.725298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.680957 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.106902 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0698592 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0770021 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0530997 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.331679 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.513818 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.20368 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.34303 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.28568 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.13174 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.886693 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.1451 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-1.07601 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.950238 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.985148 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-1.21316 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.840389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.755297 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.217716 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0652614 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.150368 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0944776 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.404801 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.646058 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-1.0944 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.991864 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.29098 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.16267 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-1.0563 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.791596 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.03051 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.958864 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-1.02559 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.855142 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.04524 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.943389 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-1.12695 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.847278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),1.27765 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.157261 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.013931 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.147325 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.077787 # DEPENDENCYPART_GRANDPAR
