# _root_ But prices of junk bonds , which were battered Friday in near standstill trading , rebounded to post small gains after a volatile trading session .
#goldHeads=16,16,2,5,3,5,8,5,8,9,9,13,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
#predictedHeads=16,16,2,5,3,5,8,5,8,9,9,14,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
(11,10),(10,6),-0.756235 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0427758 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.297176 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.44804 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.46902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.211749 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.102723 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.565448 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.73447 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.586146 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-1.71005 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.07073 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.530446 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0650917 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.100764 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.323316 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.07063 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.446888 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.109001 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.334971 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.877383 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.32307 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.59309 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.50651 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.0291 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.22127 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.499678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.928779 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),1.03838 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.110568 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0902021 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.29223 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.00983711 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.269555 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.659428 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-1.23379 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.70294 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.20553 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.919313 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.11087 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.38478 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.37832 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.841396 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.913383 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.03329 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.929999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.236391 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.356594 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0232232 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.340914 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.360415 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.528607 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.685522 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.0412857 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.110581 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.273099 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.544038 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-1.53003 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-1.21402 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.875653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,14),0.301544 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.325567 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.865531 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.205541 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.368098 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.79224 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-1.06402 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-1.18594 # DEPENDENCYPART_GRANDPAR
(11,20),(20,12),0.597809 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.743541 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.262161 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.442744 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.515743 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.3405 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.963878 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.506545 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.786194 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-1.47474 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.398013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0919722 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.524754 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.363383 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.337822 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.58472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.264556 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.738642 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.899686 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.976986 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-1.1456 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.06101 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,16),-0.443035 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.342512 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.04758 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.959882 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.933828 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.961285 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.997797 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.177922 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.917402 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.78425 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.03519 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.792588 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.26631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0663967 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.238774 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.568678 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.451219 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.473399 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.653107 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.394759 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.429462 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.766159 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.676384 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.8668 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.01453 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.788101 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.346917 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.210352 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.614325 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.233014 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.506695 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.625542 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.352197 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.139415 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.382325 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.236048 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.221652 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.200929 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.60527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.597767 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.244 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.964243 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-1.16389 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.195498 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.60168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-1.1197 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.967674 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.882982 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.879151 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.848355 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.763175 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.797221 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.858362 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.103375 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.753112 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.633756 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.810531 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.697023 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.743293 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.27123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0954133 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.890694 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.388999 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.546934 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.537557 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.519428 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.380379 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.724887 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.63939 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.880636 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.903 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.692537 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),-0.208756 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.288122 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.503009 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.361917 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.463286 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.593681 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.508801 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.750043 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.401961 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.190899 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.425264 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.492845 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.288741 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.740758 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.239914 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.232779 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.0431131 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.247396 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.0551843 # DEPENDENCYPART_GRANDPAR
(14,2),(2,15),-1.03014 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.939795 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.942029 # DEPENDENCYPART_GRANDPAR
(14,2),(2,26),-1.36297 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.268025 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.649133 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.335167 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0920335 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.298724 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.223476 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.340195 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.685344 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.00287194 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.397397 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.275443 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.192253 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.107934 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.171463 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.13315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.954457 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.917908 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.682603 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-1.05995 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-1.07486 # DEPENDENCYPART_GRANDPAR
(14,9),(9,25),-0.879025 # DEPENDENCYPART_GRANDPAR
(14,9),(9,26),-1.37057 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.614779 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.116376 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.422162 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.155113 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0861728 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.223293 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.160013 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.17889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-1.06921 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.920102 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-1.34892 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.296737 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.119333 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.00560908 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0583381 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.20776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.918824 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.947271 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.706024 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-1.10317 # DEPENDENCYPART_GRANDPAR
(14,11),(11,26),-1.33892 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.00816907 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.103843 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.944856 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.930754 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.6774 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.043235 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0932454 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.930752 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.6774 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.755278 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.770723 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.13697 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.735811 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-1.18917 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.235577 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.816381 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.541816 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.689327 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.808613 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.523936 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.59938 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.536928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.417028 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0249468 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0526319 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.400997 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.455427 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.184969 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.313296 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.181803 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-1.11235 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.810096 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.791915 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.75314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,18),0.0950114 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.354624 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.446665 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.350115 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.26479 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.600291 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.750336 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.621514 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.694809 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.572507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,18),-0.129205 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.257383 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.291341 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.457189 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.30902 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.213061 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.929233 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.743787 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.396241 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.423971 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.326699 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.363456 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.234382 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.140176 # DEPENDENCYPART_GRANDPAR
(14,25),(25,12),-0.634561 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.201223 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.463927 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.330552 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),0.122816 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.326318 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.303964 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.586007 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.596598 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.0675358 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.364001 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.0274682 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.174507 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.365986 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.509775 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.4877 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.506514 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.195244 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.0727147 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.0101902 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.481142 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.14685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,21),-0.0867538 # DEPENDENCYPART_GRANDPAR
(16,2),(2,26),-0.929603 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.520844 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.209594 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.108026 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.498287 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.149691 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.0546274 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.557607 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.0743771 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.426235 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.166366 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.313326 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.184554 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.524196 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.484458 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.528186 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.183486 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.024176 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.0139755 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.0027287 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),0.192054 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.495563 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.16255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,20),-0.50217 # DEPENDENCYPART_GRANDPAR
(16,5),(5,25),-0.60203 # DEPENDENCYPART_GRANDPAR
(16,5),(5,26),-0.945373 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.333742 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.239862 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.338332 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0250712 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.337208 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.0946334 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.329792 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.285824 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.34656 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.708072 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.0230887 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.20424 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.240594 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.182298 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.0352713 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.0875437 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.08274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.0908487 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.326183 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.253515 # DEPENDENCYPART_GRANDPAR
(16,8),(8,25),-0.477806 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-0.749301 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.408267 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.173067 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.368561 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.335026 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.667351 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.303884 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.251469 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.182566 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.294147 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.174196 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.123357 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.191603 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.06024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.0313473 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.410564 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.230099 # DEPENDENCYPART_GRANDPAR
(16,9),(9,25),-0.522494 # DEPENDENCYPART_GRANDPAR
(16,9),(9,26),-0.880609 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.153167 # DEPENDENCYPART_GRANDPAR
