# _root_ But analysts , while applauding the acquisition , say Applied 's chief executive faces a tough challenge in integrating the two companies .
#goldHeads=9,9,9,9,4,7,5,9,0,13,10,13,14,9,17,17,14,17,18,22,22,19,9,
#predictedHeads=9,9,2,9,4,7,5,9,0,13,10,13,14,9,17,17,14,17,18,22,22,19,9,
(13,4),(4,14),-0.790949 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.699609 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.446 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.467226 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-1.00419 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.724063 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.23125 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.416442 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.787061 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.118089 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.380777 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.499642 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.383218 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.39666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.79665 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.970598 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-1.28302 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.751965 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-1.18046 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.432798 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.971983 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0507528 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.269951 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.532814 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.926659 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.747631 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.469183 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.275308 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.685942 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0137193 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.304667 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),1.14243 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.169802 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.44774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.814187 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-1.02168 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-1.251 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.755187 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-1.17424 # DEPENDENCYPART_GRANDPAR
(13,7),(7,23),-1.45103 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.439455 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.594998 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.921674 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.659151 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.441857 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.18746 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.375978 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.590333 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.36411 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.597925 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.302813 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.29465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.728802 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.868597 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-1.19915 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.682823 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-1.06794 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-1.28369 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.488308 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.574663 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.871485 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.780579 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.498721 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.169068 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.377424 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.540144 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.173026 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),1.02165 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.141129 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.35865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.757077 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.931932 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.279824 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.532894 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.710038 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.598607 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.00944255 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.390659 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.685459 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.682505 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.160763 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0330547 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.33178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.768536 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.905723 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.817292 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.06485 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.54188 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.45787 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.951614 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.861609 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.21054 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.604619 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.835321 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.169418 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.818297 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.713901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.321103 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.207486 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.207157 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.305146 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.173558 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.426688 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-1.05294 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.07301 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.990741 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.941037 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.632884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),0.133795 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.134647 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.418521 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.194142 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.579405 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.589862 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.901566 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.224223 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.194911 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.29198 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.417292 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.36033 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.527855 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.537199 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.412548 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.517253 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-1.04383 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.894321 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.925007 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.71734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,15),-0.252585 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.1231 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.281719 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.395564 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.118713 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.444035 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.270314 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.971726 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.768458 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.901668 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.867054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,1),-0.356513 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.431403 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.0829522 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.19723 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.0843369 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.326521 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.145166 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.0912772 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.339909 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.152521 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.830212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,22),-0.149927 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.314069 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.482551 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.255959 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.395953 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.394475 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.465993 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.155128 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.15476 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.468266 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.0698251 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.96892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,19),-0.256477 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.342869 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.291648 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.522419 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0752825 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.912296 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.0654825 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.533058 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.202827 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.0616413 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.73103 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.0574294 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.189663 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.77162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,17),-0.0513429 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),0.000841873 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.135239 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.0758441 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.237144 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.39029 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.546776 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.208776 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.192261 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.477952 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.153319 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0567506 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.232614 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.41236 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.178753 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.286219 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.803498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,17),-0.116095 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.000955439 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.152509 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.0725346 # DEPENDENCYPART_GRANDPAR
(14,7),(7,23),-0.974175 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.355562 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.486439 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.482987 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.163342 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.197179 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.681317 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.199712 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.378104 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0878707 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.766421 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.150881 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.0285551 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.6693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,17),0.0803147 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),0.0498558 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.0248984 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),0.0699863 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.713535 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.351704 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.422051 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.468073 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.214749 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.207218 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.556256 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0839592 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.363191 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.21434 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.327002 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.184381 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.35346 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.899231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,17),-0.174088 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.224943 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.423684 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.157288 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.429806 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.161033 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0200287 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.265293 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.47356 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0535193 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.865435 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.234209 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.769583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,17),-0.00507354 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.359935 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.403374 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.213813 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.163997 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.456292 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0932685 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.298491 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.124952 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.147239 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.853203 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0284596 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.800563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.114112 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),0.0101362 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.149635 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.0696608 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.319175 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.315218 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.305909 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.150216 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.690988 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.518452 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.520742 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.42362 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.58471 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.356473 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.132241 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.297618 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.280848 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.320809 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.660526 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.565087 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.373774 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.15665 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.482106 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.524122 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.305364 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.3265 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.367533 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.44075 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.818071 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.479747 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.58423 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.403397 # DEPENDENCYPART_GRANDPAR
(14,22),(22,15),0.201015 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.353391 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.499744 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.3398 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.336381 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.408182 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.191146 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.762006 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.122711 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.370044 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0954602 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.231663 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.059994 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.43096 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.518064 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.656973 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.436126 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.579613 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.402012 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.444826 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.355615 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.40915 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.892143 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.288303 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.4523 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.466936 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.545412 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.735265 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.880512 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.583694 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.0765699 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.232198 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.179115 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.235608 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.323758 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.482214 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.970943 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.76569 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.442911 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.272245 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-1.01385 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.0152776 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.624526 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.511944 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.248153 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.194764 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.103131 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.1351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.505328 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.415009 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.508387 # DEPENDENCYPART_GRANDPAR
(17,7),(7,23),-0.865368 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.559958 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.53979 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.922459 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.813536 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.488139 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.1911 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.314104 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.85462 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.169311 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.378888 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.259281 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.364917 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.00604453 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.04529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,4),-0.734821 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-1.01431 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.463594 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.624197 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.205759 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.0148302 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.01916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,2),-0.490095 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.897746 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.807448 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.446267 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.273951 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.23455 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.829907 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.10763 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.64532 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.576101 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.485421 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.102565 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.13597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.500157 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.415013 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.50839 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.481308 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.256656 # DEPENDENCYPART_GRANDPAR
