# _root_ Burmah Oil PLC , a British independent oil and specialty chemicals marketing concern , said SHV Holdings N.V. of the Netherlands has built up a 6.7 % stake in the company .
#goldHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
#predictedHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
(8,23),(23,20),-0.485306 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.331012 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.238865 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.458943 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.179462 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),-1.64378 # DEPENDENCYPART_GRANDPAR
(8,23),(23,28),-0.807066 # DEPENDENCYPART_GRANDPAR
(8,23),(23,29),0.16935 # DEPENDENCYPART_GRANDPAR
(8,23),(23,31),-0.854164 # DEPENDENCYPART_GRANDPAR
(8,23),(23,32),-1.59778 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),-0.479619 # DEPENDENCYPART_GRANDPAR
(8,24),(24,21),-0.404316 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.513082 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-0.145247 # DEPENDENCYPART_GRANDPAR
(8,24),(24,27),-1.52681 # DEPENDENCYPART_GRANDPAR
(8,24),(24,28),-0.81657 # DEPENDENCYPART_GRANDPAR
(8,24),(24,29),-0.0966004 # DEPENDENCYPART_GRANDPAR
(8,29),(29,28),-0.809736 # DEPENDENCYPART_GRANDPAR
(8,29),(29,31),-0.78691 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.40252 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.955777 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.34172 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.898338 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.28116 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.936617 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),1.44984 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.157314 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.268921 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.379197 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.40253 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.93885 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.23661 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.963114 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),1.45024 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),1.28538 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.393711 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.14193 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.09299 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.01273 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.41108 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.946885 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.25644 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.971448 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.602955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),1.56588 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),1.36532 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.6788 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.330897 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.16093 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.361297 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.368343 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.140738 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.673648 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.565821 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.133286 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.21049 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.975033 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.926071 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.845807 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.20253 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.779985 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.11552 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.785866 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.926788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),1.27737 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),1.00472 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.363039 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.394874 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.37163 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.317359 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.304813 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.0927165 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.513224 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.592498 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.513746 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),0.358067 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.035993 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),0.335268 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),-0.680384 # DEPENDENCYPART_GRANDPAR
(9,15),(15,32),-1.93346 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.753527 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.0931382 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.0288717 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.588132 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.720281 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.496841 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.0289201 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.21986 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),0.082491 # DEPENDENCYPART_GRANDPAR
(9,17),(17,28),-0.0659935 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.991447 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.911186 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-1.17223 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-1.13198 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.865151 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),1.48612 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),1.29924 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.590694 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.651199 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.148979 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.371027 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.283878 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.322831 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.769008 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.780468 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.637771 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.0965258 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.275008 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),0.0259215 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.446371 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.126775 # DEPENDENCYPART_GRANDPAR
(9,18),(18,28),-0.105152 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.966479 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.917451 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-0.837866 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-1.17003 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.771342 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-1.09454 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.754402 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.984571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),1.27574 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.363268 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.426554 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.456132 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),0.0509808 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.471991 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.469582 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.305319 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.833731 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.930654 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.687175 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),0.0660419 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),0.224903 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.2541 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.0295366 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),0.0576514 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),-0.816706 # DEPENDENCYPART_GRANDPAR
(9,22),(22,31),-0.76725 # DEPENDENCYPART_GRANDPAR
(9,22),(22,32),-2.1925 # DEPENDENCYPART_GRANDPAR
(9,28),(28,20),-0.596482 # DEPENDENCYPART_GRANDPAR
(9,28),(28,21),-0.44001 # DEPENDENCYPART_GRANDPAR
(9,28),(28,23),-0.0302388 # DEPENDENCYPART_GRANDPAR
(9,28),(28,24),-0.090538 # DEPENDENCYPART_GRANDPAR
(9,28),(28,25),-0.502626 # DEPENDENCYPART_GRANDPAR
(9,28),(28,26),-0.470317 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),-0.00998453 # DEPENDENCYPART_GRANDPAR
(9,28),(28,29),-0.859567 # DEPENDENCYPART_GRANDPAR
(9,28),(28,31),-1.06572 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-1.32236 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-1.31183 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-1.17794 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.86981 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.74003 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.8573 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.69963 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.11007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.135559 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0531843 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.359537 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.143662 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.15905 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.205349 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.445011 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.47052 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.399908 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.117744 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.586254 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.109511 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.121984 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.25602 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.8056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,14),-1.29004 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.309373 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.188798 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.436875 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.181023 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.19874 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.528601 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.544777 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.462074 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.182535 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.576323 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.324304 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.417476 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.267347 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.150446 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.87038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-1.12368 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.09049 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.33542 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.35024 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.27638 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.34193 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.54266 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.53909 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.3802 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.00597 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-1.31899 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-1.84074 # DEPENDENCYPART_GRANDPAR
(11,8),(8,29),-2.01228 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.551409 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.86811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,5),-1.22172 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.934051 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.889438 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.866024 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.898003 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.33905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,17),-0.711379 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.14884 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.18892 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.08232 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.22231 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.934065 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.893401 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.866394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.08456 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.898373 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.34739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.395545 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.606444 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.799355 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.659785 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.722145 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.971789 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.582143 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.767811 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.402797 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.804483 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.681486 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.860713 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.548385 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-1.10846 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.967813 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.859159 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.702565 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-1.04626 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.612864 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.686932 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.420715 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.624063 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-1.46059 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.728864 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.769377 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.948457 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.53131 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.209305 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-1.29347 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-1.14035 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-1.01742 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.736841 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-1.11063 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.804773 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.844011 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.328897 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.535032 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.585272 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.90738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.672879 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.47676 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.933671 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-1.20463 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-1.22221 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-1.2993 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-1.15767 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-1.39929 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-1.16799 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-1.13461 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),-1.10904 # DEPENDENCYPART_GRANDPAR
(12,8),(8,29),-1.57996 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-1.08257 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.589849 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.9545 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.709838 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.800103 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.629682 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.679687 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.81127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.577609 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.4208 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.0219926 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.326945 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.38578 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.233455 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.750662 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.548851 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.619223 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.610735 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.567532 # DEPENDENCYPART_GRANDPAR
(12,17),(17,28),-0.987162 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.397969 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.193683 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.308851 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.150188 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.104448 # DEPENDENCYPART_GRANDPAR
(13,1),(1,14),-1.25954 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0372499 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.182946 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.285799 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0775805 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.128644 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.185711 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.135826 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.145167 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.298145 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.314376 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.36471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-1.26009 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.844901 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0420137 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.00331355 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.337811 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.101381 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.138425 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.209237 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.175113 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.129404 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.335844 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.337164 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.147485 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.36474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-1.25955 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.845619 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-1.13439 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-0.996019 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.0243469 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.135935 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.225811 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.0571025 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0183288 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.169516 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.313877 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.217316 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.202477 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.155761 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.101978 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.326362 # DEPENDENCYPART_GRANDPAR
(13,6),(6,14),-1.25956 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.0313366 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.080038 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.293033 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.308487 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.120053 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.565746 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.514499 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.312377 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0668018 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.500832 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0189773 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.435706 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.122739 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.172822 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.313065 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0166072 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.45519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-1.27373 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-1.22676 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.963046 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.884287 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.92957 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-1.20763 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-1.21587 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-1.05666 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-1.11829 # DEPENDENCYPART_GRANDPAR
(13,8),(8,24),-1.07411 # DEPENDENCYPART_GRANDPAR
(13,8),(8,29),-1.67454 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.466381 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.581748 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.271565 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.32047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-1.14384 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.597709 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.642949 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.985338 # DEPENDENCYPART_GRANDPAR
(13,9),(9,28),-1.20269 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.472777 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.316232 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.311073 # DEPENDENCYPART_GRANDPAR
