# _root_ A Fidelity spokesman says the 800-line , which already was operating but which many clients did n't know about , received about double the usual volume of calls over the weekend .
#goldHeads=3,3,4,0,6,21,6,10,10,6,10,10,19,15,16,12,16,16,18,6,4,23,26,26,26,21,26,27,21,31,29,4,
#predictedHeads=3,3,4,0,6,4,6,10,10,6,10,10,16,15,16,12,16,16,18,19,19,23,26,26,26,21,26,27,28,31,29,4,
(6,21),(21,26),-0.0933886 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.646997 # DEPENDENCYPART_GRANDPAR
(6,21),(21,28),-0.444295 # DEPENDENCYPART_GRANDPAR
(6,21),(21,29),-0.682705 # DEPENDENCYPART_GRANDPAR
(6,21),(21,31),-0.694391 # DEPENDENCYPART_GRANDPAR
(6,21),(21,32),-1.39118 # DEPENDENCYPART_GRANDPAR
(6,26),(26,19),-0.411912 # DEPENDENCYPART_GRANDPAR
(6,26),(26,21),0.197259 # DEPENDENCYPART_GRANDPAR
(6,26),(26,22),-0.308934 # DEPENDENCYPART_GRANDPAR
(6,26),(26,23),-0.0476904 # DEPENDENCYPART_GRANDPAR
(6,26),(26,24),0.0631464 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),-0.26363 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-0.55675 # DEPENDENCYPART_GRANDPAR
(6,26),(26,28),-0.43476 # DEPENDENCYPART_GRANDPAR
(6,26),(26,29),-0.759946 # DEPENDENCYPART_GRANDPAR
(6,26),(26,31),-0.66428 # DEPENDENCYPART_GRANDPAR
(6,26),(26,32),-1.31924 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.258995 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.293704 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.21265 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0305636 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.239363 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0968141 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.69862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.483752 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.696311 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.566566 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.667156 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.928103 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.824765 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.828194 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.744351 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.919705 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.00886 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.03667 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.945351 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-1.17602 # DEPENDENCYPART_GRANDPAR
(8,6),(6,32),-1.25595 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.599317 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.28532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.252193 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0490663 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.178777 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.725479 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.525497 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.652274 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.612562 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.25841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0332921 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.213447 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.180672 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.503356 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.26451 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.336896 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.287646 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.417641 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.58816 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.38277 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.489063 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.472621 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.529028 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.506601 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.670065 # DEPENDENCYPART_GRANDPAR
(8,11),(11,29),-0.561921 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.25457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0581093 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.106319 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.546881 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.214023 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.430683 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.224663 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.571693 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.740141 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.648212 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.534088 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.574056 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.586653 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.00354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.0147597 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.239528 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.116303 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.296817 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.233024 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.363761 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.422663 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.226631 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.460422 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.391714 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.596926 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.479585 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.475562 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.47501 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.553769 # DEPENDENCYPART_GRANDPAR
(8,16),(16,29),-0.613135 # DEPENDENCYPART_GRANDPAR
(8,16),(16,31),-0.668458 # DEPENDENCYPART_GRANDPAR
(8,16),(16,32),-0.921896 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-1.00133 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.822317 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.6533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.676475 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.627381 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.940801 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.57766 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.37517 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.22583 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.7337 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.3163 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.22247 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.943883 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.24472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.120444 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0443928 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.712347 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.306616 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.557462 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.484964 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.330108 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.512142 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.352978 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.557027 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.34264 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.512203 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.661152 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.937409 # DEPENDENCYPART_GRANDPAR
(9,10),(10,32),-1.39382 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.4808 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.21599 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.42289 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.27101 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.942583 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.17448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.250564 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.110318 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.637778 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.396809 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.579566 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.465498 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.491338 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.554769 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.357593 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.558704 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.437032 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.538854 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.686624 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.99756 # DEPENDENCYPART_GRANDPAR
(9,11),(11,29),-0.765377 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.0128 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.32371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),-0.206904 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.624931 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.231267 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.633175 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.38059 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.502983 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.487374 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0256875 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.111799 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.15256 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.116315 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.31195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,1),-0.10049 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.171112 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.069893 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.130207 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.130562 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.18842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,12),-0.352384 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.294312 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.507227 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.396719 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.362413 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0189742 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0212544 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.285078 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.33459 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.251271 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.1289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),0.0689872 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.116455 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.572438 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.645288 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.217373 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.641081 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.560282 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.480659 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.506885 # DEPENDENCYPART_GRANDPAR
(10,4),(4,32),-1.13796 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.234785 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.266441 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.182807 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.213554 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.190894 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.402049 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.1796 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.00986998 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.180338 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.18792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.00198437 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.351886 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.646182 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.813837 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.690997 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.293811 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.818108 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.614087 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.838669 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.592152 # DEPENDENCYPART_GRANDPAR
(10,6),(6,26),-0.950255 # DEPENDENCYPART_GRANDPAR
(10,6),(6,32),-1.17308 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.130493 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.199544 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.216786 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.0414489 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.328485 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.305182 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.19299 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.233517 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.20624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0622681 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.350413 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.670776 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.592343 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.471477 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.630266 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.107859 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.518945 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.684334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.176203 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.531546 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.151023 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.149185 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.22092 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.21263 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.164033 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.429406 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.0105922 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.0108139 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.389377 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.0591611 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.382641 # DEPENDENCYPART_GRANDPAR
(10,11),(11,29),-0.437605 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.274268 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.607384 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.0894029 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.595884 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.282291 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.422854 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.914913 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.176806 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.339438 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.30237 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.264209 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.397465 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.14661 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.348613 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.613628 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.48705 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.228512 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.568579 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.588622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.489837 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.029186 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.549854 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.213768 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0217291 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.466089 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.401797 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.625859 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.247932 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.852227 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.698018 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.719761 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.496815 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.695866 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.189619 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.575326 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.794469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.340063 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.17749 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.192533 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.356899 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.219247 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0400103 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0605994 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.520779 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.131503 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.0473666 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.370626 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.0590401 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.295732 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-0.557791 # DEPENDENCYPART_GRANDPAR
(10,16),(16,31),-0.301897 # DEPENDENCYPART_GRANDPAR
(10,16),(16,32),-1.10227 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0947393 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.324777 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.671824 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.612203 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.614824 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.602387 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.0414001 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.450617 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),0.326309 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.462053 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.392813 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.248107 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.622704 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.505656 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.222121 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.104768 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.523532 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.264507 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.462167 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.743789 # DEPENDENCYPART_GRANDPAR
(10,18),(18,28),-0.31485 # DEPENDENCYPART_GRANDPAR
(10,18),(18,29),-0.55874 # DEPENDENCYPART_GRANDPAR
(10,18),(18,32),-0.937918 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.56609 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0379854 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.318818 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.214514 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.590251 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.273059 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.557785 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.569327 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),-0.780464 # DEPENDENCYPART_GRANDPAR
(10,21),(21,3),-0.539541 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-0.513098 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.339988 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),0.0206849 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-0.474479 # DEPENDENCYPART_GRANDPAR
(10,21),(21,11),0.266115 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.509957 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.22219 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.767146 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.279499 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.460161 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.252352 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.443551 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.0917698 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.284593 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.549018 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-0.382101 # DEPENDENCYPART_GRANDPAR
(10,21),(21,27),-0.623568 # DEPENDENCYPART_GRANDPAR
(10,21),(21,28),-0.233251 # DEPENDENCYPART_GRANDPAR
(10,21),(21,29),-0.470151 # DEPENDENCYPART_GRANDPAR
(10,21),(21,31),-0.397416 # DEPENDENCYPART_GRANDPAR
(10,21),(21,32),-0.965231 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.263469 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.152394 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.307763 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.512284 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.875018 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.532011 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.692908 # DEPENDENCYPART_GRANDPAR
(10,22),(22,28),-0.2906 # DEPENDENCYPART_GRANDPAR
(10,22),(22,29),-0.621183 # DEPENDENCYPART_GRANDPAR
(10,22),(22,31),-0.561228 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.26262 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.159909 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.139011 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.268868 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.432277 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.75103 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.428742 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.559402 # DEPENDENCYPART_GRANDPAR
(10,23),(23,28),-0.241669 # DEPENDENCYPART_GRANDPAR
(10,23),(23,29),-0.472215 # DEPENDENCYPART_GRANDPAR
(10,26),(26,19),-0.093565 # DEPENDENCYPART_GRANDPAR
(10,26),(26,21),0.0784838 # DEPENDENCYPART_GRANDPAR
(10,26),(26,22),-0.290625 # DEPENDENCYPART_GRANDPAR
(10,26),(26,23),-0.109116 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),-0.104834 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),-0.428975 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),-0.53007 # DEPENDENCYPART_GRANDPAR
(10,26),(26,28),-0.288685 # DEPENDENCYPART_GRANDPAR
(10,26),(26,29),-0.636686 # DEPENDENCYPART_GRANDPAR
(10,26),(26,31),-0.463436 # DEPENDENCYPART_GRANDPAR
