# _root_ The 7 1\/8 % issue of Triborough Bridge and Tunnel Authority of New York , due 2019 , was off 5\/8 at 98 1\/8 bid .
#goldHeads=5,3,5,3,19,5,8,6,8,11,9,8,14,12,5,5,16,5,0,19,20,19,24,25,22,19,
#predictedHeads=5,3,5,3,19,5,8,6,8,11,9,11,14,12,5,5,16,19,0,19,20,19,24,22,24,19,
(8,17),(17,3),-0.816487 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.80278 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.23585 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.330454 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.133148 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.672503 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.866761 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.403803 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.413975 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.595991 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.458017 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.234448 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.872899 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.809701 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.824638 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.748312 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.789289 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.758191 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.935329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.380021 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.399197 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.189717 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.210547 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.561795 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.0939611 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.482773 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.0765212 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.0343301 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.640464 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.0999719 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.131175 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.18204 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.243611 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.173549 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),0.224347 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-1.15338 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),1.01702 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0261439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.0780158 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.204303 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.974508 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.13376 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.0999 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.721912 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.743969 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.834588 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.494543 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.402166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.51785 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0450861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.312841 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0528788 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0169273 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.334925 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.118482 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.189939 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.405514 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.497455 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.0764142 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.0406152 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.109813 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.663915 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.47377 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0107232 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.404664 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.132192 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.0787446 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),1.47347 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),1.37793 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.00365195 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0397504 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.352778 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.12341 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.167116 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.674643 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.744124 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.834645 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.494601 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),1.47108 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),1.37554 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.26621 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.185376 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0479581 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.327191 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.102595 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.158908 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.388994 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.489721 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.0939266 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.659371 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.406214 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),1.03911 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.177519 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.146748 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0358109 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0214958 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.110365 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.321279 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.4301 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.00196188 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.0268481 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.089218 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.0404315 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.79087 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.883183 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-1.12296 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-1.08913 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.620949 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.649762 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.821814 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.761394 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.42135 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.693844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),1.17411 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),1.08249 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0764652 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.17261 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.145955 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0309125 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.429728 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0767686 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.237779 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.113271 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),0.181962 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),0.432249 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),0.0821154 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),0.131486 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.461188 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.81095 # DEPENDENCYPART_GRANDPAR
(9,25),(25,1),-1.19531 # DEPENDENCYPART_GRANDPAR
(9,25),(25,3),-1.16791 # DEPENDENCYPART_GRANDPAR
(9,25),(25,16),-0.225966 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),-0.201887 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.40221 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.133387 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.0627543 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.280403 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.180309 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.715359 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.91715 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.83873 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.84647 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.96701 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.83179 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.72765 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.95237 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.79285 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.01113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.505046 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.452152 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.146376 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.172239 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.409516 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.442969 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.499362 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.693682 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.441242 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.660504 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.905959 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.635978 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-1.01242 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.409526 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.130619 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.265997 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.410973 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.617208 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.83195 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.72773 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.95245 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.963706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.22367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0366312 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0418075 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.154767 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.365004 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.390481 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.48189 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.640362 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.39673 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.583489 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.971518 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.242275 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.244523 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.650546 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.388426 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.297817 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.182587 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.375172 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.0303567 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.650815 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.487448 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.250837 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.268615 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.184103 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.375186 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0278293 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.529408 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.295551 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.353401 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.176577 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.320676 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.324509 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.00505423 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.638958 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.403243 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.357539 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.387923 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.431099 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.216736 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.164901 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.172109 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0217454 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.124231 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.59149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.646184 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.632515 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.716329 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.507832 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-1.06002 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.935003 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.738665 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-1.00295 # DEPENDENCYPART_GRANDPAR
(11,5),(5,25),-0.859337 # DEPENDENCYPART_GRANDPAR
(11,5),(5,26),-1.52697 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.519228 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0954261 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.00821103 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.6325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.729315 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.813615 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.1573 # DEPENDENCYPART_GRANDPAR
(11,7),(7,26),-1.56041 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.485425 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.301984 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.30941 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.559171 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.523808 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.038093 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.158749 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0100175 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0476927 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.63254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.729503 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.673698 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.813615 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.840721 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.1573 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.984305 # DEPENDENCYPART_GRANDPAR
(11,8),(8,26),-1.56041 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.427015 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.36936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.630208 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.888056 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.410329 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.591522 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.456521 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.917517 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.790926 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.6325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.729315 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.673649 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.1573 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.485672 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.340872 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0320569 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.195166 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.282299 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.863732 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.851297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),0.0130588 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0128708 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.132028 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.239717 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.356559 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.772424 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.0454 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.902868 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.910453 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.86347 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.760704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.232258 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0951585 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0347681 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0601762 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.173026 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.30892 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.447619 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.268026 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.354799 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.71152 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.779441 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.09497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),-0.551835 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.120143 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.173418 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.251275 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.305421 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.425466 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0960608 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.362002 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.477645 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.533248 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.448659 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.191012 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.961831 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.837722 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.84141 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.90693 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),-0.090794 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0874264 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0461682 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.628339 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.655208 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.443366 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.536999 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.744575 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.630139 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.537335 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.830926 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.834623 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.943371 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.852462 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.375173 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.744661 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.752247 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.475859 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.705263 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-1.06355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.110579 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.559316 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.136184 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.234419 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.00513535 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.208561 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.578107 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.0734667 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.241256 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.315333 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.427687 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.332728 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.0615968 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),-0.997559 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.35831 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.419789 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.529557 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.458487 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.115255 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.936545 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.907005 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.0560341 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.27964 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.174058 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.746668 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.71791 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.638613 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.538212 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.171585 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.337451 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.443742 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.389326 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),-0.316773 # DEPENDENCYPART_GRANDPAR
(11,24),(24,17),-0.282979 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.175519 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.383706 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.615248 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.527742 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.54007 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.21378 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.13384 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.918868 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0753355 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.182306 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0968866 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0598128 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),-1.2123 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.38943 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.21838 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.23925 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.21369 # DEPENDENCYPART_GRANDPAR
