# _root_ Besides spurring Barry Wright 's sales , which were $ 201.7 million in 1988 , Mr. Sim must pare its costs and product line .
#goldHeads=18,1,4,6,4,2,6,9,6,9,10,10,9,13,6,17,18,0,18,21,19,21,24,22,18,
#predictedHeads=18,1,4,6,4,2,6,9,6,9,10,10,10,13,18,17,18,0,18,21,19,21,24,22,18,
(10,17),(17,16),0.132328 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.161914 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.105556 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),0.187343 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),0.0661969 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.879718 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.826588 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-1.00356 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.800668 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.931143 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.494561 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.76054 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.578095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,12),0.103045 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.108303 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.187323 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.325407 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0564436 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0232627 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.0907123 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.185272 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.185282 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),0.0514465 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.521217 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),0.0260872 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.218562 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.860138 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.82858 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.812445 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.422378 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.766502 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.603585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,13),-0.174665 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.190176 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.114899 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0890745 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.231276 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.236905 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),0.0285273 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.464598 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),0.0912544 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.164079 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.160813 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.148762 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.0790393 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.0360166 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),0.011255 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.500942 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),0.0439132 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.200793 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.0292608 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.316581 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),0.228987 # DEPENDENCYPART_GRANDPAR
(10,24),(24,2),-0.83836 # DEPENDENCYPART_GRANDPAR
(10,24),(24,4),-1.0929 # DEPENDENCYPART_GRANDPAR
(10,24),(24,10),-0.579844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,24),(24,14),-0.166305 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.0495203 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),0.00876798 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),0.0283212 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),0.0679865 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),0.575177 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.411655 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.171701 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.207626 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.561917 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.345373 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.290374 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.844851 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.04568 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.353021 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.31554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.467746 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.139483 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.337394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.803109 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.24861 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.108716 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.49903 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.367958 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.329407 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.579261 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.479369 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.332199 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.353017 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.777328 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.251975 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.340813 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.329485 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.0572582 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.584901 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.663351 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.116643 # DEPENDENCYPART_GRANDPAR
(12,1),(1,18),-0.925915 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0812996 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.461126 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.248357 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.281436 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.276064 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.50346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.724182 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.79366 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.12893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.218761 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.382996 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.286701 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.401316 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.537701 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.350885 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.246542 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.485278 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.730807 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.22347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.396723 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.124667 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.28634 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.443678 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.344208 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.765987 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.748629 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.783061 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.498587 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.878532 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.21334 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.708061 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.749653 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.08065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.250999 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.180783 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.532722 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.306639 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.453632 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.0938245 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.6743 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.340654 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.348322 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.526397 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.229892 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.656267 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.334452 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.505289 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.686462 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.103531 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.330763 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0548772 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0102899 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.76829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.181235 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.745346 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.14079 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.820561 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.942106 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.28725 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-1.40745 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.532137 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.963661 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-1.68961 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.296087 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.601915 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.118574 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.375538 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.77244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.183294 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.928251 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.956892 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.07042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0586742 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.468567 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.139314 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.396632 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.531253 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.189803 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.10443 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.14751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.534388 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.000148188 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.464538 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.465814 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.832246 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.859398 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.317426 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.773102 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.69355 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-1.14381 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.987938 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-1.14353 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.297072 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.744066 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.10498 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.937273 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.31652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.252856 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.409164 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.776672 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.349332 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.597525 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-1.31697 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.810995 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.154029 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.922148 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.314158 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-1.37329 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.756056 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.705422 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.01356 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.233316 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.758471 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-1.11994 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.26102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.436801 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.646868 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.228879 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-1.43901 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.829688 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.0736291 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.903612 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.287074 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-1.33782 # DEPENDENCYPART_GRANDPAR
(13,21),(21,14),0.605518 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.45548 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.0138376 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-1.11726 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.350883 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.970184 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.363189 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-1.39037 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-1.09261 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-1.15191 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.575848 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.341353 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.239511 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.0479148 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.272607 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.339389 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.30456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,18),-0.764443 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.514797 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.182531 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.34067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.658333 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.424969 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.578683 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.813572 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.844112 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.614208 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.773451 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-0.903523 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.906891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.0365244 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.965999 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.713383 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.906846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.170688 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.233976 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.328453 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.393116 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.00275694 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.0661418 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.883513 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.89562 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.915689 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.592191 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.97094 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.474445 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.874265 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.959648 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.937519 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.737477 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.886397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.301941 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.12554 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0171476 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.164856 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.4323 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.000181148 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.130054 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.267388 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),0.0380557 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.435779 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.636343 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.54076 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.339893 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.6919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.548692 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.31183 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.063 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.890473 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.10367 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.02056 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.08636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.905052 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.660218 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.424281 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.751468 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.340385 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.481616 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.12862 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.438521 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.284259 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.073079 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.118301 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.151193 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0584578 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.354067 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.669792 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.50981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.926663 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-1.1475 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.729662 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.789445 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.857334 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-1.15356 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.491583 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.320791 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.294724 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.28287 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.543802 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.53434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.946283 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-1.15954 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.815289 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.832409 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-1.1528 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.474647 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.451505 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.322867 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.675926 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.50948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.925993 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.311924 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.65636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,1),-0.874918 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.926993 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.802888 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.956283 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.470487 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.768955 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.72156 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.903789 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.806785 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.734162 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.864466 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.724651 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.0361 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.08308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.576214 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.649228 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.32947 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.269887 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.661285 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.509524 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.66964 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.855109 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.928852 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.967967 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.696638 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.727389 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.910126 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.687066 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.870182 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.05118 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.08574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.719482 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.317083 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.335417 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.636013 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.47574 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.637784 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.921463 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-1.07583 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.06414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,20),-0.386029 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.151821 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.550565 # DEPENDENCYPART_GRANDPAR
