# _root_ Dataproducts , which had been seeking a buyer for several months , announced a restructuring plan in September and took itself off the auction block .
#goldHeads=13,1,4,1,4,5,8,6,6,11,9,1,0,16,16,13,13,17,13,19,20,20,25,25,22,13,
#predictedHeads=13,1,4,1,4,5,8,6,8,11,9,1,0,16,16,13,13,17,13,19,20,20,25,25,22,13,
(8,6),(6,12),-0.896759 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.819183 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.10635 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.826018 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.10733 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.957067 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.91943 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.762499 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.04318 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.47109 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-1.57177 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.618175 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.028149 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.591658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.155213 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0170729 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.207976 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.402092 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.0937731 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.332125 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.204275 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.249553 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.06214 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.20863 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.653642 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.602819 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.606658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.157213 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.209756 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.168935 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.207481 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.128819 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.248827 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.386605 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.00242 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.09007 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.128687 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.6308 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.462627 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.68538 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.612773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.206678 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.212975 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.213279 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.299859 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.335606 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.216299 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0190251 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0185464 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.228131 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.170172 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.207142 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.356013 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.530159 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.71246 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-1.3068 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.246365 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.734311 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.560947 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.757625 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.708416 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.470227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.145281 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.0720538 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.134824 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.329969 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0663551 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.153255 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.320059 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.248275 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.438925 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.0466308 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.15907 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.448552 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.70038 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.849097 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0805333 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.318543 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.374906 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.324881 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.490053 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.844058 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.873293 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.599051 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.613004 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.528952 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.50775 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.840298 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.494159 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-1.00149 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.1256 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.630452 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.462286 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.68504 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.586812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.21546 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.158181 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.130374 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.348995 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.418617 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.599083 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.821278 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.776749 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.772992 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-1.39072 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.602171 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.746147 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.756714 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.759018 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.875326 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-1.08486 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.482843 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.515767 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0911374 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.341726 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.353166 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.188775 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.217554 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.35891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.270544 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.0973078 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.795561 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.493975 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.20632 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.41833 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.930822 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.902471 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.32295 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-2.05012 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0596822 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.114576 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.51384 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.882921 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.06977 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.47165 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.32558 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.553489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.717604 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.175125 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.180346 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.264045 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.646677 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.934438 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.37467 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.50464 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.743801 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.00876 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.04684 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.02559 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.14333 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.06411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.184649 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.480072 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.416533 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.485564 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.398245 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.138845 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.597105 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.970682 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.202849 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.410026 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.175154 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.548712 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.813073 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-1.80385 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.847861 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.11221 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.14445 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-1.0998 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-1.50223 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-1.35017 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.690727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.784727 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.942587 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.297507 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.472318 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.226722 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.20877 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.582324 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.831555 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.355262 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.153351 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.114334 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.480152 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.822895 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-1.24248 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-1.17954 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-1.27432 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.601292 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.434267 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.342637 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-1.27994 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.10787 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.12103 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.323831 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.03085 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.874118 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.02238 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.951151 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.824617 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.46106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.17098 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.849076 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.436926 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.732626 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.563823 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.195181 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.356444 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.463589 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.608497 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.505515 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.356926 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.711529 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.845826 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.524585 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.166655 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.441302 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.276099 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.190458 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.0966615 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.403094 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.34368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-1.00105 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.96146 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.880031 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.892356 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.73947 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.954176 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-1.0366 # DEPENDENCYPART_GRANDPAR
(11,1),(1,26),-1.13684 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.430868 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.656844 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.490593 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.305869 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.300619 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.571532 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.353648 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.457217 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.294057 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.221498 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.223943 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.628263 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.177065 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.42695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.947178 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-1.02291 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-1.11272 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.948749 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-1.29164 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.914742 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.804144 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-1.01562 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.10693 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-1.63542 # DEPENDENCYPART_GRANDPAR
(11,6),(6,25),-1.38707 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.4415 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.367996 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.466889 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.372657 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.145063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.186005 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.433037 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0834698 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.40619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-1.04374 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.04749 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.987836 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.24357 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.868937 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-1.04086 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.57759 # DEPENDENCYPART_GRANDPAR
(11,8),(8,26),-1.23431 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.662646 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0257395 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.084449 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.4121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.879505 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.00797 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.924775 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.749828 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.909307 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.996794 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.904039 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.11046 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.6537 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.912085 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.76209 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.622805 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.575384 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.10539 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.565263 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.988549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.445766 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.414035 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.451304 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.290764 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.248246 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.256063 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.203325 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.537546 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.465234 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.69032 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.706746 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.833792 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.767993 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.02945 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.874138 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.706466 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.863367 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.78166 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.10903 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.689148 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.874061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.367859 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.38882 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.10311 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.440163 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.43881 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.361493 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0256881 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.496528 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.522469 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.838615 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.756045 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.340906 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.18075 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.16671 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.568608 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.490635 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.698826 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.316455 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0455738 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.481076 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.547284 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.829635 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.803689 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.674242 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.471401 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.447543 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.00678844 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.0434073 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.241073 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.0687982 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.271974 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.800979 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.14987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,16),-0.408854 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.626603 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),-0.51967 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),0.164465 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.839787 # DEPENDENCYPART_GRANDPAR
(13,1),(1,26),-1.35694 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.396082 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.291481 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.422437 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.257283 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.298908 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.105354 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.541873 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.430894 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.655909 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.110557 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.127191 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.124754 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.189358 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.136556 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.38267 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.05601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,17),-0.357532 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.344348 # DEPENDENCYPART_GRANDPAR
(13,4),(4,26),-1.15374 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.407473 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.234994 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.683769 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.235905 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.193198 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0946441 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.22579 # DEPENDENCYPART_GRANDPAR
