# _root_ `` Spain is down 10 % and suspended , Sweden 's down 8 % , Norway 11 % .
#goldHeads=3,3,0,3,6,4,4,7,3,11,3,11,14,12,11,11,18,11,3,
#predictedHeads=3,3,0,3,6,4,3,7,11,11,7,11,14,12,14,18,18,14,3,
(11,4),(4,1),-0.829372 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.479018 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0900864 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.430842 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.168626 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.232258 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.186254 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.142579 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.241978 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.26352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.140154 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.649856 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.438138 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.654125 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.752258 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.561549 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.909051 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.604689 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.29913 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.210801 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.00609672 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0201707 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.156468 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.204135 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.167444 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.256551 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,1),-0.730043 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.478532 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.145008 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.225939 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.523557 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.409569 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.239209 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0830258 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.340335 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.29439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.204203 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.596647 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.847743 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.820001 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.720058 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.998864 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0644857 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.609569 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.554815 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.624485 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.623387 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.36216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.20424 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.533338 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.627113 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.656749 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.606182 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.371853 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0198598 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.066072 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.499213 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.45199 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.50914 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.38824 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.328226 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.16765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.0896915 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.296189 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.597934 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.591846 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.4196 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.855442 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.7132 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.352441 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.06914 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.38642 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.46929 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.243076 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.174978 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.38129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.246013 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.759903 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.594707 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.949411 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.852411 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.04543 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.563967 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0481823 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.174723 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.321892 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.630149 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.171593 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.915967 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.412473 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.769063 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.664452 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.747945 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.250394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.162266 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.119237 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.285677 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.03679 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.52816 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.967151 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.983321 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.865863 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.670988 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.871714 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.861006 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.60261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0562092 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.271428 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.238084 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.325325 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.314595 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0947016 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.798803 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0553035 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.295601 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.123156 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.701042 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.21981 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.218215 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.03679 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.52816 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.967151 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.983321 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.670988 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.861006 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.0562092 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.271428 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.266969 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0590542 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.299327 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.266143 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.798803 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.805986 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.696875 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.784035 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.986129 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.09141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.17389 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.408357 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.537861 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.950113 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.673483 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.833419 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.03842 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.770947 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.799897 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.00497 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.07607 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.687259 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.03417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.564833 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.353933 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.478838 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.00842817 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.337461 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.69724 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.153656 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.116485 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.262604 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.537132 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.155406 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.381362 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.950113 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.673483 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.833419 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-1.03842 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.799897 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.07607 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.03417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.564833 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.528992 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.084541 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.225377 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.358609 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.69724 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.558866 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.459431 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.56215 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.745454 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.589268 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.574362 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.462252 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.832179 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.399412 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.437286 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.316172 # DEPENDENCYPART_GRANDPAR
(13,3),(3,14),-0.217434 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-1.0131 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.74281 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-1.10074 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.453616 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.332711 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.454448 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.812402 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.532025 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.425843 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.418667 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.360836 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.655739 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.886211 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.48233 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.473368 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.51741 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.453806 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.454895 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.484347 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.462879 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.72642 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.428521 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.336789 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.23398 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.310348 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-1.05487 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.779105 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.835724 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-1.04156 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.522556 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.41518 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.423252 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.468041 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.415914 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.46182 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.495369 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.146832 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.311233 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.66972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.379207 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.17979 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.833591 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.03946 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.67468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.348935 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.03965 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.782931 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.00352 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.874311 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.03633 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.0223 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.06104 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.17835 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.1718 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.02787 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.902743 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.19614 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.02915 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.844424 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.815065 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.29589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.547173 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.369754 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.271327 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.24784 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.581492 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.585497 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.267312 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.26401 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.515476 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.0223 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-1.06104 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.17835 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.1718 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.902743 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.02915 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.815065 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.29589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.287481 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.656616 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.415521 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.565647 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.581492 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-1.01641 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.473012 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.623937 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.855806 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.365148 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.457324 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.310506 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.47718 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.238473 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.374274 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.570687 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.209235 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.27926 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.450334 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.62959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.921383 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.644499 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.967342 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-1.08144 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.734065 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.943966 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.466865 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.882937 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.138289 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.370186 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.357075 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.386787 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.605892 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.280393 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.466255 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.871442 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.248402 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.702979 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.52758 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.34624 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.275593 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.46644 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.711522 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.741313 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.31208 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.80918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-1.10628 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.649285 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-1.14693 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-1.18075 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.73036 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0327248 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.56066 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.684255 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.814912 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.0271552 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.554808 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.63189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),-0.352127 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.969642 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.656287 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.878666 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.543377 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.681641 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.677361 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.578139 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.72428 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.472664 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.63381 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.22315 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.239989 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.62452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.970131 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.520161 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.962269 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-1.11894 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.691765 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.888405 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.433754 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.580502 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.796952 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.472656 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.312986 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.498491 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.332851 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.292165 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.67405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-1.08209 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.553934 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-1.09451 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.649928 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.900851 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.445852 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.662313 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.574865 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.484991 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.570884 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.310419 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.43253 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.513539 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.327239 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.229988 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.56368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.920978 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.488105 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.631352 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.901436 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-1.10065 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.450334 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.62959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.921383 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.490462 # DEPENDENCYPART_GRANDPAR
