# _root_ Under the agreement , Intel will invest $ 3 million to acquire a 4 % stake in Alliant , a maker of minisupercomputers for scientists and engineers .
#goldHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
#predictedHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
(11,8),(8,13),-1.0587 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.968689 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.864064 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.520577 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.51749 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.1076 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.696906 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.03563 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.06694 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-0.683412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,26),-0.880128 # DEPENDENCYPART_GRANDPAR
(11,8),(8,28),-1.7945 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.306224 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.306039 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.33812 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.401935 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.19467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.290122 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.287505 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.622119 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.598592 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.56588 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.530095 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.888459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.439186 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.371955 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0154462 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.284673 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.111716 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.390993 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.132142 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.298751 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.586259 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.0114694 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.414394 # DEPENDENCYPART_GRANDPAR
(11,12),(12,28),-1.33665 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.667416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),-0.293036 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.552077 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.127748 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.156385 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.605916 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.676976 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.905615 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.876074 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.535112 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.44362 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.171433 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.115419 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.584334 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.161936 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.396692 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.616716 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.634755 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.983236 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.89056 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.858719 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.817005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),-0.282408 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.445221 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.32079 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0420819 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.584476 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.214401 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.466465 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.638436 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.707604 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.494666 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.92196 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.487742 # DEPENDENCYPART_GRANDPAR
(11,16),(16,28),-1.35828 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.111063 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.386775 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.21541 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.528578 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.457569 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.37641 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.616874 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.564381 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.378091 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.246855 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.308892 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.397527 # DEPENDENCYPART_GRANDPAR
(12,1),(1,28),-1.04134 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.427886 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.387137 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.347931 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.398494 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.291527 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.243713 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.335745 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.372192 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.424317 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.466741 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.439714 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.163589 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.113607 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.106149 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0520118 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.22915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.36498 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.451972 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.254019 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.154144 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.115622 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.5534 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.460304 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.512628 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.163959 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),-0.0633228 # DEPENDENCYPART_GRANDPAR
(12,8),(8,26),-0.494104 # DEPENDENCYPART_GRANDPAR
(12,8),(8,28),-1.05464 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.249992 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.371413 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.405532 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.316866 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.2392 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.22433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,1),-0.38722 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.458401 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.280797 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.212558 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.359738 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.25896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.477158 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.359673 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.238915 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.187453 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.0728668 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.224807 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.285177 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.735227 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),1.02078 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0631443 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.261075 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.233593 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0146468 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.114499 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.841473 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.00666 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.798445 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.023181 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.464597 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.110328 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.0311131 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.210338 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.0369609 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.548816 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.04984 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.06243 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.830863 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.99006 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.70614 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),1.213 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0266315 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.41147 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.255284 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0301311 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.142959 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.0397802 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.290252 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.13798 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),0.28594 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.313654 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.119776 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.534051 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.305635 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0450653 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0897421 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.0672551 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.304985 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.112631 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.0173058 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.0101941 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.229714 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.137629 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.399161 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.0964438 # DEPENDENCYPART_GRANDPAR
(12,18),(18,28),-0.564741 # DEPENDENCYPART_GRANDPAR
(12,21),(21,13),1.20455 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.0761855 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.065964 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.0700563 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.235822 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.145768 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.199859 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.321442 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.0947818 # DEPENDENCYPART_GRANDPAR
(12,21),(21,27),-0.205025 # DEPENDENCYPART_GRANDPAR
(12,21),(21,28),-0.543097 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.302783 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.0706687 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.479667 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.364033 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.0657612 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),0.0116544 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.249612 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.26484 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.107108 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.13431 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-0.328886 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.77212 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.11183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.123671 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.323263 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.35405 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.217858 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.684939 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.894035 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.970156 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.1753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0154109 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0986766 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.349903 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.151771 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.302948 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.486219 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.173221 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0964492 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.448815 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.545148 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.634095 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.658154 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.526933 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.489201 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.551915 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.337365 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.63072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.443241 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.629362 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.83476 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.58923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.413976 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.827863 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.07419 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.20124 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.975858 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.17717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0727241 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.482962 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.351523 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.407543 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.411791 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.898446 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.14703 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.08939 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.07156 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.19629 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.828134 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.979357 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.22668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.161861 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.296761 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.290126 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.368726 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.439005 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.313466 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.345154 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.344341 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.585411 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.127931 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.632842 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0491602 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.17473 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.385013 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.285725 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.11476 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.308518 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.383814 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.429142 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.377499 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.372667 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.611528 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.0593434 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),-0.619336 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.975485 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.255042 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.523131 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.218736 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.342102 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.350355 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.408358 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.590612 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.103127 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.63831 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.639131 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.839549 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-1.01367 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-1.35276 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-1.22964 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.826336 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.655682 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.906933 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.647863 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.10122 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.396052 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.598104 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.125733 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.04443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.858195 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-1.11488 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-1.15342 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-1.18246 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.974956 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-1.06018 # DEPENDENCYPART_GRANDPAR
(15,8),(8,24),-0.96228 # DEPENDENCYPART_GRANDPAR
(15,8),(8,26),-0.948394 # DEPENDENCYPART_GRANDPAR
(15,8),(8,28),-1.6738 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.712167 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-1.37364 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-1.15749 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-1.17229 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.354204 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.301787 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0974788 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.0968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-1.14161 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.190722 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.828623 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.05891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.848442 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.07044 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.09515 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.965524 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.55146 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-2.24207 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.83215 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.06766 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.74645 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.928981 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.3849 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.885428 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.24906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0336684 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.660219 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.361961 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.38862 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.0637871 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.396272 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.0692795 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.342722 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.0916101 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-1.13995 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.282993 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.50527 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.448768 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.244959 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),-0.431822 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.443884 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.42557 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.302058 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.526235 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.281884 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.466409 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.488239 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-1.16401 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-1.38153 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.608489 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.651084 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.520953 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.0683353 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.378954 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.10832 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.325404 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.0591383 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.610532 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-1.12406 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.706119 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.104221 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.42582 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.478662 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.0287354 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),0.215811 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.0713641 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.180497 # DEPENDENCYPART_GRANDPAR
(16,1),(1,28),-1.18795 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.227122 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.837205 # DEPENDENCYPART_GRANDPAR
