# _root_ But then it shot upward 7 1\/2 as Goldman , Sachs & Co. stepped in and bought , traders said .
#goldHeads=4,4,4,20,4,7,5,4,14,9,9,11,12,8,14,14,16,20,20,0,20,
#predictedHeads=4,4,4,20,4,7,5,4,8,9,9,11,12,20,14,14,16,20,20,0,20,
(9,14),(14,15),0.0184358 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.114147 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.416022 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.81844 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.0891639 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.875074 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.712603 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.103738 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.561083 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.191289 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.963356 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.286984 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.621565 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.685133 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.0402885 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-1.08183 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-1.17598 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.12958 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.09964 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-1.07835 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.26119 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-1.28116 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.930857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,11),-0.00154348 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0661228 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.197346 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.835555 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0353238 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.866052 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.718536 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.344242 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0987837 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.264856 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.799972 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.772798 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-1.17747 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-1.13107 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-1.18627 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-1.10659 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-1.07984 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-1.26002 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-1.26168 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-1.28084 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.941635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),-0.403046 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.0122851 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),0.312692 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.557861 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.315075 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.0945664 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.206838 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.368868 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-1.00668 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.15685 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.595535 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.633332 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.599851 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.563242 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.518975 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.588394 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.417854 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.468045 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.43079 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.302356 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.52924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.603275 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.645919 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.607627 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.56338 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.51977 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.59617 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.519124 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.472696 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.43175 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.304639 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.52924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.603275 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-1.02968 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.3608 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.541129 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.34804 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.372765 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.37632 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.396918 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.218745 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.55447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.627607 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.08398 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.790209 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.16513 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-1.4159 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.441704 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.306648 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.304411 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.470038 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.352576 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.67132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.725665 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.772383 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.1143 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.798496 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.87979 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.19544 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.58089 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.643003 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.44238 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.20822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0163104 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.830984 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.38057 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.104202 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.886768 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.708205 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.0749281 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-1.16899 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.698658 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.811185 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.7807 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.808151 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.774347 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.764959 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.849618 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.849179 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.892093 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.830752 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.744784 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.07656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.201377 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.271524 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0731286 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.101543 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.63526 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.852214 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.0443418 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.936276 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.783514 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.320119 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.781012 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0584663 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-1.02525 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.373639 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.90548 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.811536 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.029413 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-1.20771 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.811208 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.780703 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.774349 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.764962 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.849183 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.901753 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.830754 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.04801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,15),-0.153142 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.369614 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.869329 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.0981819 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.927255 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.789446 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.209639 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.190691 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.487206 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.817499 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.837921 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.812698 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.78219 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.808667 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.781302 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.76645 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.85011 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.849671 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.901431 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.833988 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.753214 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-1.05875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),-0.198682 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.286994 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.531264 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.181586 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.379106 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.58633 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-1.01932 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0224812 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.666446 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0944152 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0719653 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0773562 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.354179 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.106122 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.07844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.220406 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.368842 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.902185 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.770269 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.662718 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.09612 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.24835 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.779316 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.459703 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.583313 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.637084 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.42708 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.601275 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.618532 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.820077 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.812116 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.583991 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.452076 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.803062 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.301771 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.742182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0529451 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.350819 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.188819 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.287207 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.587783 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.676055 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.409517 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.774439 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.114126 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.268618 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.677544 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.342728 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.118031 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.163693 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.452255 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.525083 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.285559 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.583336 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.637087 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.601278 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.618535 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.81212 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.593651 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.452078 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.301768 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.378298 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.395032 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.553284 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.58696 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.366535 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.746035 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.829528 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.427317 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.0435358 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.395273 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.40269 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-0.585907 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-0.639722 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.428743 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.609376 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.621169 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.821716 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.813755 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.594193 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.457762 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.812909 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),0.296085 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.758189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.0190762 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.148051 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.477534 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.451217 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.121252 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.676622 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.730022 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.616606 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.21164 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.12034 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.20824 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.15954 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.09211 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.31506 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.29866 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.26053 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.12307 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.0337 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.46394 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.25378 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.60381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.496844 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.321202 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.82539 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.816793 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.520806 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-1.00679 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.974914 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.339725 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.612207 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0187437 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.321302 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.372432 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.248006 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.0536864 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.0132251 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.0979578 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.19694 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.00109451 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.0704341 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.372136 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.529263 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.229878 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.280492 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.0754253 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.0811622 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.194172 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.0384778 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.00348718 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.104993 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.20144 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.0322828 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.0879919 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.319311 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.204035 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.149441 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.05616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.115878 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.143221 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.109399 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.717408 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.6856 # DEPENDENCYPART_GRANDPAR
(14,4),(4,21),-0.599444 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.285946 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.0413772 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.226049 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.275165 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.0689934 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.015743 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.293679 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.0611345 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.0361462 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.168369 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.446434 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.07237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.195953 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.218324 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.239101 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.0443163 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.196134 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.319082 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.0837267 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.132591 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.164524 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.0833578 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.12185 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.190592 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.497938 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.258865 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.0278296 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.203784 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.310797 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.0672399 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0984222 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.171187 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0965575 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.1334 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.203792 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.520063 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.07797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,18),-0.790416 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.334569 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.155524 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.164518 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.0246151 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0251953 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.222887 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0820385 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.291458 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.17541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.280509 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.228445 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.599759 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.0682083 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.0751746 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0598169 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0378656 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.116209 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.286558 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.508382 # DEPENDENCYPART_GRANDPAR
