# _root_ The new offer , which seeks 50.3 % of the cellular and broadcasting concern , is for $ 125 a share for 22 million LIN shares .
#goldHeads=3,3,16,3,6,3,8,6,8,14,14,11,12,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
#predictedHeads=3,3,16,3,6,3,8,6,8,14,14,11,14,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
(9,18),(18,14),0.278188 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0830335 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.101472 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.225036 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.257569 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.439741 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.668401 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.581032 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.302874 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-1.36172 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.25394 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.703059 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.16846 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.15112 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.923411 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.36494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.160476 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.578893 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.582153 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.535941 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.429805 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.605733 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.55777 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.929035 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-1.01468 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.48451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.549076 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.552269 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.558497 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.382835 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.649269 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.477192 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.840855 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.362278 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0200607 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.44303 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.300248 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.143127 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.142367 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.21841 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0797661 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.28051 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.19055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.296044 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.219732 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.376249 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.674431 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-1.03392 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.486391 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-1.0635 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-0.688956 # DEPENDENCYPART_GRANDPAR
(11,3),(3,27),-0.864944 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.332934 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.340952 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.185277 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.227837 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.422417 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.330598 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.301172 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.254305 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0431482 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0566457 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.218804 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.571639 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.02987 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.409394 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.0493334 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.169546 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.291072 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.41729 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.136711 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.166419 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.266122 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.446698 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.2068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.293228 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.232244 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.388761 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.679483 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.03558 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.476778 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.543655 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.07601 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.679343 # DEPENDENCYPART_GRANDPAR
(11,8),(8,26),-0.557081 # DEPENDENCYPART_GRANDPAR
(11,8),(8,27),-0.867131 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.489938 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.000977133 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.48032 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.14799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.228079 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.194638 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.352831 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.548568 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.06588 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.488869 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.16799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.220348 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.745849 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.452748 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.27026 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0748348 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.683756 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.111863 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.00808934 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.314428 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.918547 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.787366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.418735 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.271257 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.00545521 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.592623 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.671389 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.854438 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.952103 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.0320805 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.56982 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.797718 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.571692 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.91884 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.76616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.386126 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.300001 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0521987 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.599582 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.112711 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.000743552 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.397985 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.315276 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.639171 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.801194 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),0.0256792 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.618549 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.526863 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.567533 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.664832 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.694298 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.805601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.253864 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.350027 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.187627 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.362819 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.108798 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0436136 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.224194 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.429834 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.311363 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.240582 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.110799 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),0.00973633 # DEPENDENCYPART_GRANDPAR
(11,16),(16,27),-0.415702 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.101074 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.208193 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.310288 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.392715 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.218113 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.1462 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),0.089948 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.722102 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.242834 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0440584 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0813079 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0120883 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.424996 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.395514 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.11892 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),0.172122 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.0425302 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-0.411733 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.122582 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.296918 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.11896 # DEPENDENCYPART_GRANDPAR
(11,24),(24,17),-0.108552 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.318631 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.311117 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.390254 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.303852 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.128688 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.391702 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.52437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,10),-1.17171 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.11389 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.99088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.451055 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.34734 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.659308 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.15468 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.929101 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.25942 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.732615 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.18542 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.961716 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.749291 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.17998 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.13373 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.971784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),1.01921 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.404291 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.658387 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.513405 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.192286 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.657832 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.458238 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.684931 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.06931 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.635637 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.717732 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.09945 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.703119 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.804422 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.908502 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.953523 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.22343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.77306 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.652545 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.22106 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.334897 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0542466 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.367757 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.327473 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.27973 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.626764 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.634976 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.213798 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-1.60885 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.20376 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.536359 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.46202 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.579778 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.789508 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.893263 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.152672 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.673887 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.575888 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.548633 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.587036 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.944229 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.681578 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.355708 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.874513 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-1.00817 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.309679 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-1.61854 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.576009 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.789508 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.893263 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.406296 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.152672 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-1.12935 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-1.04436 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-1.36797 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-1.21901 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-1.67138 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.999399 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.00377 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-1.34852 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.776923 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.96305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.601156 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.40175 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.04351 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.25943 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.901063 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.21179 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-1.18633 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-1.44028 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.94518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.583292 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.35242 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.02939 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.21585 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.857119 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.22107 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-2.00641 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-2.16898 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-2.4051 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.60525 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-2.35391 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.814 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.98404 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-2.0259 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.72465 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.82634 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.25951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.649922 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.490827 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.430416 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.373923 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.814447 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.435635 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.91301 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-2.22179 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.51547 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.78431 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-2.27304 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.54328 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-2.01374 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.76722 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.57985 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.58592 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.34294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.00625462 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.781126 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.508414 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.359613 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.42771 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.855266 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.513633 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.594988 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.572081 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.78058 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-1.24968 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.47686 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.594511 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.0437581 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.121699 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.616896 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.392932 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.567272 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.0550011 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.0208226 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.399652 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.159541 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.0404503 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.072361 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.0113925 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.0230657 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.00549882 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.54189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-1.26022 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-1.27593 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-1.25332 # DEPENDENCYPART_GRANDPAR
(14,3),(3,21),-1.39515 # DEPENDENCYPART_GRANDPAR
(14,3),(3,22),-1.2143 # DEPENDENCYPART_GRANDPAR
(14,3),(3,27),-1.50856 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.388293 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.385585 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.119402 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.00211131 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.450855 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.383319 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.123037 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.175017 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.41394 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0489413 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.149539 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-1.0837 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-1.1957 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.538401 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.186535 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.239354 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.196267 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0354643 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0418134 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.10717 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.187747 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.216035 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.00929913 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0615021 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.0704514 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.55544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-1.26711 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-1.27943 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-1.24601 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.992859 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-1.40871 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-1.20699 # DEPENDENCYPART_GRANDPAR
(14,8),(8,26),-1.3518 # DEPENDENCYPART_GRANDPAR
(14,8),(8,27),-1.51259 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.053652 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.250528 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.356496 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.181523 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.15461 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.143998 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.47516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-1.09243 # DEPENDENCYPART_GRANDPAR
