# _root_ Purchase of the 76-story structure is subject to execution of a definitive agreement , approval by the boards of Seafirst and its parent company BankAmerica Corp. , and approval by regulators .
#goldHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,15,15,28,29,30,6,
#predictedHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,25,25,28,29,30,6,
(6,15),(15,25),-0.521542 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),-0.26604 # DEPENDENCYPART_GRANDPAR
(6,15),(15,28),-0.183697 # DEPENDENCYPART_GRANDPAR
(6,15),(15,30),0.0316807 # DEPENDENCYPART_GRANDPAR
(6,15),(15,32),-1.53603 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.20111 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.0724129 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.82777 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.035045 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.20173 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.336178 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.199194 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.357361 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.56537 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.354654 # DEPENDENCYPART_GRANDPAR
(6,16),(16,30),-0.0253607 # DEPENDENCYPART_GRANDPAR
(6,16),(16,32),-1.69341 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.162975 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.205024 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-1.05226 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.307326 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.505351 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.337127 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.819842 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.633903 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.790793 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.60848 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.394869 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),-0.202442 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),-0.261783 # DEPENDENCYPART_GRANDPAR
(6,18),(18,29),-0.727104 # DEPENDENCYPART_GRANDPAR
(6,18),(18,30),-0.131191 # DEPENDENCYPART_GRANDPAR
(6,18),(18,32),-1.6553 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.101161 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.511851 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.403924 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.481272 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.669915 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.605026 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.521827 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.882991 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.657568 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.716233 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.827854 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.562481 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-0.431484 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.127488 # DEPENDENCYPART_GRANDPAR
(6,21),(21,28),-0.0735055 # DEPENDENCYPART_GRANDPAR
(6,21),(21,29),-0.811983 # DEPENDENCYPART_GRANDPAR
(6,21),(21,31),-0.281427 # DEPENDENCYPART_GRANDPAR
(6,28),(28,29),-0.811983 # DEPENDENCYPART_GRANDPAR
(6,28),(28,30),-0.0862791 # DEPENDENCYPART_GRANDPAR
(6,28),(28,31),-0.281427 # DEPENDENCYPART_GRANDPAR
(6,30),(30,29),-0.4053 # DEPENDENCYPART_GRANDPAR
(6,30),(30,31),-0.143711 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.0591967 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.507978 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.362453 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.349354 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.191061 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.47479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.6127 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.399466 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.724365 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.713951 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-1.0474 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.85647 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.82218 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.973939 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.883347 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-1.28536 # DEPENDENCYPART_GRANDPAR
(7,1),(1,27),-1.60476 # DEPENDENCYPART_GRANDPAR
(7,1),(1,28),-1.60945 # DEPENDENCYPART_GRANDPAR
(7,1),(1,30),-0.845008 # DEPENDENCYPART_GRANDPAR
(7,1),(1,32),-1.06832 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.166689 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.354491 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.223041 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.45316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.639163 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.192362 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.113742 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.444923 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.137652 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.190562 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.47475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.612644 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.399433 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.717321 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.04437 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.821707 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.22766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.388558 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.366965 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0867038 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.316739 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0559971 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.474419 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.176098 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.709187 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.882023 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.10398 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.767576 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.822654 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.07975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.25412 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.225047 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.132117 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0298314 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.392241 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.172855 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.459271 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.388506 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.38403 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.586274 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.949605 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-0.910359 # DEPENDENCYPART_GRANDPAR
(7,9),(9,32),-0.501994 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.857063 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.172397 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0883231 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.12798 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.400265 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0653021 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.45381 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.208127 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.10398 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.768131 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.06824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.261654 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.063945 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.360026 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.442052 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.208942 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.435149 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.396723 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.352533 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.611316 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.635616 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.222607 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.662183 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.168398 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.656455 # DEPENDENCYPART_GRANDPAR
(7,13),(13,26),-0.759142 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),-0.999416 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-0.959701 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-0.642942 # DEPENDENCYPART_GRANDPAR
(7,13),(13,30),-0.457977 # DEPENDENCYPART_GRANDPAR
(7,13),(13,32),-0.507503 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.106206 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.36027 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.256213 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.627891 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.421694 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.391148 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.394937 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.58983 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.633727 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.15728 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.634969 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.972815 # DEPENDENCYPART_GRANDPAR
(7,15),(15,28),-0.957811 # DEPENDENCYPART_GRANDPAR
(7,15),(15,30),-0.444523 # DEPENDENCYPART_GRANDPAR
(7,15),(15,32),-0.508582 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.574519 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.317027 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.690692 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.205341 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.406953 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.452191 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.690846 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.544528 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.037969 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.706842 # DEPENDENCYPART_GRANDPAR
(7,16),(16,30),-0.445895 # DEPENDENCYPART_GRANDPAR
(7,16),(16,32),-0.614681 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.00851124 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.00724497 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0443528 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.262475 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.135966 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.135957 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.21228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.225472 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.159164 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.631831 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.674666 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.694883 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.28009 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.787423 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-1.06414 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-0.741118 # DEPENDENCYPART_GRANDPAR
(8,1),(1,27),-0.829138 # DEPENDENCYPART_GRANDPAR
(8,1),(1,28),-0.89986 # DEPENDENCYPART_GRANDPAR
(8,1),(1,30),-0.347935 # DEPENDENCYPART_GRANDPAR
(8,1),(1,32),-1.82612 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.403972 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.25642 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.295371 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.17943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.355596 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.0984998 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.501612 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.522322 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.564854 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.25857 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.17112 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.977966 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.872183 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.0748 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.960711 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.785187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.398146 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.301012 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.258838 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0402613 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.228949 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.158148 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.177994 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.506828 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.113407 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.114211 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-0.272149 # DEPENDENCYPART_GRANDPAR
(8,9),(9,32),-1.26871 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.124 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.564472 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.406365 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0463354 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.174725 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0379603 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0240646 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.340088 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.977966 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.872737 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.961265 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.783645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,11),-0.184422 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.130451 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0234842 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.173132 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.210003 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.183029 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.452934 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.392781 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.168564 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.239764 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.439097 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.256951 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.485536 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.715512 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-0.177956 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-0.327306 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-0.327266 # DEPENDENCYPART_GRANDPAR
(8,13),(13,30),0.142158 # DEPENDENCYPART_GRANDPAR
(8,13),(13,32),-1.27141 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.253601 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.151885 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.170288 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0531874 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.237412 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.174166 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.484966 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.370414 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.172097 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.237766 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.463169 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.112646 # DEPENDENCYPART_GRANDPAR
(8,15),(15,28),-0.330839 # DEPENDENCYPART_GRANDPAR
(8,15),(15,30),0.169567 # DEPENDENCYPART_GRANDPAR
(8,15),(15,32),-1.26921 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0429988 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.0347353 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.896831 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.257769 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.536172 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.409224 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.243335 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.639069 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.482261 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.831553 # DEPENDENCYPART_GRANDPAR
(8,16),(16,30),-0.026773 # DEPENDENCYPART_GRANDPAR
(8,16),(16,32),-1.54883 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.04406 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.180812 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.821563 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.564775 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.357001 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.256415 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.25153 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.570834 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.393439 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.448299 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.661613 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.256417 # DEPENDENCYPART_GRANDPAR
(8,18),(18,28),-0.415157 # DEPENDENCYPART_GRANDPAR
(8,18),(18,29),-0.450165 # DEPENDENCYPART_GRANDPAR
(8,18),(18,30),-0.125356 # DEPENDENCYPART_GRANDPAR
(8,18),(18,32),-1.39222 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.622087 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.387484 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.812847 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.588802 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.620055 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.915549 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-0.197986 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),-0.403704 # DEPENDENCYPART_GRANDPAR
(8,21),(21,29),-0.704436 # DEPENDENCYPART_GRANDPAR
(8,21),(21,31),-1.06857 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.547436 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.593122 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.36993 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.448268 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.0465194 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.306636 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.317623 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.27778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.647694 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.679982 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.819264 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.601139 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.615667 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.872545 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.971258 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.653551 # DEPENDENCYPART_GRANDPAR
(9,1),(1,27),-1.1135 # DEPENDENCYPART_GRANDPAR
(9,1),(1,28),-0.63292 # DEPENDENCYPART_GRANDPAR
(9,1),(1,30),-0.979019 # DEPENDENCYPART_GRANDPAR
(9,1),(1,32),-1.83706 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.336545 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.498704 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.753186 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.190077 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.403506 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.475775 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.514789 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.519853 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.904111 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.51509 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0539904 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.30817 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.325381 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.27771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.640582 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.816202 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.512739 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.366695 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.444778 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.496204 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.16198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.582934 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.564092 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.678395 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.485465 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.594505 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.48884 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.28359 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.12068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.528971 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.522792 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.63195 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.444147 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.539618 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.81529 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.483013 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.2285 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.134516 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.30735 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.336346 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.00847645 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.362912 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.126161 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.0649356 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.135589 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.19592 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.333016 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.4269 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.10006 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.02818 # DEPENDENCYPART_GRANDPAR
