# _root_ In a stark lesson in the power of the appropriations committees , the House deliberately killed a handful of projects backed by lawmakers in Florida , Illinois and Pennsylvania who had voted against the panel leadership on the House floor .
#goldHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,32,40,40,37,16,
#predictedHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,36,40,40,37,16,
(5,11),(11,12),-0.152239 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-1.27914 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.355483 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.223045 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.267456 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.641262 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.571331 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.898201 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.575583 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.829824 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.14614 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-0.715966 # DEPENDENCYPART_GRANDPAR
(5,11),(11,31),-0.182649 # DEPENDENCYPART_GRANDPAR
(5,11),(11,41),-1.88433 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.304229 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.41649 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.575481 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.247269 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.751386 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.644408 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.273505 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.230019 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.22323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.660412 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.934305 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.925124 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.879701 # DEPENDENCYPART_GRANDPAR
(7,5),(5,41),-2.26412 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.488871 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.231719 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.169389 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.266617 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0368195 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.140258 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.385992 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.537021 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.249961 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.150562 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0521703 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.116011 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.295755 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.19815 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.2521 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.261921 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.12828 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.21223 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.935109 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.911342 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.54144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0188244 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.517253 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.336547 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.160945 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0434162 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.117879 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.295801 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.198388 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.251155 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.292604 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.495792 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.128759 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.887209 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.63058 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-0.772869 # DEPENDENCYPART_GRANDPAR
(7,11),(11,31),-0.0186297 # DEPENDENCYPART_GRANDPAR
(7,11),(11,41),-1.85433 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.346912 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.328635 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.342115 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.157123 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.411112 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.311684 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.345476 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.346187 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),-0.82222 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.19632 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.919196 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.00198541 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.167109 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.143012 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.25621 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.22729 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.819889 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.950171 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.54596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.0472898 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.59403 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.328932 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.318267 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.354441 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0899952 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.159349 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.208201 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.497337 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.155196 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.320353 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.460317 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.100333 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.25971 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.857867 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.431511 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.421794 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.892455 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.414898 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-0.627638 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.576315 # DEPENDENCYPART_GRANDPAR
(7,16),(16,31),-0.076173 # DEPENDENCYPART_GRANDPAR
(7,16),(16,32),-0.391192 # DEPENDENCYPART_GRANDPAR
(7,16),(16,33),-0.591307 # DEPENDENCYPART_GRANDPAR
(7,16),(16,36),-0.57322 # DEPENDENCYPART_GRANDPAR
(7,16),(16,37),-0.472142 # DEPENDENCYPART_GRANDPAR
(7,16),(16,41),-1.992 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.0693968 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.184512 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.161215 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0593358 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.00620657 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.263542 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.521939 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.0932826 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.461935 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.914222 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.605939 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.630436 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.779304 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.620463 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.455165 # DEPENDENCYPART_GRANDPAR
(7,18),(18,31),0.00552857 # DEPENDENCYPART_GRANDPAR
(7,18),(18,32),-0.402847 # DEPENDENCYPART_GRANDPAR
(7,18),(18,33),-0.704552 # DEPENDENCYPART_GRANDPAR
(7,18),(18,37),-0.625623 # DEPENDENCYPART_GRANDPAR
(7,18),(18,41),-1.81103 # DEPENDENCYPART_GRANDPAR
(7,21),(21,1),-1.26344 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-0.880238 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.986324 # DEPENDENCYPART_GRANDPAR
(7,21),(21,8),-0.0859525 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),-0.352281 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.167846 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.284257 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.159783 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.238701 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.307068 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.463678 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.596177 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.164635 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.904861 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.437135 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.422903 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.908168 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-0.41573 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),-0.711572 # DEPENDENCYPART_GRANDPAR
(7,21),(21,29),-0.577429 # DEPENDENCYPART_GRANDPAR
(7,21),(21,33),-0.629698 # DEPENDENCYPART_GRANDPAR
(7,21),(21,37),-0.55959 # DEPENDENCYPART_GRANDPAR
(7,21),(21,41),-1.8849 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.552501 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.806382 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.443501 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.499016 # DEPENDENCYPART_GRANDPAR
(7,24),(24,28),-0.858747 # DEPENDENCYPART_GRANDPAR
(7,24),(24,29),-0.640405 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.434847 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.691318 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.145155 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0965141 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.735855 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.409032 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0409044 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0130501 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.45728 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.542916 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.190571 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.23835 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.07467 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.5603 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.26488 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.00484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.742055 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.798822 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0254518 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.787988 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.473351 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.101718 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0482509 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.517091 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.64527 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.665932 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.252186 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.657944 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.441647 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.458328 # DEPENDENCYPART_GRANDPAR
(8,11),(11,31),0.250906 # DEPENDENCYPART_GRANDPAR
(8,11),(11,41),-2.21185 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),1.03213 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.292395 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.244593 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.499245 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.116998 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0089826 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.435618 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.528565 # DEPENDENCYPART_GRANDPAR
(8,14),(14,28),0.129345 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.20327 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.03959 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-1.0549 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.648752 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.550688 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.416179 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.46333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.29457 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.481792 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.661449 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.479913 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.787633 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.797371 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.993486 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.631856 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-1.03293 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.42155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,1),-1.72156 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.31768 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.04683 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.954257 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.006 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.959658 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.960573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.384867 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.155535 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.1958 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.211096 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.291159 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.35378 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.298322 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.311911 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.433496 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.29309 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.553223 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.38002 # DEPENDENCYPART_GRANDPAR
(10,11),(11,31),-0.371277 # DEPENDENCYPART_GRANDPAR
(10,11),(11,41),-1.38411 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.807709 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.516913 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.480988 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0722674 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.296894 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.342861 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.379366 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.306156 # DEPENDENCYPART_GRANDPAR
(10,14),(14,28),-0.458013 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.69214 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.28826 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0335374 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.115115 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.324472 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.253489 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.72247 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.05033 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.31859 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.840406 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.03516 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.791635 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.03881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.437235 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.683733 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.16932 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.173963 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.208071 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.482771 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.340733 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.284635 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.375633 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.41233 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.227115 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.362365 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.3245 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.489549 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.584151 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-0.475664 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-0.667403 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-0.630407 # DEPENDENCYPART_GRANDPAR
(10,16),(16,31),-0.448447 # DEPENDENCYPART_GRANDPAR
(10,16),(16,32),-0.603037 # DEPENDENCYPART_GRANDPAR
(10,16),(16,33),-0.461993 # DEPENDENCYPART_GRANDPAR
(10,16),(16,36),-0.871701 # DEPENDENCYPART_GRANDPAR
(10,16),(16,37),-0.77731 # DEPENDENCYPART_GRANDPAR
(10,16),(16,41),-1.58792 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.130661 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.150288 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.166604 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.241749 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0651713 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.204405 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.425278 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.470683 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.419351 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.407211 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.51389 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.571819 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.501046 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.553224 # DEPENDENCYPART_GRANDPAR
(10,18),(18,28),-0.401531 # DEPENDENCYPART_GRANDPAR
(10,18),(18,31),-0.403377 # DEPENDENCYPART_GRANDPAR
(10,18),(18,32),-0.681198 # DEPENDENCYPART_GRANDPAR
(10,18),(18,33),-0.560761 # DEPENDENCYPART_GRANDPAR
(10,18),(18,37),-0.891233 # DEPENDENCYPART_GRANDPAR
(10,18),(18,41),-1.38703 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.470191 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.514436 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.42312 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.447046 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-1.79162 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-1.14122 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-1.38774 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-1.18045 # DEPENDENCYPART_GRANDPAR
(10,21),(21,11),0.427586 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.309796 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.320498 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.231787 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.449234 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.427136 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.513153 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.651908 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.230533 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.529709 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.442708 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.595787 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-0.643607 # DEPENDENCYPART_GRANDPAR
(10,21),(21,27),-0.581389 # DEPENDENCYPART_GRANDPAR
(10,21),(21,28),-0.771391 # DEPENDENCYPART_GRANDPAR
(10,21),(21,29),-0.736651 # DEPENDENCYPART_GRANDPAR
(10,21),(21,33),-0.584576 # DEPENDENCYPART_GRANDPAR
(10,21),(21,37),-0.934674 # DEPENDENCYPART_GRANDPAR
(10,21),(21,41),-1.54879 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0118614 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.549198 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.483896 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.759336 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.302585 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.36556 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.15285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.523383 # DEPENDENCYPART_GRANDPAR
(11,1),(1,41),-1.53664 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.733163 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.464085 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.240885 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.302585 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.36556 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.436422 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.15285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.523383 # DEPENDENCYPART_GRANDPAR
(11,5),(5,41),-1.53664 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.166371 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.667662 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.592749 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.323006 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.025046 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.196657 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.435387 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.13476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.686452 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.635357 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.624619 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.556502 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.771281 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.682494 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.723082 # DEPENDENCYPART_GRANDPAR
(11,7),(7,24),-1.30785 # DEPENDENCYPART_GRANDPAR
(11,7),(7,26),-0.882591 # DEPENDENCYPART_GRANDPAR
(11,7),(7,41),-1.62382 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.357756 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.508157 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.1371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.523029 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.493895 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.46267 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.443483 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.235025 # DEPENDENCYPART_GRANDPAR
