# _root_ `` Because Tokyo did n't collapse , let 's pick up a little stock , '' Mr. Smith said .
#goldHeads=19,8,4,2,4,4,8,19,8,8,10,14,14,10,19,19,18,19,0,19,
#predictedHeads=19,19,4,2,4,4,6,6,8,8,10,14,14,10,19,19,18,19,0,19,
(15,14),(14,3),-0.315828 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.197158 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.23595 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.102083 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.362003 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0724874 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.64122 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.143052 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.147522 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.36943 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.492481 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.90892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.569177 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.77799 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.921656 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.783421 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.657746 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.549188 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.610132 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.524365 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.299635 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.306162 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.298144 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.630666 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.684504 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.317616 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.551319 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.21673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.188336 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.596756 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.759148 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.105409 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.50507 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.658645 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.328478 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.297671 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.44223 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.337462 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.36606 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.546737 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.440108 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.371522 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.406248 # DEPENDENCYPART_GRANDPAR
(17,8),(8,18),-0.589373 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-1.2518 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-1.02793 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.596736 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.705046 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.141738 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.498052 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.609201 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.426236 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.284046 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.444302 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.600712 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.356244 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.652648 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.543243 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.430793 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.430949 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.413486 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.80172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.589306 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-1.25085 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-1.02255 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.347964 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.497132 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.360271 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.593056 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.531371 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.665006 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.153523 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.30684 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.538057 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.383995 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.309188 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.388565 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.693136 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.353149 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.311222 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.718223 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.527122 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.242962 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.309136 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.89727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.684435 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.29246 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.538397 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.575264 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.12421 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.20942 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.808926 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.961746 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.900263 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.908167 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.877019 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.23137 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.05064 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.04996 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.04185 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.880176 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.12431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,2),-0.703404 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.262826 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.41856 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.528237 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.180182 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.258662 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.351306 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.22646 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.259176 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.22081 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.227179 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.204694 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.341277 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.392386 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.32817 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.41028 # DEPENDENCYPART_GRANDPAR
(18,2),(2,19),-0.777767 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.541177 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.775021 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.367949 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.366262 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.0354522 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.430209 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.606371 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.0228869 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.481106 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.3621 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.416786 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.350006 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.272398 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.339732 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.360309 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.420439 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.485779 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.444875 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.38904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.718887 # DEPENDENCYPART_GRANDPAR
(18,4),(4,20),-0.9838 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.622324 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.734663 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.139621 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.518943 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.590641 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.384199 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.382803 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.301942 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.354302 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.376463 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.461967 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.453192 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.474072 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.40004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.726157 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.617582 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.76622 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.116419 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.517519 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.637459 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.343641 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.304225 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.295538 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.347538 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.376199 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.593292 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.477873 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.395568 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.468074 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.40014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.727125 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-1.05777 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.617562 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.712118 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.152748 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.510501 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.588015 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.441399 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.290601 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.445552 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.471858 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.366384 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.663054 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.589799 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.468558 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.454995 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.475311 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.636532 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.40007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.726174 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-1.05239 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.392774 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.35422 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.48793 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.421119 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.40382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,1),-0.514146 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.626923 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.128141 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.276615 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.473138 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.361108 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.262528 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.351766 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.526229 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.330518 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.286514 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.680328 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.542683 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.248824 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.35157 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.460773 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.49521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.767796 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.580128 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.38603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,8),-0.47392 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.455745 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.708709 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.63269 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.188814 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.387326 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.53729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,2),-0.0761921 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.26615 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),0.0295104 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.194105 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),0.0199332 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),0.45208 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.285217 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),0.19607 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),0.050628 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),0.0288495 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-1.13255 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),0.210174 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.101941 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.00603787 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),0.164367 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),-0.0467297 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.61589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,1),0.0230324 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.105356 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),0.326783 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),0.512127 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.772877 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.292155 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.354438 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.00348148 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.289659 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),0.17578 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),0.233354 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),0.0135372 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-1.02736 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),0.191752 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),0.0589491 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),0.285506 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),0.347093 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),0.128452 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),0.229484 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.33328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-0.485431 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.0410247 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.0105504 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.344491 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),0.103391 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.288509 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-1.12976 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),0.0935459 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),0.260313 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.141344 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),0.246564 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.0143585 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),0.341651 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.05212 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-1.04164 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),0.144583 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),0.0344221 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),0.0348928 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),0.45539 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),0.0549321 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.068901 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.42517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,6),0.120707 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.140022 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),0.171318 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),0.299375 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.0488249 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),0.316528 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.00347854 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),0.447331 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),0.235916 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.966992 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.205187 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.0785811 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.180632 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),0.056048 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.576272 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.110964 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.10672 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.42719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.702189 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.233324 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.0094555 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.109314 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),0.097381 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),0.281958 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.15434 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),0.257216 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.0126605 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),0.27054 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),0.185045 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),0.0950619 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-1.04192 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),0.0377087 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.123028 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.227671 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.0198079 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.437309 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.0469006 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.304668 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.0598754 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.42584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.696445 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-1.12696 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.162059 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.16117 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.014 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.321798 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.028757 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.123087 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.0514883 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.192711 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),0.048055 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.143385 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),0.0054342 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),0.104532 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.157909 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-1.39324 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.0337011 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.0513365 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.11585 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.390609 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.505177 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0348059 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.226012 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.0357451 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.56719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,14),-0.0855686 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.125436 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.118329 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),0.0684119 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.29943 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0639718 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.138267 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.104752 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0561023 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),0.0185446 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),0.111864 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.249504 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),0.123083 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),0.0349307 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.119674 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),0.067067 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.183327 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.294719 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0609739 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.123848 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0949372 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.776743 # DEPENDENCYPART_GRANDPAR
