# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,13,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(6,25),(25,23),-0.326526 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.563514 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.404502 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.768513 # DEPENDENCYPART_GRANDPAR
(6,25),(25,28),-0.801717 # DEPENDENCYPART_GRANDPAR
(6,25),(25,30),-0.742383 # DEPENDENCYPART_GRANDPAR
(6,25),(25,31),-0.720972 # DEPENDENCYPART_GRANDPAR
(6,25),(25,32),-0.78164 # DEPENDENCYPART_GRANDPAR
(6,25),(25,33),-1.06774 # DEPENDENCYPART_GRANDPAR
(6,25),(25,36),-0.39473 # DEPENDENCYPART_GRANDPAR
(6,26),(26,23),-0.441204 # DEPENDENCYPART_GRANDPAR
(6,26),(26,24),-0.705018 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),-0.341628 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-0.904612 # DEPENDENCYPART_GRANDPAR
(6,26),(26,28),-0.885743 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.253649 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.183909 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.163611 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.276328 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.00560049 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.26473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.438971 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.386087 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.963393 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.190988 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.847387 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.880717 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.766534 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.610023 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.781581 # DEPENDENCYPART_GRANDPAR
(7,2),(2,26),-0.817098 # DEPENDENCYPART_GRANDPAR
(7,2),(2,31),-1.0392 # DEPENDENCYPART_GRANDPAR
(7,2),(2,37),-1.79622 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.304971 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.203487 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.124428 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.462204 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.361955 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.260533 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.18987 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0454544 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.34101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.449151 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.326802 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.280064 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.382478 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.239189 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.132931 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.46358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.415987 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.483086 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.02535 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.03257 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.802343 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.242762 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.368536 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.242023 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.138719 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.247901 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.24711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.484551 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.781339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.428439 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.00484 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.198639 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.919027 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.84242 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.81617 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.764302 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.596388 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.788633 # DEPENDENCYPART_GRANDPAR
(7,6),(6,25),-0.873739 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-0.87115 # DEPENDENCYPART_GRANDPAR
(7,6),(6,31),-1.03423 # DEPENDENCYPART_GRANDPAR
(7,6),(6,37),-1.9137 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.950765 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.635515 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.729028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.411632 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0139997 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.370866 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0964175 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.538749 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.205173 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.221409 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.0242871 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.0446957 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.105933 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.182725 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.25667 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0981842 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.325124 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.85334 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.828839 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.771889 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.921019 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.608665 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.761969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.301403 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.357255 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.12092 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.076595 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.421751 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.256555 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.364872 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.226292 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.494375 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.349192 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.152354 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.268478 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.217962 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.249857 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-0.409127 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),-0.358416 # DEPENDENCYPART_GRANDPAR
(7,11),(11,36),-1.12586 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.547751 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.123237 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.830732 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0846545 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0984668 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.170393 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.187025 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.0523613 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),0.549351 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.207376 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.391693 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0944493 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.145184 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.34131 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.251435 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.47909 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.406981 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.308021 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.478851 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.41376 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.153604 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.348285 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.236764 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.24822 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.43279 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.302402 # DEPENDENCYPART_GRANDPAR
(7,13),(13,26),-0.452092 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),-0.40561 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),0.101376 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-0.431457 # DEPENDENCYPART_GRANDPAR
(7,13),(13,30),-0.33767 # DEPENDENCYPART_GRANDPAR
(7,13),(13,31),-0.49983 # DEPENDENCYPART_GRANDPAR
(7,13),(13,32),-0.935681 # DEPENDENCYPART_GRANDPAR
(7,13),(13,33),-0.154476 # DEPENDENCYPART_GRANDPAR
(7,13),(13,34),-0.292893 # DEPENDENCYPART_GRANDPAR
(7,13),(13,36),-1.16797 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.19407 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.304243 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.256531 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.150869 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.231889 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.433156 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.39294 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.12664 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.220249 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.270873 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.514192 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.343319 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.107322 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.171632 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.309833 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.182649 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.665373 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),-0.357663 # DEPENDENCYPART_GRANDPAR
(7,19),(19,28),0.137324 # DEPENDENCYPART_GRANDPAR
(7,19),(19,30),-0.639077 # DEPENDENCYPART_GRANDPAR
(7,19),(19,32),-0.793677 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.334687 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.313418 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.240739 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.431803 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.0660171 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),0.229019 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.162497 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.0327656 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.383084 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.194784 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),-0.286421 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),-0.250098 # DEPENDENCYPART_GRANDPAR
(7,20),(20,28),0.160159 # DEPENDENCYPART_GRANDPAR
(7,20),(20,30),-0.360461 # DEPENDENCYPART_GRANDPAR
(7,20),(20,31),-0.37846 # DEPENDENCYPART_GRANDPAR
(7,20),(20,32),-0.700032 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.577274 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.313533 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.307683 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.126095 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.452075 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.195634 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.377201 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-0.531347 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),0.170901 # DEPENDENCYPART_GRANDPAR
(7,21),(21,30),-0.478301 # DEPENDENCYPART_GRANDPAR
(7,21),(21,31),-0.452848 # DEPENDENCYPART_GRANDPAR
(7,21),(21,32),-0.875263 # DEPENDENCYPART_GRANDPAR
(7,21),(21,33),-0.0849517 # DEPENDENCYPART_GRANDPAR
(7,21),(21,36),-1.19374 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.440977 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.365691 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.938885 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.603469 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.268982 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.164099 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.19054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,11),-0.566903 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.523752 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.737086 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-1.06949 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.48135 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.613128 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.06817 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.684332 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.45877 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.60047 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.30091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.265108 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.508393 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.535263 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.641843 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.389494 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.553629 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.327915 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.21623 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.655107 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.05829 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.627668 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-0.858339 # DEPENDENCYPART_GRANDPAR
(8,6),(6,31),-1.05939 # DEPENDENCYPART_GRANDPAR
(8,6),(6,37),-2.19547 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.403986 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.982457 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.580336 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.514916 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.458757 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.20604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.35858 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.567885 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.535446 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.756146 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.616198 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.738063 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.53364 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.36742 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.784565 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.07048 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.0135572 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.462946 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.610944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.14505 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.498743 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.11684 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.12579 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.97304 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.38964 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.50005 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.16337 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.25178 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.389664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),1.05505 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.822312 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.452231 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0796381 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.200057 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.474695 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.116636 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.113507 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.60335 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.0282352 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.37503 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.0703149 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),0.110414 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.350477 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),0.0492264 # DEPENDENCYPART_GRANDPAR
(8,11),(11,36),-0.256461 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.141422 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.130179 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.23243 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0341595 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.192844 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.801273 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.267388 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.213376 # DEPENDENCYPART_GRANDPAR
(8,12),(12,28),-1.10401 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.539553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.93335 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.64715 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.188028 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.173528 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.408022 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0243992 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.638859 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.118721 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.292562 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.518557 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.0804985 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.36634 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.475208 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),0.0124195 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.514329 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),0.149116 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.224402 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),0.147045 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-0.780661 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-0.978222 # DEPENDENCYPART_GRANDPAR
(8,13),(13,30),-0.948962 # DEPENDENCYPART_GRANDPAR
(8,13),(13,31),-0.387036 # DEPENDENCYPART_GRANDPAR
(8,13),(13,32),-0.0746462 # DEPENDENCYPART_GRANDPAR
(8,13),(13,33),-1.15724 # DEPENDENCYPART_GRANDPAR
(8,13),(13,34),-1.16189 # DEPENDENCYPART_GRANDPAR
(8,13),(13,36),-0.0922964 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),1.04344 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.117913 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.149741 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.156993 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0184881 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.355641 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.617256 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),0.0417064 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.145489 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),0.179674 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.163221 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),0.48006 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.00361159 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.105616 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.587859 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.371749 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.655881 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.158157 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.922104 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),0.134545 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.34127 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),0.14114 # DEPENDENCYPART_GRANDPAR
(8,20),(20,28),-0.955436 # DEPENDENCYPART_GRANDPAR
(8,20),(20,30),-1.50679 # DEPENDENCYPART_GRANDPAR
(8,20),(20,31),-0.490766 # DEPENDENCYPART_GRANDPAR
(8,20),(20,32),-0.271047 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),0.810659 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.221585 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.500837 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),0.0116516 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.588306 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),0.160433 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.156654 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),0.0700814 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),-0.775471 # DEPENDENCYPART_GRANDPAR
(8,21),(21,30),-1.25986 # DEPENDENCYPART_GRANDPAR
(8,21),(21,31),-0.492644 # DEPENDENCYPART_GRANDPAR
(8,21),(21,32),-0.118531 # DEPENDENCYPART_GRANDPAR
(8,21),(21,33),-1.15205 # DEPENDENCYPART_GRANDPAR
(8,21),(21,36),-0.267489 # DEPENDENCYPART_GRANDPAR
(8,25),(25,13),0.168257 # DEPENDENCYPART_GRANDPAR
(8,25),(25,16),0.40924 # DEPENDENCYPART_GRANDPAR
(8,25),(25,18),0.194132 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),-0.653211 # DEPENDENCYPART_GRANDPAR
(8,25),(25,20),0.0521033 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.993856 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.00780707 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.651638 # DEPENDENCYPART_GRANDPAR
(8,25),(25,26),-0.298433 # DEPENDENCYPART_GRANDPAR
(8,25),(25,27),0.0876297 # DEPENDENCYPART_GRANDPAR
(8,25),(25,28),-0.932531 # DEPENDENCYPART_GRANDPAR
(8,25),(25,30),-1.36396 # DEPENDENCYPART_GRANDPAR
(8,25),(25,31),-0.583992 # DEPENDENCYPART_GRANDPAR
(8,25),(25,32),-0.324009 # DEPENDENCYPART_GRANDPAR
(8,25),(25,33),-1.30911 # DEPENDENCYPART_GRANDPAR
(8,25),(25,36),-0.242081 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.879096 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.40826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.515619 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.471775 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.327321 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.395606 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.284214 # DEPENDENCYPART_GRANDPAR
