# _root_ Two years ago when the NAHB lobbied for the $ 19 billion omnibus housing bill , the organization `` basically dropped out of the taxpayers ' coalition , '' says Ms. MacDonald .
#goldHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,22,25,27,25,23,30,30,0,32,30,30,
#predictedHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,21,25,27,25,23,30,30,0,32,30,30,
(7,14),(14,15),-0.336609 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.202633 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.268575 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.0600369 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.541619 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.665029 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.610102 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.410017 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),0.00288211 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.239603 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.750009 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.494197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.456619 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.225597 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.11534 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.142676 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.299123 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0800054 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.189621 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.169495 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.208085 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.259803 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.01346 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.0605848 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.0215856 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.576466 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.516642 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.293848 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-1.13889 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.561179 # DEPENDENCYPART_GRANDPAR
(7,15),(15,28),-0.404335 # DEPENDENCYPART_GRANDPAR
(7,15),(15,29),-0.404515 # DEPENDENCYPART_GRANDPAR
(7,15),(15,30),0.0715614 # DEPENDENCYPART_GRANDPAR
(7,15),(15,32),-0.288858 # DEPENDENCYPART_GRANDPAR
(7,15),(15,33),-0.986076 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.313955 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.0836298 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.278399 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0443842 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.2487 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.028105 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),0.0361698 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.0448699 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.603305 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.515291 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.324799 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-1.16827 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.567112 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.388215 # DEPENDENCYPART_GRANDPAR
(7,18),(18,29),-0.414359 # DEPENDENCYPART_GRANDPAR
(7,18),(18,30),0.0608856 # DEPENDENCYPART_GRANDPAR
(7,18),(18,32),-0.29711 # DEPENDENCYPART_GRANDPAR
(7,18),(18,33),-1.02483 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.488899 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.598712 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.442107 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.0463697 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.0353034 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.394118 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.172692 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.139081 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),0.040813 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.561455 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.495741 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.248714 # DEPENDENCYPART_GRANDPAR
(7,21),(21,1),-0.611436 # DEPENDENCYPART_GRANDPAR
(7,21),(21,2),-0.548713 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.312169 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-0.220952 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.0273313 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),-0.631183 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-0.85874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,8),0.250603 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),-0.58808 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),-0.0568427 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.466937 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.213152 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.319194 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.314453 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.387993 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.522825 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.26783 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.0369607 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),0.0433888 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.373635 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.545474 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.670117 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.0853929 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.943171 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-0.377756 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),-0.205744 # DEPENDENCYPART_GRANDPAR
(7,21),(21,29),-0.379586 # DEPENDENCYPART_GRANDPAR
(7,21),(21,30),0.021728 # DEPENDENCYPART_GRANDPAR
(7,21),(21,31),-0.372136 # DEPENDENCYPART_GRANDPAR
(7,21),(21,32),-0.227183 # DEPENDENCYPART_GRANDPAR
(7,21),(21,33),-1.15273 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),0.0735522 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),0.0733765 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.45468 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.392171 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-1.08328 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.67733 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-0.82483 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.337326 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),-0.628048 # DEPENDENCYPART_GRANDPAR
(7,30),(30,2),-0.51766 # DEPENDENCYPART_GRANDPAR
(7,30),(30,3),-0.187924 # DEPENDENCYPART_GRANDPAR
(7,30),(30,4),-0.0689533 # DEPENDENCYPART_GRANDPAR
(7,30),(30,6),-0.531317 # DEPENDENCYPART_GRANDPAR
(7,30),(30,7),-0.71055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,30),(30,8),0.164448 # DEPENDENCYPART_GRANDPAR
(7,30),(30,10),-0.0449706 # DEPENDENCYPART_GRANDPAR
(7,30),(30,15),-0.306108 # DEPENDENCYPART_GRANDPAR
(7,30),(30,16),-0.319191 # DEPENDENCYPART_GRANDPAR
(7,30),(30,18),-0.265017 # DEPENDENCYPART_GRANDPAR
(7,30),(30,19),0.0595194 # DEPENDENCYPART_GRANDPAR
(7,30),(30,20),0.0160383 # DEPENDENCYPART_GRANDPAR
(7,30),(30,21),0.0238729 # DEPENDENCYPART_GRANDPAR
(7,30),(30,22),-0.665764 # DEPENDENCYPART_GRANDPAR
(7,30),(30,23),-0.66219 # DEPENDENCYPART_GRANDPAR
(7,30),(30,25),-0.454904 # DEPENDENCYPART_GRANDPAR
(7,30),(30,26),-1.13881 # DEPENDENCYPART_GRANDPAR
(7,30),(30,27),-0.566138 # DEPENDENCYPART_GRANDPAR
(7,30),(30,28),-0.554031 # DEPENDENCYPART_GRANDPAR
(7,30),(30,29),-0.483405 # DEPENDENCYPART_GRANDPAR
(7,30),(30,31),-0.612096 # DEPENDENCYPART_GRANDPAR
(7,30),(30,32),-0.47264 # DEPENDENCYPART_GRANDPAR
(7,30),(30,33),-1.15218 # DEPENDENCYPART_GRANDPAR
(7,33),(33,32),-0.560233 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.15161 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-1.02939 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.634602 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-1.03999 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.644133 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.360156 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),-0.876252 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.817678 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.439732 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-1.01236 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.661117 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.06595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,1),-0.731997 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.730124 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.53953 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.622947 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.681172 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.154008 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.07594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,16),-0.624829 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.102161 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.30829 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.1048 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.00996 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.41061 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.27064 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.934649 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.413961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.929978 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.326029 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.220216 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.248813 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.107974 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.329442 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.16612 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.250702 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.240386 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.2097 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.0325006 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.13378 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),0.20763 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.396538 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.930464 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.481104 # DEPENDENCYPART_GRANDPAR
(8,10),(10,28),-0.05972 # DEPENDENCYPART_GRANDPAR
(8,10),(10,29),-0.361875 # DEPENDENCYPART_GRANDPAR
(8,10),(10,30),0.0903468 # DEPENDENCYPART_GRANDPAR
(8,10),(10,32),-0.822575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,33),-1.78281 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.481671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),1.17367 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.234412 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0762215 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0646153 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),1.06535 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.447251 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.126338 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0363693 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.103096 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.282759 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0298023 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.278754 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.23571 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.162426 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.422128 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.6623 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),1.01553 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.4408 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.0347508 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.281306 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.305387 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0850246 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.256126 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.144336 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.415738 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.50205 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.40434 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.21084 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.0478 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.66238 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.45033 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.04019 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.542462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),1.09924 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.40967 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.112405 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0188606 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.29159 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.175501 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0805408 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.323288 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.266964 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),0.261067 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.129451 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.12277 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),0.204659 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.394479 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.314017 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-1.03663 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.50053 # DEPENDENCYPART_GRANDPAR
(8,15),(15,28),-0.145299 # DEPENDENCYPART_GRANDPAR
(8,15),(15,29),-0.347526 # DEPENDENCYPART_GRANDPAR
(8,15),(15,30),0.130175 # DEPENDENCYPART_GRANDPAR
(8,15),(15,32),-0.797585 # DEPENDENCYPART_GRANDPAR
(8,15),(15,33),-1.71078 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-1.40024 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-1.30576 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-1.06723 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-1.11979 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-1.41324 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-1.2823 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.945976 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.741633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),0.455805 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),0.212473 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.27295 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.260423 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.367746 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.221179 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.280398 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-1.10571 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.762342 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.270258 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.57293 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),0.0756548 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.563498 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.495302 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.350617 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-1.0976 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-0.486042 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),-0.235552 # DEPENDENCYPART_GRANDPAR
(8,21),(21,29),-0.601814 # DEPENDENCYPART_GRANDPAR
(8,21),(21,30),-0.229482 # DEPENDENCYPART_GRANDPAR
(8,21),(21,31),-1.46521 # DEPENDENCYPART_GRANDPAR
(8,21),(21,32),-0.936572 # DEPENDENCYPART_GRANDPAR
(8,21),(21,33),-2.14185 # DEPENDENCYPART_GRANDPAR
(8,33),(33,32),-1.00578 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.07461 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.985908 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.639428 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.11734 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.07265 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.970017 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.807532 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.42667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.505305 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.563943 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.727665 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.763989 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.863277 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.828434 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.676169 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-1.06142 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-1.24178 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-1.2394 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-1.00086 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.993645 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-1.1881 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-1.28145 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-1.34082 # DEPENDENCYPART_GRANDPAR
(9,10),(10,28),-1.05453 # DEPENDENCYPART_GRANDPAR
(9,10),(10,29),-1.24462 # DEPENDENCYPART_GRANDPAR
(9,10),(10,30),-0.90523 # DEPENDENCYPART_GRANDPAR
(9,10),(10,32),-1.01279 # DEPENDENCYPART_GRANDPAR
(9,10),(10,33),-1.82855 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.142526 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.354372 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.495925 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.379296 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.572899 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.250709 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.297909 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.322602 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.533615 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.320721 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.320654 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.456267 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.452126 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.262296 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.262998 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.412332 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.358639 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.376805 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.500564 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.530928 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.291598 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.432561 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.389871 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.322042 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.329302 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.343715 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.509426 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.484607 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.572267 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.244905 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.221816 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.488873 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.382624 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.345352 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.373731 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0848608 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.621079 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.630924 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.229149 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.392302 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.873357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,13),-0.353737 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.369261 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.245919 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.324914 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.368269 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.409887 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.216724 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.46175 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.462306 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-0.730639 # DEPENDENCYPART_GRANDPAR
(10,7),(7,28),-0.156402 # DEPENDENCYPART_GRANDPAR
(10,7),(7,29),-0.399323 # DEPENDENCYPART_GRANDPAR
(10,7),(7,30),-0.602259 # DEPENDENCYPART_GRANDPAR
(10,7),(7,33),-0.599821 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.317525 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.422086 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.415802 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.305577 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.895129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.321729 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.488795 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.504386 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.380974 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.371403 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.522082 # DEPENDENCYPART_GRANDPAR
(10,8),(8,33),-0.703046 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.867733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,9),-0.869652 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.439595 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.268593 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.81081 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.869645 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.200173 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.4344 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.451472 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.03715 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.36431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.308092 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0770931 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0784441 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.174558 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0545348 # DEPENDENCYPART_GRANDPAR
