# _root_ That should stop a lot of account-churning , and produce a stock market driven only by professional concern , careful thought and good sense .
#goldHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,14,14,18,16,18,21,18,21,24,22,2,
#predictedHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,16,14,18,16,18,21,18,21,24,22,2,
(14,2),(2,22),-0.490289 # DEPENDENCYPART_GRANDPAR
(14,2),(2,25),-0.670049 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.0557704 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.289648 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.0538094 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.21409 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.358588 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.00560714 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.0988089 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.266895 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.161962 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.999944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.075257 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.185525 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.56109 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.658805 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.771629 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.684003 # DEPENDENCYPART_GRANDPAR
(14,5),(5,24),-0.912606 # DEPENDENCYPART_GRANDPAR
(14,5),(5,25),-0.885936 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.0104958 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.163086 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.464175 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.0319932 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.063341 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.136675 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.510177 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.260021 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.145059 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.360953 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0153792 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.106948 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.183158 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.999942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,21),-0.771615 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.158216 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.258108 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.130724 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.358114 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.293904 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.956351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.185923 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.479674 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.190566 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.275411 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.300355 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.463071 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.452409 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.349711 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.290041 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.944839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.0505002 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.174979 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.413456 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.431054 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.515441 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.492514 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.639229 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.560595 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.551301 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.780818 # DEPENDENCYPART_GRANDPAR
(14,10),(10,25),-0.832006 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.177206 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.364165 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.00014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.186987 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.432539 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.423046 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.358847 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0257156 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.285531 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0600895 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.00054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.075614 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.181322 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.562535 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.659154 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.773074 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.67874 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.450228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.128408 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.132021 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0358238 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.0454664 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.238462 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.186905 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.384324 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.407631 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.665061 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.639202 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.169844 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.475141 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.068216 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.0907907 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.248268 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.0140702 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),0.109832 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.307227 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.429851 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.0311842 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.124858 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.07188 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.823496 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.776945 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.45092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.533917 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.178599 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.1396 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.133047 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.00876124 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.172237 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.284241 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.0864801 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.332122 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.279223 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0585399 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.19804 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.032203 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.259608 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-1.07044 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.82302 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.574414 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.180881 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.130689 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.0431507 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.0132482 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.0519571 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.252621 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.0716108 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.333538 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.29876 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.353349 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.335662 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.275603 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.252817 # DEPENDENCYPART_GRANDPAR
(14,24),(24,11),-1.07043 # DEPENDENCYPART_GRANDPAR
(14,24),(24,15),0.549217 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),0.137068 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),0.0437544 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.023227 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),0.0583367 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.185811 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.0227766 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.110694 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.334103 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.3288 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.338585 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.031789 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.395689 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0393626 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.71981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.8493 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.03845 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.851079 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-1.14435 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.968869 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.413739 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.589875 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.132654 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.577274 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.285909 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.241626 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.351682 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.189697 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.542654 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.416539 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.70229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.900256 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.822133 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.946632 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.760566 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.949077 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.05254 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.823915 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.919917 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.15751 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-1.43597 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.852875 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.26017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.220118 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.33763 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0878868 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.34568 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.476071 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.323619 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.567438 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.958319 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.25963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,20),-0.458941 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.70906 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.807322 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.920624 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.839353 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.647471 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.1919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.361831 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.363798 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.386666 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.530374 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.711432 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.499783 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.508616 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.829364 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.994199 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.439148 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.399663 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.381544 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.824389 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.806757 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.92045 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.15521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.361203 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.376251 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.299888 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.159379 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.496123 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.477243 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.503639 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.840756 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-1.02245 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.137708 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.630109 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.922721 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.806742 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-1.17998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,17),-0.369478 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),-0.298851 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.195457 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.48935 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.413897 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.435885 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.315974 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.863249 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.459877 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.411146 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.268727 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.429662 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.346377 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.289181 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.30202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.0505373 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.688242 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.884607 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.784638 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.716414 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.3268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.162039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.00900953 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.791397 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.824463 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.481886 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.232 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.65371 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.889076 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0785271 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.0439146 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.52599 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.58277 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.46716 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.16111 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.01016 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.635281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.6464 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.130199 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0280047 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.138981 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.176459 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.572079 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.26821 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-1.04397 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.592674 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.190785 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.62445 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.366433 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-1.52526 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-1.5823 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-1.01023 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.613864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.654326 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),1.00102 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.182279 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.0215665 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.147586 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.609862 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.307528 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-1.10543 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.706962 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.759341 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-1.48035 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-1.52524 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-1.00967 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.656821 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),1.00516 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.139216 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.0240611 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.182283 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.515708 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.629056 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.389662 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.320936 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.76331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.627322 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.831795 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.12101 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.701191 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-1.13437 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.23445 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.3465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,22),0.137329 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.45783 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.491802 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-1.23153 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-1.1237 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.01153 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.833278 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.34279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.173631 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.640603 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.411686 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0331871 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.62142 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.544715 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.70608 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.622002 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.823162 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.0679994 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.270968 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-1.2789 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.399341 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.731401 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.040554 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.792742 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.348591 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0599261 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.0737361 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.208718 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.20454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.930635 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.433548 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-1.53375 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.367889 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.502219 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.681148 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.575276 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.463198 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.887782 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0124804 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.681362 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.439284 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.367668 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0144495 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.354068 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.0839034 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.06606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.801588 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.360261 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.295078 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.186922 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.908647 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.404623 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-1.107 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.325002 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.17784 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.186804 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.263563 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.06474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.369105 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.293456 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.175789 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.403003 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-1.06919 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.246211 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0578219 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0640279 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.12811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.761807 # DEPENDENCYPART_GRANDPAR
