# _root_ Mr. Eskandarian , who resigned his Della Femina post in September , becomes chairman and chief executive of Arnold .
#goldHeads=2,13,2,5,2,9,9,9,5,5,10,2,0,13,14,17,15,14,18,13,
#predictedHeads=2,13,2,5,2,9,9,9,5,5,10,2,0,13,14,17,15,14,18,13,
(11,18),(18,19),-0.300908 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.379148 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.160191 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.484528 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.102613 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.562254 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.53889 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.0629767 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.830517 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.16834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,20),-0.800773 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.873247 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.511988 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.0886358 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.576413 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.304334 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.373331 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.325074 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.554056 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.0458305 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.233395 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.857977 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.16825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),0.0444442 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.516454 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.549233 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.11271 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.822728 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.800743 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.189746 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.293348 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0216929 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.238342 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.34214 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.294184 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.500892 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.0167782 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.211571 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.169289 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.132774 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.204859 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.155662 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.281697 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0615541 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.055677 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.471677 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.969468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),0.35093 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.195934 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.242752 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),0.111096 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.532805 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.469357 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0301723 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.269898 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.180641 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.306741 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.145971 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.0976083 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0888468 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0491092 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.304378 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.271352 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.0965754 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.322857 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0462557 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.231313 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.857551 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.16825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),0.0444442 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.516454 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.0604621 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.301824 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.273917 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.0991408 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.228872 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.561476 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0388103 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.238399 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.864185 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.16825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),0.0444442 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.516454 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.800743 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),0.547495 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.0384062 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.355117 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.248319 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.313032 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.283652 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.197798 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.147846 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0311127 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.187015 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.784661 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.07094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.100565 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.477667 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.494413 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.00402207 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.769935 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.735369 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.260621 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.52117 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.044958 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.498918 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.20738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.0554341 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.499098 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.540717 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.0970428 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.211767 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.155883 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.344122 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.880451 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.16826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.0444434 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.516455 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.549234 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.112711 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.324846 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.273113 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.334004 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.576412 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.0659828 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.395071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0668627 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.385263 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.202 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.629272 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.135343 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.436534 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.426115 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.406239 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.140682 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.292068 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.215774 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.353047 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.183214 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.324683 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.443419 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.27344 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.334291 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.577262 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.749149 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0656084 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.209913 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.60963 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.089231 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.393453 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.145793 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.179307 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.625838 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.176543 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.309404 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.422558 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.339767 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.580647 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-1.11772 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.570451 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.654866 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.612578 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.600098 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.257584 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.769227 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.615178 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.939451 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.596294 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.558392 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.507698 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.628831 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.613522 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0201629 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0138231 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.348201 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.119611 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.58067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.574191 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-1.05331 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-1.13456 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.779553 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-1.02489 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.694153 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.360627 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0945186 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.251271 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.037833 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.51782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.46081 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.991344 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.640279 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.458817 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.449108 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.487744 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.318779 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0167204 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.49298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.466404 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.964822 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.06032 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.67406 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.496188 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-1.07548 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.518609 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.604488 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.546043 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.509279 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.492071 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.306661 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0588325 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.177359 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.334824 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.36899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.35472 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.525979 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.84245 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.10822 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.623885 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.966737 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.971558 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.128852 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.178041 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.473336 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0370505 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.270982 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.06047 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-1.11558 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.27176 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-1.13027 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.989037 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.892773 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.745772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.430322 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.278785 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.25988 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.136123 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.489651 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.422921 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.18308 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.443614 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.191271 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.341946 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.474342 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.175392 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.138826 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.501203 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.217194 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.000218286 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.179044 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.257588 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),0.327269 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),0.247233 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.0926851 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),0.299054 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.437549 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.137133 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.303037 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.57276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,17),0.105932 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-1.11482 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.884999 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-1.27988 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.616782 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.258282 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-1.02748 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.911226 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.823273 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.856954 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.85175 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.871716 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.00273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.34626 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.567062 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.141436 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.706761 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.845306 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.291101 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-1.02291 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),1.16413 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),1.09717 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.660718 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.0427393 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.169748 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.522323 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.06125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.00173256 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.559749 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.690785 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.685401 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.534104 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.665533 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.731734 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.718573 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.491012 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.558056 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.605131 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.668086 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.635878 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.483526 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.419637 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.290703 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.0355001 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.0035358 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.0472865 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.220014 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.964479 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.731886 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.512453 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.56993 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.578962 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.528274 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.742572 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.726582 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.262989 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.323326 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.0921123 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.135859 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.0730744 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.0796209 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.47891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.979958 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.981132 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-1.04999 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.634901 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.35598 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.385231 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.0530027 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.0270405 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.0164435 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.234685 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.41713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,6),-0.633832 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.564333 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.553943 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.502093 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.0163692 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.00145413 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.0503604 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.211633 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.38961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.905512 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.552421 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.376168 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.392326 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.588753 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.0251374 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.165285 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.165614 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0323896 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.47892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.978092 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.981248 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-1.05001 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.590028 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.33766 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.34473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.875158 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.694553 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.919952 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.871985 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.845416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.186586 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.527479 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.669934 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.801952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.481792 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.408056 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-1.08984 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.707407 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.678059 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.629975 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.6545 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.593904 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.30247 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.564246 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.68229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.209671 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.835965 # DEPENDENCYPART_GRANDPAR
