# _root_ The average discount rate on new three-month Treasury bills was 7.37 % , the lowest since the average of 7.36 % at the auction on Oct. 17 , 1988 .
#goldHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
#predictedHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
(8,10),(10,9),-0.145021 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.255066 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.165534 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.469471 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.511355 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0857896 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.359554 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.41445 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-1.13042 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.59892 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.393516 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.700307 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.621662 # DEPENDENCYPART_GRANDPAR
(8,10),(10,28),-0.871301 # DEPENDENCYPART_GRANDPAR
(8,10),(10,30),-1.19414 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.7325 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.0447997 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.707301 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.66407 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.759201 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.332583 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.759489 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.901002 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.823579 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.968557 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.68976 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.754897 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.874423 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.14902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.090039 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.530247 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.18576 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.595392 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.640263 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.226339 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.509346 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.508667 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.953098 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.731748 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.545212 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.782254 # DEPENDENCYPART_GRANDPAR
(8,12),(12,28),-0.997221 # DEPENDENCYPART_GRANDPAR
(8,12),(12,30),-1.08129 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.641111 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.16553 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.0906523 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.529514 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.851294 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.894069 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.710498 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.771965 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.451925 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.751113 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.800715 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.789237 # DEPENDENCYPART_GRANDPAR
(8,18),(18,28),-0.944275 # DEPENDENCYPART_GRANDPAR
(8,18),(18,30),-1.01238 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.735596 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.502162 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.490632 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.333509 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.764776 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.610639 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.294577 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.408082 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.269507 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.49769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,1),-0.747952 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.636241 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.652169 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.34155 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.199072 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.270743 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.186927 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.49793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.765894 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.866556 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.996034 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.849686 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.839749 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-1.02807 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-1.13367 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.32661 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.927673 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-1.20192 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-1.23587 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-1.34053 # DEPENDENCYPART_GRANDPAR
(9,4),(4,30),-0.84988 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.384773 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.334588 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.404793 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.208556 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.47871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.732346 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.786173 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.82614 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.766588 # DEPENDENCYPART_GRANDPAR
(9,5),(5,30),-0.770144 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.379672 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.263472 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.436429 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.247117 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.01243 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.367119 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.24373 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.357071 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.228689 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.45755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.718842 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.891709 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.740834 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.85817 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.800289 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.01235 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.378602 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.639262 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.592137 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.43519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.685104 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.862625 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.7393 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.950715 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.02391 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.02512 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.12497 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.788083 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.09496 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.926066 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.986974 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.79473 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.23252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.263547 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.206355 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.306409 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.188117 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.225112 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.105875 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.448007 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.476246 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.267473 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.202161 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.494321 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.819157 # DEPENDENCYPART_GRANDPAR
(9,10),(10,28),-0.362802 # DEPENDENCYPART_GRANDPAR
(9,10),(10,30),-0.417312 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.15604 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.0331 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.1191 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.05655 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.11732 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.98279 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.03589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.157892 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.274582 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0783932 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.108469 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.19795 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0940939 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.173682 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.17256 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),0.0472079 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.213208 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.341135 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.134786 # DEPENDENCYPART_GRANDPAR
(9,12),(12,30),-0.135838 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.287638 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.843734 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.08915 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.891278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,12),-0.0408426 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.119374 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.122811 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.13703 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.465056 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.458009 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.470059 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.244828 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.343788 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.569807 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.570277 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.201874 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0957771 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.218978 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.477188 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.567961 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.475656 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.419733 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.348401 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.441762 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.707535 # DEPENDENCYPART_GRANDPAR
(9,16),(16,29),-0.19337 # DEPENDENCYPART_GRANDPAR
(9,16),(16,30),-0.455135 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.0891054 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.154631 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.298194 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.336914 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.346093 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.517966 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.263241 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.321986 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.545248 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.583888 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.897158 # DEPENDENCYPART_GRANDPAR
(9,18),(18,28),-0.277509 # DEPENDENCYPART_GRANDPAR
(9,18),(18,30),-0.257411 # DEPENDENCYPART_GRANDPAR
(9,30),(30,29),-0.301776 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.527247 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0815633 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.399104 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.459759 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.533507 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.33936 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.0788299 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.488866 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.139509 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.16701 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.716347 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.460996 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.102565 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.496068 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.198569 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0369257 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.0785547 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.21305 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.904656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.0809978 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.563649 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.908746 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.511098 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.223566 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.729272 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.324298 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.617711 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.272182 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-0.559943 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-0.177084 # DEPENDENCYPART_GRANDPAR
(10,4),(4,30),-1.49094 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.244885 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.399278 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.146393 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.220177 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.165949 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.03528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.158409 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.465971 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.562898 # DEPENDENCYPART_GRANDPAR
(10,5),(5,30),-1.51366 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.32959 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.253404 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.231173 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.068061 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.384126 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.301347 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.288216 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.289386 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0357004 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0884741 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.903127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.166499 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.00266169 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.409265 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.510718 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.384043 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.281477 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.469417 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.18964 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0861951 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.02489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.293147 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.180197 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.72419 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.848536 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.165724 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.0409983 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.44278 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.518675 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0200739 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.533353 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.359569 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.219772 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.931967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.0246985 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.531079 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.528853 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.235454 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.686095 # DEPENDENCYPART_GRANDPAR
(10,9),(9,30),-1.48083 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),0.016134 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.739748 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.290845 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.149054 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.00284163 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0232473 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.113274 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.281539 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.366145 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.805246 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),0.237176 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.860942 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.664195 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.67599 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.704689 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.207315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.320708 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.00974816 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0648829 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.174555 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.356622 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.168808 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.195315 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.141211 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.337922 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.110652 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.105615 # DEPENDENCYPART_GRANDPAR
(10,12),(12,30),-1.34367 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0567566 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.576224 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.215213 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0957616 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.192827 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.752813 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.0160751 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.736903 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.56942 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.345213 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.109611 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0557539 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.146633 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0708402 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.149875 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.0158737 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.0198325 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.00862795 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),0.00046244 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.396669 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.208318 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.128283 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.68157 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.197793 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.0664684 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.00165025 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.132143 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.156337 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.197922 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),0.157142 # DEPENDENCYPART_GRANDPAR
(10,16),(16,30),-1.34696 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.0914228 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.143089 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0561967 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.501764 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.014265 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.11419 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0336124 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.0690017 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),0.0737864 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.0909597 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.20914 # DEPENDENCYPART_GRANDPAR
(10,18),(18,28),0.0951075 # DEPENDENCYPART_GRANDPAR
(10,18),(18,30),-1.13719 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.353303 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.10323 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.2749 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.257461 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.143214 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.298215 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.461317 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),0.0784872 # DEPENDENCYPART_GRANDPAR
(10,21),(21,11),0.320708 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.234543 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.032533 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.82773 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.209979 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.134486 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.205395 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.337922 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.110652 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.368556 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-0.470328 # DEPENDENCYPART_GRANDPAR
