# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,7,7,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(10,17),(17,5),-0.819671 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.02889 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-1.00066 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.910694 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.879391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.312966 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0314415 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.347913 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.482553 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.202167 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.535375 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.606119 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.459688 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.526091 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.961962 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.0509109 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.417346 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.786602 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.505762 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.364239 # DEPENDENCYPART_GRANDPAR
(10,24),(24,1),-1.37081 # DEPENDENCYPART_GRANDPAR
(10,24),(24,2),-1.71754 # DEPENDENCYPART_GRANDPAR
(10,24),(24,3),-1.01889 # DEPENDENCYPART_GRANDPAR
(10,24),(24,4),-1.33221 # DEPENDENCYPART_GRANDPAR
(10,24),(24,5),-0.748472 # DEPENDENCYPART_GRANDPAR
(10,24),(24,6),-0.857864 # DEPENDENCYPART_GRANDPAR
(10,24),(24,7),-1.05584 # DEPENDENCYPART_GRANDPAR
(10,24),(24,8),-1.13131 # DEPENDENCYPART_GRANDPAR
(10,24),(24,9),-0.91803 # DEPENDENCYPART_GRANDPAR
(10,24),(24,10),-0.890557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,24),(24,12),0.0194704 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),-0.355479 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.460407 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.238221 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.391021 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.286832 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.385323 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.602826 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.807953 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.411672 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.918741 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.01082 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.11498 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.936681 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.05308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.493774 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.701705 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.232378 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0648983 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.0708238 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.470301 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.582669 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.296701 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.602093 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.36363 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.137162 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.00402 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.51546 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.09447 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.929881 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.941318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.26306 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.376846 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.173712 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.97 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.60215 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.114973 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0884856 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0408756 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.30847 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.613311 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.208998 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.855298 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-1.02344 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.99094 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.811001 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-1.07716 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.35673 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-1.23075 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-1.00084 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.19426 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.966663 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-1.00301 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.880385 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.52526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.246553 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.277442 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.671189 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.614111 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.90121 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.707316 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.879203 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.657701 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-1.44935 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.0133 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.939158 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.3351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.389115 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0607183 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.68765 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.804463 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.658374 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-1.17868 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.85532 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.614669 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.583434 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.587398 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-1.08783 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.772544 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.475578 # DEPENDENCYPART_GRANDPAR
(11,23),(23,5),-0.989064 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.465243 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.560892 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.310893 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.299858 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.964028 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.371583 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.691885 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.708603 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.61774 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.468681 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.362742 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.499111 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.610716 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.373448 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.513721 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.584271 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.730213 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.78903 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.574274 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.509649 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.463949 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.445295 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.068749 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.587754 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.384095 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.513721 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.28302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.397981 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.569742 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.768345 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.853538 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.28499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.346253 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.399351 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.576888 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.564362 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.778804 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.855157 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.543945 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.875891 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.468032 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.986499 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.12579 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.06325 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.861454 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.842902 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.0342768 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.504048 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-1.08701 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.00133 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.758434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),-0.0499759 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.270332 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.298093 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.106839 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.125305 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.233496 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.326471 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.243117 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.426039 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.246334 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.03742 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.08403 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.15098 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.00842 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.989105 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.922659 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.912373 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.915197 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.900553 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.73661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),-0.0315744 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.128722 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.22937 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.0196448 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.370701 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.451975 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.301224 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.396547 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.976891 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.851846 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.916731 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.782171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,14),-0.0457981 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.156916 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.0909873 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.340085 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.457432 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.429343 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.243509 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.637194 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.317765 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.481853 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.462088 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.234839 # DEPENDENCYPART_GRANDPAR
(12,23),(23,5),-1.00432 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.336261 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),0.209825 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),0.10592 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.161149 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.145168 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.212692 # DEPENDENCYPART_GRANDPAR
(12,24),(24,1),-1.02578 # DEPENDENCYPART_GRANDPAR
(12,24),(24,2),-1.11582 # DEPENDENCYPART_GRANDPAR
(12,24),(24,3),-1.13386 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-1.15933 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),-0.918855 # DEPENDENCYPART_GRANDPAR
(12,24),(24,6),-0.918723 # DEPENDENCYPART_GRANDPAR
(12,24),(24,7),-0.997547 # DEPENDENCYPART_GRANDPAR
(12,24),(24,8),-1.03715 # DEPENDENCYPART_GRANDPAR
(12,24),(24,9),-0.90073 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-0.92885 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.710218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,14),-0.0385512 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),-0.127205 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),0.163828 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.262713 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.348196 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),0.0670049 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.380606 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.324668 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.239302 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.470745 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.893654 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.15452 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.957389 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.81851 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.726056 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.17737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.232766 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.166793 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.823052 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.733207 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.39584 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.386582 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.264875 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.0317962 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.475643 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.38342 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.456574 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.419029 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.655413 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.480691 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.475836 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.178207 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.509975 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.561346 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.482975 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.500516 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.414481 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.227168 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.464776 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0999511 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.435455 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.466689 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.456574 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.415068 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.79176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-1.11285 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-1.16009 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-1.07471 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.353869 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.434785 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.79028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.820127 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.10114 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.16767 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.07346 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-1.16169 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.10627 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.75623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,5),-0.913667 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.882081 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.34827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.551584 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.682466 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.42747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.37778 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.565711 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.483418 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.465291 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.530904 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.695946 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.091212 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.162643 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.0610533 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.029056 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.493558 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.0692574 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.116577 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.0821726 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.254485 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.0500418 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.0968148 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.52969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.271441 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.687872 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.714287 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-0.601117 # DEPENDENCYPART_GRANDPAR
(15,5),(5,24),-0.72867 # DEPENDENCYPART_GRANDPAR
(15,5),(5,25),-0.726645 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.0654531 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.118433 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.0057449 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.131003 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.198118 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.350469 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.57762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.425104 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.680936 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.70423 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.624791 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.683716 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.807099 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.733475 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.0574141 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.0536069 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.151161 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.0137839 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0242483 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0674001 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.57759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.421721 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.400282 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.15189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.115313 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.179051 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.13479 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.231298 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.231177 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.537559 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.331474 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.504637 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.447138 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.450261 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.431328 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.46636 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.272222 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.425631 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.43142 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.400946 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.11112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.0784301 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.215146 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.20859 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.323755 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.331792 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.435635 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.0128431 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.208818 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.143713 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.072861 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.00282046 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0135414 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.323186 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.29482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,5),-0.204608 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.232343 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.430823 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.27806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.148844 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.710988 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.896036 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.438882 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.690243 # DEPENDENCYPART_GRANDPAR
