# _root_ The multibillion-dollar prospects , where the bidder must line up a consortium of banks and / or issue billions in high-yield debt , were where the damage was concentrated .
#goldHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,9,15,15,15,18,19,22,20,3,0,29,27,28,24,28,24,
#predictedHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,8,15,16,19,15,19,22,20,24,0,29,27,28,24,28,24,
(9,14),(14,24),0.0702211 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.302329 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0104934 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.13348 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.237131 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.359269 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.204423 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.256485 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.206274 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.0532085 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.181789 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.427188 # DEPENDENCYPART_GRANDPAR
(9,15),(15,28),0.145156 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),-0.0547995 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.160685 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.257724 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.368064 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.159288 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.285999 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.21126 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.0171306 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),0.150697 # DEPENDENCYPART_GRANDPAR
(9,16),(16,29),-0.0767111 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.244682 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.346058 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.108962 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.35965 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.183835 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.0160948 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-0.429482 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.776492 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.277023 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.119884 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.30546 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.301027 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.236992 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.00130399 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.350281 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.181133 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.30766 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),0.101692 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.394919 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.434981 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),0.221838 # DEPENDENCYPART_GRANDPAR
(9,19),(19,29),-0.0985398 # DEPENDENCYPART_GRANDPAR
(9,19),(19,30),-0.846799 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.281583 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.36988 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.100434 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.419152 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.0520659 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.413218 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.387133 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.280038 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.306446 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.358657 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.231601 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),0.00895745 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.360596 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.504773 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),0.193001 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),-0.086988 # DEPENDENCYPART_GRANDPAR
(9,24),(24,3),-0.553784 # DEPENDENCYPART_GRANDPAR
(9,24),(24,4),-0.886854 # DEPENDENCYPART_GRANDPAR
(9,24),(24,5),0.0556627 # DEPENDENCYPART_GRANDPAR
(9,24),(24,7),-0.666406 # DEPENDENCYPART_GRANDPAR
(9,24),(24,8),-0.752419 # DEPENDENCYPART_GRANDPAR
(9,24),(24,9),-0.728628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,24),(24,10),0.41678 # DEPENDENCYPART_GRANDPAR
(9,24),(24,12),0.0712309 # DEPENDENCYPART_GRANDPAR
(9,24),(24,13),0.314237 # DEPENDENCYPART_GRANDPAR
(9,24),(24,14),-0.159601 # DEPENDENCYPART_GRANDPAR
(9,24),(24,15),0.270765 # DEPENDENCYPART_GRANDPAR
(9,24),(24,16),0.0973053 # DEPENDENCYPART_GRANDPAR
(9,24),(24,17),0.111738 # DEPENDENCYPART_GRANDPAR
(9,24),(24,18),-0.432521 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),-0.339573 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.0647202 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.454429 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.376584 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.517604 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.229587 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.289902 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.428574 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),0.06085 # DEPENDENCYPART_GRANDPAR
(9,24),(24,29),-0.0586234 # DEPENDENCYPART_GRANDPAR
(9,24),(24,30),-0.953527 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.286466 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.539257 # DEPENDENCYPART_GRANDPAR
(9,28),(28,3),-0.585025 # DEPENDENCYPART_GRANDPAR
(9,28),(28,4),-0.895166 # DEPENDENCYPART_GRANDPAR
(9,28),(28,5),0.0349889 # DEPENDENCYPART_GRANDPAR
(9,28),(28,7),-0.660155 # DEPENDENCYPART_GRANDPAR
(9,28),(28,8),-0.768781 # DEPENDENCYPART_GRANDPAR
(9,28),(28,9),-0.681501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,28),(28,10),0.473746 # DEPENDENCYPART_GRANDPAR
(9,28),(28,12),0.271726 # DEPENDENCYPART_GRANDPAR
(9,28),(28,14),-0.352074 # DEPENDENCYPART_GRANDPAR
(9,28),(28,15),0.298545 # DEPENDENCYPART_GRANDPAR
(9,28),(28,16),0.135327 # DEPENDENCYPART_GRANDPAR
(9,28),(28,17),0.15317 # DEPENDENCYPART_GRANDPAR
(9,28),(28,18),-0.228444 # DEPENDENCYPART_GRANDPAR
(9,28),(28,19),-0.529847 # DEPENDENCYPART_GRANDPAR
(9,28),(28,20),-0.0291935 # DEPENDENCYPART_GRANDPAR
(9,28),(28,21),-0.453252 # DEPENDENCYPART_GRANDPAR
(9,28),(28,22),-0.175762 # DEPENDENCYPART_GRANDPAR
(9,28),(28,23),-0.453111 # DEPENDENCYPART_GRANDPAR
(9,28),(28,25),0.0649747 # DEPENDENCYPART_GRANDPAR
(9,28),(28,26),-0.348177 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),-0.471904 # DEPENDENCYPART_GRANDPAR
(9,28),(28,29),-0.090321 # DEPENDENCYPART_GRANDPAR
(9,28),(28,30),-1.02317 # DEPENDENCYPART_GRANDPAR
(9,29),(29,3),-0.547303 # DEPENDENCYPART_GRANDPAR
(9,29),(29,4),-0.877624 # DEPENDENCYPART_GRANDPAR
(9,29),(29,5),0.386012 # DEPENDENCYPART_GRANDPAR
(9,29),(29,8),-0.712563 # DEPENDENCYPART_GRANDPAR
(9,29),(29,20),-0.0685638 # DEPENDENCYPART_GRANDPAR
(9,29),(29,22),-0.262988 # DEPENDENCYPART_GRANDPAR
(9,29),(29,25),-0.224802 # DEPENDENCYPART_GRANDPAR
(9,29),(29,26),-0.435056 # DEPENDENCYPART_GRANDPAR
(9,29),(29,27),-0.523567 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),0.0950945 # DEPENDENCYPART_GRANDPAR
(9,29),(29,30),-0.882624 # DEPENDENCYPART_GRANDPAR
(9,30),(30,29),0.00419292 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.387004 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.40486 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.49034 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.337295 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.240967 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.31025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.266797 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.659508 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.573452 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.421964 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.367628 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.424714 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.298952 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.496601 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.161253 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.228839 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.30767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.362528 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.571755 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.746543 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.828445 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.09494 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.899997 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.716426 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.921098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.2855 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.106708 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.275421 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.269434 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.255988 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.130048 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.225404 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.436911 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.314697 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.531558 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.607176 # DEPENDENCYPART_GRANDPAR
(10,12),(12,29),-0.403616 # DEPENDENCYPART_GRANDPAR
(10,12),(12,30),-0.472483 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.118055 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.237002 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.161844 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.126646 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.327183 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.00597422 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.249232 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.189697 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.189165 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0517932 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.460684 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.236544 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.263799 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.436764 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.00167479 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.125935 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.188053 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.614232 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.0947497 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.81263 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.293302 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.969085 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.849343 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.53235 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.00543851 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.0719766 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.00165584 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.143411 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.23726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.53374 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.424536 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.473411 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.681962 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.731454 # DEPENDENCYPART_GRANDPAR
(12,3),(3,23),-1.04322 # DEPENDENCYPART_GRANDPAR
(12,3),(3,30),-1.5348 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.909955 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-1.03231 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.333229 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.409046 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.753517 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.998151 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.795034 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.145396 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0325371 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.134484 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.33121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.647243 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.574614 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.96611 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.331362 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.435235 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.951673 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.894247 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.728837 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0106329 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0780092 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0506808 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.09255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.548116 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.318687 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.300416 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.565878 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.609184 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.847185 # DEPENDENCYPART_GRANDPAR
(12,8),(8,30),-1.3366 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.862342 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0353678 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.15634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.511921 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.356484 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.611041 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.311884 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.075702 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.197738 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.237402 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.0925333 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.647975 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.577527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),0.352307 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0906649 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0300393 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.0740606 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.25729 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.252179 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.447593 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.063089 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.177954 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.155216 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.136065 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.0706427 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.357614 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.631958 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.0205513 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.962354 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.462741 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.0127651 # DEPENDENCYPART_GRANDPAR
(12,15),(15,28),-0.999974 # DEPENDENCYPART_GRANDPAR
(12,15),(15,29),-0.234857 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0460888 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.100862 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0209814 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.219406 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.549143 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.0743361 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.692721 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.774309 # DEPENDENCYPART_GRANDPAR
(12,16),(16,29),-0.102176 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.137368 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.113131 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.296722 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.598888 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.0734081 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.699431 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),0.0312928 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.000835495 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.667748 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.224147 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.271873 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.641418 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.570824 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),-0.346266 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.471511 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.114949 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.596821 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.270296 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.526625 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.587432 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.405312 # DEPENDENCYPART_GRANDPAR
(12,22),(22,28),-0.629364 # DEPENDENCYPART_GRANDPAR
(12,22),(22,29),-0.0701473 # DEPENDENCYPART_GRANDPAR
(12,24),(24,3),-0.925318 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-1.42419 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),-1.32366 # DEPENDENCYPART_GRANDPAR
(12,24),(24,7),-0.528002 # DEPENDENCYPART_GRANDPAR
(12,24),(24,8),-0.468564 # DEPENDENCYPART_GRANDPAR
(12,24),(24,9),-0.449954 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-0.530288 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.658528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,13),0.170805 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),0.286895 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),0.25419 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),0.115262 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),0.0327569 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.589132 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.0374149 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.0781913 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.632575 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.39307 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.405146 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.377641 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.559212 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.321776 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.695439 # DEPENDENCYPART_GRANDPAR
(12,24),(24,29),-0.0155099 # DEPENDENCYPART_GRANDPAR
(12,24),(24,30),-1.19767 # DEPENDENCYPART_GRANDPAR
(12,28),(28,3),-0.943034 # DEPENDENCYPART_GRANDPAR
(12,28),(28,4),-1.42025 # DEPENDENCYPART_GRANDPAR
(12,28),(28,5),-1.33038 # DEPENDENCYPART_GRANDPAR
(12,28),(28,7),-0.507971 # DEPENDENCYPART_GRANDPAR
(12,28),(28,8),-0.471383 # DEPENDENCYPART_GRANDPAR
(12,28),(28,9),-0.452257 # DEPENDENCYPART_GRANDPAR
(12,28),(28,10),-0.532468 # DEPENDENCYPART_GRANDPAR
(12,28),(28,12),-0.549933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,28),(28,14),-0.01965 # DEPENDENCYPART_GRANDPAR
(12,28),(28,15),0.199709 # DEPENDENCYPART_GRANDPAR
(12,28),(28,16),0.0685514 # DEPENDENCYPART_GRANDPAR
(12,28),(28,17),-0.0111738 # DEPENDENCYPART_GRANDPAR
(12,28),(28,18),-0.480651 # DEPENDENCYPART_GRANDPAR
(12,28),(28,19),-0.336669 # DEPENDENCYPART_GRANDPAR
(12,28),(28,20),-0.150979 # DEPENDENCYPART_GRANDPAR
(12,28),(28,21),-0.704893 # DEPENDENCYPART_GRANDPAR
(12,28),(28,22),-0.284212 # DEPENDENCYPART_GRANDPAR
(12,28),(28,23),-0.411779 # DEPENDENCYPART_GRANDPAR
(12,28),(28,25),-0.0535577 # DEPENDENCYPART_GRANDPAR
(12,28),(28,26),-0.528502 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.353469 # DEPENDENCYPART_GRANDPAR
(12,28),(28,29),0.0305004 # DEPENDENCYPART_GRANDPAR
(12,28),(28,30),-1.19223 # DEPENDENCYPART_GRANDPAR
(12,29),(29,3),-1.01098 # DEPENDENCYPART_GRANDPAR
(12,29),(29,4),-1.49593 # DEPENDENCYPART_GRANDPAR
(12,29),(29,5),-1.14743 # DEPENDENCYPART_GRANDPAR
(12,29),(29,8),-0.520606 # DEPENDENCYPART_GRANDPAR
(12,29),(29,20),-0.2962 # DEPENDENCYPART_GRANDPAR
(12,29),(29,22),-0.370218 # DEPENDENCYPART_GRANDPAR
(12,29),(29,25),-0.322109 # DEPENDENCYPART_GRANDPAR
(12,29),(29,26),-0.611443 # DEPENDENCYPART_GRANDPAR
(12,29),(29,27),-0.409196 # DEPENDENCYPART_GRANDPAR
(12,29),(29,28),-0.694342 # DEPENDENCYPART_GRANDPAR
(12,29),(29,30),-1.11764 # DEPENDENCYPART_GRANDPAR
(12,30),(30,29),-0.140024 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.302 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.19836 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.428426 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-1.01575 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.423192 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.259093 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.460094 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.175219 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.388691 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.319182 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-1.0913 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.592854 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-1.25841 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.681126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.162507 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-1.35538 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-1.15001 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.875324 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-1.08339 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-1.57488 # DEPENDENCYPART_GRANDPAR
(13,15),(15,28),-0.920598 # DEPENDENCYPART_GRANDPAR
(13,15),(15,29),-0.974001 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.501443 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-1.15473 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.594988 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.180197 # DEPENDENCYPART_GRANDPAR
