# _root_ DPC Acquisition Partners , a hostile suitor for Dataproducts Corp. , said it intends to launch a tender offer for the computer printer maker 's common stock .
#goldHeads=3,3,12,3,7,7,3,7,8,9,3,0,14,12,14,15,19,19,16,19,24,24,24,27,24,27,20,12,
#predictedHeads=3,3,12,3,7,7,3,7,8,9,3,0,14,12,14,15,19,19,16,19,24,24,24,27,24,27,20,12,
(16,7),(7,5),-0.443389 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.179434 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.0249168 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.432097 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.40141 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.448509 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.174375 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.62698 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.271453 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.340361 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.00169224 # DEPENDENCYPART_GRANDPAR
(16,7),(7,27),-0.346633 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.604373 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.133505 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.546607 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.53364 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.714112 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.301013 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.644654 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.344743 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.376594 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.197183 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.0222249 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.108588 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.388278 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.119108 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.422563 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.261225 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.211158 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.327551 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.104093 # DEPENDENCYPART_GRANDPAR
(16,9),(9,25),-2.18535 # DEPENDENCYPART_GRANDPAR
(16,9),(9,27),-0.309462 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.430298 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.295068 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.434227 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.345481 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.857716 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.277494 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.259775 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),0.345793 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.974419 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.909976 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.452568 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.254155 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.035408 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.00720204 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.00998347 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-2.11614 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.308511 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.210346 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.555053 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.058951 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.116859 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.125154 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-1.82672 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),0.378047 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.495126 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.0487396 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-2.06304 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.48319 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.0242935 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.0394537 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-2.05605 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.947423 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.487845 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.320959 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.239427 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.405477 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.0266112 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.0797082 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-2.06611 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),0.0121821 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),0.332359 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),0.0708813 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.0475921 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-1.73673 # DEPENDENCYPART_GRANDPAR
(16,27),(27,17),0.862755 # DEPENDENCYPART_GRANDPAR
(16,27),(27,18),0.461545 # DEPENDENCYPART_GRANDPAR
(16,27),(27,19),0.294659 # DEPENDENCYPART_GRANDPAR
(16,27),(27,21),-0.503528 # DEPENDENCYPART_GRANDPAR
(16,27),(27,22),0.00582153 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),0.0519553 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),0.0564307 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-1.40059 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),0.0428061 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),0.130215 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.979513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.150471 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.260256 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.706665 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0897435 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.599451 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.685988 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.665807 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.5997 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.876177 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.756515 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.7016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.909888 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.67458 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.0499 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.02129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0622596 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.389353 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.368538 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.152197 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-1.1113 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.163456 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.156085 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.460976 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.268514 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.23067 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.090985 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.929267 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.0141157 # DEPENDENCYPART_GRANDPAR
(18,27),(27,17),-1.05126 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-1.00096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),0.258438 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),-0.395693 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.3041 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.330663 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.178099 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.0641375 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.0950481 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.449194 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.618361 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.607346 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.383653 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.337567 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),0.0271011 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),0.0129159 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.0647959 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.1843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.483059 # DEPENDENCYPART_GRANDPAR
(19,9),(9,25),-1.07534 # DEPENDENCYPART_GRANDPAR
(19,9),(9,27),-0.555642 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0342715 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.521661 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.38042 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.27278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.474851 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.644683 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.544737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.369005 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.0127955 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.0859561 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.391969 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.642515 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),0.443165 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.259492 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.177313 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.871308 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.215097 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.0766896 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0326629 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.854128 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.951805 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.581249 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.396199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.241805 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.167176 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.0459501 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.00462681 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.83227 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.223964 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),0.198599 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.0143755 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.952562 # DEPENDENCYPART_GRANDPAR
(19,27),(27,18),-0.579778 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-0.424719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,21),-0.268985 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),-0.0689458 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.0346006 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.0909071 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.238433 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.1103 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.51003 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.192983 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.338689 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.43478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.313556 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.697895 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.357363 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-1.71489 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-1.02273 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.743697 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.335157 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-1.36495 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.792076 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.84979 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.695693 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-1.34209 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-1.46804 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-1.40623 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-1.1906 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.775876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.993814 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),1.00964 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.616788 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-1.33392 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.0137722 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.101281 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.0437407 # DEPENDENCYPART_GRANDPAR
(20,27),(27,17),-1.46918 # DEPENDENCYPART_GRANDPAR
(20,27),(27,18),-1.40548 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-1.18985 # DEPENDENCYPART_GRANDPAR
(20,27),(27,21),0.808314 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.956137 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),0.552263 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.867839 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.560508 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),0.335074 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.24518 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.04901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.0410622 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-1.05157 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.0492994 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.892931 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.87023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,25),-1.18917 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-1.88365 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.37572 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-1.41069 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.38131 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.40867 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.16756 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.02302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.867153 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.144898 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.068335 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.0571093 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.680438 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.679439 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.982592 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.428157 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.493351 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-0.94176 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-1.043 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.961415 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.564814 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.474346 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.255492 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),-0.257346 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.91467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-1.22077 # DEPENDENCYPART_GRANDPAR
(24,19),(19,27),-0.942846 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.407934 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.195381 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.369036 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.350884 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.84927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-1.14482 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.87748 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.444814 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.266866 # DEPENDENCYPART_GRANDPAR
(24,22),(22,25),-1.22059 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.418142 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.413752 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.91351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-1.22059 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),-0.122188 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.11376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),-0.284368 # DEPENDENCYPART_GRANDPAR
(24,27),(27,17),-1.57309 # DEPENDENCYPART_GRANDPAR
(24,27),(27,18),-1.28171 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-1.2383 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.99033 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-1.07935 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-1.0639 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-1.1134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.223118 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.207974 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.421689 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.45185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,17),-0.0120738 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),-0.302659 # DEPENDENCYPART_GRANDPAR
(26,24),(24,19),-0.333908 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),-0.226639 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),-0.145812 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),-0.1337 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.151128 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.299884 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.64593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.478092 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.61027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,17),(17,18),-0.552567 # DEPENDENCYPART_GRANDPAR
(27,17),(17,20),-0.903926 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),-0.183052 # DEPENDENCYPART_GRANDPAR
(27,18),(18,19),-0.399382 # DEPENDENCYPART_GRANDPAR
(27,18),(18,20),-0.77397 # DEPENDENCYPART_GRANDPAR
(27,18),(18,27),-1.59453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,19),(19,9),-0.725076 # DEPENDENCYPART_GRANDPAR
(27,19),(19,17),-0.163097 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),-0.34281 # DEPENDENCYPART_GRANDPAR
(27,19),(19,20),-0.75579 # DEPENDENCYPART_GRANDPAR
(27,19),(19,22),-0.224966 # DEPENDENCYPART_GRANDPAR
(27,19),(19,23),-0.248734 # DEPENDENCYPART_GRANDPAR
(27,19),(19,24),-0.211115 # DEPENDENCYPART_GRANDPAR
(27,19),(19,25),1.57078 # DEPENDENCYPART_GRANDPAR
(27,19),(19,27),-1.59562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,21),0.375663 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),-0.255722 # DEPENDENCYPART_GRANDPAR
(27,22),(22,25),1.5682 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),0.396808 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),-0.205845 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.194111 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),1.59125 # DEPENDENCYPART_GRANDPAR
(27,24),(24,17),-0.15374 # DEPENDENCYPART_GRANDPAR
(27,24),(24,18),-0.33872 # DEPENDENCYPART_GRANDPAR
(27,24),(24,19),-0.316369 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.678477 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),0.452242 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.193676 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.164978 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),1.60059 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),-0.0918291 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.59678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,26),-0.241514 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.0691284 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),0.487754 # DEPENDENCYPART_GRANDPAR
(28,27),(27,17),-0.19685 # DEPENDENCYPART_GRANDPAR
(28,27),(27,18),-0.0615705 # DEPENDENCYPART_GRANDPAR
(28,27),(27,19),-0.220897 # DEPENDENCYPART_GRANDPAR
(28,27),(27,21),0.0326557 # DEPENDENCYPART_GRANDPAR
(28,27),(27,22),-0.217113 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),-0.438059 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),-0.482446 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),-0.540703 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.513383 # DEPENDENCYPART_GRANDPAR
