# _root_ `` The pendulum is swinging back to black and white , '' says Richard DeMoulin , the general manager of Eastman Kodak Co. 's professional photography division .
#goldHeads=4,3,4,13,4,5,5,7,8,9,4,4,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
#predictedHeads=13,3,4,13,4,5,6,7,8,9,13,13,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
(8,15),(15,22),-0.246028 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.557861 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.922644 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.217054 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.882643 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.0620715 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-1.39608 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.882029 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-1.04266 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.181892 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.139105 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.28074 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.145667 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0524711 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.228695 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.573683 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.439934 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.9779 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-1.02259 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.228109 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.78738 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),0.0182763 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.38216 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.224396 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.926025 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.680263 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),0.176158 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),0.214813 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.126242 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.747443 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.751401 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.632363 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.800366 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.161632 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.837688 # DEPENDENCYPART_GRANDPAR
(8,27),(27,1),-1.39719 # DEPENDENCYPART_GRANDPAR
(8,27),(27,4),-0.885867 # DEPENDENCYPART_GRANDPAR
(8,27),(27,5),-1.04384 # DEPENDENCYPART_GRANDPAR
(8,27),(27,17),0.173756 # DEPENDENCYPART_GRANDPAR
(8,27),(27,18),-0.0625601 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),-0.559187 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),-0.429846 # DEPENDENCYPART_GRANDPAR
(8,27),(27,23),-0.885441 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),0.0436876 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.0882026 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.787782 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.944086 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.875312 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.849931 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.798129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.299837 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0500904 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.27753 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.311734 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.440473 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.309451 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-1.25416 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.226936 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.275465 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.826271 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.718465 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.756498 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.799062 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.78084 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.867273 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.642918 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.993688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),1.02096 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.357271 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.387227 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.326816 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.283046 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.297971 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0856053 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0190651 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-1.15541 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.737698 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.652714 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.657314 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-1.44257 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),0.0823902 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-1.55588 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.93435 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.763983 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.812085 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.846183 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.865421 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.751839 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),1.18877 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.176948 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.174041 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0417775 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.421114 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.684193 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.335438 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.15684 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-1.26168 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.817047 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.739781 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.46899 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-1.81226 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.29915 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.417406 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.073348 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-1.02358 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.817122 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.875177 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.231211 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.18965 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.328268 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.540393 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0329947 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-1.33854 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.81075 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.72982 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.747912 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-1.83309 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.397476 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.587393 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.253371 # DEPENDENCYPART_GRANDPAR
(9,27),(27,1),-1.02357 # DEPENDENCYPART_GRANDPAR
(9,27),(27,4),-0.818511 # DEPENDENCYPART_GRANDPAR
(9,27),(27,5),-0.875236 # DEPENDENCYPART_GRANDPAR
(9,27),(27,17),-0.435719 # DEPENDENCYPART_GRANDPAR
(9,27),(27,18),0.0326396 # DEPENDENCYPART_GRANDPAR
(9,27),(27,21),-0.534187 # DEPENDENCYPART_GRANDPAR
(9,27),(27,22),-0.441284 # DEPENDENCYPART_GRANDPAR
(9,27),(27,23),-0.48971 # DEPENDENCYPART_GRANDPAR
(9,27),(27,24),-1.24036 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),-0.0867271 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-0.260262 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-1.1515 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.804739 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.704998 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.692608 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.646076 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.564108 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.599956 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.44962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.879902 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.811107 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.775549 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.587614 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.690554 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.868075 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.816425 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.43252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.875822 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.802662 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.584626 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.938712 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.900904 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-1.16496 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-1.33469 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.942942 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.79599 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.789016 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.63243 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.529428 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.59047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-1.06037 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.897606 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.851559 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.742259 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.12326 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.05825 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.05918 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-1.4748 # DEPENDENCYPART_GRANDPAR
(10,8),(8,27),-0.65775 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.45562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.872805 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.803954 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.782875 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.455134 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.935695 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.924003 # DEPENDENCYPART_GRANDPAR
(10,9),(9,27),-0.523526 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),-0.373471 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.57367 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.49653 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.29529 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.29864 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.13128 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.22389 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.1662 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.30105 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.86101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.297053 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.373755 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.193511 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.00033052 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.221462 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.159824 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.275873 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.202373 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.63284 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.321842 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.780456 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.766278 # DEPENDENCYPART_GRANDPAR
(10,13),(13,27),0.146576 # DEPENDENCYPART_GRANDPAR
(10,13),(13,28),-1.00982 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.67715 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.29794 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.30619 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.19259 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.21753 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.28437 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.932444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.29041 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.301047 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0155077 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.235039 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.1607 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.324232 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.34671 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.181844 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.55646 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.246345 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.491131 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.916189 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.381158 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.527368 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),0.0696056 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-1.76334 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.35219 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-1.36206 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.227 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0519275 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.446284 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.0433384 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.117754 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0724627 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.722865 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.415922 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.887543 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.99204 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.356289 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.408422 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),0.173637 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.523216 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.192258 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.827541 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.295508 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),0.337316 # DEPENDENCYPART_GRANDPAR
(10,27),(27,1),-1.76445 # DEPENDENCYPART_GRANDPAR
(10,27),(27,4),-1.35603 # DEPENDENCYPART_GRANDPAR
(10,27),(27,5),-1.36323 # DEPENDENCYPART_GRANDPAR
(10,27),(27,17),0.0718876 # DEPENDENCYPART_GRANDPAR
(10,27),(27,18),-0.127383 # DEPENDENCYPART_GRANDPAR
(10,27),(27,21),-0.682025 # DEPENDENCYPART_GRANDPAR
(10,27),(27,22),-0.379491 # DEPENDENCYPART_GRANDPAR
(10,27),(27,23),-0.769441 # DEPENDENCYPART_GRANDPAR
(10,27),(27,24),0.0843874 # DEPENDENCYPART_GRANDPAR
(10,27),(27,25),-0.195498 # DEPENDENCYPART_GRANDPAR
(10,27),(27,26),-0.405739 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.465095 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.0933033 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0832618 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.265844 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.256782 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.0595083 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.207025 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.264158 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.123041 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.210335 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.0527551 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.0461728 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0908063 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.0616468 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.197163 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.100431 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.192105 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0228795 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.208076 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.128555 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.369004 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.0324623 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.684988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),0.331596 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),0.15981 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),0.574487 # DEPENDENCYPART_GRANDPAR
(13,4),(4,28),-0.016019 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.0850298 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.343088 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.292858 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.149214 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.164843 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.173767 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.0969239 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.254968 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.0477753 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.367264 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.0769455 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.977946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,15),-0.0402688 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.190747 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.0257674 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.427508 # DEPENDENCYPART_GRANDPAR
(13,5),(5,27),-0.441924 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.14631 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.392102 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.0234325 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.0449498 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.225586 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.085228 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0942462 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.0611744 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.49147 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.12637 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.95253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.00625104 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.170273 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.210197 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.197411 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0641909 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.401552 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0695406 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.0888758 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.229762 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.0270144 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.0838825 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.266864 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.321087 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.0020565 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.294385 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.446299 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.211459 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0232779 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.556675 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0685021 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.01248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.170686 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.361621 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.0985941 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.451497 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.786519 # DEPENDENCYPART_GRANDPAR
(13,8),(8,27),-0.514709 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.338429 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.0511783 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.211479 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.08044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),0.00899751 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.257688 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.0810169 # DEPENDENCYPART_GRANDPAR
(13,9),(9,27),-0.497172 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.280235 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.425027 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.238659 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.381957 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.552749 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0647842 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.01261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.170645 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.361747 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.0987263 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.451619 # DEPENDENCYPART_GRANDPAR
(13,10),(10,27),-0.514841 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.392096 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.544651 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.401207 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.636898 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.0974311 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),0.184306 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.148598 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.52612 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.453868 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.515993 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.678424 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.773735 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.626077 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.309867 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.20947 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),1.22588 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.404069 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.38492 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0368558 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.638533 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.0961411 # DEPENDENCYPART_GRANDPAR
