# _root_ Some traders said that the closely watched Major Market Index , whose 20 stocks mimic the Dow industrials , did n't lead yesterday 's big rally .
#goldHeads=2,3,0,3,10,7,10,10,10,20,10,14,14,15,10,18,18,15,10,4,20,20,26,23,26,22,3,
#predictedHeads=2,3,0,3,10,7,10,10,10,20,10,14,14,15,4,18,18,15,10,4,20,20,26,23,26,22,3,
(7,10),(10,9),0.137101 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.357488 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.536823 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0535606 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.210747 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.319634 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.439962 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.318877 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.360727 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.228543 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.249704 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.539902 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-1.48041 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.409226 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.123155 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.182958 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.357188 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.182054 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.190758 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.276493 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.306116 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.155421 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.173777 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.445459 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.157664 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.763912 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.654205 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.184582 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0875457 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.165871 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.582744 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.152932 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.235366 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.153768 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-1.47746 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.647217 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.750117 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.625639 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.276594 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.608617 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.607596 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.00151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.0339677 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.205837 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.26109 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.481612 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.48235 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.232516 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.171319 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.763646 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.617891 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.268651 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.48907 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.268666 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.184256 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.409543 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.445776 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-1.37313 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.457 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.34136 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.938066 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.763038 # DEPENDENCYPART_GRANDPAR
(7,18),(18,8),0.165937 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.106917 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.187906 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.576446 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.159865 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.190049 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.196263 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.554644 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.591669 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.36739 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.15552 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.170578 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.303334 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.46324 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-1.45597 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.318252 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.736283 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.59276 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.245093 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-0.580405 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.878749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),0.19082 # DEPENDENCYPART_GRANDPAR
(7,20),(20,9),-0.0331425 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),-0.074712 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.456457 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.445878 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.20647 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.23628 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.246468 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.674505 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.50631 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.342717 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.459696 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),0.0423703 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.181814 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.331591 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-1.32426 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.357036 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),-0.303229 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),-0.911078 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.25061 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.499571 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.374984 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.752013 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-0.0599513 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.256486 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.231589 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.350447 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.461584 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.251343 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.46011 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-1.31252 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.430401 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.358428 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.758607 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.235512 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.35727 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-1.52331 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.533174 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.427314 # DEPENDENCYPART_GRANDPAR
(7,26),(26,12),-0.625324 # DEPENDENCYPART_GRANDPAR
(7,26),(26,16),-0.488704 # DEPENDENCYPART_GRANDPAR
(7,26),(26,17),-0.509177 # DEPENDENCYPART_GRANDPAR
(7,26),(26,18),-0.3326 # DEPENDENCYPART_GRANDPAR
(7,26),(26,21),-0.257617 # DEPENDENCYPART_GRANDPAR
(7,26),(26,22),-0.347934 # DEPENDENCYPART_GRANDPAR
(7,26),(26,23),-0.399331 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-0.986315 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.364862 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.281556 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.406217 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.112547 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.406896 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.508155 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.406706 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.400173 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.59679 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0511231 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.54799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.381414 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.7945 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.772992 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.00542 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.852484 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.732924 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.897576 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.885515 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.23988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.19742 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.14575 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-1.00589 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-1.15069 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-1.17884 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-1.72437 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.06596 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.643439 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.922624 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.836543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.189999 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.159581 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.546142 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.306324 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.295216 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.488242 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.440086 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.626465 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.202251 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.343065 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.163225 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.321294 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.404478 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.301818 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.377273 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.564899 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.249021 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.859535 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.388983 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.323521 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.348029 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.491709 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.383016 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.35688 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.40469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.599494 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.1226 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.935213 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.838807 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.605401 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.811143 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.894692 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.942917 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-1.15777 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.96 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.0186 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.854844 # DEPENDENCYPART_GRANDPAR
(9,7),(7,26),-1.04269 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.70077 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.584496 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.354396 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.54817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-1.32983 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.855928 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.941267 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.797305 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.784889 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.929855 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.342359 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.829143 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.993997 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.698545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.469651 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.498327 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.305441 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.180519 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.412746 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0637325 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.467654 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.289967 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.80271 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.592207 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.537292 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-1.23965 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.689433 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.958169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.155631 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.618246 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.456005 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.223697 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.403082 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.518462 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.776562 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.204913 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.512623 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.37481 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.983647 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.26932 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.884255 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.960277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.157865 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.591969 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.266652 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.350739 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.671925 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-1.19346 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.778043 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.817214 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.718425 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.700793 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.847287 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.228222 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.760188 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.854569 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.03846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.231398 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.726266 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.469738 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.309132 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0205726 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.601414 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.11196 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.355938 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.38489 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.768954 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.388594 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.595273 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.275126 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-1.07881 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.677822 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.45334 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-1.24299 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.983634 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.88412 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.985275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.185525 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.589499 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.277542 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.0635434 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.275266 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.339104 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.318405 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.323831 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.699892 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.469372 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.539906 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.396765 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-1.19812 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.53438 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.372596 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.24201 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.303334 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.11243 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.173774 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.407253 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.215606 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0297473 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.647778 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.374346 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.597543 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.218893 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.357677 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.210908 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.277717 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.18554 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.156911 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.487139 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.906796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.530149 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.694745 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.313014 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.539412 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.548814 # DEPENDENCYPART_GRANDPAR
(10,3),(3,27),-0.942089 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.813367 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.39566 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.236218 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.285202 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.119364 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.54162 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.555628 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.930004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.559457 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.419041 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.509223 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.600983 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.564331 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.239929 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.490779 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.156418 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.209862 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.36671 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.317995 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.50292 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.40614 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.134232 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.215828 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.383883 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.372829 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.50169 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.366119 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.335175 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.531271 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.506899 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.906105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.562169 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.693466 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.193908 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),0.0805067 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.354676 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.276615 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.511934 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.521247 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.6505 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.550507 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.488338 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-0.727216 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-1.02692 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.358166 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.220882 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.30453 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.770046 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.193408 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0930203 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.219366 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.355791 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.05157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.770046 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.770544 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.288201 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),0.000875427 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.435963 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.356665 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.719811 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.94741 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.470496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.101914 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.206097 # DEPENDENCYPART_GRANDPAR
