# _root_ She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably .
#goldHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,2,2,30,27,25,27,30,24,30,30,2,
#predictedHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,17,17,30,27,25,27,30,24,30,31,2,
(6,11),(11,14),-0.346235 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.0484411 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.0624509 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.0246322 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.300423 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.621639 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.0858789 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),0.310021 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.266864 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.532142 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.98659 # DEPENDENCYPART_GRANDPAR
(6,11),(11,27),-0.507864 # DEPENDENCYPART_GRANDPAR
(6,11),(11,33),-2.08961 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),1.08833 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.205582 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.281139 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.535926 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.10029 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-1.12925 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.311069 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.0953561 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0564521 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.297585 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.157607 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.953167 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.823155 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.823536 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.775509 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.51818 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.769423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.770251 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.360992 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.0496011 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.147915 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.54414 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.177977 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-1.53592 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.581816 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.208105 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.10648 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.354647 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.688524 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),0.0464387 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.866189 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),0.371313 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.34207 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.781442 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-1.0439 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),-1.98836 # DEPENDENCYPART_GRANDPAR
(6,17),(17,27),-0.677029 # DEPENDENCYPART_GRANDPAR
(6,17),(17,28),-0.0752387 # DEPENDENCYPART_GRANDPAR
(6,17),(17,29),-1.15675 # DEPENDENCYPART_GRANDPAR
(6,17),(17,30),-1.13874 # DEPENDENCYPART_GRANDPAR
(6,17),(17,31),-1.72761 # DEPENDENCYPART_GRANDPAR
(6,17),(17,32),-1.35012 # DEPENDENCYPART_GRANDPAR
(6,17),(17,33),-2.31455 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.697503 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.655876 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.743114 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.682755 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.47781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-1.11729 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.936346 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.73499 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.637754 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.900077 # DEPENDENCYPART_GRANDPAR
(7,5),(5,33),-1.91921 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.716495 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.758583 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.831344 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.760485 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.49995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-1.12208 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.926831 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.803953 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.700317 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.0352 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.887067 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.962248 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.13283 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.567327 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.10308 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.15768 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.14943 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.07944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.553353 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.592282 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.736386 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.22378 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.989913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.232867 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.286571 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.292926 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.376983 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-1.18402 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-1.13806 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-1.12374 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-1.07712 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-1.11217 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-1.26691 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-1.02174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.532301 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.363465 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.189711 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.0187021 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.570284 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.482301 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.382948 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.349747 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.206509 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.544005 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.50048 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.655344 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-1.60288 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.135037 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.87019 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-1.07956 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.605129 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.790715 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.401643 # DEPENDENCYPART_GRANDPAR
(7,17),(17,28),-0.738025 # DEPENDENCYPART_GRANDPAR
(7,17),(17,29),-0.829442 # DEPENDENCYPART_GRANDPAR
(7,17),(17,30),-0.673131 # DEPENDENCYPART_GRANDPAR
(7,17),(17,31),-0.825884 # DEPENDENCYPART_GRANDPAR
(7,17),(17,32),-1.02156 # DEPENDENCYPART_GRANDPAR
(7,17),(17,33),-1.44089 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0669068 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.00478937 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.208519 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.389676 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.105861 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.84944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.526538 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.934074 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.752995 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-1.07497 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.871776 # DEPENDENCYPART_GRANDPAR
(8,4),(4,27),-0.890425 # DEPENDENCYPART_GRANDPAR
(8,4),(4,30),-1.04532 # DEPENDENCYPART_GRANDPAR
(8,4),(4,33),-1.56791 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.062795 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.370898 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.0904363 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.373277 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.34707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.300181 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.122863 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.307211 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.425514 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.334249 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.281284 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.367609 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.105981 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.67633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.851687 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.996126 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-1.26866 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.25889 # DEPENDENCYPART_GRANDPAR
(9,4),(4,27),-1.2385 # DEPENDENCYPART_GRANDPAR
(9,4),(4,30),-1.16519 # DEPENDENCYPART_GRANDPAR
(9,4),(4,33),-1.62378 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.396389 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.332368 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.312645 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.258843 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.346116 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.146311 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.65821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.652054 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.760487 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-1.13809 # DEPENDENCYPART_GRANDPAR
(9,5),(5,33),-1.58604 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.378626 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.432122 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.420289 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.463109 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.371338 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0896673 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.67597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.755358 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.852646 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.994095 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.13252 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.22364 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.479906 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.363496 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.151797 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.65448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.682874 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.09835 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.14078 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.406955 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.63089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,5),-0.965644 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.917493 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.598036 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.20496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,16),-0.518713 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.780434 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.929795 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.693456 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-1.30273 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.534267 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.634458 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.263633 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.0893013 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.11449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.928218 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-1.13105 # DEPENDENCYPART_GRANDPAR
(10,5),(5,33),-2.06448 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.788159 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.698402 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.00993048 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.457775 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.16088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-1.54183 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.14522 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-1.32148 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.53967 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-1.38631 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.790902 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.634674 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.738642 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.748092 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.08902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-1.38103 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.3795 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-1.15717 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.38473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.316518 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.905547 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0231959 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.639642 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.599762 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.553211 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.496576 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.668414 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-1.12145 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.44725 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.2901 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.80347 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-1.15529 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.39342 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.19792 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-1.06048 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.07081 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.58523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.382504 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.835666 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.29516 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.667421 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.675509 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.259789 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.405034 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.421607 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.71652 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.329105 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.746855 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.862882 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.546471 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.451441 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-0.356933 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.489611 # DEPENDENCYPART_GRANDPAR
(10,17),(17,28),-0.367559 # DEPENDENCYPART_GRANDPAR
(10,17),(17,29),-0.443666 # DEPENDENCYPART_GRANDPAR
(10,17),(17,30),-0.615371 # DEPENDENCYPART_GRANDPAR
(10,17),(17,31),-0.788674 # DEPENDENCYPART_GRANDPAR
(10,17),(17,32),-0.794279 # DEPENDENCYPART_GRANDPAR
(10,17),(17,33),-1.7125 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.182977 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.154015 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.173199 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.105503 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.119462 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.0731213 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.947184 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.439274 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.00127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.573358 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.261631 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.592984 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.506072 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.933976 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.621064 # DEPENDENCYPART_GRANDPAR
(11,2),(2,23),-0.892898 # DEPENDENCYPART_GRANDPAR
(11,2),(2,24),-0.691252 # DEPENDENCYPART_GRANDPAR
(11,2),(2,27),-0.555076 # DEPENDENCYPART_GRANDPAR
(11,2),(2,28),-0.420033 # DEPENDENCYPART_GRANDPAR
(11,2),(2,29),-0.377888 # DEPENDENCYPART_GRANDPAR
(11,2),(2,31),-0.502646 # DEPENDENCYPART_GRANDPAR
(11,2),(2,32),-0.625661 # DEPENDENCYPART_GRANDPAR
(11,2),(2,33),-1.37649 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.0226911 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.256991 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.140231 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0794591 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.019701 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0873731 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.100989 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.185502 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0226779 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.828179 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.0770084 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.15834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.635827 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.74363 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.955367 # DEPENDENCYPART_GRANDPAR
(11,4),(4,27),-0.666939 # DEPENDENCYPART_GRANDPAR
(11,4),(4,30),-0.742122 # DEPENDENCYPART_GRANDPAR
(11,4),(4,33),-1.50264 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.256014 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.104685 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.653202 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0594225 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0750116 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.89463 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.544751 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.589465 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.05875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,17),-0.585572 # DEPENDENCYPART_GRANDPAR
(11,5),(5,33),-1.454 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.14226 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.125152 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.697721 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0842132 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.00905062 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.877596 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.101277 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.352842 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.12299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.597486 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.383372 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.646049 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.219583 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0631198 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),1.37263 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.321061 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.280068 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.752097 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.603457 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.627652 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.150633 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.656692 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.212792 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.012895 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.126864 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.467423 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.880918 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.589505 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0545177 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.173956 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.511858 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.626333 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.472596 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.662118 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.511235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.478349 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.326431 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.22502 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.546376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),0.50322 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.248758 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0802009 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.600369 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.307723 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.333364 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.354222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.0679472 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.393617 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.163589 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.327165 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0556565 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0797756 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.414791 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.456277 # DEPENDENCYPART_GRANDPAR
