# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
(17,13),(13,15),-0.624819 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.459898 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.13797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.575216 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.825137 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.493186 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-1.02554 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-1.45836 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.65081 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.807664 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.729302 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.531429 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.355993 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.407807 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.470476 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.283668 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.10108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.533881 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.456299 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.984055 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.826539 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.562703 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.579869 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.434666 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.330542 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.303834 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.513731 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.79884 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.453214 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.969579 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.52573 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.411509 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.4511 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.13891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.576022 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.826176 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.494126 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.0690692 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.569711 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.237074 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-2.17252 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.14372 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.877844 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-1.07707 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-1.02739 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.774109 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.5871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),-0.144226 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.460352 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.050519 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.832768 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-1.30429 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.80158 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.834659 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.963311 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.655172 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.853695 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.978014 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),1.17175 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.978772 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-3.28303 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.89483 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.76474 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.72696 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.69862 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.62418 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.7715 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.03129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.675812 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.893719 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.380198 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.738179 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.449923 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.55718 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.420973 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.784744 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.936238 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.137776 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.152927 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.251577 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-1.07675 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.68956 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.855617 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.810676 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.204733 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.2043 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.461378 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.344158 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.0943223 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.363932 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.0796231 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.54388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,1),-1.00166 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.42104 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.799579 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.274512 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.199332 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.589079 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.591265 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.297072 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.490362 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.389868 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.21233 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.56309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-1.17503 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-1.41887 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.46236 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.782053 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.631324 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.318499 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.00150643 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.250104 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.437101 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.121021 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.40653 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.227435 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.5262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-1.13354 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.801055 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.350019 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.229957 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.277143 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.252674 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.133389 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.39172 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.260746 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.0297976 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.52312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-1.11907 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.323988 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.347381 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.414852 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.490847 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.432873 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.210986 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.56403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,9),-0.795718 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.248248 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.207476 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.367042 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.114393 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.221497 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0691354 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.52618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-1.13354 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.54338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,20),-1.11937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,2),-0.81831 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.0580132 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.226017 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.249685 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.193296 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.304133 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.285024 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.402071 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.79803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
