# _root_ Paris , which has been the center of speculation fever in recent weeks , also was hard hit .
#goldHeads=16,1,4,1,4,7,5,7,10,8,5,13,11,1,16,0,18,16,16,
#predictedHeads=16,1,4,1,4,7,5,7,10,8,7,13,11,1,16,0,18,16,16,
(16,7),(7,6),0.602661 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.221836 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.151145 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.370298 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.458883 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.176386 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.306438 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.575153 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.0568616 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.13885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.233297 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.34065 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.96865 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-1.12846 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.05011 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.264993 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.21979 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.297968 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-1.00487 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.358137 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.462427 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),0.536111 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.975418 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.0551213 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.593413 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.117284 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.103369 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0206008 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.454856 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.159911 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.295858 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.547626 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.0316238 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.13884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.233289 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.340671 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.968643 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.070758 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.2012 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.170772 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.342715 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0284515 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.00618879 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.26845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.263074 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.955115 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.292456 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-1.19103 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.15934 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.242997 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.047836 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.267475 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.273507 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0273793 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.17007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.222614 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.366315 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.961499 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.0601857 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.292045 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.169146 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.15885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.250415 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.289188 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.120315 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),0.0376093 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.2582 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.796006 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.116212 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.353318 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.212402 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.318672 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.326171 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.128315 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.0371721 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.345436 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.133449 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.199489 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.173182 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.679969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.098258 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.726982 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0539874 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.509113 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.726419 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.718843 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.459811 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.61817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,1),-1.43384 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.07695 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.954868 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.03941 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-1.16436 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.23931 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.774675 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.23833 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.22818 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.799472 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.07946 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.09583 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.15213 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.941886 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.91159 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.18744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.746724 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.010491 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),0.378132 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.231661 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.0710802 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.246089 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.0579698 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.186422 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.161151 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.0168974 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.12084 # DEPENDENCYPART_GRANDPAR
(18,1),(1,14),0.000338897 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),0.0120495 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),-0.0966002 # DEPENDENCYPART_GRANDPAR
(18,1),(1,17),-0.0608405 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.25906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,19),-0.478063 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.214219 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.353614 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.148853 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.297684 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.361321 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.191033 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.209295 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.369688 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.0233474 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.223132 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.368261 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.419749 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.273714 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.147538 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.355213 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.473492 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.0731803 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.288514 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.163692 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.28042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.502935 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.133832 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.243728 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.168346 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.419535 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.173111 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.408424 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.412984 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.341275 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.320333 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.155369 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.268613 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.260823 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.396233 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.245893 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.338273 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.300313 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-1.22627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,19),-0.448141 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.13764 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.163216 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.320334 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.125049 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.128261 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.235915 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.285059 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.255876 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.0590609 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.0344116 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.249992 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.157548 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.140417 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.134779 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.171814 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.30308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.533067 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.0621568 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.216424 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.188198 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.0270829 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.11834 # DEPENDENCYPART_GRANDPAR
(18,8),(8,19),-0.389588 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.250286 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.0528987 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.128158 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.166379 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.113669 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.125042 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.328747 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.409094 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.283596 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.0539217 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.0379207 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.24823 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.167827 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.153174 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.130384 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.176882 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.30295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.532906 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.191896 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.072544 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.165894 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.0749166 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.332624 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.0618682 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.245806 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.12777 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.384585 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.145203 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),0.130572 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.322538 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.266472 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.239502 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0944292 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.19315 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.152092 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.142691 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.191708 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.30053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.500182 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.0910952 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.143762 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.113295 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.160528 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.100112 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.181876 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.396892 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),0.0221284 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.518106 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.0201283 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.34631 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.529703 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.27891 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.255029 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.154784 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.0770814 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.267627 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.386062 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0634561 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.212779 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.24256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.349502 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.084918 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.25151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,18),-0.815428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,1),-0.370425 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.301502 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),0.192953 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),0.14042 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.111049 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.0411095 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.0839851 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.236523 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.307371 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.183451 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.202563 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.231365 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.458507 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.139807 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.221448 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.15172 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.80825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
