# _root_ El conseller , contràriament , va defensar que l' ànim del govern català sempre ha estat " el d' ajudar el Barça " .
#goldHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
#predictedHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
(13,11),(11,8),-0.727148 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.59968 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.556467 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0773093 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.0254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-1.1856 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.20687 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.07767 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.4445 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.01144 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.933503 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.24613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.510851 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.734347 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.48042 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.981535 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.11765 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.18113 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.40201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.518663 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.451831 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.822315 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.866651 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.89102 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-1.23385 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.47835 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.12949 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.981604 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.16195 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.47547 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.03395 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.11768 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.11267 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.17906 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.09005 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.993883 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.40694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.529253 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.430894 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.82366 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.80017 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.870695 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.678605 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.874577 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-1.19544 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.946499 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.820704 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.803105 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.852997 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.747123 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.919835 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-1.31256 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-1.47727 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.12628 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.981455 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-1.47417 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-1.03266 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-1.11725 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-1.17798 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-1.08738 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.992797 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.38991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.516499 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.343365 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.320634 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.713848 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.994185 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.758862 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.678237 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.857308 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-1.19236 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.164468 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.535777 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.363787 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0711561 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0284881 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.320792 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.50341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.551701 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.819473 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-1.02289 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.38662 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.328544 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.624097 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.337233 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.206779 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.49953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.562431 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.830431 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.06052 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.925995 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-1.13103 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-1.25806 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-1.09579 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.487834 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.506019 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.423595 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.227249 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.26561 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.50164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.549235 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.817001 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.02311 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.01414 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.11786 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.07289 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.11071 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.16578 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.97152 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.00783 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.805147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.136873 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.362299 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.404782 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.392381 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.507298 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.06181 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.287107 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.499069 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.247782 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.373277 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.29782 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.459688 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.311504 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.581938 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.604157 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.417781 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.146446 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.247717 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.873665 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.0416689 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-2.9528e-05 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.214619 # DEPENDENCYPART_GRANDPAR
(15,2),(2,17),-1.26462 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-1.37695 # DEPENDENCYPART_GRANDPAR
(15,2),(2,24),-1.78153 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.450765 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.423664 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.0497183 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.19061 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.368063 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.827537 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.05577 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.112788 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.606727 # DEPENDENCYPART_GRANDPAR
(15,4),(4,17),-1.22326 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.445415 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.909419 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.567747 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.448955 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.52566 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.480648 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.454342 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.571804 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.290185 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.355198 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-1.05827 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.351449 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0407924 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.128836 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.212052 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.265087 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.91894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.583386 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-1.26558 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.288142 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.886429 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-1.37369 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-1.40517 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-1.78249 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.471333 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.307175 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.174452 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.349823 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.241975 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.122472 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.94201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.605955 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.24969 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.455966 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.909548 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0439849 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.279025 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.256631 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.94188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,19),-0.445418 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.57284 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.63896 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.49781 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.47481 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.33445 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.56762 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.88168 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.886112 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.3426 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.836507 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.40873 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.15917 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.12923 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.00724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.35525 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.211276 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.275227 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.728861 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.494836 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.91955 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-1.29337 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.623511 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.567649 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.329052 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.671213 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.655914 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-1.0946 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.56919 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.63313 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.49511 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-1.32969 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-1.56287 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-1.87882 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-1.33895 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.831276 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.40507 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.15395 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-1.12653 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.948967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.162475 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.319589 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.597806 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.158535 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.706363 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.484426 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.915642 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.406498 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.420918 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.316148 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.273643 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.211023 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.0786202 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.663795 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),0.100848 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),0.201314 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.200264 # DEPENDENCYPART_GRANDPAR
(16,2),(2,17),-0.43591 # DEPENDENCYPART_GRANDPAR
(16,2),(2,22),-0.903358 # DEPENDENCYPART_GRANDPAR
(16,2),(2,24),-1.33465 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.646416 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.523212 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.353651 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.112214 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.265375 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0519126 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.625723 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.123142 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.0192034 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.41056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.400194 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.154711 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.474571 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.38798 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.64976 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.232353 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.303312 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.0850785 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.19487 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.10208 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.78132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,23),-0.792142 # DEPENDENCYPART_GRANDPAR
(16,6),(6,24),-1.5738 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.148679 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.64791 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.2519 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.323666 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.104626 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.551733 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0214919 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.14613 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.174746 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.441946 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.322997 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.113866 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.0612054 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.77965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.674183 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.467873 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.843978 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-1.21035 # DEPENDENCYPART_GRANDPAR
(16,7),(7,23),-0.791099 # DEPENDENCYPART_GRANDPAR
(16,7),(7,24),-1.57275 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.424606 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.282789 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.508584 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.0830161 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.222059 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.58587 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.509852 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.329436 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.362578 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.169529 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-1.00757 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),1.25869 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.160895 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.212995 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.197311 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.138927 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.0602871 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.38198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.436881 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),0.00300641 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.446343 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.900102 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.553797 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-1.33562 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.160228 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-1.0938 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.906892 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.187213 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.422405 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.373709 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.110822 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.122361 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.5006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,19),-0.289609 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.344972 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.201123 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-1.02714 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),1.24959 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.175463 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.119703 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0335004 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.3829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.437358 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),0.00203167 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.447257 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.900583 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.554275 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.35286 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.205586 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),1.07891 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.226369 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0491284 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0381903 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0140928 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.41148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.428305 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.168077 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.476389 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.216704 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.401216 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.271179 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.109541 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.154714 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.603191 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.33056 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.855926 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.186291 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.172772 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.115977 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.79972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,19),-0.481969 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.864045 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.802528 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.58417 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-1.00842 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.205613 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.408524 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.291361 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.25759 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.294878 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.576891 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.5779 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.44335 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.19235 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-1.43949 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-1.27918 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-1.73056 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.17042 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.686484 # DEPENDENCYPART_GRANDPAR
