# _root_ Mentrestant , a l' interior del que ha de ser el pou d' extracció més modern amb què compta Iberpotash , tot està a punt per a rebre la maquinària de tecnologia alemanya .
#goldHeads=23,3,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,12,19,3,23,0,23,24,23,26,27,30,28,30,31,32,23,
#predictedHeads=23,1,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,0,19,23,23,0,23,24,23,26,27,30,28,30,31,32,23,
(8,6),(6,12),-1.02346 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.11492 # DEPENDENCYPART_GRANDPAR
(8,6),(6,34),-2.55286 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.516222 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.17922 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.246595 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.126905 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.336411 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-2.05759 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.905 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.61786 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-2.22062 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.85561 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.17943 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.34526 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.847582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.098389 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.198275 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.417241 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.347488 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.573423 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.273453 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.297178 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.864778 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.617652 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.523621 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.732653 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.178865 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.512862 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.832762 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.553922 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.832835 # DEPENDENCYPART_GRANDPAR
(8,10),(10,28),-0.513508 # DEPENDENCYPART_GRANDPAR
(8,10),(10,30),-0.636094 # DEPENDENCYPART_GRANDPAR
(8,10),(10,34),-1.55533 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.77877 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.18885 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.972276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0380833 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.183028 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0450876 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0429346 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.205907 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.366911 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.219105 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.228097 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.365013 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.38053 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.195401 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.362536 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.305722 # DEPENDENCYPART_GRANDPAR
(8,12),(12,28),-0.272148 # DEPENDENCYPART_GRANDPAR
(8,12),(12,33),-0.925205 # DEPENDENCYPART_GRANDPAR
(8,12),(12,34),-1.60487 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0587971 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.02149 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.03339 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.960425 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.44338 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.28232 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.682483 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.4097 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.46036 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.360549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.0219673 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.32648 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.197804 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.31259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.204552 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.130294 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.363275 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.0817083 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.233555 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.378085 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.302525 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),0.00191806 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.19178 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),0.207758 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.0797922 # DEPENDENCYPART_GRANDPAR
(9,10),(10,28),0.227644 # DEPENDENCYPART_GRANDPAR
(9,10),(10,30),-0.243911 # DEPENDENCYPART_GRANDPAR
(9,10),(10,34),-1.45395 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.00678 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.828768 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.34688 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.229383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.963369 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0410384 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.223465 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.411104 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.35284 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.274799 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0654561 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.171458 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.446383 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.469029 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),0.0330663 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),0.112442 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),0.304755 # DEPENDENCYPART_GRANDPAR
(9,12),(12,33),-0.479481 # DEPENDENCYPART_GRANDPAR
(9,12),(12,34),-1.5358 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.411661 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.16596 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.275651 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.213094 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.14618 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.078557 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.18844 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.0830017 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-1.33969 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.328606 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.200292 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.321889 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.172619 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.0630076 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.364311 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.57306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,21),-1.50599 # DEPENDENCYPART_GRANDPAR
(10,3),(3,27),-0.629938 # DEPENDENCYPART_GRANDPAR
(10,3),(3,34),-2.25584 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.417253 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.1783 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.038997 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.138048 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.457202 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.380817 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.254751 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.119573 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.139994 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.257387 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.124589 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.42363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.38928 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.140706 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.718389 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.856921 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.02102 # DEPENDENCYPART_GRANDPAR
(10,5),(5,34),-2.13674 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.226601 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.233754 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.254404 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.331752 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.26034 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.55655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.556898 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.85494 # DEPENDENCYPART_GRANDPAR
(10,6),(6,34),-2.23232 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0489997 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.394196 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.160399 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.190254 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.168459 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.100127 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.817928 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.179965 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.85601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.720478 # DEPENDENCYPART_GRANDPAR
(10,8),(8,34),-2.39032 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.9563 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.56604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.576981 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.44015 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.96803 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.409263 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.17269 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.406805 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.458019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.40995 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.111327 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0743164 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.103281 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0415733 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.109211 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.137009 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.15039 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),0.215308 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.106422 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.174043 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.149617 # DEPENDENCYPART_GRANDPAR
(10,12),(12,33),-0.603433 # DEPENDENCYPART_GRANDPAR
(10,12),(12,34),-1.44974 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),1.22437 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0773206 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.171459 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0324122 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),1.40897 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.143584 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0946945 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0342096 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0917295 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.132556 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.152435 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.220061 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.101969 # DEPENDENCYPART_GRANDPAR
(10,14),(14,33),-0.596069 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.210047 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0785815 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0462283 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.143376 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.31545 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.575722 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.463257 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.156312 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.140092 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.153157 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0623722 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.148894 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0463075 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.451132 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.092807 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),0.216309 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.0901186 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.483533 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.224649 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.618453 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.171042 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0247115 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.481269 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.113938 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),0.101035 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.0144685 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0106638 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.195814 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-1.25414 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-1.29304 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.837864 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-1.22025 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.630996 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-1.32879 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-1.59246 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.890458 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.649506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),1.25623 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.356413 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.0638754 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.0344295 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.205793 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.136877 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.129773 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0464868 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.100667 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.493629 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),0.385818 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.155857 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.0318271 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.283444 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.14733 # DEPENDENCYPART_GRANDPAR
(10,19),(19,28),-0.283724 # DEPENDENCYPART_GRANDPAR
(10,19),(19,30),-0.260776 # DEPENDENCYPART_GRANDPAR
(10,19),(19,33),-0.570783 # DEPENDENCYPART_GRANDPAR
(10,19),(19,34),-1.3615 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0368873 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.716111 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),0.215042 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.10853 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.083477 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.174328 # DEPENDENCYPART_GRANDPAR
(10,20),(20,28),-0.151725 # DEPENDENCYPART_GRANDPAR
(10,20),(20,30),-0.297163 # DEPENDENCYPART_GRANDPAR
(10,20),(20,33),-0.59891 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.0270979 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),0.0151784 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.475906 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.155094 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),0.0143447 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.23056 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.101158 # DEPENDENCYPART_GRANDPAR
(10,22),(22,30),-0.303959 # DEPENDENCYPART_GRANDPAR
(10,22),(22,31),-0.185922 # DEPENDENCYPART_GRANDPAR
(10,23),(23,1),-1.25402 # DEPENDENCYPART_GRANDPAR
(10,23),(23,2),-1.29306 # DEPENDENCYPART_GRANDPAR
(10,23),(23,3),-0.837742 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-1.22009 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-1.32867 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),-1.59187 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.890336 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-0.689036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,12),0.403404 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),-0.0698041 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),0.0814206 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.202609 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.184361 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.13649 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.0591307 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.173731 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),0.00980434 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.208441 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),0.585445 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.0837803 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.288537 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.300501 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.199283 # DEPENDENCYPART_GRANDPAR
(10,23),(23,28),-0.37548 # DEPENDENCYPART_GRANDPAR
(10,23),(23,30),-0.298513 # DEPENDENCYPART_GRANDPAR
(10,23),(23,31),-0.439623 # DEPENDENCYPART_GRANDPAR
(10,23),(23,32),-0.441531 # DEPENDENCYPART_GRANDPAR
(10,23),(23,33),-0.515828 # DEPENDENCYPART_GRANDPAR
(10,23),(23,34),-1.41386 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.121783 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.169481 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),0.110759 # DEPENDENCYPART_GRANDPAR
(10,24),(24,28),-0.143571 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),0.208317 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),0.00444428 # DEPENDENCYPART_GRANDPAR
(10,26),(26,28),-0.0412946 # DEPENDENCYPART_GRANDPAR
(10,26),(26,30),-0.35018 # DEPENDENCYPART_GRANDPAR
(10,26),(26,31),-0.40862 # DEPENDENCYPART_GRANDPAR
(10,27),(27,28),-0.143571 # DEPENDENCYPART_GRANDPAR
(10,27),(27,30),0.0269895 # DEPENDENCYPART_GRANDPAR
(10,27),(27,31),-0.350815 # DEPENDENCYPART_GRANDPAR
(10,28),(28,1),-1.25375 # DEPENDENCYPART_GRANDPAR
(10,28),(28,2),-1.29264 # DEPENDENCYPART_GRANDPAR
(10,28),(28,3),-0.837469 # DEPENDENCYPART_GRANDPAR
(10,28),(28,5),-1.21981 # DEPENDENCYPART_GRANDPAR
(10,28),(28,7),-1.3284 # DEPENDENCYPART_GRANDPAR
(10,28),(28,8),-1.59128 # DEPENDENCYPART_GRANDPAR
(10,28),(28,10),-0.653595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,28),(28,12),0.359242 # DEPENDENCYPART_GRANDPAR
(10,28),(28,16),-0.135072 # DEPENDENCYPART_GRANDPAR
(10,28),(28,17),-0.110687 # DEPENDENCYPART_GRANDPAR
(10,28),(28,18),-0.0348575 # DEPENDENCYPART_GRANDPAR
(10,28),(28,20),-0.0343579 # DEPENDENCYPART_GRANDPAR
(10,28),(28,21),-0.197212 # DEPENDENCYPART_GRANDPAR
(10,28),(28,22),0.608507 # DEPENDENCYPART_GRANDPAR
(10,28),(28,23),-0.0241949 # DEPENDENCYPART_GRANDPAR
(10,28),(28,24),0.112507 # DEPENDENCYPART_GRANDPAR
(10,28),(28,25),-0.129812 # DEPENDENCYPART_GRANDPAR
(10,28),(28,26),-0.0734145 # DEPENDENCYPART_GRANDPAR
(10,28),(28,27),-0.00299641 # DEPENDENCYPART_GRANDPAR
(10,28),(28,30),-0.205016 # DEPENDENCYPART_GRANDPAR
(10,28),(28,31),-0.357615 # DEPENDENCYPART_GRANDPAR
(10,28),(28,32),-0.348034 # DEPENDENCYPART_GRANDPAR
(10,28),(28,33),-0.538922 # DEPENDENCYPART_GRANDPAR
(10,28),(28,34),-1.28929 # DEPENDENCYPART_GRANDPAR
(10,30),(30,29),0.368152 # DEPENDENCYPART_GRANDPAR
(10,30),(30,31),-0.170548 # DEPENDENCYPART_GRANDPAR
(10,30),(30,32),-0.476926 # DEPENDENCYPART_GRANDPAR
(10,30),(30,33),-0.602933 # DEPENDENCYPART_GRANDPAR
(10,30),(30,34),-1.45093 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.900491 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.524194 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-1.58632 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.04849 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.32789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-1.31109 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.531788 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.925035 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.408378 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-1.33034 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.578368 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.493344 # DEPENDENCYPART_GRANDPAR
(12,1),(1,21),-0.665591 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.945226 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.556196 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.662876 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.331335 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.442738 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.662623 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.292454 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-0.727284 # DEPENDENCYPART_GRANDPAR
(12,3),(3,27),-1.17214 # DEPENDENCYPART_GRANDPAR
(12,3),(3,34),-2.12327 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.906197 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.469478 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-1.12652 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.375709 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.399428 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.342617 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.657404 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.222517 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.61909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,34),-2.20179 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.634273 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.33285 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.56283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.52865 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.895039 # DEPENDENCYPART_GRANDPAR
