# _root_ En aquests moments hi ha una discriminació de la balança fiscal envers Catalunya i l' Estat , per moltes voltes que hi vulgui donar , no ens deixarà a tots contents .
#goldHeads=5,3,1,5,0,7,5,7,10,8,10,7,12,13,16,13,18,5,20,18,23,23,20,23,5,28,28,5,28,29,28,5,
#predictedHeads=5,3,1,5,0,7,5,7,10,8,10,7,12,13,16,13,18,28,20,18,23,23,20,23,18,28,28,7,28,29,30,5,
(10,28),(28,25),-0.178606 # DEPENDENCYPART_GRANDPAR
(10,28),(28,26),-0.238363 # DEPENDENCYPART_GRANDPAR
(10,28),(28,27),-0.54187 # DEPENDENCYPART_GRANDPAR
(10,28),(28,29),-0.0545795 # DEPENDENCYPART_GRANDPAR
(10,28),(28,30),-0.53356 # DEPENDENCYPART_GRANDPAR
(10,28),(28,31),-0.144251 # DEPENDENCYPART_GRANDPAR
(10,28),(28,32),-1.19401 # DEPENDENCYPART_GRANDPAR
(10,30),(30,29),-0.252667 # DEPENDENCYPART_GRANDPAR
(10,30),(30,31),-0.274042 # DEPENDENCYPART_GRANDPAR
(10,31),(31,25),-0.180234 # DEPENDENCYPART_GRANDPAR
(10,31),(31,29),-0.186659 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0756002 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.208164 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.0945982 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.877263 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.96372 # DEPENDENCYPART_GRANDPAR
(11,1),(1,25),-1.26574 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.06041 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.795301 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.821984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.110295 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.141342 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.152302 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.311528 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.266075 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.857927 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.736063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-0.229901 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.227039 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.302551 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.233391 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.214305 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.245128 # DEPENDENCYPART_GRANDPAR
(11,13),(13,28),-0.519202 # DEPENDENCYPART_GRANDPAR
(11,13),(13,32),-1.01557 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.17317 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0213752 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.00888865 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.30289 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.311267 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.259785 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.241334 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.272159 # DEPENDENCYPART_GRANDPAR
(11,16),(16,28),-0.546232 # DEPENDENCYPART_GRANDPAR
(11,16),(16,31),-0.547339 # DEPENDENCYPART_GRANDPAR
(11,16),(16,32),-1.02198 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.140725 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0678504 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.475532 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.0563539 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.227209 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.250376 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.573166 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.41945 # DEPENDENCYPART_GRANDPAR
(11,18),(18,28),-0.537721 # DEPENDENCYPART_GRANDPAR
(11,18),(18,29),-0.402536 # DEPENDENCYPART_GRANDPAR
(11,18),(18,31),-0.501617 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.965817 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.0216558 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.264773 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.342319 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.632221 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.205671 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.236494 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.59409 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.755357 # DEPENDENCYPART_GRANDPAR
(11,20),(20,28),-0.510568 # DEPENDENCYPART_GRANDPAR
(11,20),(20,30),-0.5829 # DEPENDENCYPART_GRANDPAR
(11,20),(20,31),-0.574034 # DEPENDENCYPART_GRANDPAR
(11,20),(20,32),-1.02068 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.238573 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.298446 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.144404 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),-0.788694 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-1.39744 # DEPENDENCYPART_GRANDPAR
(12,1),(1,25),-1.43001 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.400347 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.472414 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.78046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.123135 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.757025 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.576911 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.11173 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.6237 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.47708 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.03999 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.0958723 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.157518 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.398777 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.133873 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.147766 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.191841 # DEPENDENCYPART_GRANDPAR
(12,13),(13,28),-0.749643 # DEPENDENCYPART_GRANDPAR
(12,13),(13,32),-1.05223 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.999119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),0.0348199 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.718773 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.577926 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.416662 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.0938206 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.169501 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.213577 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.771378 # DEPENDENCYPART_GRANDPAR
(12,16),(16,31),-0.439059 # DEPENDENCYPART_GRANDPAR
(12,16),(16,32),-1.07651 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.634475 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.55223 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.622251 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.0849601 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.346947 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.379997 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.713699 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.626121 # DEPENDENCYPART_GRANDPAR
(12,18),(18,28),-0.969055 # DEPENDENCYPART_GRANDPAR
(12,18),(18,29),-0.85383 # DEPENDENCYPART_GRANDPAR
(12,18),(18,31),-0.606575 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.656296 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.06519 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.125621 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.80585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.970548 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.829411 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.21507 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.14613 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.850587 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.220588 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.368368 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.237323 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.496535 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.398349 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.406999 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.551905 # DEPENDENCYPART_GRANDPAR
(13,16),(16,28),-0.640901 # DEPENDENCYPART_GRANDPAR
(13,16),(16,31),-0.320858 # DEPENDENCYPART_GRANDPAR
(13,16),(16,32),-1.22852 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.198808 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.335392 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.436412 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.442576 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.322079 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.460523 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.635362 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.408223 # DEPENDENCYPART_GRANDPAR
(13,18),(18,28),-0.56535 # DEPENDENCYPART_GRANDPAR
(13,18),(18,29),-0.405929 # DEPENDENCYPART_GRANDPAR
(13,18),(18,31),-0.436203 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-1.30162 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.394495 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.07621 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-1.42755 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.533524 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.379658 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.524562 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.464751 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-1.18928 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),-0.61356 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),-1.23612 # DEPENDENCYPART_GRANDPAR
(13,20),(20,31),-0.365286 # DEPENDENCYPART_GRANDPAR
(13,20),(20,32),-1.23569 # DEPENDENCYPART_GRANDPAR
(13,23),(23,1),-1.55078 # DEPENDENCYPART_GRANDPAR
(13,23),(23,4),-1.32754 # DEPENDENCYPART_GRANDPAR
(13,23),(23,5),-1.47961 # DEPENDENCYPART_GRANDPAR
(13,23),(23,7),-1.57136 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),-1.08436 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),-1.06579 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),0.0948654 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),0.0962014 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.150004 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.367189 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.317535 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.0253962 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.303729 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.259239 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.451233 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.340876 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.982059 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),-0.404078 # DEPENDENCYPART_GRANDPAR
(13,23),(23,29),-0.370445 # DEPENDENCYPART_GRANDPAR
(13,23),(23,30),-1.00469 # DEPENDENCYPART_GRANDPAR
(13,23),(23,31),-0.284742 # DEPENDENCYPART_GRANDPAR
(13,23),(23,32),-1.26897 # DEPENDENCYPART_GRANDPAR
(13,24),(24,1),-1.55085 # DEPENDENCYPART_GRANDPAR
(13,24),(24,5),-1.48091 # DEPENDENCYPART_GRANDPAR
(13,24),(24,7),-1.5714 # DEPENDENCYPART_GRANDPAR
(13,24),(24,11),-1.08438 # DEPENDENCYPART_GRANDPAR
(13,24),(24,12),-1.06586 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),0.0823576 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.151781 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.363907 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.331371 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.0534314 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.33035 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.121794 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.421066 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.344393 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.957805 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),-0.406191 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),-0.329808 # DEPENDENCYPART_GRANDPAR
(13,24),(24,30),-0.980434 # DEPENDENCYPART_GRANDPAR
(13,24),(24,31),-0.276503 # DEPENDENCYPART_GRANDPAR
(13,24),(24,32),-1.24516 # DEPENDENCYPART_GRANDPAR
(13,28),(28,1),-1.55078 # DEPENDENCYPART_GRANDPAR
(13,28),(28,5),-1.47961 # DEPENDENCYPART_GRANDPAR
(13,28),(28,7),-1.57136 # DEPENDENCYPART_GRANDPAR
(13,28),(28,10),-1.4834 # DEPENDENCYPART_GRANDPAR
(13,28),(28,11),-1.08436 # DEPENDENCYPART_GRANDPAR
(13,28),(28,12),-1.06578 # DEPENDENCYPART_GRANDPAR
(13,28),(28,15),0.114984 # DEPENDENCYPART_GRANDPAR
(13,28),(28,16),0.12013 # DEPENDENCYPART_GRANDPAR
(13,28),(28,17),-0.103888 # DEPENDENCYPART_GRANDPAR
(13,28),(28,18),-0.343859 # DEPENDENCYPART_GRANDPAR
(13,28),(28,20),-0.293607 # DEPENDENCYPART_GRANDPAR
(13,28),(28,21),0.0171579 # DEPENDENCYPART_GRANDPAR
(13,28),(28,22),-0.2787 # DEPENDENCYPART_GRANDPAR
(13,28),(28,23),-0.0971874 # DEPENDENCYPART_GRANDPAR
(13,28),(28,24),-0.251296 # DEPENDENCYPART_GRANDPAR
(13,28),(28,25),-0.330223 # DEPENDENCYPART_GRANDPAR
(13,28),(28,26),-0.168736 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),-1.00459 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),-0.328566 # DEPENDENCYPART_GRANDPAR
(13,28),(28,30),-0.97398 # DEPENDENCYPART_GRANDPAR
(13,28),(28,31),-0.259687 # DEPENDENCYPART_GRANDPAR
(13,28),(28,32),-1.23235 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.0997916 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.539463 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.355806 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0953569 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0801536 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.64543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.663493 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-1.10685 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-1.29497 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.629149 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.142024 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.569032 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.336575 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.0969391 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.141589 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.327594 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.186619 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.229935 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),0.110209 # DEPENDENCYPART_GRANDPAR
(16,18),(18,31),-0.236032 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.524989 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.647483 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.309668 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-1.02892 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.04317 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.019794 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.22558 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.181292 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.918716 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.297711 # DEPENDENCYPART_GRANDPAR
(16,20),(20,30),-1.05323 # DEPENDENCYPART_GRANDPAR
(16,20),(20,31),-0.149905 # DEPENDENCYPART_GRANDPAR
(16,20),(20,32),-0.78642 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-0.781754 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-0.889841 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-1.22378 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-1.02735 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-1.1228 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.657685 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.685848 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.688477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.233071 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.290195 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.224519 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.409653 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.206663 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.00857012 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.143629 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.165537 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.754774 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.119319 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),0.0931851 # DEPENDENCYPART_GRANDPAR
(16,23),(23,30),-0.864824 # DEPENDENCYPART_GRANDPAR
(16,23),(23,31),-0.120361 # DEPENDENCYPART_GRANDPAR
(16,23),(23,32),-0.825544 # DEPENDENCYPART_GRANDPAR
(16,24),(24,1),-0.781826 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-1.22508 # DEPENDENCYPART_GRANDPAR
(16,24),(24,7),-1.02738 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-1.12282 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-0.657755 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.702323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),0.231291 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),-0.286915 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.238357 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.381615 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.180038 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.256649 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.113463 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.169054 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.730521 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.121432 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),0.13382 # DEPENDENCYPART_GRANDPAR
(16,24),(24,30),-0.840571 # DEPENDENCYPART_GRANDPAR
(16,24),(24,31),-0.112123 # DEPENDENCYPART_GRANDPAR
(16,24),(24,32),-0.801732 # DEPENDENCYPART_GRANDPAR
(16,28),(28,1),-0.78175 # DEPENDENCYPART_GRANDPAR
(16,28),(28,5),-1.22378 # DEPENDENCYPART_GRANDPAR
(16,28),(28,7),-1.02735 # DEPENDENCYPART_GRANDPAR
(16,28),(28,10),-1.09482 # DEPENDENCYPART_GRANDPAR
(16,28),(28,11),-1.1228 # DEPENDENCYPART_GRANDPAR
(16,28),(28,12),-0.65768 # DEPENDENCYPART_GRANDPAR
(16,28),(28,15),-0.685846 # DEPENDENCYPART_GRANDPAR
(16,28),(28,16),-0.664548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,28),(28,17),0.279187 # DEPENDENCYPART_GRANDPAR
(16,28),(28,18),-0.266864 # DEPENDENCYPART_GRANDPAR
(16,28),(28,20),-0.200591 # DEPENDENCYPART_GRANDPAR
(16,28),(28,21),0.452207 # DEPENDENCYPART_GRANDPAR
(16,28),(28,22),0.231691 # DEPENDENCYPART_GRANDPAR
(16,28),(28,23),0.28126 # DEPENDENCYPART_GRANDPAR
(16,28),(28,24),0.0271469 # DEPENDENCYPART_GRANDPAR
(16,28),(28,25),-0.0991994 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),0.0524322 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.718823 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),0.135064 # DEPENDENCYPART_GRANDPAR
(16,28),(28,30),-0.834116 # DEPENDENCYPART_GRANDPAR
(16,28),(28,31),-0.0953061 # DEPENDENCYPART_GRANDPAR
(16,28),(28,32),-0.788924 # DEPENDENCYPART_GRANDPAR
(16,31),(31,25),-0.0143274 # DEPENDENCYPART_GRANDPAR
(16,31),(31,29),0.0618623 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.33948 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.02321 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.27358 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.576629 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.210171 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0520228 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.389716 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.601159 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.354933 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.283344 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.0590248 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.358271 # DEPENDENCYPART_GRANDPAR
(18,20),(20,31),-0.0145085 # DEPENDENCYPART_GRANDPAR
(18,20),(20,32),-0.876903 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-1.16407 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-1.20522 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-1.22001 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),-1.08317 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-0.940999 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-0.809839 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-1.20924 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-1.11805 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.943042 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-1.05576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,20),0.390499 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.848746 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.211733 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.595325 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.331938 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.0622959 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.183407 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.11416 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.433686 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.244299 # DEPENDENCYPART_GRANDPAR
(18,23),(23,31),0.0353322 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),-0.861712 # DEPENDENCYPART_GRANDPAR
(18,24),(24,1),-1.16627 # DEPENDENCYPART_GRANDPAR
(18,24),(24,5),-1.22439 # DEPENDENCYPART_GRANDPAR
(18,24),(24,7),-1.08534 # DEPENDENCYPART_GRANDPAR
(18,24),(24,11),-0.943166 # DEPENDENCYPART_GRANDPAR
(18,24),(24,12),-0.812043 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),-1.12022 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.944465 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-1.05495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,20),0.381002 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.821071 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.178634 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.112583 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.265683 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),0.0802511 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.116643 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.103874 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.286113 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.177535 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),0.0717488 # DEPENDENCYPART_GRANDPAR
(18,24),(24,32),-0.807723 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.375283 # DEPENDENCYPART_GRANDPAR
