# _root_ Boff va ser condemnat pel Vaticà , l' any_1985 , a un any de silenci i va tornar a ser amonestat posteriorment pel contingut dels seus escrits .
#goldHeads=4,4,4,0,4,5,9,9,4,9,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
#predictedHeads=4,4,4,0,4,5,9,9,4,11,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
(4,22),(22,25),-0.349243 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),0.192322 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),0.155511 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.118463 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.51426 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),0.16475 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.0123877 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-0.391114 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),-0.588986 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-0.257085 # DEPENDENCYPART_GRANDPAR
(4,24),(24,28),-1.56138 # DEPENDENCYPART_GRANDPAR
(4,25),(25,22),0.0713284 # DEPENDENCYPART_GRANDPAR
(4,25),(25,27),-0.332109 # DEPENDENCYPART_GRANDPAR
(4,27),(27,4),-0.14142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,27),(27,22),0.184193 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.37855 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-0.614137 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.359762 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.689428 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.471787 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.40483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.0233073 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.886569 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.762254 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.31899 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.765893 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.713297 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.660774 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.36825 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.25523 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.29581 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-1.60511 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.26952 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-2.15098 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.298494 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.588612 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.504017 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.39945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0280964 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.881119 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.760075 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.31354 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.760408 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.708508 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.682028 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.608648 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.658555 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.36315 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.25014 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.29033 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.5991 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.26444 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.900066 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.3238 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.997894 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-1.20922 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-1.03466 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-2.14571 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.567919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0254555 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0942654 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.406965 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.165935 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.304386 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.521736 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.37322 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.268189 # DEPENDENCYPART_GRANDPAR
(5,6),(6,28),-1.27687 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.581726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),0.0882007 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.276432 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.57232 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0458923 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.227178 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.171959 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.124227 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.324685 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.484027 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.698016 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.3402 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0180665 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.27153 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0490209 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.305515 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.194914 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.3834 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.691871 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.239465 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.0710857 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.352649 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.14476 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.373372 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.274158 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.591582 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.684911 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.248399 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.658912 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.44207 # DEPENDENCYPART_GRANDPAR
(5,11),(11,28),-1.38641 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.4705 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.377441 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.364302 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.157511 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.461062 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.707661 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.727467 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.715249 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.175639 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),0.190518 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),0.000343892 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.395589 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.728576 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.508576 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.58327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.557279 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.5386 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.638072 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.857384 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.904826 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-1.28982 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.843451 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.356204 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0414115 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.119017 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0769274 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0449191 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.183225 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0623274 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.240138 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.221111 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.591674 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.42622 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.347409 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.06612 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.410115 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.134709 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.289432 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.329322 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.408372 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.163763 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.237295 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0815172 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0276848 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.335059 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.232884 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.300628 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.616886 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.372888 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.677426 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.655184 # DEPENDENCYPART_GRANDPAR
(6,11),(11,28),-1.33422 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.03681 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.758697 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.609479 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0037424 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.528686 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.1493 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0385272 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.161486 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.285018 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0705074 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.472254 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.280584 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.213181 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.618157 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.465897 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.315051 # DEPENDENCYPART_GRANDPAR
(6,13),(13,28),-1.25839 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.234001 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0451844 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.113457 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0140627 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.247178 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.352034 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.471195 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.641489 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0638551 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.109346 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.104946 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.493473 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.302305 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.439918 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.447745 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.192346 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.233721 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.574371 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-1.13091 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.734077 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.745587 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.911696 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.01151 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.979462 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.931238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.474995 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0504512 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-1.00846 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0282291 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.43801 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.139111 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.0848448 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.170286 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.251227 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0654443 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-1.057 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0399639 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.449876 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.413073 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.37175 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.364067 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.46107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.800244 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-1.07544 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.00486 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-1.03761 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.44263 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.46293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,12),-1.24025 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.09292 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.08065 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.13688 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.870336 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.684804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0382539 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.516526 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.389173 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.357375 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.684848 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.188474 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.120422 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.222727 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.331668 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.356691 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.203279 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.39221 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),-0.138808 # DEPENDENCYPART_GRANDPAR
(9,11),(11,28),-0.622753 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.08178 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.00257 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.14941 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.917335 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.338539 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.286082 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.252716 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.165784 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.609944 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.139658 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0965491 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.118857 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.252717 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.216848 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.140163 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),0.162148 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.449549 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),-0.0392966 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.346879 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.536854 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.124152 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0927443 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.393287 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.282796 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.375445 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-1.25741 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-1.12813 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.16907 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-1.16188 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-1.1058 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.721349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.15563 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.283952 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.283995 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.244617 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.477451 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.203733 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0132449 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.415665 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.401992 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.310315 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),0.108558 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.385714 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.622984 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.218043 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.437087 # DEPENDENCYPART_GRANDPAR
(9,18),(18,28),-0.579253 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.356691 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.203279 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),0.134585 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.39221 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.711231 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.138808 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-1.25966 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-1.13067 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-1.17252 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-1.1644 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-1.10893 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.228516 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.293653 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.48747 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.0404357 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0729235 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.160159 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.343575 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),0.107117 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.426655 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.639533 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.25649 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.453631 # DEPENDENCYPART_GRANDPAR
(9,20),(20,28),-0.510155 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-1.25739 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-1.12812 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-1.16907 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-1.16188 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-1.10573 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-1.15377 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.722273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.143169 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.281498 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.277594 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.259474 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.471051 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.217718 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),0.0375936 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.0859898 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.213142 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.215886 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),0.101104 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.37072 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.627766 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.203043 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-0.441869 # DEPENDENCYPART_GRANDPAR
(9,21),(21,28),-0.574438 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.164983 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.215805 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.189547 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.274473 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.326052 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.289771 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.0360802 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.323946 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.94852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.523925 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.629356 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.884018 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.949411 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-1.20641 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.77721 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-1.03215 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-1.02438 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-1.0112 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.859242 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-1.3751 # DEPENDENCYPART_GRANDPAR
(11,4),(4,24),-1.21104 # DEPENDENCYPART_GRANDPAR
(11,4),(4,25),-1.58956 # DEPENDENCYPART_GRANDPAR
(11,4),(4,27),-0.967661 # DEPENDENCYPART_GRANDPAR
(11,4),(4,28),-2.18124 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0555329 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0236914 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.253989 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0260574 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.118273 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.258022 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.232283 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.80837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.378514 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.469983 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.828816 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.583479 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.891998 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.832464 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.820768 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.00952073 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.976044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.250805 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.155932 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.03809 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.530453 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.856134 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.1649 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.821959 # DEPENDENCYPART_GRANDPAR
