# _root_ Tot_i_que ahir hi va haver una reunió de darrera hora , no es va aconseguir acostar posicions , de_manera_que els treballadors han decidit anar a la vaga .
#goldHeads=5,5,5,5,15,7,5,7,10,8,5,15,15,15,0,15,16,23,23,21,23,23,15,23,24,27,25,15,
#predictedHeads=5,5,5,5,0,7,5,7,10,8,5,15,15,15,5,15,16,23,23,21,23,23,16,23,24,27,25,5,
(7,15),(15,22),-0.729989 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.166974 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.130654 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.234596 # DEPENDENCYPART_GRANDPAR
(7,15),(15,28),-1.25031 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.31891 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.4328 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.773491 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.53797 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.21948 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.53519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.523064 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0766716 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.251921 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.283292 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.0487505 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.179727 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.827616 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.355802 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.0944011 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.029583 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.259611 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.11952 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.765509 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.202495 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.166175 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.206874 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-1.25573 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.574147 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.495969 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.279102 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.167321 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.0698258 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.501448 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.288332 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.995172 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.439604 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.399592 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0852548 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.0228549 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.24883 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.821738 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.302531 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.26211 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.311242 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.574148 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),0.164052 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.065139 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.408564 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),0.458159 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-1.00659 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.45101 # DEPENDENCYPART_GRANDPAR
(7,23),(23,1),-1.31906 # DEPENDENCYPART_GRANDPAR
(7,23),(23,2),-1.43295 # DEPENDENCYPART_GRANDPAR
(7,23),(23,4),-1.53812 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-1.21963 # DEPENDENCYPART_GRANDPAR
(7,23),(23,7),-0.515358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,23),(23,14),0.86098 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),0.390985 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),0.306404 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),0.0572212 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),0.100404 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.320781 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),0.265397 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.163903 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.503709 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.120653 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.164155 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.278432 # DEPENDENCYPART_GRANDPAR
(7,23),(23,28),-1.20582 # DEPENDENCYPART_GRANDPAR
(7,24),(24,1),-1.31889 # DEPENDENCYPART_GRANDPAR
(7,24),(24,2),-1.43277 # DEPENDENCYPART_GRANDPAR
(7,24),(24,4),-1.53853 # DEPENDENCYPART_GRANDPAR
(7,24),(24,5),-1.22004 # DEPENDENCYPART_GRANDPAR
(7,24),(24,7),-0.505864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,24),(24,14),0.902829 # DEPENDENCYPART_GRANDPAR
(7,24),(24,15),0.41349 # DEPENDENCYPART_GRANDPAR
(7,24),(24,16),0.328909 # DEPENDENCYPART_GRANDPAR
(7,24),(24,17),0.0667148 # DEPENDENCYPART_GRANDPAR
(7,24),(24,18),0.0736686 # DEPENDENCYPART_GRANDPAR
(7,24),(24,19),-0.321125 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),0.265311 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.15441 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.488358 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.10621 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.111183 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.302714 # DEPENDENCYPART_GRANDPAR
(7,24),(24,28),-1.24126 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.265147 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.58581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,1),-1.21509 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.11558 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.42103 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.36845 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.32704 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.56394 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.382955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.0227 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.201878 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.125461 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.469465 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.132704 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.277894 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.328806 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.602905 # DEPENDENCYPART_GRANDPAR
(8,10),(10,28),-1.34296 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.024252 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.34623 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.179016 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.51397 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.148223 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.200997 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.040696 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.243374 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.879473 # DEPENDENCYPART_GRANDPAR
(8,14),(14,28),-1.317 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.23149 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.1276 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.5272 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.46454 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.42467 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.34574 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.597593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.934271 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.544845 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.142281 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.536359 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.279944 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.298128 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.207772 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.0238711 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.244119 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.198988 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.263461 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-1.12015 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.643093 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.749942 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.91563 # DEPENDENCYPART_GRANDPAR
(8,15),(15,28),-1.27995 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.23149 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.1276 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-1.52722 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.46447 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.42459 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.34574 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.610125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.898751 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.511288 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.113972 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.516932 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.236621 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.377844 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.287019 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0320119 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.233785 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.188291 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.319344 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-1.17852 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.701461 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.80831 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.913095 # DEPENDENCYPART_GRANDPAR
(8,16),(16,28),-1.27642 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.593931 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.599185 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.138224 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.621826 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-1.24461 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.518274 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0209557 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.623442 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.381331 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.200336 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.433557 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.624698 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.123066 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.155373 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.24421 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.498029 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.153793 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.296288 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.135022 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.165843 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.777717 # DEPENDENCYPART_GRANDPAR
(10,4),(4,28),-2.12213 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.29242 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.550974 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.149825 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.773014 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.593444 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.132536 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.129613 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.77101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.777712 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.822535 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.90417 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.973724 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-1.08359 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-1.35859 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-1.85623 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-1.43081 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-1.35201 # DEPENDENCYPART_GRANDPAR
(10,5),(5,25),-1.42144 # DEPENDENCYPART_GRANDPAR
(10,5),(5,28),-2.12213 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.40388 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.580073 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.600929 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.120966 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.700058 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.916484 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.699495 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.782784 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.852362 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.163383 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.07318 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.346239 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.135925 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.631678 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0139979 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.112241 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0879412 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.424 # DEPENDENCYPART_GRANDPAR
(10,14),(14,28),-1.27546 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.25482 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.47402 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.737835 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.60518 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.30657 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.07268 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.03747 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.58924 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.778972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.278256 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.104699 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.446616 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.45863 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0401263 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.124077 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0950357 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.421666 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.383616 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.888754 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.411668 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.342802 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.411719 # DEPENDENCYPART_GRANDPAR
(10,15),(15,28),-1.2546 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.25484 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.47404 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.737904 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.60512 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.30651 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.07269 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.03749 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.58926 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.788144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.285537 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0964718 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.439509 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.420289 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.051938 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.128372 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0978193 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.413198 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.38791 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.923855 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.446769 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.377903 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.383788 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-1.25981 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.539208 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.118908 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.00632069 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0525877 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.112858 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.633096 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.548639 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-1.14166 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.672018 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.59946 # DEPENDENCYPART_GRANDPAR
(10,21),(21,3),-0.539209 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.0559934 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.297911 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.579957 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.36164 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-1.15338 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.683735 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),0.407398 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.379871 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.424747 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.197506 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.2712 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.548254 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0339033 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.141204 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.027649 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.177499 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-2.13904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.578308 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.873082 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-1.04629 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-1.37884 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-1.33974 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-1.35987 # DEPENDENCYPART_GRANDPAR
(14,7),(7,23),-1.44372 # DEPENDENCYPART_GRANDPAR
(14,7),(7,24),-1.38726 # DEPENDENCYPART_GRANDPAR
(14,7),(7,28),-2.17182 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.120345 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.466001 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.20183 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.07749 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.21149 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.35645 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.16592 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.848084 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.15634 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.33596 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.23858 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.17854 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.10823 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.28428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.261019 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.417951 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.517761 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.525192 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.719373 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.786668 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.817812 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.807549 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.695894 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),-1.42197 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.659654 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.23182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.433459 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.156015 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.678488 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.69961 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.662749 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.669585 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.705761 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.674814 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.378317 # DEPENDENCYPART_GRANDPAR
(14,24),(24,1),-0.465821 # DEPENDENCYPART_GRANDPAR
(14,24),(24,2),-1.20165 # DEPENDENCYPART_GRANDPAR
(14,24),(24,4),-1.21173 # DEPENDENCYPART_GRANDPAR
(14,24),(24,5),-1.3567 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-1.16574 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-1.24509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,15),0.172769 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),-0.0788195 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.268705 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.213187 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.384728 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-1.41184 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.599686 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.401543 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.676472 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.589472 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-1.0634 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-1.38605 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.357117 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.129316 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.158545 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.253396 # DEPENDENCYPART_GRANDPAR
(15,1),(1,19),-0.809939 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.429713 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.134675 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.0467724 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.254976 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.176203 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.399751 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.313386 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.101674 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.0957665 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.775209 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.154903 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.0954528 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.247291 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.133945 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.0606253 # DEPENDENCYPART_GRANDPAR
