# _root_ Per intentar el rècord , l' embarcació catalana participarà en el rànquing ' World_Sailing_Record ' , l' entitat que estableix la legalitat de les marques .
#goldHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
#predictedHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
(14,20),(20,7),-1.62843 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-1.09054 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.979656 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.817988 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.789395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.178209 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.228319 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.357636 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0542937 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.726568 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0692882 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.0359341 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.116223 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.895371 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.923942 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.926542 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.106279 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.131543 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.388875 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.245645 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.241118 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.063016 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.27239 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.875874 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.247879 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),0.0764941 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.327157 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.565171 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.38317 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.456692 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.328318 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.146733 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.53267 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),-0.493638 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),0.089841 # DEPENDENCYPART_GRANDPAR
(18,1),(1,26),-1.41018 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.746988 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.278004 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.534857 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.877294 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.761658 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.302704 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.935565 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.572049 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.33584 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.213551 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.378426 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.201038 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.530608 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.162006 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.312684 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.57484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,20),-0.704584 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),-0.890345 # DEPENDENCYPART_GRANDPAR
(18,7),(7,26),-1.39972 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.157037 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.28529 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.775012 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.551526 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.24658 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.906786 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.455788 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.423422 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.00898568 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.306213 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.372802 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.458408 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.33377 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.273548 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.71805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,20),-0.8678 # DEPENDENCYPART_GRANDPAR
(18,9),(9,22),-1.03356 # DEPENDENCYPART_GRANDPAR
(18,9),(9,26),-1.49158 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.566242 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.560751 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.144402 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.515353 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.296116 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.476321 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.164438 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.64756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),-0.734474 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.194545 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0268701 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.13614 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-1.27519 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.64917 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-1.26349 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-1.54076 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-1.26954 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.19054 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.20066 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.43285 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.16163 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.790475 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.979087 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.730981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),1.48909 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0472445 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.0428294 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.16906 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.599518 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.914163 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-1.10555 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.949837 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.812529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.373502 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.067656 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.441464 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.000468289 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.0226622 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.609031 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.429597 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.325033 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.440781 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.30926 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.949413 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.06437 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.93665 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.569789 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.516713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.0274934 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.441291 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.225132 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0317631 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.140104 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.343254 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.0646619 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.813329 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.865227 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.872793 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.86885 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.97138 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.905361 # DEPENDENCYPART_GRANDPAR
(20,1),(1,13),-1.4882 # DEPENDENCYPART_GRANDPAR
(20,1),(1,15),-1.15538 # DEPENDENCYPART_GRANDPAR
(20,1),(1,16),-0.253701 # DEPENDENCYPART_GRANDPAR
(20,1),(1,26),-1.50598 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-1.20285 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-1.01859 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.977558 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-1.01864 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-1.12266 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-1.07858 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-1.07036 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.974762 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-1.33902 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-1.06059 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-1.0062 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.358467 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),-0.682085 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.95608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,22),-0.651587 # DEPENDENCYPART_GRANDPAR
(20,2),(2,26),-1.64878 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-1.15945 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.914787 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.964452 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-1.33276 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.756577 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.950209 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.836879 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.802508 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.709256 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),-1.41812 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.795043 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),-1.0853 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),-0.713667 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),-0.411512 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.56815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,22),-0.348357 # DEPENDENCYPART_GRANDPAR
(20,4),(4,25),-0.505134 # DEPENDENCYPART_GRANDPAR
(20,4),(4,26),-1.41967 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-1.0812 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-1.1649 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.900708 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.959691 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-1.04518 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-1.38265 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.00603774 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.95087 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.835605 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.803086 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.709571 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-1.41355 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.795357 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-1.08072 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.704224 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),-0.411827 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.56814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,22),-0.348346 # DEPENDENCYPART_GRANDPAR
(20,7),(7,26),-1.41966 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-1.20586 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-1.00786 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-1.16999 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.999008 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-1.14308 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.308195 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-1.01079 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.966314 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-1.07645 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.976675 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-1.35257 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-1.0625 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-1.01974 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.386068 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.683999 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-1.95603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,22),-0.651572 # DEPENDENCYPART_GRANDPAR
(20,9),(9,26),-1.64877 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-1.05829 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-1.46034 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.849485 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-1.54949 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.935086 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-1.21666 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.275759 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),-0.56472 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.6895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,7),-1.0435 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-1.11567 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-1.10379 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-1.33413 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-1.08084 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.704338 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.411917 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.56814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,22),-0.348346 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.142773 # DEPENDENCYPART_GRANDPAR
(20,14),(14,26),-1.41966 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-1.18506 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-1.38518 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-1.04468 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-1.10025 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-1.12956 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-1.00076 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.766087 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.253398 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.512573 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.56816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.348357 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.142801 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.505134 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-1.41967 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.252352 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.131095 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-1.5354 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-1.85073 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.823051 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.40994 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.958775 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.554259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.42064 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.201777 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.2127 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.681438 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),1.22077 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.228476 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),1.42021 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.576217 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-1.30873 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-1.53493 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-1.67118 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.42138 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.909805 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-1.39302 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.32621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.295563 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-1.31854 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.66013 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.25904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,25),-1.36936 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.267909 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.297482 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.607646 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.226065 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.478201 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),-0.466316 # DEPENDENCYPART_GRANDPAR
(22,1),(1,10),-0.404377 # DEPENDENCYPART_GRANDPAR
(22,1),(1,13),-0.574263 # DEPENDENCYPART_GRANDPAR
(22,1),(1,15),-0.594912 # DEPENDENCYPART_GRANDPAR
(22,1),(1,16),-0.222791 # DEPENDENCYPART_GRANDPAR
(22,1),(1,26),-1.17883 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-0.175093 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-0.260618 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.790094 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.62571 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.122786 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.912385 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.509006 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.505357 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.24775 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.504327 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.407362 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-0.770523 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.42801 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-0.0318359 # DEPENDENCYPART_GRANDPAR
(22,9),(9,18),-0.233054 # DEPENDENCYPART_GRANDPAR
(22,9),(9,20),-0.202356 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-1.6929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,26),-1.26023 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),-0.258034 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),-0.118261 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.652035 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.636014 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.693472 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.265977 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.114987 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.624212 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.22221 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.239088 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.54891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.140403 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.705113 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-1.16759 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.52466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.240823 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),-0.176202 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.260666 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-0.623897 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-0.107762 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.507192 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),-0.430912 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.499415 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.343386 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.693041 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.364035 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.104487 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.635823 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.162993 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.110106 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.6929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.430299 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.849107 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.26023 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.58142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.404067 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-1.46908 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.785027 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.397401 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.80865 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.354587 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.210961 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.70179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.166038 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-1.53915 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),1.09981 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.999908 # DEPENDENCYPART_GRANDPAR
(24,23),(23,25),-1.17293 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),0.533857 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),1.00112 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),0.877293 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),0.141474 # DEPENDENCYPART_GRANDPAR
