# _root_ Escolti , jo no vull anar a rentar -me les mans , vull anar a orinar .
#goldHeads=0,5,5,5,1,5,6,7,8,11,8,5,5,13,14,15,1,
#predictedHeads=5,1,5,5,0,5,6,7,8,11,8,5,5,13,14,15,5,
(14,16),(16,10),-0.667408 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.39858 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.26056 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.56141 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.670089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.131715 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.618741 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.132991 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.109031 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.211949 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.144092 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.175794 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.253654 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.187959 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),0.0264213 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.222442 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),0.22498 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.320941 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.320823 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.52964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,16),-0.0542412 # DEPENDENCYPART_GRANDPAR
(15,1),(1,17),-1.18565 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.03316 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.28257 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.10896 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.05822 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.1531 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.796296 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.10581 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.961641 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.2844 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.17688 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.924597 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.23507 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.29813 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.479694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.306247 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.153663 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.343587 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.0451248 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.393998 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.119917 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.462668 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.0932763 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.300649 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.245071 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),0.306986 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.32999 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.150433 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),-0.358662 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.81941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,17),-1.11369 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.608261 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.131242 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.181969 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.0597111 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.353249 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.110678 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.0233276 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.293654 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.325457 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.540561 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.226404 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0797603 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.424412 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.0531196 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.257828 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.215408 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.360749 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.289834 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.110276 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.320407 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.81941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-1.11369 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.339471 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.341487 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.565213 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.255557 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.505867 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.469482 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.0651011 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.298358 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.242616 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.247206 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.301815 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.122258 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.365476 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.82001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-1.1137 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.163159 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.326303 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.138084 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.035908 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.0329599 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.226403 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.322865 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.264559 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.117944 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.406656 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.56146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,1),-0.330893 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.355517 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.556626 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.268616 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.497289 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.286956 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.440195 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.300649 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.245071 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.306986 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.32999 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.150433 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.358662 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.81941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-1.11369 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.168126 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.0916832 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.138771 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.0083864 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.250038 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),-0.80156 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.517814 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.251611 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.605093 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.683427 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.410319 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.192249 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.588994 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.121908 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.594601 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.711872 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0106177 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.042605 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.102666 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.161201 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.43305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.886111 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.328987 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.293654 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.325457 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.540561 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.460049 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.249717 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.417633 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.16395 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.424377 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.516064 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.234936 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.135192 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.110276 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.320407 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.81941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-1.11369 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.339471 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.341487 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.565213 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.505867 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.295534 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.37997 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.209767 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.449029 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.497401 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.270695 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.441859 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.365476 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.82001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-1.1137 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.163159 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.56146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.991315 # DEPENDENCYPART_GRANDPAR
