# _root_ Més de 200 grups de cristians de base promouen la celebració d' un sínode alternatiu , l' Assemblea_del_Poble_de_Déu , que se celebrarà del 4 al 7_d'_octubre a la Universitat_Protestant_de_Teologia_de_Roma .
#goldHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,18,22,22,11,24,22,24,24,22,29,27,9,
#predictedHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,22,22,22,18,24,22,24,24,22,29,27,9,
(9,18),(18,30),-1.22557 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.774375 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.707852 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-1.09714 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.96954 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.52102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,11),0.460447 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),-0.0274676 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.282046 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.173194 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.269874 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.911122 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.120498 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.151467 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.680857 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.0882043 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.217899 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.208654 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.283076 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.1787 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.149093 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),-0.141915 # DEPENDENCYPART_GRANDPAR
(9,22),(22,30),-1.10787 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),0.255039 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.204976 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.0559384 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.0168943 # DEPENDENCYPART_GRANDPAR
(9,24),(24,30),-1.19947 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.07692 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.110257 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.1936 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.0868269 # DEPENDENCYPART_GRANDPAR
(9,25),(25,29),0.0257578 # DEPENDENCYPART_GRANDPAR
(9,26),(26,23),0.268444 # DEPENDENCYPART_GRANDPAR
(9,26),(26,25),0.00291557 # DEPENDENCYPART_GRANDPAR
(9,26),(26,27),-0.0306738 # DEPENDENCYPART_GRANDPAR
(9,26),(26,30),-1.19147 # DEPENDENCYPART_GRANDPAR
(9,27),(27,23),-0.190028 # DEPENDENCYPART_GRANDPAR
(9,27),(27,24),-0.134044 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),-0.346199 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-0.10903 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),-0.965707 # DEPENDENCYPART_GRANDPAR
(9,27),(27,29),0.151114 # DEPENDENCYPART_GRANDPAR
(9,27),(27,30),-1.15287 # DEPENDENCYPART_GRANDPAR
(9,29),(29,23),0.0492793 # DEPENDENCYPART_GRANDPAR
(9,29),(29,25),-0.143833 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),-0.81206 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.685019 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.51394 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.602092 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.45839 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.234 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.42384 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.18858 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.12007 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.38465 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.38155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.38684 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.881298 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-1.45948 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.885463 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.72426 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-1.19126 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.760825 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.542203 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.943985 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.857212 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.840247 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),-0.508629 # DEPENDENCYPART_GRANDPAR
(10,11),(11,30),-0.879105 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.30624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,14),-1.49068 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.952465 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.86768 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-1.22245 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.904246 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.602502 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.349855 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0813352 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.258921 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0485594 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.0924002 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.0139531 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.203032 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.689845 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.480377 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.635457 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.292078 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.171456 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.0214555 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.17029 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.127809 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.756807 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.547339 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.357777 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0477724 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.387738 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.0243128 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.00774328 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0820405 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.246048 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.216605 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.54013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.130092 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.680954 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.727914 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.756961 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.518446 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.49021 # DEPENDENCYPART_GRANDPAR
(11,4),(4,30),-1.64821 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.635457 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.2586 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.17029 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.127809 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0672996 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.190728 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.00228754 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0672996 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.190728 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.330139 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.000733463 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.281981 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.122167 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0103316 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.129645 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0960217 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0906427 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.68412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.378219 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.955569 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.76812 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.834459 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.900947 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.624992 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.654039 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-1.18752 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.874712 # DEPENDENCYPART_GRANDPAR
(11,9),(9,26),-1.01236 # DEPENDENCYPART_GRANDPAR
(11,9),(9,27),-0.915021 # DEPENDENCYPART_GRANDPAR
(11,9),(9,29),-1.10052 # DEPENDENCYPART_GRANDPAR
(11,9),(9,30),-1.74085 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0019852 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.57263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.351131 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.49115 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.680401 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.277291 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0923655 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0236561 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.331914 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.233124 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),0.193923 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),1.0971 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.413533 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.635173 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.770606 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.715232 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.619679 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.263164 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0494055 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.145316 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0274579 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.354784 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),0.0982127 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.0384731 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.414913 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.271913 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),0.0143265 # DEPENDENCYPART_GRANDPAR
(11,14),(14,30),-0.854583 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.853339 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.403288 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0727797 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0583306 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.282247 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),0.147823 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.348065 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),0.0712997 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0107911 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.770606 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.619679 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0301096 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.325759 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.308245 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.354784 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),0.0982127 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.0384731 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.414913 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.0806568 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.271913 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),0.0143265 # DEPENDENCYPART_GRANDPAR
(11,18),(18,30),-0.854583 # DEPENDENCYPART_GRANDPAR
(11,22),(22,1),-0.51676 # DEPENDENCYPART_GRANDPAR
(11,22),(22,2),-0.92508 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.914636 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),-0.911897 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),-1.15302 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.675645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),0.63484 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),0.053667 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),0.0669658 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),0.319639 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),0.065256 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),0.108289 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),0.529107 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.505546 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.0524737 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.0278126 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.253008 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),0.12812 # DEPENDENCYPART_GRANDPAR
(11,22),(22,26),-0.0766793 # DEPENDENCYPART_GRANDPAR
(11,22),(22,27),0.131014 # DEPENDENCYPART_GRANDPAR
(11,22),(22,29),-0.0683452 # DEPENDENCYPART_GRANDPAR
(11,22),(22,30),-0.853723 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.36108 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.159148 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.205286 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),-0.184787 # DEPENDENCYPART_GRANDPAR
(11,23),(23,29),0.0100994 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.0624317 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),0.0295526 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.178283 # DEPENDENCYPART_GRANDPAR
(11,24),(24,27),-0.0347067 # DEPENDENCYPART_GRANDPAR
(11,24),(24,30),-0.980218 # DEPENDENCYPART_GRANDPAR
(11,26),(26,23),-0.0473982 # DEPENDENCYPART_GRANDPAR
(11,26),(26,25),-0.000540115 # DEPENDENCYPART_GRANDPAR
(11,26),(26,27),-0.0374263 # DEPENDENCYPART_GRANDPAR
(11,26),(26,30),-0.956042 # DEPENDENCYPART_GRANDPAR
(11,27),(27,23),-0.0615985 # DEPENDENCYPART_GRANDPAR
(11,27),(27,24),-0.307274 # DEPENDENCYPART_GRANDPAR
(11,27),(27,25),0.065767 # DEPENDENCYPART_GRANDPAR
(11,27),(27,26),-0.123586 # DEPENDENCYPART_GRANDPAR
(11,27),(27,28),-0.65246 # DEPENDENCYPART_GRANDPAR
(11,27),(27,29),-0.118417 # DEPENDENCYPART_GRANDPAR
(11,27),(27,30),-0.962462 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.30201 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.202642 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.62261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0816404 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.984384 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.820685 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.43202 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.41838 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.788152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),1.00085 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.320336 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0496059 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.174393 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.162042 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),0.366397 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.614583 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.0486482 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.127458 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),-0.50399 # DEPENDENCYPART_GRANDPAR
(12,14),(14,30),-0.940494 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.817532 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.874009 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0761021 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.330488 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.188539 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.269803 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.026762 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.493777 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.240566 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-1.43202 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.788152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,15),0.395569 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0764434 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.900842 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.162042 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.366397 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.614583 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.0486482 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.320793 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.127458 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-0.50399 # DEPENDENCYPART_GRANDPAR
(12,18),(18,30),-0.940494 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.999937 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.999989 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-1.4755 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-1.52331 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-1.42168 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-1.24372 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.881306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,14),0.707162 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.268121 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.109962 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-1.09184 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.314247 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.00247424 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),1.06012 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.024242 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.576785 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),0.05373 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.0979511 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.00692502 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.3992 # DEPENDENCYPART_GRANDPAR
(12,22),(22,29),-0.0254597 # DEPENDENCYPART_GRANDPAR
(12,22),(22,30),-0.914937 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.89436 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-1.51705 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.45484 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.36096 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-1.66062 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.3627 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.32225 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.952106 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.794 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.59001 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-1.08356 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-1.05945 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.789144 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.842402 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.641284 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.430138 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.836503 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.37901 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.979042 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.374296 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.954925 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.909364 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.708246 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.140877 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.92495 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.919559 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-1.01591 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.544197 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.991798 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.876213 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.80224 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.384661 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.445208 # DEPENDENCYPART_GRANDPAR
(14,4),(4,15),-0.347337 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.880471 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.725889 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.679353 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.561012 # DEPENDENCYPART_GRANDPAR
(14,4),(4,30),-1.63373 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-1.08217 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.189084 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0550949 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.573418 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.742808 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.64027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.375506 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.896716 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.794216 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.695598 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.590123 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.447676 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.84003 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.886558 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.0887913 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.110826 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.112327 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.0773587 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.12727 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-0.0248991 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.319094 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.30707 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.19763 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.354345 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.137662 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.216895 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.189885 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.0296866 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.0578446 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.192214 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.114453 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.208676 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.0789152 # DEPENDENCYPART_GRANDPAR
(14,18),(18,30),-0.840854 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.736842 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-1.79138 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-1.4511 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-1.44248 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-1.73353 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-1.28277 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-1.44578 # DEPENDENCYPART_GRANDPAR
