# _root_ ' Carpe_Diem ' és un homenatge a la vida : ' aprofita el temps al màxim , que la vida sigui extraordinària , que cada moment sigui únic ' .
#goldHeads=2,4,2,0,6,4,6,9,7,12,12,6,14,12,12,15,12,21,20,21,12,21,12,27,26,27,12,27,12,4,
#predictedHeads=2,4,2,0,6,4,6,9,7,12,12,4,14,12,12,15,21,21,20,21,12,21,27,27,26,27,21,27,12,4,
(6,21),(21,3),-1.3197 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-1.54091 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.485375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),0.66109 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.453079 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.716465 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.0658391 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),0.0917093 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),0.119688 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.0607432 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.166945 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.274783 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),0.153517 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),0.441874 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),0.222162 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.170821 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.607774 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-1.41891 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-0.193444 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),0.234723 # DEPENDENCYPART_GRANDPAR
(6,21),(21,28),-0.228998 # DEPENDENCYPART_GRANDPAR
(6,21),(21,29),-0.654879 # DEPENDENCYPART_GRANDPAR
(6,21),(21,30),-1.92327 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.0644766 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),0.693219 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),0.241811 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),0.341934 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.70871 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-1.53304 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.284405 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),0.0445956 # DEPENDENCYPART_GRANDPAR
(6,22),(22,28),-0.335924 # DEPENDENCYPART_GRANDPAR
(6,22),(22,29),-0.690783 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.648451 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.106952 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.418598 # DEPENDENCYPART_GRANDPAR
(6,24),(24,28),-0.354474 # DEPENDENCYPART_GRANDPAR
(6,24),(24,29),-0.704169 # DEPENDENCYPART_GRANDPAR
(6,26),(26,10),0.46644 # DEPENDENCYPART_GRANDPAR
(6,26),(26,21),0.235033 # DEPENDENCYPART_GRANDPAR
(6,26),(26,22),-0.320933 # DEPENDENCYPART_GRANDPAR
(6,26),(26,23),-0.503676 # DEPENDENCYPART_GRANDPAR
(6,26),(26,24),-1.22937 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),0.206724 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-0.000648207 # DEPENDENCYPART_GRANDPAR
(6,26),(26,28),-0.353449 # DEPENDENCYPART_GRANDPAR
(6,26),(26,29),-0.597844 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.426026 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.389769 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.402119 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.254682 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.69176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.160377 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.22033 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-1.11695 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-1.01813 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.16563 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.921216 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-1.21176 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.878478 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-1.14898 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-1.26674 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.18965 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-1.24545 # DEPENDENCYPART_GRANDPAR
(7,4),(4,26),-1.27281 # DEPENDENCYPART_GRANDPAR
(7,4),(4,27),-1.61706 # DEPENDENCYPART_GRANDPAR
(7,4),(4,28),-1.60253 # DEPENDENCYPART_GRANDPAR
(7,4),(4,29),-1.55357 # DEPENDENCYPART_GRANDPAR
(7,4),(4,30),-2.4527 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0978534 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.63975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,3),-0.440153 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.124965 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.336846 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.56405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.108698 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.2259 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.14208 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.911941 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.11417 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.799845 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.20685 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.824754 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-1.09731 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.16051 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-1.18636 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-0.953249 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-1.22134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,30),-2.45757 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.15722 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.34169 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.17762 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.829095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.14071 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.528965 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.258986 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.00612902 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.478755 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.391703 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.37983 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.42829 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.35592 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.27781 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.22721 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.640871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),1.18541 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.7875 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.00280887 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0368921 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.156195 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0323923 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.158862 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.241333 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.065133 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.118779 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.261538 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.34509 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.275025 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.193628 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.221353 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-0.611854 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.763376 # DEPENDENCYPART_GRANDPAR
(7,12),(12,29),-0.59144 # DEPENDENCYPART_GRANDPAR
(7,12),(12,30),-1.5698 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.66578 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.720397 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.961922 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.417336 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-1.36396 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.31492 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.33456 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.16815 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.99466 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.32271 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.48888 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.4416 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-2.15706 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.31773 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.47393 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-1.43926 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-2.36627 # DEPENDENCYPART_GRANDPAR
(8,6),(6,30),-1.57575 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.738652 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-1.09511 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.759902 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-1.39931 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.29772 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.16373 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.228786 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.590234 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.36312 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.064835 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0118586 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.72484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.418759 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.605498 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-1.05688 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-1.22687 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-1.07353 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.956297 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-1.48383 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-1.35026 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.947405 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-1.05123 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.11198 # DEPENDENCYPART_GRANDPAR
(9,4),(4,26),-1.70676 # DEPENDENCYPART_GRANDPAR
(9,4),(4,27),-1.00294 # DEPENDENCYPART_GRANDPAR
(9,4),(4,28),-1.26914 # DEPENDENCYPART_GRANDPAR
(9,4),(4,29),-1.18605 # DEPENDENCYPART_GRANDPAR
(9,4),(4,30),-2.37026 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.679672 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.469681 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.285867 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.504326 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.658484 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.096398 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.57496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.316557 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.518821 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.88799 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.07723 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.849492 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.841421 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.36094 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.20038 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.778484 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.96089 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-1.88638 # DEPENDENCYPART_GRANDPAR
(9,6),(6,26),-1.55711 # DEPENDENCYPART_GRANDPAR
(9,6),(6,30),-2.2695 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.440264 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.644231 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0677795 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.64832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.518157 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.9172 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0242013 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0444171 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.195455 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.14063 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.62988 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.27496 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.33005 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.918302 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.922502 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.579802 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.74099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.03329 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.252948 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.211168 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0575404 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.460788 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.068165 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.668833 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.285687 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),0.0670802 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.120219 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.0875231 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-1.19427 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.668133 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),0.0115417 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.349 # DEPENDENCYPART_GRANDPAR
(9,12),(12,29),-0.268102 # DEPENDENCYPART_GRANDPAR
(9,12),(12,30),-1.48066 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.15181 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.69621 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.56085 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.781812 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.437108 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.109015 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.570524 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.305128 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.602294 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0431637 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.951828 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.470829 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.141813 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.235067 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.112524 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-1.47726 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.864239 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.197351 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.453583 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.192521 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0125736 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.51699 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.105978 # DEPENDENCYPART_GRANDPAR
(9,18),(18,29),-0.321921 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.0199255 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.118816 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0294353 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.188815 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.16802 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.38297 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.154881 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.338183 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.918277 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.45286 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.144406 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.48194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,14),-0.304383 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.891896 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-0.999402 # DEPENDENCYPART_GRANDPAR
(12,2),(2,30),-1.91748 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.149081 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.00712386 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.29107 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.199566 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0876617 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.165705 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.605701 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.563256 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.8866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.62427 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.731813 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-1.14832 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-1.20454 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-1.29687 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-0.800057 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-1.05719 # DEPENDENCYPART_GRANDPAR
(12,4),(4,23),-1.25583 # DEPENDENCYPART_GRANDPAR
(12,4),(4,26),-1.29725 # DEPENDENCYPART_GRANDPAR
(12,4),(4,27),-0.930517 # DEPENDENCYPART_GRANDPAR
(12,4),(4,28),-0.966589 # DEPENDENCYPART_GRANDPAR
(12,4),(4,29),-1.15989 # DEPENDENCYPART_GRANDPAR
(12,4),(4,30),-2.1631 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.291942 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.640059 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.427064 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.14887 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.44633 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0867614 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.413935 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.4824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),-0.304845 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.313447 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.891897 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.901547 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.976953 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.395791 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.791322 # DEPENDENCYPART_GRANDPAR
(12,6),(6,24),-1.64602 # DEPENDENCYPART_GRANDPAR
(12,6),(6,26),-0.977822 # DEPENDENCYPART_GRANDPAR
(12,6),(6,30),-1.91748 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.766468 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.438915 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.448784 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.204658 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.239799 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.61083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,6),0.10253 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0516149 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.614793 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.464617 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.0744259 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.196776 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0618607 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0516931 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.37816 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.48205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.304493 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.901736 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.460557 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.0397947 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.334554 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.12201 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.70039 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.465015 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.49796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),1.33326 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.151941 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.106914 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.158233 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.417576 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.280148 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.377787 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.0191784 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.265739 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-1.16205 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.260264 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),0.247327 # DEPENDENCYPART_GRANDPAR
(12,14),(14,28),0.0672504 # DEPENDENCYPART_GRANDPAR
(12,14),(14,29),-0.00241814 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.524589 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),1.13677 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.661202 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0241959 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0177843 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.474365 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.03906 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.699719 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),1.30808 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.704352 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.167484 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.489634 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.321925 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.305498 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.0487674 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),0.0376614 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.314423 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.300158 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),0.19558 # DEPENDENCYPART_GRANDPAR
(12,18),(18,29),-0.0509802 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.0391678 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.699827 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.488436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,15),0.152926 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.132064 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.634787 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.277344 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.0865456 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),0.146884 # DEPENDENCYPART_GRANDPAR
(12,20),(20,28),-0.000116854 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-1.27472 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-1.07515 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-1.4167 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.45421 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.861875 # DEPENDENCYPART_GRANDPAR
