# _root_ ' Si fa falta un estudi , que no vingui a_canvi_de vendre l' aigua ' perquè ' aquest estudi arribarà tard ' , ha dit Castellà .
#goldHeads=10,3,10,3,6,3,3,10,10,25,10,11,14,12,10,20,20,19,20,10,20,20,10,25,0,25,25,
#predictedHeads=3,3,25,3,6,4,10,10,10,3,10,11,14,12,20,20,20,19,20,25,20,20,20,25,0,25,25,
(6,21),(21,11),-0.0228656 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.515844 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.36167 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.3534 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.518793 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.544617 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-1.36303 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.415752 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.833903 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.584261 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.688732 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.92565 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.59025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.317499 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.462583 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.603009 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.778644 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.72926 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.742144 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.78218 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.689511 # DEPENDENCYPART_GRANDPAR
(7,6),(6,27),-0.723684 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.134023 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.934714 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.871953 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.902015 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.968847 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.843887 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.644131 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.330815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.095835 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.339056 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.343097 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.341179 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.554273 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.354157 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.393661 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.260815 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.510998 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.554954 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.527404 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.538441 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.667518 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.727715 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0656976 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.113114 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.632234 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.179327 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.534602 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.742243 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.546874 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.897555 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.298628 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.884942 # DEPENDENCYPART_GRANDPAR
(10,2),(2,23),-1.58722 # DEPENDENCYPART_GRANDPAR
(10,2),(2,27),-2.01 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.608639 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.492973 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.267305 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.493731 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0841504 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.145167 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.134738 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.79955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.550932 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.932604 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-1.13791 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-1.13537 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-1.44004 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-1.42867 # DEPENDENCYPART_GRANDPAR
(10,3),(3,23),-1.85499 # DEPENDENCYPART_GRANDPAR
(10,3),(3,25),-1.50272 # DEPENDENCYPART_GRANDPAR
(10,3),(3,27),-2.25364 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.562171 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.11287 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.0949004 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.313308 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.260408 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.452513 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.73865 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.41237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,15),-0.933261 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.0987987 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.137385 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.335309 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.544913 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.476254 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.738607 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.41324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.546299 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.807982 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.934112 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.327 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.86113 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.870767 # DEPENDENCYPART_GRANDPAR
(10,6),(6,27),-2.02642 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.626568 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.452634 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.40213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,7),-0.384168 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.904876 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.64078 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.921446 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.08206 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.524775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.27771 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0207741 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0728975 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.267302 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.319994 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.159137 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.699587 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.290155 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.78867 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.0872 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.21478 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.38189 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.59162 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.49703 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.80032 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.2166 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.684561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.121674 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0978188 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0245095 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.118277 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.417401 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.147493 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.418184 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.238318 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.315268 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.673863 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.771024 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.498862 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.545524 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-1.20608 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.831405 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.08082 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.29062 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.390925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.396641 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.459391 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.505426 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.00615469 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.347552 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.386737 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.153169 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.30041 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.255874 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.284604 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.370755 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.391729 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.0753008 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.292739 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.289596 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.764626 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-1.24831 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.831118 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.08052 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.367509 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.443318 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.50684 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0855424 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.0894712 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.478434 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.222081 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.251735 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.23524 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.265825 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.32208 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-1.78926 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-1.08785 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-1.2154 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-1.38248 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-1.59222 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-1.49762 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-1.80094 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.674643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.13256 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.179206 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.0672485 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.0129508 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.367382 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.405843 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.496455 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.12644 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.218897 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.261265 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.616976 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.731641 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.459504 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.518121 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-1.14693 # DEPENDENCYPART_GRANDPAR
(10,21),(21,11),0.271427 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.56535 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.132018 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.230284 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.383822 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.738517 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.568161 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.375117 # DEPENDENCYPART_GRANDPAR
(10,25),(25,1),-1.78876 # DEPENDENCYPART_GRANDPAR
(10,25),(25,2),-1.08731 # DEPENDENCYPART_GRANDPAR
(10,25),(25,3),-1.21502 # DEPENDENCYPART_GRANDPAR
(10,25),(25,4),-1.38199 # DEPENDENCYPART_GRANDPAR
(10,25),(25,6),-1.59172 # DEPENDENCYPART_GRANDPAR
(10,25),(25,7),-1.49712 # DEPENDENCYPART_GRANDPAR
(10,25),(25,8),-1.80043 # DEPENDENCYPART_GRANDPAR
(10,25),(25,10),-0.719382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,25),(25,11),0.145548 # DEPENDENCYPART_GRANDPAR
(10,25),(25,12),0.134466 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),-0.0632362 # DEPENDENCYPART_GRANDPAR
(10,25),(25,15),-0.000312859 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),0.359678 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),-0.393205 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),-0.122428 # DEPENDENCYPART_GRANDPAR
(10,25),(25,20),-0.362621 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.228538 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.291072 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.438071 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.316269 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.51375 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),-1.10327 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.243983 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.353524 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.315565 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.2565 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.163622 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.4799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,16),-1.01453 # DEPENDENCYPART_GRANDPAR
(11,2),(2,23),-1.52788 # DEPENDENCYPART_GRANDPAR
(11,2),(2,27),-1.86804 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.255445 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.500348 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.419446 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.171034 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.361729 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.301845 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.24879 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.217035 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.400678 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.215948 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.5737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0207894 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.736766 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.1425 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.10758 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.0394 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.01531 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.31373 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-1.11269 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-1.28523 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-1.65198 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-1.55011 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-1.96837 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.2958 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.897012 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.23971 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.27652 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.23849 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.11984 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.16405 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.04038 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.28381 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.716108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.258409 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.252725 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.260408 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.149621 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.0139941 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.370034 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.208419 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.395456 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.731914 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.923029 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-0.626338 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.393076 # DEPENDENCYPART_GRANDPAR
(11,12),(12,27),-1.12722 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.14892 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.23754 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.19955 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.19074 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.733348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.944626 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.135543 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.228744 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.474606 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.12564 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.220055 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.273573 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.391553 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.371475 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.537327 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.263949 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.255719 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.434069 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.509785 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.888331 # DEPENDENCYPART_GRANDPAR
(11,16),(16,27),-1.26904 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.668267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,17),-0.0624806 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.0355624 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.289374 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.484717 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.761541 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.79126 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.565129 # DEPENDENCYPART_GRANDPAR
(11,25),(25,1),-1.2958 # DEPENDENCYPART_GRANDPAR
(11,25),(25,2),-0.897021 # DEPENDENCYPART_GRANDPAR
(11,25),(25,3),-1.23979 # DEPENDENCYPART_GRANDPAR
(11,25),(25,4),-1.27653 # DEPENDENCYPART_GRANDPAR
(11,25),(25,6),-1.2385 # DEPENDENCYPART_GRANDPAR
(11,25),(25,7),-1.11984 # DEPENDENCYPART_GRANDPAR
(11,25),(25,8),-1.16406 # DEPENDENCYPART_GRANDPAR
(11,25),(25,10),-1.28388 # DEPENDENCYPART_GRANDPAR
(11,25),(25,11),-0.696875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,25),(25,12),0.852093 # DEPENDENCYPART_GRANDPAR
(11,25),(25,14),0.176869 # DEPENDENCYPART_GRANDPAR
(11,25),(25,15),-0.111183 # DEPENDENCYPART_GRANDPAR
(11,25),(25,16),0.0107415 # DEPENDENCYPART_GRANDPAR
(11,25),(25,17),-0.00807916 # DEPENDENCYPART_GRANDPAR
(11,25),(25,19),-0.104864 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.440583 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),-0.282704 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),-0.253914 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.525296 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),-0.842021 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.419933 # DEPENDENCYPART_GRANDPAR
(11,25),(25,27),-1.0908 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.343987 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.650778 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.677967 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.489684 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.980183 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.592022 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.552044 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-1.23931 # DEPENDENCYPART_GRANDPAR
(12,2),(2,27),-1.6427 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.296868 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.407695 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.379325 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.425299 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0180012 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.22702 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.212221 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.422139 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.525087 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.78411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,15),-0.930989 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.802469 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-1.13017 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-1.17386 # DEPENDENCYPART_GRANDPAR
(12,3),(3,23),-1.50708 # DEPENDENCYPART_GRANDPAR
(12,3),(3,25),-1.18444 # DEPENDENCYPART_GRANDPAR
(12,3),(3,27),-1.88633 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.27142 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.220886 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.0750824 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.406896 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.185222 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.379621 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.811137 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.162579 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.726335 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.206815 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.032598 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.47444 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.680209 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.403363 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.811093 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.171951 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.3978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),-0.363879 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.727186 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.876659 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.734268 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.762599 # DEPENDENCYPART_GRANDPAR
