# _root_ El Congrés s' havia plantejat de consens a l' entorn_de Preses , que ha iniciat el tercer mandat al_capdavant_de Comissions , si_bé una hora abans d' acabar -se el termini Àngel_González ha presentat la_seva candidatura .
#goldHeads=2,5,5,5,0,5,6,7,10,8,10,15,15,15,11,18,18,15,15,19,15,33,24,25,33,25,26,27,30,27,33,33,5,35,33,5,
#predictedHeads=2,5,5,5,0,5,6,5,10,8,10,15,15,15,11,18,18,15,15,19,33,33,24,25,15,25,26,27,30,33,30,33,15,35,33,5,
(8,9),(9,6),-0.927033 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.897583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,1),-1.26642 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.14387 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.893773 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.826082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.59467 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0508199 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.46164 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.210828 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.328553 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),1.40305 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.131084 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.389311 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.143882 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.451817 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.279815 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.452283 # DEPENDENCYPART_GRANDPAR
(8,11),(11,36),-2.06511 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.3375 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.745803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),0.192209 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0766881 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.87177 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.0591836 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.193352 # DEPENDENCYPART_GRANDPAR
(8,14),(14,33),-0.230563 # DEPENDENCYPART_GRANDPAR
(8,14),(14,36),-2.02337 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.33435 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.34033 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.30803 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.983966 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.36603 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.761464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),1.2773 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.178302 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.14069 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.118069 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.937069 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.153202 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.0962364 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.049219 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.182223 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.0417374 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.476008 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.165514 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.316701 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.10482 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.762399 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.406797 # DEPENDENCYPART_GRANDPAR
(8,15),(15,30),-0.463424 # DEPENDENCYPART_GRANDPAR
(8,15),(15,31),-0.61411 # DEPENDENCYPART_GRANDPAR
(8,15),(15,32),-1.05511 # DEPENDENCYPART_GRANDPAR
(8,15),(15,33),-0.199458 # DEPENDENCYPART_GRANDPAR
(8,15),(15,35),-0.410763 # DEPENDENCYPART_GRANDPAR
(8,15),(15,36),-1.98365 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-1.20262 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.80797 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.929127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),0.149503 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.367229 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.19741 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.401817 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.491399 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0424941 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.360895 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.383804 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.578256 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.467421 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-1.15868 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.660236 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.463161 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.64301 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.385228 # DEPENDENCYPART_GRANDPAR
(8,18),(18,30),-0.812126 # DEPENDENCYPART_GRANDPAR
(8,18),(18,31),-0.957878 # DEPENDENCYPART_GRANDPAR
(8,18),(18,33),-0.199508 # DEPENDENCYPART_GRANDPAR
(8,18),(18,35),-0.751261 # DEPENDENCYPART_GRANDPAR
(8,18),(18,36),-2.0807 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.455328 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.395771 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.383391 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.14819 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.0972 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.558526 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.7386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.385853 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.1391 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.10082 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.904686 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.899437 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.86907 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.373023 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.457832 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.405736 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.413642 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.370609 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.138859 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.437377 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0878932 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.48687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),0.132279 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.671962 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.854139 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.55922 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.693428 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.811294 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.971103 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.867407 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-1.06716 # DEPENDENCYPART_GRANDPAR
(10,5),(5,25),-0.792198 # DEPENDENCYPART_GRANDPAR
(10,5),(5,27),-1.07847 # DEPENDENCYPART_GRANDPAR
(10,5),(5,30),-1.12649 # DEPENDENCYPART_GRANDPAR
(10,5),(5,31),-1.31539 # DEPENDENCYPART_GRANDPAR
(10,5),(5,32),-1.57286 # DEPENDENCYPART_GRANDPAR
(10,5),(5,33),-0.916607 # DEPENDENCYPART_GRANDPAR
(10,5),(5,35),-1.04103 # DEPENDENCYPART_GRANDPAR
(10,5),(5,36),-2.03357 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.216214 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.176022 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.41197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.173685 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.59275 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.340947 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.457629 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.41526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.180472 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.59725 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.698628 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.412816 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.645236 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.383462 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.427938 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.48287 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.646815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.255653 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.173678 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.54484 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.149653 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.106326 # DEPENDENCYPART_GRANDPAR
(10,11),(11,36),-1.1652 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.37159 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.0827 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.596993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),0.468044 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),1.36934 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.282816 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0387025 # DEPENDENCYPART_GRANDPAR
(10,14),(14,33),-0.00944075 # DEPENDENCYPART_GRANDPAR
(10,14),(14,36),-1.2368 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.36844 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.28878 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.35752 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.03935 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.34236 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.08061 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.41853 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.614628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),1.04348 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.422268 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),1.42867 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.121573 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.106879 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.267383 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.045856 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.29913 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.0643764 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.0697524 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.106778 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),0.120662 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.695598 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.139632 # DEPENDENCYPART_GRANDPAR
(10,15),(15,30),-0.187329 # DEPENDENCYPART_GRANDPAR
(10,15),(15,31),-0.357343 # DEPENDENCYPART_GRANDPAR
(10,15),(15,32),-0.721023 # DEPENDENCYPART_GRANDPAR
(10,15),(15,33),0.0177834 # DEPENDENCYPART_GRANDPAR
(10,15),(15,35),-0.0849296 # DEPENDENCYPART_GRANDPAR
(10,15),(15,36),-1.20153 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.31493 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.285642 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-1.11594 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.617249 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.17708 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.297113 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.585739 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.51949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.266469 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.42489 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.661742 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.7002 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.08197 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.18765 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.80073 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),1.29706 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.110651 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.0270917 # DEPENDENCYPART_GRANDPAR
(11,14),(14,33),-0.209995 # DEPENDENCYPART_GRANDPAR
(11,14),(14,36),-1.44655 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.69584 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.46372 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.36391 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.02057 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.37586 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.07779 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.28312 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.18352 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.635267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.703762 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),1.38297 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.627467 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0311145 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.090143 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.0289755 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.0264419 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.208434 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.327831 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.287389 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),0.0989933 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.226842 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),-0.187681 # DEPENDENCYPART_GRANDPAR
(11,15),(15,30),-0.275178 # DEPENDENCYPART_GRANDPAR
(11,15),(15,31),-0.25004 # DEPENDENCYPART_GRANDPAR
(11,15),(15,32),-0.583458 # DEPENDENCYPART_GRANDPAR
(11,15),(15,33),-0.177456 # DEPENDENCYPART_GRANDPAR
(11,15),(15,35),-0.17957 # DEPENDENCYPART_GRANDPAR
(11,15),(15,36),-1.40228 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-1.1999 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.730665 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.851327 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.961524 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.763526 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.367038 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.136496 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.246974 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.080374 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.163442 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.130733 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.188853 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.587696 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),0.163438 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.443914 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.0674178 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.251227 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-0.420097 # DEPENDENCYPART_GRANDPAR
(11,18),(18,30),-0.439509 # DEPENDENCYPART_GRANDPAR
(11,18),(18,31),-0.408915 # DEPENDENCYPART_GRANDPAR
(11,18),(18,33),-0.405169 # DEPENDENCYPART_GRANDPAR
(11,18),(18,35),-0.336549 # DEPENDENCYPART_GRANDPAR
(11,18),(18,36),-1.38866 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),0.241541 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),0.24709 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.408123 # DEPENDENCYPART_GRANDPAR
(11,22),(22,26),-0.169727 # DEPENDENCYPART_GRANDPAR
(11,22),(22,27),-0.284845 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.304643 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.98725 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.51731 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.948698 # DEPENDENCYPART_GRANDPAR
(14,2),(2,15),-0.579852 # DEPENDENCYPART_GRANDPAR
(14,2),(2,36),-2.24559 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-1.16396 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-1.21774 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.795679 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.780119 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.17656 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.08587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.711084 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-1.1187 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.668918 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.800813 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-1.12632 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.831484 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-1.22747 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.721964 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.134964 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.06851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.69373 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.46622 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.26323 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.14289 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.12291 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.36962 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.07869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.358411 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.27567 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.359796 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.227566 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.432526 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.39989 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.232939 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-1.09948 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.11168 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.180997 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),0.348478 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.249757 # DEPENDENCYPART_GRANDPAR
(14,18),(18,30),-0.298744 # DEPENDENCYPART_GRANDPAR
(14,18),(18,31),-0.233712 # DEPENDENCYPART_GRANDPAR
(14,18),(18,33),-0.139968 # DEPENDENCYPART_GRANDPAR
(14,18),(18,35),-0.442769 # DEPENDENCYPART_GRANDPAR
(14,18),(18,36),-1.37724 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0129651 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.366981 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.453443 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.344649 # DEPENDENCYPART_GRANDPAR
(14,33),(33,2),-1.69444 # DEPENDENCYPART_GRANDPAR
(14,33),(33,4),-2.35952 # DEPENDENCYPART_GRANDPAR
(14,33),(33,5),-1.85761 # DEPENDENCYPART_GRANDPAR
(14,33),(33,8),-1.5651 # DEPENDENCYPART_GRANDPAR
(14,33),(33,10),-1.53898 # DEPENDENCYPART_GRANDPAR
(14,33),(33,12),-1.61169 # DEPENDENCYPART_GRANDPAR
(14,33),(33,13),-1.50351 # DEPENDENCYPART_GRANDPAR
(14,33),(33,14),-1.01243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,33),(33,15),0.166559 # DEPENDENCYPART_GRANDPAR
(14,33),(33,17),-0.478704 # DEPENDENCYPART_GRANDPAR
(14,33),(33,18),-0.149348 # DEPENDENCYPART_GRANDPAR
(14,33),(33,19),-0.261899 # DEPENDENCYPART_GRANDPAR
(14,33),(33,21),-0.150778 # DEPENDENCYPART_GRANDPAR
(14,33),(33,22),-0.161911 # DEPENDENCYPART_GRANDPAR
(14,33),(33,24),-0.119849 # DEPENDENCYPART_GRANDPAR
(14,33),(33,25),-0.0721245 # DEPENDENCYPART_GRANDPAR
(14,33),(33,26),0.0545737 # DEPENDENCYPART_GRANDPAR
(14,33),(33,27),-0.317096 # DEPENDENCYPART_GRANDPAR
(14,33),(33,28),-0.446526 # DEPENDENCYPART_GRANDPAR
(14,33),(33,29),-1.19096 # DEPENDENCYPART_GRANDPAR
(14,33),(33,30),-0.296408 # DEPENDENCYPART_GRANDPAR
(14,33),(33,31),-0.225385 # DEPENDENCYPART_GRANDPAR
(14,33),(33,32),-0.0618139 # DEPENDENCYPART_GRANDPAR
(14,33),(33,35),-0.5421 # DEPENDENCYPART_GRANDPAR
(14,33),(33,36),-1.37028 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.878093 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.158602 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.324436 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.106297 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.05153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,36),-1.998 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.2117 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.353309 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.0900068 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.286914 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.288496 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.172401 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.277445 # DEPENDENCYPART_GRANDPAR
(15,4),(4,36),-2.22811 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.686815 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.2251 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.326091 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.605125 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.325696 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.480029 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.361757 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.220902 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.511447 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.243261 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.241672 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.43972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,18),-0.499739 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.533594 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-0.971866 # DEPENDENCYPART_GRANDPAR
(15,5),(5,22),-0.616762 # DEPENDENCYPART_GRANDPAR
(15,5),(5,24),-0.583945 # DEPENDENCYPART_GRANDPAR
(15,5),(5,25),-0.630356 # DEPENDENCYPART_GRANDPAR
(15,5),(5,27),-1.0137 # DEPENDENCYPART_GRANDPAR
(15,5),(5,30),-0.590263 # DEPENDENCYPART_GRANDPAR
(15,5),(5,31),-0.765119 # DEPENDENCYPART_GRANDPAR
(15,5),(5,32),-0.416498 # DEPENDENCYPART_GRANDPAR
(15,5),(5,33),-0.683882 # DEPENDENCYPART_GRANDPAR
(15,5),(5,35),-0.709439 # DEPENDENCYPART_GRANDPAR
(15,5),(5,36),-2.22701 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.612142 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.469466 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.284913 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.661245 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.0574537 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.882555 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.0412756 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.225538 # DEPENDENCYPART_GRANDPAR
